zts1e	新手冒險家學習課程
zts1167e	要求尋找在沙漠盜賊團 巢穴的製藥場所並進行調查。另外要球消滅妨礙調查的沙漠盜賊團。
zts1168e	要求將異常的弱兵使用在沙漠盜賊團 巢穴中休息的盜賊，並觀察結果之後回覆。
zts1169e	舊亞斯特聖殿地下的翻譯比爾利要求將比利的調查文件，交給沙漠盜賊團 巢穴的代理人盧夏爾第。
zts1170e	沙漠盜賊團 巢穴的代理人盧夏爾第要求將"緊急信-從代理人盧夏爾第開始"轉達給在無法地帶的貝爾門。
zts1171e	無法地帶的劍客貝爾門要求將有關沙漠盜賊團 巢穴的故事告訴卡瑪歸‧莫皮。
zts1172e	治療沙漠盜賊團吧
zts1173e	必須將異常的弱兵交給舊亞斯特聖殿地下的翻譯比爾利。
zts1174e	舊亞斯特聖殿地下的翻譯比爾利要求趕快將這藥瓶交給沙漠盜賊團 巢穴的代理人盧夏爾第。
zts1175e	沙漠盜賊團 巢穴的代理人盧夏爾第要求將這個迷惑之藥樣本和盧夏爾第的密令，交給無法地帶的老朋友劍客貝爾門。
zts1176e	無法地帶的劍客貝爾門認為卡瑪歸‧莫皮應該會知道這迷惑之藥的治療方法。
zts1177e	無法地帶的卡瑪歸‧莫皮要求將迷惑之藥的樣本和他的信，交給有老交情的亞斯特聖殿的大祭司 艾爾拉第安。
zts1178e	亞斯特聖殿的大祭司 艾爾拉第安說可以使用從阿卡穆里商團訂購的物品製作解藥的材料。必須向阿卡瑪商團本店詢問。
zts1179e	在阿卡瑪商團本店的代理人塞米亞‧貝爾頓說根據追蹤結果，亞斯特聖殿的訂購物品分散在凱路斯野營地和卡頓的野營地。
zts1180e	亞斯特聖殿的大祭司 艾爾拉第安要求將被祝福的精靈淨化劑，交給在沙漠盜賊團 巢穴的代理人盧夏爾第。
zts1181e	沙漠盜賊團 巢穴的代理人盧夏爾第要求將被祝福的精靈淨化劑使用在休息中的盜賊身上。
zts1182e	沙漠盜賊團 巢穴的代理人盧夏爾第要求將盧夏爾第的決議書，交給在舊亞斯特聖殿地下的翻譯比爾利。
zts1183e	舊亞斯特聖殿地下的翻譯比爾利要求將沙漠盜賊團的決議書，交給在無法地帶的劍客貝爾門。
zts1184e	無法地帶的劍客貝爾門要求將沙漠盜賊團的決議書交給卡瑪歸‧莫皮。
zts1185e	尋找沙漠盜賊團的頭目
zts1186e	舊亞斯特聖殿地下的翻譯比爾利要求從沙漠盜賊團野營地的部隊長們那裡取得秘密指令書。
zts1187e	舊亞斯特聖殿地下的翻譯比爾利要求從部隊長嘯嵐和部隊長塞伊那裡取得秘密指令書。
zts1188e	舊亞斯特聖殿地下的翻譯比爾利要求從沙漠盜賊團 巢穴的代理人盧夏爾第那裡，打聽沙漠盜賊團頭目所在之處。
zts1189e	沙漠盜賊團 巢穴的代理人盧夏爾第表示有人與前任頭目一起離開此處，他就是無法地帶的劍客貝爾門。
zts1190e	無法地帶的劍客貝爾門說他雖然不能詳細說明，但知道該找誰。要求尋找卡瑪歸‧莫皮。
zts1191e	收回被搶的商品
zts1192e	沙漠飛鷹城的迪普‧布拉溫要求找回被沙漠盜賊團搶走的商品。商品應該在凱路斯野營地和卡頓的野營地。
zts1193e	必須找回被搶走的東西。
zts1194e	沙漠飛鷹城的代門‧米路埔要求從凱路斯野營地和卡頓的野營地的沙漠盜賊團那裡，找回他的商品。
zts1195e	無法地帶的恐懼
zts1196e	沙漠飛鷹城的代門‧米路埔說應該送到他那裡的交易物品在無法地帶。必須調查看看是否屬實。
zts1197e	在無法地帶的劍客貝爾門要求從沙漠盜賊團 巢穴的代理人盧夏爾第那裡，打聽無法地帶居民們被懷疑的情況。
zts1198e	沙漠盜賊團 巢穴的代理人盧夏爾第要求去找舊亞斯特聖殿的翻譯比爾利以獲得情報。
zts1199e	舊亞斯特聖殿地下的翻譯比爾利說最近部隊長嘯嵐自豪說找到了寶物。也許是代門‧米路埔失去的東西。
zts1200e	舊亞斯特聖殿地下的翻譯比爾利要求將比利的密令交給劍客貝爾門。
zts1201e	無法地帶的劍客貝爾門要求將戴蒙的鬧鐘交給代門‧米路埔，解開誤會。
zts1202e	烈焰之刃
zts1203e	必須尋找布洛西德廣場的河馬管家。
zts1204e	布洛西德廣場的河馬管家要求將阿卡穆里商團同意協助文件交給在港口周邊的代理人哈瑪第。
zts1205e	布洛西德廣場的代理人哈瑪第要求帶著商團代理人的介紹信，去見在摩里塔茲沙漠港口守衛圖穆。
zts1206e	在摩里塔茲沙漠港口守衛圖穆要求將特級交易物品，交給在阿卡穆里商團野營地的哈瑪特‧阿卡瑪。交易物品奪取任務完成之後，就可以獲得特級交易物品。
zts1207e	在阿卡穆里商團野營地的總行首哈瑪特‧阿卡瑪要求將總行首的信，交給在沙漠飛鷹城阿卡瑪商團本店的總團長尼比阿卡瑪。與沙漠盜賊團的協商任務完成之後，就可以獲得總行首的信。
zts1208e	阿卡瑪商團本店的總團長尼比阿卡瑪要求將被撕碎的紙條，交給在亞斯特聖殿的大祭司 艾爾拉第安。沙漠盜賊團虎視眈眈的是？任務完成之後，就可以獲得被撕碎的紙條。
zts1209e	亞斯特聖殿的大祭司 艾爾拉第安要求將請求書交給阿卡瑪商團本店的尼比阿卡瑪。亞斯特聖殿地下聖堂的幽靈？任務完成之後，就可以獲得大祭司的請求書。
zts1210e	阿卡瑪商團本店的尼比阿卡瑪要求帶著商團支援金，去見尋寶隊本部的利亞‧阿卡瑪。
zts1211e	尋寶隊本部的利亞‧阿卡瑪要求將特別調查協助文件，交給被遺忘的聖殿的米克爾‧拉本茲。
zts1212e	被遺忘的聖殿的米克爾‧拉本茲要求將破碎的遺物交給在尋寶隊本部的利亞‧阿卡瑪。拉希特聖殿的遺物任務完成之後，就可以獲得破碎的遺物。
zts1213e	尋寶隊本部的利亞‧阿卡瑪表示根據情報，卡瑪歸‧莫皮應該與沙漠盜賊團有很深的關連。為了打聽這件事，必須接受卡瑪歸‧莫皮拜託的事情。想要揭開他的身分，必須取得生鏽的頭目印章。名叫卡瑪歸‧莫皮的男子任務完成之後，就可以獲得生鏽的頭目印章。
zts1214e	卡瑪歸‧莫皮表示想要獲得關於迷樣的旅行者的情報，必須前往沙漠盜賊團 巢穴深處的舊亞斯特聖殿，向翻譯比爾利打聽。
zts1215e	在舊亞斯特聖殿地下的翻譯比爾利要求給予幫助。他說所有的協助完成之後，就會提供他所知道的謎樣的旅行者相關情報。完成治療沙漠盜賊團的任務並獲得叛賊的決議書之後，必須與無法地帶的劍客貝爾門對話獲得情報。
zts1216e	時空之石的探險
zts1229e	收集沙漠港口周邊藍海沙礫的小狐吃剩下的仙人掌果實。
zts1230e	吃剩下的仙人掌果實收集任務完成。 向港口守衛圖穆報告。
zts1231e	前往沙漠港口周邊，找到藍海沙礫鋒利之刺，收集仙人掌果實。
zts1232e	仙人掌果實收集任務完成。 向港口守衛圖穆報告。
zts1233e	前往尼爾的野營地周邊，幹掉尼爾的搜索隊指揮員，獲得仙人掌果實布袋。
zts1234e	仙人掌果實布袋獲得。 向港口守衛圖穆報告。
zts1235e	在尼爾的野營地消滅尼爾的精銳爆破兵。
zts1236e	消滅尼爾的精銳爆破兵任務完成。 向助手賓報告。
zts1237e	在尼爾的野營地打倒部隊長尼爾，獲得港口襲擊指令書。
zts1238e	港口襲擊指令書獲得。 向港口守衛圖穆傳達。
zts1239e	前往尼爾的野營地周邊的助手賓處接受指示。
zts1240e	獲得偵查報告書。 帶給助手賓。
zts1241e	在尼爾的野營地處理掉尼爾的精銳暗殺者。
zts1242e	處理尼爾的精銳暗殺者任務完成。向助手賓。
zts1243e	在尼爾的野營地，打倒部隊長尼爾，獲得高級偵查報告書。
zts1244e	高級偵查報告書獲得。 拿給助手賓。
zts1245e	將從賓那裡得到的高級偵查報告書轉交給燈塔守衛奇爾頓。
zts1246e	向阿卡瑪商團野營地的總頭目哈瑪特‧阿卡瑪大人轉交高級偵查報告書。
zts1247e	在尼爾的野營地周邊見到助手賓。
zts1248e	解決掉尼爾的搜索隊指揮員，獲得仙人掌果實布袋
zts1249e	仙人掌果實布袋獲得。 拿給助手賓。
zts1250e	前往尼爾的野營地，將加有香料的仙人掌果實布袋散布入其它仙人掌果實布袋。
zts1251e	散布任務完成。 向助手賓報告。
zts1252e	解決掉部隊長尼爾，獲得指令集。
zts1253e	指令集獲得。 拿給助手賓。
zts1254e	在尼爾的野營地尼爾的野營地調查文件保管箱。
zts1255e	假指令集設置任務完成。 向助手賓報告。
zts1256e	將結果報告給港口守衛圖穆。
zts1257e	占術家努奇的拜託
zts1258e	沙漠飛鷹城的戰爭中，努奇要暴炎衣料。作為酬謝，進行一次塔羅卡占卜。
zts1259e	沙漠飛鷹城的戰爭中，努奇要盜賊團的銅光印章。 作為酬謝，進行一次塔羅卡占卜。
zts1260e	沙漠飛鷹城的戰爭中，努奇要暴炎之皮。 作為酬謝，進行一次塔羅卡占卜。
zts1261e	沙漠飛鷹城的戰爭中，努奇要暴炎鐵怪。 作為酬謝，進行一次塔羅卡占卜。
zts1262e	沙漠飛鷹城的戰爭中，努奇要暴炎樹木。 作為酬謝，進行一次塔羅卡占卜。
zts1263e	前往隱藏在尼爾的野營地周邊的助手賓那裡。
zts1264e	尋找被抓到尼爾的野營地的助手虛任。
zts1265e	幹掉尼爾的野營地鑰匙守衛，獲得鑰匙守衛的盜賊團鑰匙。
zts1266e	鑰匙守衛的盜賊團鑰匙獲得。 拿給助手虛任。
zts1267e	打倒尼爾的野營地教導官，獲得教導官的盜賊團鑰匙。
zts1268e	教導官的盜賊團鑰匙獲得。 拿給助手虛任。
zts1269e	打倒尼爾的精銳炮手。
zts1270e	打倒尼爾的精銳炮手任務任務完成。 向港口守衛圖穆報告。
zts1271e	調查丟棄在沙漠港口周邊阿卡瑪商團箱子。
zts1272e	下級商團貨物獲得。 帶給港口守衛圖穆。
zts1273e	調查尼爾的野營地周邊碎裂的阿卡瑪商團箱子。
zts1274e	中級商團貨物獲得。 拿給助手賓。
zts1275e	調查在尼爾的野營地搶來的阿卡瑪商團箱子。
zts1276e	上級商團貨物獲得。 拿給港口守衛圖穆。
zts1277e	打倒沙漠港口周邊的藍海沙礫穆基，收集下級商團貨物。
zts1278e	下級商團貨物收集任務完成。 拿給燈塔守衛奇爾頓。
zts1279e	打倒尼爾的野營地周邊尼爾的搜索隊劍客，收集中級商團貨物。
zts1280e	中級商團貨物收集任務完成。拿給助手賓。
zts1281e	在尼爾野營地，解決掉尼爾的精銳劍客，收集上級商團貨物。
zts1282e	上級商團貨物收集任務完成。 拿給港口守衛圖穆。
zts1283e	前往阿卡瑪商團野營地的修米海伊茲那裡。
zts1284e	尋找被搶走的貨物。
zts1285e	打倒野營地東部的暴風沙礫、刺藤蔓與西部貧瘠沙礫的穆基，收集貨物。
zts1286e	東部，西部商團貨物獲得。 拿給修米海伊茲。
zts1287e	在凱路斯野營地周邊，打倒搜索隊指揮員，找回碎裂的商團貨物。
zts1288e	碎裂的商團貨物獲得。 拿給修米海伊茲。
zts1289e	在凱路斯野營地周邊，調查折斷的阿卡瑪商團旗幟。
zts1290e	調查任務完成。 向修米海伊茲報告。
zts1291e	在凱路斯野營地的第1~4地區，調查商團貨物，並將其帶回。
zts1292e	調查任務完成。 將貨物交給修米海伊茲。
zts1293e	在凱路斯野營地的第5~6地區，調查商團貨物，並將其帶回。
zts1294e	向哈瑪特‧阿卡瑪大人轉交報告書。
zts1295e	在商團野營地東部的暴風沙礫，狩獵巨蜥王。
zts1296e	暴風沙礫巨蜥王狩獵任務完成。 向修米海伊茲報告。
zts1297e	在商團野營地西部狩獵貧瘠的沙礫瘦精獸。
zts1298e	貧瘠的沙礫瘦精獸狩獵任務完成。 向修米海伊茲報告。
zts1299e	去麥爾奇的野營地周邊狩獵暴風沙礫黑蠍子。
zts1300e	暴風沙礫黑蠍子狩獵任務完成。 向修米海伊茲報告。
zts1301e	前往凱路斯野營地周邊，狩獵暴風沙礫暴食者。
zts1302e	暴風沙礫黑蠍子狩獵任務完成。 向修米海伊茲報告。
zts1303e	前往修米海伊茲處。
zts1304e	前往凱路斯野營地的代理人姆路沙處。
zts1305e	幹掉凱路斯的精銳暗殺者，收集沙漠盜賊團頭巾。
zts1306e	頭巾收集任務完成。 拿給代理人姆路沙。
zts1307e	幹掉凱路斯的精銳炮手，收集沙漠盜賊團徽章。
zts1308e	徽章收集任務完成。 拿給代理人姆路沙。
zts1309e	打倒部隊長凱路斯，獲得部隊長凱路斯的印章。
zts1310e	部隊長凱路斯的印章獲得。 拿給代理人姆路沙。
zts1311e	將從代理人姆路沙處得到的秘信交給修米海伊茲。
zts1312e	將修米海伊茲準備的信轉交給哈瑪特‧阿卡瑪。
zts1313e	將箱子里的2次行動指令書交給修米海伊茲。
zts1314e	在麥爾奇的野營地幹掉麥爾奇的精銳爆破兵。
zts1315e	前往被扣押在麥爾奇的野營地的商團俘虜護瑪特那裡。
zts1316e	打倒麥爾奇野營地的教導官，獲得教導官的鑰匙。
zts1317e	教導官的鑰匙獲得。 交給商團俘虜護瑪特。
zts1318e	解決掉麥爾奇的精銳劍客。
zts1319e	向修米海伊茲報告
zts1320e	將修米海伊茲的報告書轉交給哈瑪特‧阿卡瑪大人。
zts1321e	在商團野營地東部的暴風沙礫，狩獵貧瘠的沙礫瘦精獸。
zts1322e	暴風沙礫瘦精獸狩獵任務完成。 向修米海伊茲報告。
zts1323e	在商團野營地東部與麥爾奇野營地周邊，清除暴風沙礫藤蔓與麥爾奇搜索隊劍客。
zts1324e	清除任務完成。 向修米海伊茲報告。
zts1325e	消滅部隊長麥爾奇以及麥爾奇野營地的麥爾奇精銳炮手們。
zts1326e	在商團野營地西部貧瘠的沙礫地帶，狩獵曼陀羅。
zts1327e	貧瘠的沙礫曼陀羅狩獵任務完成。 向海伊茲報告。
zts1328e	在凱路斯野營地周邊，清除凱路斯搜索隊的爆破兵。
zts1329e	凱路斯搜索隊爆破兵清除任務完成。 向修米海伊茲報告。
zts1330e	解決掉部隊長凱路斯以及凱路斯野營地的凱路斯精銳劍客。
zts1331e	與塞米亞‧貝爾頓對話。
zts1332e	前往凱路斯野營地，幹掉部隊長凱路斯，獲得緊急指令書 A。
zts1333e	緊急指令書 A 獲得。帶給塞米亞‧貝爾頓。
zts1334e	前往卡頓的野營地周邊的警備兵普特蘭處。
zts1335e	在卡頓的野營地周邊，幹掉卡頓搜索隊的暗殺者。
zts1336e	卡頓搜索隊暗殺者清除任務完成。 向警備兵普特蘭報告。
zts1337e	在卡頓的野營地幹掉卡頓的精銳炮手。
zts1338e	精銳炮手清除任務完成。 向警備兵普特蘭報告。
zts1339e	在卡頓的野營地，打倒部隊長卡頓，獲得緊急指令書B。
zts1340e	緊急指令書B 獲得。 向警備兵普特蘭報告。
zts1341e	將緊急指令書B交給塞米亞‧貝爾頓。
zts1342e	前往無法地帶，與卡瑪歸‧莫皮對話。
zts1343e	向塞米亞‧貝爾頓報告。
zts1344e	將塞米亞‧貝爾頓的報告書轉交給總團長尼比阿卡瑪。
zts1345e	前往無法地帶，與劍客貝爾門對話。
zts1346e	消滅嘯嵐輸送隊暗殺者和炮手。
zts1347e	消滅任務完成。 前往代理人盧夏爾第處。
zts1348e	收集巢穴內無法分辨的特殊藥瓶。
zts1349e	無法分辨的特殊藥瓶獲得。 帶給代理人盧夏爾第。
zts1350e	在盜賊團巢穴周邊，消滅塞伊搜索隊的爆破兵和嘯嵐搜索隊的暗殺者。
zts1351e	搜索隊消滅任務完成。 前往代理人盧夏爾第處。
zts1352e	向塞米亞‧貝爾頓報告。
zts1353e	前往沙漠盜賊團巢穴，與代理人盧夏爾第對話。
zts1354e	將信轉交給塞米亞‧貝爾頓。
zts1355e	將塞米亞‧貝爾頓的書信轉交給劍客貝爾門。
zts1356e	在凱路斯野營地消滅部隊長凱路斯及凱路斯的精銳炮手。
zts1357e	調查凱路斯的特殊箱子。
zts1358e	將組織圖帶給劍客貝爾門。
zts1359e	在卡頓的野營地消滅凱路斯的精銳暗殺者們以及部隊長卡頓。
zts1360e	調查卡頓的特殊箱子。
zts1361e	將組織圖交給卡瑪歸‧莫皮。
zts1362e	將完成的組織圖交給代理人塞米亞‧貝爾頓。
zts1363e	將命令書轉達給塞米亞‧貝爾頓。
zts1364e	在沙漠盜賊團的巢穴及其周邊地區，消滅塞伊搜索隊劍客和嘯嵐輸送隊的爆破兵。
zts1365e	消滅任務完成，向塞米亞‧貝爾頓報告。
zts1366e	在沙漠盜賊團巢穴內部的舊亞斯特聖殿，消滅嘯嵐護衛隊的劍客和塞伊護衛隊的炮手。
zts1367e	消滅隱藏在舊亞斯特聖殿深處的部隊長嘯嵐和塞伊。
zts1368e	將貨物追蹤報告書轉交給塞米亞‧貝爾頓。
zts1369e	在凱路斯野營地調查遺物儲藏箱子。
zts1370e	亞斯特聖殿遺物碎片獲得。帶給塞米亞‧貝爾頓。
zts1371e	在卡頓的野營地調查遺物儲藏箱子。
zts1372e	在沙漠盜賊團巢穴調查遺物儲藏箱子。
zts1373e	將亞斯特聖殿遺物轉交給舊亞斯特聖殿的大祭司艾爾拉第安。
zts1374e	與沙漠盜賊團巢穴的商團俘虜隆姆艾爾對話。
zts1375e	幹掉塞伊輸送隊暗殺者。
zts1376e	將結果告訴商團俘虜隆姆艾爾。
zts1377e	解決掉鑰匙守衛和教導官，獲得2種鑰匙。
zts1378e	用鑰匙將商團俘虜隆姆艾爾救出。
zts1379e	在盜賊團巢穴周邊地區消滅嘯嵐搜索隊的劍客。
zts1380e	將碎裂的遺物碎片交給塞米亞‧貝爾頓。
zts1381e	與祭司派拉對話。
zts1382e	將碎裂的遺物碎片交給尼比阿卡瑪。
zts1383e	在亞斯特聖殿內部聖室，消滅地下書庫修道士。
zts1384e	地下書庫修道士消滅任務完成。 向祭司派拉報告。
zts1385e	在亞斯特聖殿內部聖室，消滅地下骨灰堂祈願者和領路人。
zts1386e	消滅任務完成。 向祭司派拉報告。
zts1387e	在亞斯特聖殿中央聖室消滅地下禮拜堂構圖者。
zts1388e	在亞斯特聖殿中央聖室中央聖室解決掉領路人和祈願者。
zts1389e	在亞斯特聖殿中央聖室調查之前沒有發現的碎裂遺物碎片。
zts1390e	破碎遺物碎片獲得。 向祭司派拉報告。
zts1391e	將報告書轉交給大祭司艾爾拉第安。
zts1392e	在亞斯特聖殿內部聖室消滅地下書庫祈願者，並收集靈魂的淨水。
zts1393e	靈魂的淨水收集任務完成。 拿給祭司派拉。
zts1394e	在亞斯特聖殿內部聖室，消滅地下骨灰堂領路人，並收集靈魂的淨水。
zts1395e	在亞斯特聖殿中央聖室，解決掉地下禮拜堂修道者，並收集靈魂的淨水。
zts1396e	在亞斯特聖殿中央聖室，消滅中央聖室修道者，並收集靈魂的淨水。
zts1397e	將口袋交給大祭司艾爾拉第安。
zts1398e	向尼比阿卡瑪詢問訂單目錄。
zts1399e	向塞米亞‧貝爾頓詢問關於物品的事情。
zts1400e	在卡頓的野營地調查未開封箱子。
zts1401e	獲得香料套裝。 拿給塞米亞‧貝爾頓。
zts1402e	將物品交給大祭司艾爾拉第安。
zts1403e	在亞斯特聖殿地下尋找祭司諾拉。
zts1404e	在書庫尋找死去的祭司，使用書庫的接受祝福之香。
zts1405e	點燃接受祝福之香。 祭司諾拉復活。
zts1406e	在骨灰堂找到死去的祭司，使用骨灰堂的接受祝福之香。
zts1407e	在禮拜堂找到死去的祭司，使用禮拜堂的接受祝福之香。
zts1408e	找到死去的尋寶隊，使用中央聖室的接受祝福之香。
zts1409e	將諾拉的信交給祭司派拉。
zts1410e	將解譯的諾拉的信交給大祭司艾爾拉第安。
zts1411e	向大祭司艾爾拉第安詢問關於碎裂的遺物的事情。
zts1412e	在亞斯特聖殿內部聖室調查書庫的碎裂遺物的痕跡。
zts1413e	遺物碎片獲得。 拿給祭司派拉。
zts1414e	在亞斯特聖殿內部聖室，調查骨灰堂的碎裂遺物的痕跡。
zts1415e	在亞斯特聖殿中央聖室，調查禮拜堂的碎裂遺物的痕跡。
zts1416e	在亞斯特聖殿中央聖室，調查中央聖室的碎裂遺物的痕跡。
zts1417e	在亞斯特聖殿中央聖室，調查中央聖室的修道者，並將其日誌拿回。
zts1418e	獲得日誌。拿給祭司派拉。
zts1419e	由於調查隊員的問題，與希林‧海伊茲對話。
zts1420e	在卡頓的野營地解決掉卡頓搜索隊爆破兵，獲得被遺忘的聖殿報告書。
zts1421e	獲得報告書。 拿給希林‧海伊茲。
zts1422e	獲得報告書。 前往被遺忘的聖殿米克爾‧拉本茲處。
zts1423e	在拉希特聖殿，消滅暴風精靈和沙礫巨人。
zts1424e	消滅任務完成。回去米克爾‧拉本茲處那裡。
zts1425e	在勞希德聖殿打敗沙礫巨人，收集太陽神的書板碎片。
zts1426e	太陽神的書板碎片收集任務完成。 拿給米克爾‧拉本茲。
zts1427e	將報告書交給希林‧海伊茲。
zts1428e	調查可疑場所並消滅出現的怪物。
zts1429e	在路希特聖殿解決掉沙精靈，收集被遺忘的聖殿增加報告書。
zts1430e	報告書收集任務完成。 回去米克爾‧拉本茲處。
zts1431e	將報告書交給利亞‧阿卡瑪。
zts1432e	在被遺忘的聖殿的東北部地區，找到並調查未調查的第一塊書板。
zts1433e	獲得書板。返回米克爾‧拉本茲處。
zts1434e	在被遺忘的聖殿西北部地區找到並調查未調查的第二塊書板。
zts1435e	在被遺忘的聖殿的西部地區找到並調查未調查的第二塊書板。
zts1436e	在路希特聖殿解決掉沙礫侏儒，收集碎裂書板。
zts1437e	書板收集任務完成。 返回米克爾‧拉本茲處。
zts1438e	將整捆書板交給希林‧海伊茲。
zts1439e	在拉希特聖殿內部聖室，消滅書庫沙礫劍鬥士與咒術士。
zts1440e	在拉希特聖殿內部聖室，消滅骨灰堂沙礫弓手。
zts1441e	在拉希特聖殿中央聖室，消滅禮拜堂沙礫咒術士。
zts1442e	在拉希特聖殿中央聖室，消滅中央聖室怨靈和弓手。
zts1443e	在拉希特聖殿內部聖室，消滅書庫沙礫弓手，並收集遺物碎片。
zts1444e	遺物碎片收集任務完成。 返回米克爾‧拉本茲處。
zts1445e	在拉希特聖殿內部聖室骨灰堂，消滅沙礫劍鬥士，並收集遺物碎片。
zts1446e	在拉希特聖殿中央聖室，消滅禮拜堂沙礫弓手，並收集遺物碎片。
zts1447e	在拉希特聖殿中央聖室，消滅中央聖室咒術士並收集遺物碎片。
zts1448e	將口袋轉交給希林‧海伊茲。
zts1449e	在拉希特聖殿內部聖室的書庫，找到並調查書庫碎裂的書板。
zts1450e	獲得碎裂的書板。 返回米克爾‧拉本茲處。
zts1451e	在拉希特聖殿內部聖室的骨灰堂，找到並調查骨灰堂碎裂的書板。
zts1452e	在拉希特聖殿中央聖室的禮拜堂，找到並調查禮拜堂碎裂的書板。
zts1453e	在拉希特聖殿中央聖室，調查中央聖室碎裂的書板。
zts1454e	在拉希特聖殿中央聖室，消滅中央聖室劍鬥士，拿回調查員的背囊。
zts1455e	調查員的背囊獲得。 返回米克爾‧拉本茲處。
zts1456e	將調查員的背囊交給利亞‧阿卡瑪。
zts1457e	向劍客貝爾門轉達莫皮的話。
zts1458e	在無法地帶周邊，解決掉消失的沙礫藤蔓，收集沙礫之淨水。
zts1459e	沙礫之淨水收集任務完成。 拿給劍客貝爾門。
zts1460e	在迪斯丘陵消滅消失的沙礫藤蔓，收集沙礫之淨水。
zts1461e	在卡頓的野營地消滅卡頓的精銳炮手，拿回蘭姆酒。
zts1462e	獲得蘭姆酒。 拿給劍客貝爾門。
zts1463e	在卡頓的野營地，調查妖精的夢之碎片儲藏箱。
zts1464e	獲得妖精的夢之粉末。 拿給劍客貝爾門。
zts1465e	將從大祭司艾爾拉第安那裡得到的蘭姆酒交給塞米亞‧貝爾頓。
zts1466e	將包裝的蘭姆酒交給卡瑪歸‧莫皮。
zts1467e	向劍客貝爾門報告。
zts1468e	消滅凱路斯的精銳暗殺者以及卡頓的精銳劍客，獲得信的上部碎片。
zts1469e	獲得信的上部碎片獲得任務完成。 拿給塞米亞‧貝爾頓。
zts1470e	在迪斯丘陵，消滅無邊沙礫的鋒利之角。
zts1471e	前往無法地帶與貝爾門見面。
zts1472e	在無法地帶周邊解決掉消失的沙礫曼陀羅。
zts1473e	消滅消失的沙礫曼陀羅任務完成。 向劍客貝爾門報告。
zts1474e	帶著蘭姆酒和信，去找卡瑪歸‧莫皮。
zts1475e	返回劍客貝爾門那裡。
zts1476e	將介紹信帶給劍客貝爾門。
zts1477e	消滅無法地帶周邊的消失的沙礫巨蜥王。
zts1478e	消滅消失的沙礫巨蜥王任務完成。 向劍客貝爾門報告。
zts1479e	前往沙漠盜賊團巢穴的代理人盧夏爾第那裡。
zts1480e	消滅周圍的嘯嵐輸送隊的暗殺者。
zts1481e	消滅嘯嵐輸送隊的暗殺者任務完成。 與代理人盧夏爾第對話。
zts1482e	尋找曾被關在舊亞斯特聖殿的監獄的翻譯比爾利。
zts1483e	解決掉周圍的嘯嵐護衛隊的爆破兵和暗殺者。
zts1484e	消滅嘯嵐的護衛隊的任務完成。 返回翻譯比爾利處。
zts1485e	消滅藏身舊亞斯特聖殿深處的部隊長嘯嵐和塞伊。
zts1486e	消滅部隊長任務完成。 返回翻譯比爾利處。
zts1487e	將比爾利給的印章送去給劍客貝爾門。
zts1488e	將貝爾門給的物品送給卡瑪歸‧莫皮。
zts1489e	在迪斯丘陵和無法地帶周邊狩獵消失的沙礫黑蠍子和無邊的沙礫巨蜥王。
zts1490e	狩獵任務完成。 向劍客貝爾門報告。
zts1491e	在凱路斯野營地周邊消滅凱路斯搜索隊的暗殺者。
zts1492e	消滅搜索隊的任務完成。 向劍客貝爾門報告。
zts1493e	在凱路斯野營地消滅凱路斯的精銳劍客和部隊長凱路斯。
zts1494e	消滅任務完成。 向劍客貝爾門報告。
zts1495e	在卡頓的野營地周邊，消滅卡頓搜索隊偵查兵。
zts1496e	消滅偵查兵的任務完成。 向劍客貝爾門報告。
zts1497e	在凱路斯野營地消滅卡頓的精銳暗殺者和部隊長卡頓。　
zts1498e	向翻譯比爾利詢問有關旅行者日誌的事情。
zts1499e	在舊亞斯特聖殿書庫調查妖精的皮口袋。
zts1500e	獲得口袋。 返回翻譯比爾利處。
zts1501e	在沙漠盜賊團巢穴調查風、沙礫、沙漠三種妖精的粉末儲藏箱。
zts1502e	獲得３種粉末。返回翻譯比爾利處。
zts1503e	在舊亞斯特聖殿書庫和禮拜堂地區，消滅護衛隊和親衛隊，收集４種特殊口袋。
zts1504e	特殊口袋收集任務完成。 返回翻譯比爾利處。
zts1505e	將特殊袋子交給代理人盧夏爾第。
zts1506e	將信和袋子交給劍客貝爾門。
zts1507e	將盧夏爾第的信交給卡瑪歸‧莫皮。
zts1508e	在沙漠盜賊團巢穴消滅嘯嵐警備隊的暗殺者和炮手。
zts1509e	消滅嘯嵐警備隊任務完成。返回翻譯比爾利處。
zts1510e	在沙漠盜賊團巢穴消滅塞伊警備隊的爆破兵和劍客。
zts1511e	消滅塞伊警備隊任務完成。 返回翻譯比爾利處。
zts1512e	在沙漠盜賊團巢穴，消滅嘯嵐輸送隊劍客和爆破兵。
zts1513e	在沙漠盜賊團巢穴，調查之前無法調查的特殊藥瓶。
zts1514e	獲得特殊藥瓶。拿給翻譯比爾利。
zts1515e	對沙漠盜賊團在巢穴休息的搜索隊盜賊，使用特殊藥瓶。
zts1516e	使用任務完成。 返回翻譯比爾利處。
zts1517e	將調查文件交給代理人盧夏爾第。
zts1518e	將信交給劍客貝爾門。
zts1519e	將信交給卡瑪歸‧莫皮。
zts1520e	因為藥瓶看起來很特別，所以拿去問翻譯比爾利。
zts1521e	將藥瓶交給代理人盧夏爾第。
zts1522e	將藥瓶和秘信交給劍客貝爾門。
