zts1e	Effet général
zts1371e	Tu peux t'envoler en l'espace d'un clin d'oeil.
zts1376e	Commotion cérébrale (F)
zts1377e	Une collision avec l'ours en peluche provoque des vertiges.
zts1378e	Commotion cérébrale (E)
zts1379e	Commotion cérébrale (D)
zts1380e	Commotion cérébrale (C)
zts1381e	Commotion cérébrale (B)
zts1382e	Commotion cérébrale (A)
zts1383e	Commotion cérébrale (S)
zts1384e	Manipulateur de marionnette (F)
zts1385e	La force du marionnettiste permet la transformation.
zts1386e	Manipulateur de marionnette (E)
zts1387e	Manipulateur de marionnette (D)
zts1388e	Manipulateur de marionnette (C)
zts1389e	Manipulateur de marionnette (B)
zts1390e	Manipulateur de marionnette (A)
zts1391e	Manipulateur de marionnette (S)
zts1392e	Gigantomanie (F)
zts1393e	Le gigantesque ours en peluche vit de l'âme de son détenteur.
zts1394e	Gigantomanie (E)
zts1395e	Gigantomanie (D)
zts1396e	Gigantomanie (C)
zts1397e	Gigantomanie (B)
zts1398e	Gigantomanie (A)
zts1399e	Gigantomanie (S)
zts1400e	Roulette russe (F)
zts1401e	Il s'agit d'un jeu mortel.
zts1402e	Roulette russe (E)
zts1403e	Roulette russe (D)
zts1404e	Roulette russe (C)
zts1405e	Roulette russe (B)
zts1406e	Roulette russe (A)
zts1407e	Roulette russe (S)
zts1408e	Envoûtement d'Arlequin (F)
zts1409e	Il s'agit d'une farce du fantôme du cirque.
zts1410e	Envoûtement d'Arlequin (E)
zts1411e	Envoûtement d'Arlequin (D)
zts1412e	Envoûtement d'Arlequin (C)
zts1413e	Envoûtement d'Arlequin (B)
zts1414e	Envoûtement d'Arlequin (A)
zts1415e	Envoûtement d'Arlequin (S)
zts1416e	Stupéfaction (F)
zts1417e	La stupéfaction fait perdre connaissance.
zts1418e	Stupéfaction (E)
zts1419e	Stupéfaction (D)
zts1420e	Stupéfaction (C)
zts1421e	Stupéfaction (B)
zts1422e	Stupéfaction (A)
zts1423e	Stupéfaction (S)
zts1424e	Mégamandragore (F)
zts1425e	Une mégamandragore est invoquée pour attaquer l'adversaire.
zts1426e	Mégamandragore (E)
zts1427e	Mégamandragore (D)
zts1428e	Mégamandragore (C)
zts1429e	Mégamandragore (B)
zts1430e	Mégamandragore (A)
zts1431e	Mégamandragore (S)
zts1432e	Cachot enracinant (F)
zts1433e	Des racines enchaînantes empêchent tout déplacement.
zts1434e	Cachot enracinant (E)
zts1435e	Cachot enracinant (D)
zts1436e	Cachot enracinant (C)
zts1437e	Cachot enracinant (B)
zts1438e	Cachot enracinant (A)
zts1439e	Cachot enracinant (S)
zts1440e	Changement de place (F)
zts1441e	Tu échanges temporairement ta position avec celle de ta cible.
zts1442e	Changement de place (E)
zts1443e	Changement de place (D)
zts1444e	Changement de place (C)
zts1445e	Changement de place (B)
zts1446e	Changement de place (A)
zts1447e	Changement de place (S)
zts1448e	Entaille d'épée (F)
zts1449e	Un coup mesquin provoque des saignements critiques.
zts1450e	Entaille d'épée (E)
zts1451e	Entaille d'épée (D)
zts1452e	Entaille d'épée (C)
zts1453e	Entaille d'épée (B)
zts1454e	Entaille d'épée (A)
zts1455e	Entaille d'épée (S)
zts1456e	Fiasco (F)
zts1457e	De lourds dégâts mettent en danger ta vie.
zts1458e	Fiasco (E)
zts1459e	Fiasco (D)
zts1460e	Fiasco (C)
zts1461e	Fiasco (B)
zts1462e	Fiasco (A)
zts1463e	Fiasco (S)
zts1464e	Réfléchifleur (F)
zts1465e	Les dégâts que tu subis sont partiellement réfléchis. Les compétences qui provoquent uniquement un malus ne peuvent pas être réfléchies.
zts1466e	Réfléchifleur (E)
zts1467e	Réfléchifleur (D)
zts1468e	Réfléchifleur (C)
zts1469e	Réfléchifleur (B)
zts1470e	Réfléchifleur (A)
zts1471e	Réfléchifleur (S)
zts1472e	Princesse Vénus (F)
zts1473e	Effet subséquent du partenaire
zts1474e	Princesse Vénus (E)
zts1475e	Princesse Vénus (D)
zts1476e	Princesse Vénus (C)
zts1477e	Princesse Vénus (B)
zts1478e	Princesse Vénus (A)
zts1479e	Princesse Vénus (S)
zts1480e	Égo de Krem (arme principale)
zts1481e	Une arme qui possède son propre égo. Si tu la fusionnes avec l'autre arme du Mont Krem...
zts1482e	Égo de Krem (arme secondaire)
zts1483e	Azraël, l'ange de la mort
zts1484e	Il a été absorbé par les ailes de Fernon.
zts1485e	Essence de Seli-Lusha
zts1486e	Une essence d'arbre scintillante.
zts1487e	Aube de Rumial
zts1488e	Un joyau scintillant qui évoque l'aurore.
zts1489e	Crépuscule de Lorten
zts1490e	Une ombre qui annonce la nuit.
zts1491e	Cri de guerre de Share
zts1492e	L'énergie du brave Share.
zts1493e	Écho de la Couronne de glace
zts1494e	L'écho de l'âme argentée de la Couronne de glace
zts1495e	Force de l'esprit de Mukraju
zts1496e	Le grand savoir du mage Mukraju.
zts1497e	Ancelloan la créatrice
zts1498e	Ancelloan, avec qui tout a commencé.
zts1499e	Fernon la destructrice
zts1500e	Fernon, avec qui tout finira.
zts1501e	La volonté des dieux
zts1502e	Elle renforce fortement la probabilité d'infliger des dégâts critiques.
zts1503e	L'autorité des dieux
zts1504e	Toutes les attaques sont renvoyées.
zts1505e	L'énergie lumineuse de Krem
zts1506e	Tu peux sentir l'énergie de Krem.
zts1507e	Punition
zts1508e	C'est la magie que l'ange de la mort a utilisée pour soigner les âmes. Fernon peut à présent l'utiliser en drainant l'énergie.
zts1509e	Élément Obscurité de Krem
zts1510e	Coup étourdissant puissant de Krem
zts1511e	Sourire de la déesse
zts1512e	Les HP sont rapidement restaurés.
zts1513e	Courroux de la déesse
zts1514e	Les HP diminuent rapidement.
zts1515e	Malédiction de la déesse
zts1516e	Divers sorts sont lancés.
zts1517e	Jalousie de la déesse
zts1518e	Les dégâts sont réfléchis.
zts1519e	Créatrice Ancelloan
zts1520e	La défense en JcJ augmente fortement.
zts1521e	Fernon le Destructeur
zts1522e	Les dégâts en JcJ augmentent fortement.
zts1523e	Gel de la Couronne de glace
zts1524e	La vitesse de déplacement diminue fortement.
zts1525e	Malédiction de la Couronne de glace
zts1526e	Toute attaque est temporairement impossible.
zts1527e	Bénédiction de Léo
zts1528e	Aura cool de plage
zts1529e	Ailes de fée
zts1531e	Malédiction de Fafnir
zts1532e	Tremble devant la puissance du terrible dragon !
zts1533e	Bénédiction d'Odin
zts1534e	Tu vas goûter au pouvoir d'Odin !
zts1535e	Cri du Viking
zts1536e	Brise sans pitié la volonté de tes ennemis.
zts1537e	Détermination du guerrier
zts1538e	Soulève-toi, guerrier !
zts1539e	Bénédiction de l'ange vengeur
zts1540e	Reçois la bénédiction de l'ange vengeur.
zts1541e	Gardienne des âmes
zts1542e	L'ange vengeur conduit les âmes des trépassés au Valhala.
zts1543e	Bénédiction de mère Nature
zts1544e	Que la nature te bénisse !
zts1545e	Poids du vent
zts1546e	Rare sont ceux qui peuvent aller à l'encontre d'un vent aussi violent.
zts1547e	Crachat collant
zts1548e	Ce crachat est plus tenace que de la colle forte.
zts1549e	Piège
zts1550e	La vitesse de déplacement est réduite. Il est plus difficile de toucher la cible avec une attaque physique.
zts1551e	Blocage progressif
zts1552e	Tout effet négatif est bloqué pendant la durée d'utilisation.
zts1553e	Bénédiction des pirates
zts1554e	Tu peux obtenir un objet inconnu quand tu es accompagné.
zts1555e	Bénédiction de l'amiral
zts1556e	Tu reçois plus d'expérience héroïque et de réputation.
zts1557e	Magie de la liche
zts1558e	La puissance obscure est augmentée grâce à la magie de la liche.
zts1559e	Magie de la liche puissante
zts1560e	La puissance obscure est beaucoup augmentée grâce à la magie de la liche.
zts1561e	Vitalité du dragon
zts1562e	Le corps est rétabli grâce à la vitalité du dragon.
zts1563e	Vitalité du dragon puissant
zts1564e	Le corps est rétabli rapidement grâce à la vitalité du dragon.
zts1565e	Protection totale
zts1566e	Tous les dégâts sont évités.
zts1567e	Sortilège interdit
zts1568e	Un mort-vivant est créé quand toute résolution a été absorbée.
zts1569e	Frappe du spectre (F)
zts1570e	Tu apprends la frappe du spectre.
zts1571e	Frappe du spectre (E)
zts1572e	Frappe du spectre (D)
zts1573e	Frappe du spectre (C)
zts1574e	Frappe du spectre (B)
zts1575e	Frappe du spectre (A)
zts1576e	Frappe du spectre (S)
zts1577e	Réduction obscure (F)
zts1578e	Une explosion est causée par la puissante magie de l'Obscurité.
zts1579e	Réduction obscure (E)
zts1580e	Réduction obscure (D)
zts1581e	Réduction obscure (C)
zts1582e	Réduction obscure (B)
zts1583e	Réduction obscure (A)
zts1584e	Réduction obscure (S)
zts1585e	Fierté du Viking (F)
zts1586e	La fierté du Viking est augmentée.
zts1587e	Fierté du Viking (E)
zts1588e	Fierté du Viking (D)
zts1589e	Fierté du Viking (C)
zts1590e	Fierté du Viking (B)
zts1591e	Fierté du Viking (A)
zts1592e	Fierté du Viking (S)
zts1593e	Compagnon du guerrier squelettique Ragnar (F)
zts1594e	Compagnon du guerrier squelettique Ragnar (E)
zts1595e	Compagnon du guerrier squelettique Ragnar (D)
zts1596e	Compagnon du guerrier squelettique Ragnar (C)
zts1597e	Compagnon du guerrier squelettique Ragnar (B)
zts1598e	Compagnon du guerrier squelettique Ragnar (A)
zts1599e	Compagnon du guerrier squelettique Ragnar (S)
zts1600e	Avide de succès
zts1601e	La perspective du succès te donne des ailes.
zts1602e	Vitalité
zts1603e	Ce diablotin est difficile à attraper.
zts1604e	Inspiration
zts1605e	Tu peux lever l'invisibilité avec un talent caché.
zts1606e	Buff du 10e anniversaire
zts1607e	Billet pour le pays des songes
zts1608e	C'est un sommeil magique auquel personne ne peut résister.
zts1609e	Dé magique [furtivité]
zts1610e	Tu peux te déplacer sans te faire remarquer même si tu n'as pas les connaissances magiques nécessaires.
zts1611e	Dé magique [résistance]
zts1612e	Tu peux résister aux effets négatifs même si tu n'as pas les connaissances magiques nécessaires.
zts1613e	Dé magique [vitesse de déplacement]
zts1614e	Ta vitesse de déplacement augmente même si tu n'as pas les connaissances magiques nécessaires.
zts1615e	Dé magique [syncope]
zts1616e	Tu peux générer une syncope même si tu n'as pas les connaissances magiques nécessaires.
zts1617e	Coup d'épaule (F)
zts1618e	Tu donnes un bon coup d'épaule à tes ennemis.
zts1619e	Coup d'épaule (E)
zts1620e	Coup d'épaule (D)
zts1621e	Coup d'épaule (C)
zts1622e	Coup d'épaule (B)
zts1623e	Coup d'épaule (A)
zts1624e	Coup d'épaule (S)
zts1625e	Ténacité (F)
zts1626e	Tu n'as plus à avoir peur de la mort.
zts1627e	Ténacité (E)
zts1628e	Ténacité (D)
zts1629e	Ténacité (C)
zts1630e	Ténacité (B)
zts1631e	Ténacité (A)
zts1632e	Ténacité (S)
zts1633e	Décharge électrostatique (F)
zts1634e	Tu immobilises tes ennemis grâce à une puissante décharge.
zts1635e	Décharge électrostatique (E)
zts1636e	Décharge électrostatique (D)
zts1637e	Décharge électrostatique (C)
zts1638e	Décharge électrostatique (B)
zts1639e	Décharge électrostatique (A)
zts1640e	Décharge électrostatique (S)
zts1641e	Mégaailes titanesques
zts1642e	Transformation titanesque
zts1643e	Compétences spéciales des mégaailes titanesques
zts1644e	Mégarenforcement titanesque !  Quand la carte de spécialiste atteint le niveau +15, la transformation titanesque a une chance d'avoir lieu.
zts1645e	Bénédiction du nouvel an majeure
zts1646e	Les points d'EXP augmentent de 30 % pendant 30 minutes.
zts1647e	Bénédiction du nouvel an
zts1648e	Les points d'EXP augmentent de 10 % pendant 30 minutes.
zts1649e	Rôdeur de l'ombre
zts1650e	Tu peux te déplacer rapidement à la dérobée. L'effet est interrompu quand tu descends de ta monture.
zts1651e	Bloc du tranchant de la main
zts1652e	Tu bloques les attaques adverses.
zts1653e	Peau d'acier
zts1654e	L'attaque est renvoyée à l'adversaire.
zts1655e	Corps puissant
zts1656e	La force d'attaque augmente grâce à l'utilisation d'énergie.
zts1657e	Corps agile
zts1658e	Tu te déplaces plus rapidement grâce à l'utilisation d'énergie.
zts1659e	À l'affût
zts1660e	L'utilisation de compétence est possible 3 fois sans temps de rechargement.
zts1661e	Choeur des anges
zts1662e	Les divines voix des anges résonnent.
zts1663e	Porte céleste
zts1664e	L'esprit s'évade et la porte céleste s'approche.
zts1665e	Je suis un champion.
zts1666e	Tu éprouves la fierté d'un champion.
zts1667e	Esprit
zts1668e	Tu bénéficies d'une énergie inépuisable.
zts1669e	Malédiction de la mariée
zts1670e	Tu ne bénéficies plus beaucoup d'effets positifs.
zts1671e	Transformation
zts1672e	Ton style de combat est transformé.
zts1673e	Énergie d'haetae
zts1674e	Tes compétences physiques s'améliorent.
zts1675e	Énergie du dragon
zts1676e	Les attaques de flamme s'améliorent.
zts1677e	Sprint bestial
zts1678e	Tu peux te déplacer à vive allure.
zts1679e	Coup de chaleur
zts1680e	Une vague de chaleur bloque les attaques ennemies.
zts1681e	Flamme finale
zts1682e	Tu déclenches un superbe feu d'artifice.
zts1683e	Technique de combat de Tart Hapendam
zts1684e	Mitrailleuse
zts1685e	C'est une mitrailleuse très puissante !
zts1686e	Ailes du vent
zts1687e	Bénédiction du diable de feu
zts1688e	Tu assènes 10 % de dégâts supplémentaires aux monstres du récipient scellé et 5 % de dégâts supplémentaires aux monstres de la Terre des morts.
zts1689e	Buff du 11e anniversaire
zts1690e	Dégâts oculaires (F)
zts1691e	Les dégâts oculaires réduisent le champ de vision et rendent plus vulnérable.
zts1692e	Dégâts oculaires (E)
zts1693e	Dégâts oculaires (D)
zts1694e	Dégâts oculaires (C)
zts1695e	Dégâts oculaires (B)
zts1696e	Dégâts oculaires (A)
zts1697e	Dégâts oculaires (S)
zts1698e	Griffures blessantes (F)
zts1699e	Les griffes de chat causent de profondes blessures.
zts1700e	Griffures blessantes (E)
zts1701e	Griffures blessantes (D)
zts1702e	Griffures blessantes (C)
zts1703e	Griffures blessantes (B)
zts1704e	Griffures blessantes (A)
zts1705e	Griffures blessantes (S)
zts1706e	Palpitations (F)
zts1707e	J'ai le cœur qui bat la chamade ! Et je me sens tellement mieux !
zts1708e	Palpitations (E)
zts1709e	Palpitations (D)
zts1710e	Palpitations (C)
zts1711e	Palpitations (B)
zts1712e	Palpitations (A)
zts1713e	Palpitations (S)
zts1714e	Compagnon de Yuna l'Ensorceleuse (F)
zts1715e	Compagnon de Yuna l'Ensorceleuse (E)
zts1716e	Compagnon de Yuna l'Ensorceleuse (D)
zts1717e	Compagnon de Yuna l'Ensorceleuse (C)
zts1718e	Compagnon de Yuna l'Ensorceleuse (B)
zts1719e	Compagnon de Yuna l'Ensorceleuse (A)
zts1720e	Compagnon de Yuna l'Ensorceleuse (S)
zts19951e	Pas d'esquive
zts19952e	Tu évites des compétences d'un pas d'esquive et tu te rapproches un peu de l'illumination.
zts19953e	Illumination
zts19954e	Si tu utilises une compétence de buff pendant qu'illumination est active, alors tu reçois des effets supplémentaires.
zts19955e	Infusion de lumière lunaire
zts19956e	Elle te permet d'utiliser les compétences de la pleine lune.
zts19957e	Marque de la lune
zts19958e	Protège-toi de la puissance d'Arts mystiques en portant la marque de la lune.
zts19959e	Marque de la pleine lune
zts19960e	Si tu utilises les ténèbres de la lune pendant qu'une possibilité d'attaque est active, alors ton adversaire reçoit la marque de la pleine lune au lieu de la marque de la lune.
zts19961e	Piège de lotus
zts19962e	Les adversaires piégés ne peuvent pas se déplacer.
zts19963e	Tenir bon
zts19964e	Quand tu utilises la compétence tenir bon pendant une attaque ennemie, tu reçois l'effet de possibilité d'attaque.
zts19965e	Blessures intérieures
zts19966e	Avec blessures intérieures, l'utilisation de compétences et d'enchantements devient très difficile.
zts19967e	Léger comme une plume
zts19968e	Ton corps devient léger comme une plume, te permettant de te déplacer plus rapidement, mais les coups que tu subis font plus de dégâts.
zts19969e	Position de fleur de lotus
zts19970e	Tu peux utiliser les compétences de la fleur de lotus.
zts19971e	Ombre du croissant de lune
zts19972e	Tu te caches dans l'ombre de la lune.
zts19973e	Lié par la puissance de la lune
zts19974e	Ton adversaire ne peut plus bouger s'il est lié par la puissance de la lumière lunaire.
zts19975e	Lié par la puissance de la pleine lune
zts19976e	Ton adversaire ne peut plus bouger s'il est lié par la puissance de la lumière de la pleine lune.
zts19977e	Mines florales
zts19978e	L'adversaire est immobilisé. Les HP et MP sont réduits.
zts19979e	Malédiction de la fleur de lotus
zts19980e	L'adversaire est immobilisé. Les HP et MP sont fortement réduits.
zts19981e	Possibilité d'attaque
zts19982e	Tu peux attaquer à nouveau après avoir utilisé une compétence d'attaque.
zts19983e	Immergé dans la lumière lunaire
zts19984e	Tu reçois cet effet si tu utilises des infusions de la lumière lunaire pendant qu'illumination est active.
zts19985e	Aura de la fleur de lotus
zts19986e	Tu reçois cet effet si tu utilises la position de fleur de lotus pendant qu'illumination est active.
zts19987e	Éblouir
zts19988e	Le nez rouge s'illumine soudainement.
zts19989e	La magie du nez rouge
zts19990e	La magie curative du nez rouge rétablit les HP.
zts19991e	Vertige de Berserk
zts19992e	Transforme-toi en Bori l'ours polaire.
zts19993e	Inertie (F)
zts19994e	Pff, je me sens tellement faible...
zts19995e	Inertie (E)
zts19996e	Inertie (D)
zts19997e	Inertie (C)
zts19998e	Inertie (B)
zts19999e	Inertie (A)
zts20000e	Inertie (S)
zts20001e	Maîtrise du tir à l'arc (F)
zts20002e	Deviens un véritable maître du tir à l'arc !
zts20003e	Maîtrise du tir à l'arc (E)
zts20004e	Maîtrise du tir à l'arc (D)
zts20005e	Maîtrise du tir à l'arc (C)
zts20006e	Maîtrise du tir à l'arc (B)
zts20007e	Maîtrise du tir à l'arc (A)
zts20008e	Maîtrise du tir à l'arc (S)
zts20009e	Peine de cœur (F)
zts20010e	Je ne peux pas me rétablir, mon cœur ne bat presque plus !
zts20011e	Peine de cœur (E)
zts20012e	Peine de cœur (D)
zts20013e	Peine de cœur (C)
zts20014e	Peine de cœur (B)
zts20015e	Peine de cœur (A)
zts20016e	Peine de cœur (S)
zts20017e	Compagnon de Cupidia (F)
zts20018e	Compagnon de Cupidia (E)
zts20019e	Compagnon de Cupidia (D)
zts20020e	Compagnon de Cupidia (C)
zts20021e	Compagnon de Cupidia (B)
zts20022e	Compagnon de Cupidia (A)
zts20023e	Compagnon de Cupidia (S)
zts20024e	La force d'attaque et de défense augmente.
zts20025e	Distraction
zts20026e	Je suis tellement occupé à ramasser les pièces que je n'arrive pas à me concentrer sur le combat !
zts20027e	Porte-bonheur !
zts20028e	C'est la compétence porte-bonheur du Ratufu chanceux.
zts20029e	Super porte-bonheur !
zts20030e	C'est la compétence super porte-bonheur du Ratufu superchanceux.
zts20031e	Buff de mariage
zts20032e	Le pouvoir de l'amour...
zts20033e	Pluie de confettis
zts20034e	C'est un buff qui profite aux invités.
zts20035e	Bombe à oeufs fous
zts20036e	Tu peux déplacer la bombe en l'attaquant. Si elle inflige des dégâts au lapin de Pâques fou, tu as 100 % de probabilité de déclencher une syncope.
zts20037e	Se transformer en oeufet
zts20038e	« Fever-time » pour tout le monde ! (Niveau 1)
zts20039e	Cet effet se déclenche quand 3 bombes à œufs fous explosent en même temps à proximité du lapin de Pâques fou.
zts20040e	« Fever-time » pour tout le monde ! (Niveau 2)
zts20041e	Cet effet se déclenche quand 4 bombes à œufs fous explosent en même temps à proximité du lapin de Pâques fou.
zts20042e	« Fever-time » pour tout le monde ! (Niveau 3)
zts20043e	Cet effet se déclenche quand 5 bombes à œufs fous explosent en même temps à proximité du lapin de Pâques fou.
zts20044e	Tu disposes de l'énergie du lapin.
zts20045e	Armure de laine dorée
zts20046e	La laine dorée offre une bonne protection.
zts20047e	Esprit confus (F)
zts20048e	La cible se comporte de manière étrange parce que son esprit est confus.
zts20049e	Esprit confus (E)
zts20050e	Esprit confus (D)
zts20051e	Esprit confus (C)
zts20052e	Esprit confus (B)
zts20053e	Esprit confus (A)
zts20054e	Esprit confus (S)
zts20055e	Résolution renforcée (F)
zts20056e	Résolution renforcée (E)
zts20057e	Résolution renforcée (D)
zts20058e	Résolution renforcée (C)
zts20059e	Résolution renforcée (B)
zts20060e	Résolution renforcée (A)
zts20061e	Résolution renforcée (S)
zts20062e	Nausée (F)
zts20063e	Nausée (E)
zts20064e	Nausée (D)
zts20065e	Nausée (C)
zts20066e	Nausée (B)
zts20067e	Nausée (A)
zts20068e	Nausée (S)
zts20069e	Ton familier reste choqué et perturbé pendant 10 minutes.
zts20070e	Ton familier reste très choqué et perturbé pendant 20 minutes.
zts20071e	Bond
zts20072e	Terrassé
zts20073e	L'ennemi est immobilisé et ne peut plus se défendre.
zts20074e	Sonné
zts20075e	L'ennemi est incapable de se déplacer et de combattre. La probabilité de dégâts critiques augmente lorsque l'ennemi est sonné.
zts20076e	Énergie divine
zts20077e	Tous les éléments augmentent et ton corps est libéré de tous les effets négatifs.
zts20078e	Barrage
zts20079e	Tu peux parer les attaques ennemies. Lorsque tu parviens à faire barrage, tu obtiens plus de points ultimes.
zts20080e	Esprit clairvoyant
zts20081e	En méditant, tu permets à ton esprit d'être en harmonie avec ton corps.
zts20082e	Ombre de la mort
zts20083e	S'en est presque fini de ton ennemi. S'il n'est pas éliminé pendant l'ombre de la mort, il bénéficie de l'effet du survivant.
zts20084e	Aura ultime (niveau 1)
zts20086e	Aura ultime (niveau 2)
zts20088e	Aura ultime (niveau 3)
zts20090e	Style de combat ultime
zts20091e	Avec les points ultimes, tu mets en œuvres des compétences ultimes.
zts20092e	Méditation de combat
zts20093e	Tu purifies ton corps par la méditation, ce qui te renforce.
zts20094e	Blessure mortelle
zts20095e	La force d'attaque, la résistance, la vitesse de déplacement et les HP diminuent.
zts20096e	Survivant
zts20097e	Ta volonté est plus forte, car tu as failli y passer.
zts20098e	Vive impulsion
zts20099e	Cette impulsion rend l'ennemi brièvement incapable de combattre. À la fin de l'effet, il y a une certaine chance que tu bénéficies de l'effet de la blessure mortelle.
zts20100e	Cet effet s'active lorsque tu atteins 1 000 points ultimes.
zts20101e	Cet effet s'active lorsque tu atteins 2 000 points ultimes.
zts20102e	Cet effet s'active lorsque tu atteins 3 000 points ultimes.
zts20103e	Force magique infinie
zts20104e	Tu te sens envahir par une force magique infinie qui t'offre des MP en continu.
zts20105e	Éperonnage
zts20106e	Tu éperonnes le piñatâne pour lui donner de l'élan et augmenter sa vitesse de déplacement.
zts20107e	Bénédiction de l'arc-en-ciel
zts20108e	La force d'attaque PvP augmente de 10 % pendant la bataille de l'arc-en-ciel. La vitesse de déplacement augmente de 2 pendant la bataille de l'arc-en-ciel.
zts20109e	Flamme maudite (F)
zts20110e	Flamme maudite (E)
zts20111e	Flamme maudite (D)
zts20112e	Flamme maudite (C)
zts20113e	Flamme maudite (B)
zts20114e	Flamme maudite (A)
zts20115e	Flamme maudite (S)
zts20116e	Armure incandescente (F)
zts20117e	Armure incandescente (E)
zts20118e	Armure incandescente (D)
zts20119e	Armure incandescente (C)
zts20120e	Armure incandescente (B)
zts20121e	Armure incandescente (A)
zts20122e	Armure incandescente (S)
zts20123e	Armure en fusion (F)
zts20124e	Armure en fusion (E)
zts20125e	Armure en fusion (D)
zts20126e	Armure en fusion (C)
zts20127e	Armure en fusion (B)
zts20128e	Armure en fusion (A)
zts20129e	Armure en fusion (S)
zts20130e	Armure des flammes (F)
zts20131e	Armure des flammes (E)
zts20132e	Armure des flammes (D)
zts20133e	Armure des flammes (C)
zts20134e	Armure des flammes (B)
zts20135e	Armure des flammes (A)
zts20136e	Armure des flammes (S)
zts20137e	En compagnie de Perti Déplumay (F)
zts20138e	En compagnie de Perti Déplumay (E)
zts20139e	En compagnie de Perti Déplumay (D)
zts20140e	En compagnie de Perti Déplumay (C)
zts20141e	En compagnie de Perti Déplumay (B)
zts20142e	En compagnie de Perti Déplumay (A)
zts20143e	En compagnie de Perti Déplumay (S)
