zts1e	Repos
zts1324e	Ta force de défense augmente et 30 % des dégâts subis diminuent, mais tu consommes tes MP.
zts1325e	L'élément Feu se renforce et la résistance au Feu augmente pour toi et ton groupe.
zts1326e	La probabilité que tu reçoives un coup critique diminue.
zts1327e	Le Déplacement de l'aura a un impact sur les environs.
zts1328e	Attaque de zone du chasseur mokan
zts1329e	Invocation de Lace
zts1330e	Explosion niveau 2
zts1331e	Gel niveau 2
zts1332e	L'effet de la Préservation de la nature augmente.
zts1333e	Employer l'élément Eau niveau 3
zts1334e	Bleh
zts1335e	monster skill
zts1336e	Liste de raid
zts1337e	monster skill
zts1338e	monster skill
zts1339e	monster skill
zts1340e	monster skill
zts1341e	monster skill
zts1342e	monster skill
zts1343e	monster skill
zts1344e	monster skill
zts1345e	monster skill
zts1346e	monster skill
zts1347e	monster skill
zts1348e	monster skill
zts1349e	monster skill
zts1350e	monster skill
zts1351e	monster skill
zts1352e	monster skill
zts1353e	monster skill
zts1354e	monster skill
zts1355e	monster skill
zts1356e	monster skill
zts1357e	monster skill
zts1358e	monster skill
zts1359e	monster skill
zts1360e	monster skill
zts1361e	monster skill
zts1362e	monster skill
zts1363e	monster skill
zts1364e	monster skill
zts1365e	monster skill
zts1366e	monster skill
zts1367e	monster skill
zts1368e	monster skill
zts1369e	monster skill
zts1370e	monster skill
zts1371e	monster skill
zts1372e	monster skill
zts1373e	monster skill
zts1374e	monster skill
zts1375e	monster skill
zts1376e	monster skill
zts1377e	monster skill
zts1378e	monster skill
zts1379e	monster skill
zts1380e	monster skill
zts1381e	monster skill
zts1382e	monster skill
zts1383e	monster skill
zts1384e	monster skill
zts1385e	monster skill
zts1386e	monster skill
zts1387e	monster skill
zts1388e	monster skill
zts1389e	monster skill
zts1390e	monster skill
zts1391e	monster skill
zts1392e	monster skill
zts1393e	monster skill
zts1394e	monster skill
zts1395e	monster skill
zts1396e	monster skill
zts1397e	monster skill
zts1398e	monster skill
zts1399e	monster skill
zts1400e	monster skill
zts1401e	monster skill
zts1402e	monster skill
zts1403e	monster skill
zts1404e	monster skill
zts1405e	monster skill
zts1406e	monster skill
zts1407e	monster skill
zts1408e	monster skill
zts1409e	monster skill
zts1410e	monster skill
zts1411e	monster skill
zts1412e	monster skill
zts1413e	monster skill
zts1414e	monster skill
zts1415e	monster skill
zts1416e	monster skill
zts1417e	monster skill
zts1418e	monster skill
zts1419e	monster skill
zts1420e	monster skill
zts1421e	monster skill
zts1422e	monster skill
zts1423e	monster skill
zts1424e	monster skill
zts1425e	monster skill
zts1426e	monster skill
zts1427e	monster skill
zts1428e	monster skill
zts1429e	monster skill
zts1430e	monster skill
zts1431e	monster skill
zts1432e	monster skill
zts1433e	monster skill
zts1434e	monster skill
zts1435e	monster skill
zts1436e	monster skill
zts1437e	monster skill
zts1438e	monster skill
zts1439e	monster skill
zts1440e	monster skill
zts1441e	monster skill
zts1442e	monster skill
zts1443e	monster skill
zts1444e	monster skill
zts1445e	monster skill
zts1446e	monster skill
zts1447e	monster skill
zts1448e	monster skill
zts1449e	monster skill
zts1450e	monster skill
zts1451e	monster skill
zts1452e	monster skill
zts1453e	monster skill
zts1454e	monster skill
zts1455e	monster skill
zts1456e	monster skill
zts1457e	monster skill
zts1458e	monster skill
zts1459e	monster skill
zts1460e	monster skill
zts1461e	monster skill
zts1462e	monster skill
zts1463e	monster skill
zts1464e	monster skill
zts1465e	monster skill
zts1466e	monster skill
zts1467e	monster skill
zts1468e	monster skill
zts1469e	monster skill
zts1470e	monster skill
zts1471e	monster skill
zts1472e	monster skill
zts1473e	monster skill
zts1474e	monster skill
zts1475e	monster skill
zts1476e	monster skill
zts1477e	monster skill
zts1478e	monster skill
zts1479e	monster skill
zts1480e	monster skill
zts1481e	monster skill
zts1482e	monster skill
zts1483e	monster skill
zts1484e	monster skill
zts1485e	monster skill
zts1486e	monster skill
zts1487e	monster skill
zts1488e	monster skill
zts1489e	monster skill
zts1490e	monster skill
zts1491e	monster skill
zts1492e	monster skill
zts1493e	monster skill
zts1494e	monster skill
zts1495e	monster skill
zts1496e	monster skill
zts1497e	monster skill
zts1498e	monster skill
zts1499e	monster skill
zts1500e	monster skill
zts1501e	monster skill
zts1502e	monster skill
zts1503e	monster skill
zts1504e	monster skill
zts1505e	monster skill
zts1506e	monster skill
zts1507e	monster skill
zts1508e	monster skill
zts1509e	monster skill
zts1510e	monster skill
zts1511e	monster skill
zts1512e	monster skill
zts1513e	monster skill
zts1514e	monster skill
zts1515e	monster skill
zts1516e	monster skill
zts1517e	monster skill
zts1518e	monster skill
zts1519e	monster skill
zts1520e	monster skill
zts1521e	monster skill
zts1522e	monster skill
zts1523e	monster skill
zts1524e	monster skill
zts1525e	monster skill
zts1526e	monster skill
zts1527e	monster skill
zts1528e	monster skill
zts1529e	monster skill
zts1530e	monster skill
zts1531e	monster skill
zts1532e	monster skill
zts1533e	monster skill
zts1534e	monster skill
zts1535e	monster skill
zts1536e	monster skill
zts1537e	monster skill
zts1538e	monster skill
zts1539e	monster skill
zts1540e	monster skill
zts1541e	monster skill
zts1542e	monster skill
zts1543e	monster skill
zts1544e	monster skill
zts1545e	monster skill
zts1546e	monster skill
zts1547e	monster skill
zts1548e	monster skill
zts1549e	monster skill
zts1550e	monster skill
zts1551e	monster skill
zts1552e	monster skill
zts1553e	monster skill
zts1554e	monster skill
zts1555e	monster skill
zts1556e	monster skill
zts1557e	monster skill
zts1558e	monster skill
zts1559e	monster skill
zts1560e	monster skill
zts1561e	monster skill
zts1562e	monster skill
zts1563e	monster skill
zts1564e	monster skill
zts1565e	monster skill
zts1566e	monster skill
zts1567e	monster skill
zts1568e	monster skill
zts1569e	monster skill
zts1570e	monster skill
zts1571e	monster skill
zts1572e	monster skill
zts1573e	monster skill
zts1574e	Améliorer niveau 2
zts1575e	Spécialisation PvP niveau 2
zts1576e	La force d'attaque à distance et les dégâts critiques de la Pluie de flèches augmentent.
zts1577e	La portée augmente.
zts1578e	Hausse de la force d'attaque niveau 3
zts1579e	La portée du Jugement du ciel augmente.
zts1580e	monster skill
zts1581e	monster skill
zts1582e	monster skill
zts1583e	monster skill
zts1584e	monster skill
zts1585e	monster skill
zts1586e	monster skill
zts1587e	monster skill
zts1588e	Bombe citrouille
zts1589e	Saut de Jack O'Lantern
zts1590e	Petit saut de Jack O'Lantern
zts1591e	Invocation de Jack O'Lantern
zts1592e	2e invocation de Jack O'Lantern
zts1610e	Un épais voile de brume se lève, diminuant la précision et l'attention des adversaires.
zts1611e	Déplace-toi en mode invisible. Si tu es touché par une attaque, tu redeviendras visible.
zts1615e	La Lumière sacrée amoindrit les compétences de tous les adversaires.
zts1620e	Ta force de défense ainsi que ta concentration augmentent et 30 % des dégâts subis diminuent, mais tu consommes tes MP.
zts1622e	NosBazar
zts1623e	Saut du roi poulet furieux
zts1624e	Saut puissant du roi poulet furieux
zts1635e	Tir de mousquet
zts1636e	Attaque éclair
zts1637e	Tonneau de rhum pour cachette
zts1638e	Chercher abri dans un tonneau de rhum
zts1639e	Coup de canon
zts1640e	Le bateau tire sur l'ennemi pour t'aider.
zts1641e	Danse des pirates
zts1643e	Yo ho ho ! Buvez du rhum !
zts1645e	Bénédiction de Kertos
zts1646e	Fontaine de lave
zts1647e	Tempête de fureur
zts1648e	Hurlement
zts1649e	Attaque éclair
zts1650e	Rage
zts1651e	Pondre un oeuf
zts1652e	Tisser une toile
zts1653e	Éruption de lave
zts1654e	Éruption de lave puissante
zts1655e	Invocation (phénix)
zts1656e	Invocation (oeuf)
zts1657e	Expulsion
zts1658e	Téléportation avant
zts1659e	Éruption de lave gigantesque (boss)
zts1660e	Bouclier de chaleur étincelante
zts1673e	Attaque basique
zts1674e	L'attaque fuse dans toutes les directions.
zts1675e	Coup double
zts1676e	Le bouclier permet de se défendre et l'épée de contre-attaquer.
zts1677e	Coup éclair
zts1678e	Attaque élancée rapide
zts1679e	Attaque au bouclier
zts1680e	Si tu attaques l'adversaire avec le bouclier, tu lui infliges un debuff de K.O. avec une probabilité de 90 %.
zts1681e	Cor de chasse
zts1682e	L'assaut contre le camp ennemi est menée avec poigne.
zts1683e	Raillerie
zts1684e	Si tu te moques d'un adversaire qui est K.O., celui-ci tombe dans un enragement extrême. La cible subit alors un debuff.
zts1685e	Réflexion magique
zts1686e	Toutes les attaques sont renvoyées et détournées vers le bouclier. En cas de défense de bouclier réussie, l'adversaire subit tous les dégâts en une fois.
zts1687e	Moulinet métallique
zts1688e	Le bouclier rotatif projette les adversaires alentours. Avec une certaine probabilité, la cible est K.O.
zts1689e	Sang en ébullition
zts1690e	Les cris et la soif de sang te préparent au combat.
zts1691e	Déclaration de guerre
zts1692e	L'attaque finale contre l'adversaire se fait à coups de tonnerre.
zts1693e	Exécution
zts1694e	Cette attaque est efficace contre les adversaires en ligne de mire. L'Exécution réussie de l'adversaire provoque l'effet de la foule en délire.
zts1695e	Coup de canon
zts1696e	Le tir éloigné est l'attaque basique de l'artillerie. Si l'explosion est renforcée, la force d'attaque augmente légèrement.
zts1697e	Tir différé
zts1698e	Tire en différé des boulets de canon à angle élevé, moyen ou faible qui atteindront tous la cible en même temps.
zts1699e	Rotation de canon
zts1700e	Le canon pointe vers l'adversaire.
zts1701e	Coup de canon
zts1702e	Un violent Coup de canon est tiré contre l'ennemi.
zts1703e	Projectile ciblant
zts1704e	Ce projectile peut être tiré à grande distance. Si l'explosion est plus forte, la force d'attaque augmente rapidement.
zts1705e	Grenade à main
zts1706e	L'attaque de la Grenade à main vise tous les adversaires dans la zone d'effet.
zts1707e	Feu de l'enfer
zts1708e	Une fusée est lancée et explose au dessus de la tête de l'adversaire. La zone cible devient une véritable mer de flammes. Si l'explosion est plus forte, la force d'attaque augmente rapidement.
zts1709e	Fusée éclairante
zts1710e	Une fusée éclairante se place au dessus de l'adversaire et fait pleuvoir des bombes incendiaires. La zone d'effet est couverte de gravas et de cendres. Si l'explosion est plus forte, la force d'attaque augmente rapidement.
zts1711e	Chevauchée de fusée
zts1712e	En chevauchant la fusée au dessus du sol, tu infliges des dégâts à tous les adversaires alentours avant de te téléporter au point de départ. Si l'explosion est plus forte, la force d'attaque augmente rapidement.
zts1713e	Armurier
zts1714e	Les performances de l'arme sont maximisées.
zts1715e	Canon ultime
zts1716e	Des décharges aveuglantes dans l'air plongent l'adversaire dans un état de peur et d'horreur. Si l'explosion est plus forte, la force d'attaque augmente rapidement.
zts1717e	Boule de magma
zts1718e	Une Boule de magma ardente est tirée.
zts1719e	Éruption volcanique
zts1720e	Le grondement du volcan fait s'ouvrir la terre. Si le Sorcier est influencé par le pouvoir du volcan, cette compétence est très efficace.
zts1721e	Gaz volcanique
zts1722e	Un nuage à gaz volcanique hautement toxique inflige des dégâts à l'adversaire. Si le Sorcier est influencé par le pouvoir du volcan, cette compétence est très efficace.
zts1723e	Carapace magmatique
zts1724e	La Carapace magmatique recouvre l'armure et garantit une force de défense extrême.
zts1725e	Vague de lave
zts1726e	La Vague de lave s'abat sur l'adversaire pour le pétrifier rapidement.
zts1727e	Pouvoir du volcan
zts1728e	Le Pouvoir du volcan a une forte probabilité de terrasser rapidement l'adversaire.
zts1729e	Tremblement de terre
zts1730e	Combiné au Grondement du volcan, un Tremblement de terre se déclenche autour de toi. Si le Sorcier est sous l'influence du Pouvoir du volcan, cette compétence est très efficace.
zts1731e	Grondement du volcan
zts1732e	Le Grondement du volcan te téléporte au dessus de la tête de l'adversaire pour lui porter un coup ciblé. Si le Sorcier est sous l'influence du Pouvoir du volcan, cette compétence est très efficace.
zts1733e	Marais de lave
zts1734e	Un Marais de lave apparaît pour réduire la force d'attaque de l'adversaire et sa sa vitesse de déplacement.
zts1735e	Épée magmatique
zts1736e	Une épée formée de lave est invoquée pour attaquer la cible.
zts1737e	Tempête de cendres
zts1738e	La Tempête de cendres est une attaque puissante formée de rafales et d'éclairs. Si le Sorcier est sous l'influence du Pouvoir du volcan, cette compétence est très efficace.
zts1748e	Le camp adversaire subit un assaut violent : la cible et tous les adversaires présents dans la zone d'effet sont attaqués.
zts1749e	Attaque de base du bombardement à grande distance
zts1750e	Attaque furibonde à la hache
zts1751e	Tir de Viking super précis
zts1752e	Viking d'acier
zts1753e	Flèche ordure
zts1754e	Invincibilité
zts1755e	Vilain garçon
zts1756e	Frustration de Freya
zts1757e	Déclaration de Freya
zts1758e	Feu de Freya
zts1762e	Attaque basique à la lance
zts1763e	L'attaque basique à la lance assène de grands coups à l'adversaire, à gauche et à droite.
zts1764e	Séparation de la mer
zts1765e	Cette compétence permet de séparer la mer et l'adversaire en deux.
zts1766e	Coup précis
zts1767e	Une force concentrée dans la lance s'abat avec précision sur l'adversaire.
zts1768e	Violent tourbillon
zts1769e	Un tourbillon balaie ton adversaire.
zts1770e	Sept coups
zts1771e	L'adversaire subit 7 coups rapides.
zts1772e	Cyclone
zts1773e	Un cyclone met l'ennemi à genoux.
zts1774e	Sacrifice
zts1775e	Le cercle magique du sacrifice enveloppe un coéquipier sélectionné. Tu encaisses les dégâts à sa place. S'il quitte la zone, l'effet se dissipe.
zts1776e	Méditation
zts1777e	Tu t'assieds et t'adonnes à la médiation. L'effet négatif disparaît. Si tu médites plus longtemps, tu régénères tes forces. Mais si quelque chose te dérange, tu peux souffrir du syndrome de Kundalini qui diminue considérablement ton énergie physique et spirituelle.
zts1778e	Lance spiralée
zts1779e	La forme en spirale de la lance permet d'atteindre une cible plus éloignée.
zts1780e	Paroles de Bouddha
zts1781e	Les paroles de Bouddha sont invoquées à l'aide d'un talisman. Si toi et les membres de ton groupe entendez ses paroles pour la première fois, il y a une probabilité de 25 % que tous les effets négatifs disparaissent pendant 5 secondes. Entendues plus longtemps, elles consomment des MP.
zts1782e	Nouveau départ
zts1783e	Le chaos du monde prend fin grâce à un Nouveau départ.
zts1784e	Harpon dragonesque
zts1785e	Cette compétence est particulièrement efficace combinée aux Sept coups.
zts1786e	Lance dragonesque
zts1787e	La lance dragonesque envoie valser l'adversaire dans le ciel.
zts1788e	Trident fulgurant
zts1789e	Le trident fulgurant est une attaque basique qui tire un éclair en forme de trident.
zts1790e	Typhon
zts1791e	Trois tourbillons venus de différentes directions se rassemblent pour former un typhon.
zts1792e	Grand trident
zts1793e	Le grand trident crée un champ magnétique.
zts1794e	Bénédiction océanique
zts1795e	La bénédiction océanique accorde à tes camarades une aura sacrée.
zts1796e	Coup de foudre
zts1797e	Le coup de foudre brûle l'adversaire et lui inflige un coup de tonnerre en plus.
zts1798e	À table
zts1799e	Libère ton requin, il a faim. Il fonce droit sur l'adversaire, même à distance, et y plante joyeusement les dents.
zts1800e	Tourbillon géant
zts1801e	Tu peux générer un tourbillon géant à un endroit bien précis pour aspirer tes adversaires et les ralentir.
zts1802e	Chant des sirènes
zts1803e	Le chant des sirènes ensorcèle tes ennemis qui plongent dans un profond sommeil.
zts1804e	Tsunami
zts1805e	Les adversaires sont balayés par une vague gigantesque.
zts1806e	Bulle d'eau
zts1807e	Avec cette compétence, tu peux générer une bulle d'eau qui te protège des attaques de tes adversaires. Cet effet disparaît après un certain nombre de dégâts.
zts1808e	Attention, rorqual !
zts1809e	Une baleine bleue tombe du ciel sur l'adversaire.
zts1810e	Double éclair
zts1811e	Le double éclair inflige des brûlures à l'adversaire.
zts1812e	L'attaque élémentaire est une attaque basique à l'arbalète.
zts1813e	Faucon en chute libre
zts1814e	Le faucon reçoit l'ordre d'attaquer. Cette compétence active avec une certaine probabilité la Flèche rotative de niveau maximum.
zts1815e	Piège mobile
zts1816e	Tu places un piège mobile pour tes adversaires.
zts1817e	Épier
zts1818e	Le faucon prend en chasse la cible que tu as choisie.
zts1819e	Recul
zts1820e	Attaque l'ennemi puis recule vite.
zts1821e	Force vitale
zts1822e	L'énergie de la forêt renforce tes forces vitales.
zts1823e	Flèche-brouillard
zts1824e	La flèche-brouillard entoure ton ennemi d'un nuage de vapeur qui lui bloque la vue.
zts1825e	Intelligence du faucon
zts1826e	L'intelligence du faucon permet d'identifier et d'attaquer l'adversaire le plus faible. Ce joueur est ensuite marqué d'un signe.
zts1827e	Recharge d'éclair
zts1828e	Tu peux recharger une flèche très vite et avoir ainsi plus de chances d'activer rapidement une compétence de combinaison. Par contre, la Recharge d'éclair ne peut être combinée que 5 fois.
zts1829e	Embuscade
zts1830e	Tu tends une Embuscade à ta cible.
zts1831e	Tireur embusqué
zts1832e	Tu tends une Embuscade à ton adversaire depuis une position plus éloignée pour lui infliger des dégâts critiques en tant que Tireur embusqué.
zts1833e	Flèche rotative de niveau 1
zts1834e	Tu tires à l'arbalète une Flèche rotative qui transperce tous tes ennemis en ligne droite.
zts1835e	Flèche rotative de niveau 2
zts1836e	Tu tires à l'arbalète une Flèche rotative qui transperce tous tes ennemis en ligne droite. Après cette compétence, tu bénéficies d'un effet qui te prépare bien à l'Embuscade.
zts1837e	Flèche rotative de niveau maximum
zts1838e	La Flèche rotative de niveau maximum est comparable à un Coup de la mort. L'adversaire subira avec une grande probabilité des dégâts critiques.
zts1840e	Faucon-espion
zts1841e	En combinaison avec la compétence Épier, ton ennemi sera suivi par un faucon.
zts1842e	Faucon de chasse
zts1843e	En combinaison avec la compétence Épier, ton ennemi sera suivi par ton faucon qui l'attaquera depuis les airs.
zts1853e	Le chant des sirènes ensorcelle l'ennemi qui tombe dans un profond sommeil. En PvP, la durée de l'effet est réduite de moitié.
zts1854e	Chasse aux moutons
zts1855e	Appeler le participant n° 2
zts1856e	Le participant n° 2 est appelé dans l'arène et tu peux combattre à ses côtés pendant 30 secondes.
zts1857e	Appeler le participant n° 3
zts1858e	Le participant n° 3 est appelé dans l'arène et tu peux combattre à ses côtés pendant 30 secondes.
zts1859e	Changer de vue
zts1860e	Tu passes de ton point de vue à celui du participant en plein combat. En l'utilisant à nouveau, tu reviens à ton propre point de vue.
zts1861e	Appeler le participant n° 1
zts1862e	Le participant n° 1 est appelé dans l'arène et tu peux combattre à ses côtés pendant 30 secondes.
zts1866e	Lancer des noisettes
zts1867e	Déranger
zts1868e	Coup de couteau
zts1869e	Éclair
zts1870e	Lancer de dague
zts1871e	Danse des flammes
zts1872e	Tempête d'éclairs
zts1873e	Course de l'obscurité
zts1874e	Marqué
zts1875e	Fascination
zts1876e	Pouvoir obscur
zts1877e	Sphère enchantée
zts1878e	Une sphère enchantée obscure est lancée.
zts1879e	Confusion
zts1880e	L'adversaire perd la raison. Pendant cette phase de confusion, il subit temporairement des dégâts.
zts1881e	Cage mortelle
zts1882e	L'adversaire est enfermé dans une cage obscure. Effrayé et incapable d'effectuer la moindre action, il subit des dégâts lorsque la cage est brisée.
zts1883e	Clin d'oeil
zts1884e	Tu te téléportes en avant. Un court bonus est activé.
zts1885e	Mains de la malédiction
zts1886e	Les mains de la malédiction touchent l'adversaire et lui infligent des dégâts.
zts1887e	Illusion
zts1888e	Transforme l'effet guérisseur de l'adversaire en débuff, y compris les potions de récupération. Les commandes du personnage sont inversées. Terrorise les monstres.
zts1889e	Extraction de mana
zts1890e	Avec une certaine probabilité, cette compétence inflige des dégâts et dérobe les MP de la cible.
zts1891e	Aspiration de pensées
zts1892e	Transforme les prochains dégâts que l'adversaire subit en HP pour toi-même. Les HP rétablis disparaissent au bout de 10 secondes. Si tous les HP ont été utilisés, il en restera au moins 1, donc le personnage ne mourra pas.
zts1893e	Transformateur de lames
zts1894e	Les sphères enchantées se transforment en lames, projetées sans interruption.
zts1895e	Perte de temps
zts1896e	Le temps de rechargement de la compétence de l'adversaire augmente. Si la compétence fonctionne, ton propre temps de rechargement de compétence diminue.
zts1897e	Super abracadabra
zts1898e	Ce sort gigantesque de magie interdite libère tous les super-pouvoirs magiques.
zts1907e	Tu te téléportes rapidement vers l'avant. Avec une certaine probabilité, cette compétence peut être utilisée en continu.
zts1912e	Tir diabolique
zts1913e	Attaque l'adversaire avec l'attaque de base du Chasseur de démons.
zts1914e	Grêle de balles
zts1915e	Vise l'adversaire et décharge rapidement le révolver.
zts1916e	Lame de jet
zts1917e	Une autre attaque peut être effectuée après le tir.
zts1918e	Averse des esprits vengeurs
zts1919e	Les esprits vengeurs tirés dans le ciel infligent des dégâts à tout ceux et tout ce qui se trouve dans la zone d'effet.
zts1920e	Oscillation des esprits vengeurs 1
zts1921e	Saute en avant et attaque. Cette compétence peut être utilisée 3 fois maximums.
zts1922e	Assaut des esprits vengeurs
zts1923e	Les munitions sont remplacées par des esprits assoiffés de vengeance qui assaillent l'adversaire et lui infligent d'énormes dégâts.
zts1924e	Esprit de la rage
zts1925e	Tu deviens plus fort si tu subis des dégâts.
zts1926e	Invocation d'esprits
zts1927e	Tire des munitions en ligne droite, invoque des esprits et attaque l'adversaire.
zts1928e	Explosion d'esprit
zts1929e	Les esprits surpuissants qui sont libérés étourdissent temporairement l'adversaire.
zts1930e	Possession
zts1931e	L'esprit de l'adversaire est possédé. Il subit temporairement des dégâts. Une fois la durée de l'effet écoulée, l'effet est transféré à l'ennemi le plus proche de la cible.
zts1932e	Trancheur d'âme
zts1933e	Le Trancheur d'âme invoqué permet d'attaquer à longue portée et plonge l'adversaire dans un état de choc.
zts1934e	Oscillation des esprits vengeurs 2
zts1935e	Oscillation des esprits vengeurs 3
zts1936e	Oscillation de l'ombre lunaire
zts1937e	L'ombre attaque l'adversaire qui croise son chemin.
zts1938e	Faux de la faucheuse
zts1939e	L'adversaire est attaqué par une faux géante.
zts1940e	Découpeur
zts1941e	La lame acérée de la faux découpe l'adversaire en morceaux.
zts1942e	Vampire
zts1943e	Tous les adversaires proches sont coupés et une certaine quantité de leurs HP est absorbée.
zts1944e	La mort est proche
zts1945e	S'approcher de l'adversaire permet une attaque à courte portée.
zts1946e	Tourmente des âmes
zts1947e	Les adversaires positionnés devant et derrière sont repoussés et ralentis.
zts1948e	Armure ultime
zts1949e	Les forces défensives et la résistance à l'attraction des alliés à proximité augmentent. Cet effet disparaît après un certain nombre de dégâts.
zts1950e	Capture d'esprits
zts1951e	Les ennemis proches sont attirés jusque devant le personnage. L'Absorption d'esprit a une certaine probabilité d'être activée.
zts1952e	Faux de la mort
zts1953e	La Faux de la mort s'abat sur l'adversaire et le marque du Signe de la mort.
zts1954e	Ombre de la mort
zts1955e	Avec une certaine probabilité, les adversaires sont placés à longue portée sous l'Ombre de la mort. Les adversaires affectés par le Signe de mort subissent des dégâts supplémentaires. Terrorise les monstres.
zts1956e	Convertisseur de temps
zts1957e	Le temps de rechargement d'une compétence diminue de 20 %. Lorsque l'Absorption d'esprit est utilisée, le temps de rechargement des compétences diminue de 80 %. L'esprit disparaît ensuite.
zts1958e	Division de l'esprit
zts1959e	Saute haut en l'air et tranche l'adversaire à sa position actuelle. Tu n'infliges des dégâts qu'à un seul adversaire. Un adversaire affecté par le signe de mort subira des dégâts supplémentaires. Le signe de mort de l'adversaire et ton Convertisseur de temps disparaissent.
zts1970e	L'adversaire se retrouve enfermé dans une cage d'acier. Briser la cage provoque des dégâts.
zts1971e	Les mains de la malédiction se posent sur l'adversaire et lui infligent des dégâts.
zts1972e	La cible devient hôte puis transmet l'esprit aux adversaires proches.
zts1973e	Le temps de rechargement d'une compétence diminue de 10 %. Lorsque l'Absorption d'esprit est utilisée, le temps de rechargement des compétences diminue de 80 %. L'esprit disparaît ensuite.
zts1979e	Charme fou
zts1980e	Neuf queues !
zts1981e	Hurlement perçant
zts1986e	Haiya
zts1987e	Devenir maboul
zts1988e	Domination du tigre
zts1989e	Épéekinésie
zts1990e	Les attaques à l'épée sont renforcées par l'énergie de la kinésie.
zts1991e	Lancer simple
zts1992e	Lance une épée sur l'adversaire.
zts1993e	Explosif
zts1994e	L'épée vole vers l'adversaire et explose.
zts1995e	Rayon d'épée
zts1996e	La lumière se reflète sur la lame, éblouissant l'adversaire et lui infligeant un effet négatif en cas de dégâts supplémentaires.
zts1997e	Pique-ombre
zts1998e	La cible et son ombre sont immobilisées.
zts1999e	Surface de frappe
zts2000e	L'épée est posée sur le sol et attaque ton adversaire en continu.
zts2001e	Brise-jambes
zts2002e	En se prenant une épée dans les jambes, la cible est forcée de ralentir.
zts2003e	Lanceur d'épées
zts2004e	L'adversaire est attaqué par plusieurs jets d'épée.
zts2005e	Papillépée
zts2006e	La lame est projetée sur la cible et explose violemment, infligeant un saignement à l'adversaire.
zts2007e	Tremblépée
zts2008e	Une énorme épée est invoquée sur le sol pour attaquer ton adversaire.
zts2009e	9 lames
zts2010e	Invoque 9 lames qui s'abattent sur la cible.
zts2024e	Danse des diablotins
zts2025e	Clone de diablotin
zts2026e	Chapeau de diablotin
zts2027e	Jugement de la Lumière
zts2028e	Marque de la Lumière
zts2029e	Au nom de Dieu
zts2030e	Technique de l'épée
zts2031e	Attaque l'adversaire en canalisant toute l'énergie de l'épée.
zts2032e	Tranchant volant
zts2033e	Lance l'épée et inflige des dégâts répétés.
zts2034e	Explosion cinglante
zts2035e	La trajectoire de l'épée correspond à la trajectoire de l'explosion.
zts2036e	Épée de justice
zts2037e	L'épée fait appel au pouvoir de la Lumière et inflige des dégâts à l'adversaire.
zts2038e	Lien obscur
zts2039e	Lie l'adversaire à l'utilisation de l'Obscurité.
zts2040e	Lame foudroyante
zts2041e	Plante l'épée dans le sol et inflige des dégâts tout autour.
zts2042e	Coupe-pieds
zts2043e	Blesse la partie inférieure du corps de l'adversaire pour ralentir sa vitesse.
zts2044e	Lien magique
zts2045e	Absorbe la puissance de l'épée.
zts2046e	Frappe de météore
zts2047e	Lance l'épée contre l'adversaire et provoque une détonation lumineuse.
zts2048e	Épée divine
zts2049e	Invoque une épée géante qui s'enfonce dans le sol et provoque des dégâts.
zts2050e	Lance spectrale
zts2051e	Invoque 9 lames pour infliger des dégâts répétitifs à l'adversaire.
zts2052e	Flamme
zts2053e	Énergie du Feu
zts2054e	Glace
zts2055e	Énergie de l'Eau
zts2056e	Auréole
zts2057e	Énergie de la Lumière
zts2058e	Ténèbres
zts2059e	Énergie de l'Obscurité
zts2060e	Non élémentaire
zts2061e	Sort lumineux
zts2062e	Utilise ce sort pour attaquer l'adversaire.
zts2063e	Catalyseur de Lumière
zts2064e	La poudre lumineuse se répand et explose en laissant une marque sur la cible.
zts2065e	Oppression
zts2066e	Enveloppe le corps de l'ennemi pour lui infliger des dégâts et le ralentir.
zts2067e	Prisme sacré
zts2068e	Une lumière aveuglante sert d'attaque.
zts2069e	Explosion sacrée
zts2070e	La Lumière sacrée nuit à l'adversaire. Les ennemis déjà marqués par la poudre lumineuse subissent des dégâts supplémentaires.
zts2071e	Voie rapide
zts2072e	Les compétences sont maximisées.
zts2073e	Maître de grimoire
zts2074e	L'efficacité des sorts atteint son maximum.
zts2075e	Brume sacrée
zts2076e	Seule la croix sacrée montre la voie à travers l'épaisse brume.
zts2077e	Téléporteur en masse
zts2078e	Les membres sont téléportés au même endroit.
zts2079e	Grêle de météorites
zts2080e	Plusieurs météorites s'écrasent sur l'adversaire.
zts2081e	Illumination
zts2082e	Tous les membres reçoivent une bénédiction.
zts2083e	Impact de Lumière
zts2084e	Buisson épineux
zts2085e	Parfum de la malédiction
zts2088e	Lumière et Obscurité
zts2089e	Attaque avec le pouvoir de l'épée sacrée et de la damnation.
zts2090e	L'épée sacrée inflige deux coups rapides.
zts2091e	Jugement de damnation
zts2092e	Une vague d'énergie se propage partout.
zts2093e	Justice
zts2094e	Invoque l'épée sacrée géante.
zts2095e	Double entaille
zts2096e	Avance en faisant tournoyer l'épée.
zts2097e	Sanctuaire
zts2098e	Une barrière lumineuse est créée pour attaquer l'adversaire.
zts2099e	Effervescence
zts2100e	L'énergie sacrée et obscure maximise les dégâts d'attaque.
zts2101e	Lame croisée
zts2102e	L'épée sacrée s'agite à un rythme effréné et transperce l'espace.
zts2103e	Contre-effervescence
zts2104e	L'énergie sacrée et obscure maximise la défense.
zts2105e	Perdition
