zts1e	Efekt ogólny
zts1114e	Mistrz czarodziejskich ksi¹g
zts1115e	Na pewien czas zwiêksza zdolnoœæ do maksimum.
zts1116e	Œwiec¹cy proszek
zts1117e	Zafarbowany Œwiec¹cym Proszkiem. Otrzymuje dodatkowe obra¿enia w wyniku Œwiêtej Eksplozji.
zts1118e	Memoria³
zts1119e	Zapamiêtuje miejsce pobytu do teleportacji.
zts1120e	Oœwiecenie
zts1121e	Boskie b³ogos³awieñstwo
zts1122e	Ziemny brzeszczot
zts1123e	Spowolnienie przez ranê.
zts1124e	Wyrok potêpienia
zts1125e	Unieruchomiony przez moc potêpienia.
zts1126e	Wyrok
zts1127e	Przez pewien czas nie mo¿e unikaæ ataków.
zts1128e	Relikwia
zts1129e	Znacznie redukuje regeneracjê.
zts1130e	Zap³on
zts1131e	Œwiêta moc ogarnia miecz i zwiêksza tym samym obra¿enia od ataku.
zts1132e	Antyzap³on
zts1133e	Œwiêta moc ogarnia cia³o i zwiêksza tym samym obronê.
zts1134e	Zepsucie
zts1135e	Wi¹¿e energiê zepsucia i wywo³uje dodatkowe obra¿enia poprzez nawrócenie.
zts1136e	Mroczny bieg
zts1137e	Maksymalizacja energii sprintu.
zts1138e	Uderzenie œwiat³a (F)
zts1139e	Trafiony potê¿nym uderzeniem œwiat³a.
zts1140e	Uderzenie œwiat³a (E)
zts1141e	Uderzenie œwiat³a (D)
zts1142e	Uderzenie œwiat³a (C)
zts1143e	Uderzenie œwiat³a (B)
zts1144e	Uderzenie œwiat³a (A)
zts1145e	Uderzenie œwiat³a (S)
zts1146e	Cierniogon (F)
zts1147e	Unieruchamia za pomoc¹ cierni.
zts1148e	Cierniogon (E)
zts1149e	Cierniogon (D)
zts1150e	Cierniogon (C)
zts1151e	Cierniogon (B)
zts1152e	Cierniogon (A)
zts1153e	Cierniogon (S)
zts1154e	Zapach kl¹twy (F)
zts1155e	Os³abiony przez zapach kl¹twy.
zts1156e	Zapach kl¹twy (E)
zts1157e	Zapach kl¹twy (D)
zts1158e	Zapach kl¹twy (C)
zts1159e	Zapach kl¹twy (B)
zts1160e	Zapach kl¹twy (A)
zts1161e	Zapach kl¹twy (S)
zts1162e	Jest unieruchomiony przez Cierniogon.
zts1163e	Jesteœ os³abiony przez zapach kl¹twy.
zts1164e	B³ogos³awieñstwo wiedŸmy
zts1165e	Zawiera b³ogos³awieñstwo wiedŸmy Laureny.
zts1166e	ZapowiedŸ walki
zts1167e	Prowokuje wroga swawoln¹ akcj¹.
zts1168e	Zbrodnia
zts1169e	Bardzo rozz³oszczony i wœciek³y.
zts1170e	Piekielny p³omieñ (F)
zts1171e	Piekielny p³omieñ
zts1172e	Piekielny p³omieñ (E)
zts1173e	Piekielny p³omieñ (D)
zts1174e	Piekielny p³omieñ (C)
zts1175e	Piekielny p³omieñ (B)
zts1176e	Piekielny p³omieñ (A)
zts1177e	Piekielny p³omieñ (S)
zts1178e	Kipiel (F)
zts1179e	Kipiel
zts1180e	Kipiel (E)
zts1181e	Kipiel (D)
zts1182e	Kipiel (C)
zts1183e	Kipiel (B)
zts1184e	Kipiel (A)
zts1185e	Kipiel (S)
zts1186e	Czarodziejska zgorzelina (F)
zts1187e	Zmniejsza obra¿enia poprzez zastosowanie silnej czarodziejskiej zgorzeliny.
zts1188e	Czarodziejska zgorzelina (E)
zts1189e	Czarodziejska zgorzelina (D)
zts1190e	Czarodziejska zgorzelina (C)
zts1191e	Czarodziejska zgorzelina (B)
zts1192e	Czarodziejska zgorzelina (A)
zts1193e	Czarodziejska zgorzelina (S)
zts1194e	Pakt Mroku
zts1195e	Pakt Mroku umo¿liwia szybszy atak.
zts1196e	Cieñ £otra
zts1197e	Pozwala ci pokonaæ wroga za pomoc¹ œmiertelnego ataku.
zts1198e	Zwinne Stopy
zts1199e	Maksymalizuje zdolnoœæ uniku ataków fizycznych.
zts1200e	Œwiêta Tarcza
zts1201e	Chroñ siê z bosk¹ pomoc¹ przed wrogimi atakami.
zts1202e	Ukrywa ciê z okreœlonym prawdopodobieñstwem na losowy okres czasu, dziêki czemu wrogowie nie mog¹ ciê wytropiæ.
zts1203e	Wymach biodrem
zts1204e	Atakuje tanecznym krokiem, swobodnie i z zamachem.
zts1205e	Trawa sw¹dka
zts1206e	Trawa, która sprawia, ¿e swêdzi skóra.
zts1207e	Marchewkowa trucizna
zts1208e	Marchewkowa trucizna Loli jest bardzo skuteczna.
zts1209e	Skurcz ze strachu
zts1210e	Brak poczucia czasu
zts1211e	Talent ¿ó³wia, który ¿yje ju¿ sporo lat.
zts1212e	Marchewkowa mi³oœæ
zts1213e	Zwabia króliczki za pomoc¹ ogromnej marchewki. Znika zaraz po zniszczeniu ogromnego warzywa.
zts1214e	Trawa sw¹dka (F)
zts1215e	Trawa sw¹dka (E)
zts1216e	Trawa sw¹dka (D)
zts1217e	Trawa sw¹dka (C)
zts1218e	Trawa sw¹dka (B)
zts1219e	Trawa sw¹dka (A)
zts1220e	Trawa sw¹dka (S)
zts1221e	Marchewkowa trucizna (F)
zts1222e	Marchewkowa trucizna (E)
zts1223e	Marchewkowa trucizna (D)
zts1224e	Marchewkowa trucizna (C)
zts1225e	Marchewkowa trucizna (B)
zts1226e	Marchewkowa trucizna (A)
zts1227e	Marchewkowa trucizna (S)
zts1228e	Wymach biodrem (F)
zts1229e	Wymach biodrem (E)
zts1230e	Wymach biodrem (D)
zts1231e	Wymach biodrem (C)
zts1232e	Wymach biodrem (B)
zts1233e	Wymach biodrem (A)
zts1234e	Wymach biodrem (S)
zts1235e	Nacelowanie (F)
zts1236e	W niebezpieczeñstwie przez namierzenie celu.
zts1237e	Nacelowanie (E)
zts1238e	Nacelowanie (D)
zts1239e	Nacelowanie (C)
zts1240e	Nacelowanie (B)
zts1241e	Nacelowanie (A)
zts1242e	Nacelowanie (S)
zts1243e	Sid³a (F)
zts1244e	W wyniku ataku swoboda ruchów zosta³a na pewien ograniczona.
zts1245e	Sid³a (E)
zts1246e	Sid³a (D)
zts1247e	Sid³a (C)
zts1248e	Sid³a (B)
zts1249e	Sid³a (A)
zts1250e	Sid³a (S)
zts1251e	Ogieñ wspomagaj¹cy (F)
zts1252e	Pomoc w formie przydatnej mocy ognia.
zts1253e	Ogieñ wspomagaj¹cy (E)
zts1254e	Ogieñ wspomagaj¹cy (D)
zts1255e	Ogieñ wspomagaj¹cy (C)
zts1256e	Ogieñ wspomagaj¹cy (B)
zts1257e	Ogieñ wspomagaj¹cy (A)
zts1258e	Ogieñ wspomagaj¹cy (S)
zts1259e	Modlitwa Ancelloan
zts1260e	Pob³ogos³awiony moc¹ Ancelloan.
zts1261e	Pojawienie siê Ancelloan
zts1263e	Z³ote Skrzyd³a
zts1264e	Onyksowe Skrzyd³a
zts1265e	Punkt zerowy (F)
zts1266e	Liczba PM gwa³townie spada.
zts1267e	Punkt zerowy (E)
zts1268e	Punkt zerowy (D)
zts1269e	Punkt zerowy (C)
zts1270e	Punkt zerowy (B)
zts1271e	Punkt zerowy (A)
zts1272e	Punkt zerowy (S)
zts1273e	Wybuchowa Bañka (F)
zts1274e	Liczba P¯ gwa³townie spada.
zts1275e	Wybuchowa Bañka (E)
zts1276e	Wybuchowa Bañka (D)
zts1277e	Wybuchowa Bañka (C)
zts1278e	Wybuchowa Bañka (B)
zts1279e	Wybuchowa Bañka (A)
zts1280e	Wybuchowa Bañka (S)
zts1281e	Liczba P¯ gwa³townie spada. Otrzymujesz ogromne obra¿enia od ciosu krytycznego.
zts1282e	B³yskawiczne Och³odzenie (F)
zts1283e	Nie mo¿na u¿ywaæ magii wskutek nag³ego stê¿enia z zimna.
zts1284e	B³yskawiczne Och³odzenie (E)
zts1285e	Nie mo¿na u¿ywaæ umiejêtnoœci wskutek nag³ego stê¿enia z zimna.
zts1286e	B³yskawiczne Och³odzenie (D)
zts1287e	B³yskawiczne Och³odzenie (C)
zts1288e	B³yskawiczne Och³odzenie (B)
zts1289e	B³yskawiczne Och³odzenie (A)
zts1290e	B³yskawiczne Och³odzenie (S)
zts1291e	Nie mo¿na u¿ywaæ umiejêtnoœci wskutek nag³ego stê¿enia z zimna. Wszystkie odpornoœci zostaj¹ zmniejszone.
zts1292e	Lodowa Mg³a (F)
zts1293e	S³aba widocznoœæ utrudnia znalezienie przeciwnika.
zts1294e	Lodowa Mg³a (E)
zts1295e	Lodowa Mg³a (D)
zts1296e	Lodowa Mg³a (C)
zts1297e	Lodowa Mg³a (B)
zts1298e	Lodowa Mg³a (A)
zts1299e	Lodowa Mg³a (S)
zts1300e	Ugryzienie Mrozu (F)
zts1301e	Nie da siê unikn¹æ k¹saj¹cego mrozu.
zts1302e	Ugryzienie Mrozu (E)
zts1303e	Ugryzienie Mrozu (D)
zts1304e	Ugryzienie Mrozu (C)
zts1305e	Ugryzienie Mrozu (B)
zts1306e	Ugryzienie Mrozu (A)
zts1307e	Ugryzienie Mrozu (S)
zts1308e	Zas³ona (F)
zts1309e	Tworzy cienk¹ lodow¹ pow³okê, by ukraœæ dobry efekt przeciwnika.
zts1310e	Zas³ona (E)
zts1311e	Zas³ona (D)
zts1312e	Zas³ona (C)
zts1313e	Zas³ona (B)
zts1314e	Zas³ona (A)
zts1315e	Zas³ona (S)
zts1316e	Rana Ciêta (F)
zts1317e	G³êboka, groŸna rana. Trudno j¹ wyleczyæ.
zts1318e	Rana Ciêta (E)
zts1319e	Rana Ciêta (D)
zts1320e	Rana Ciêta (C)
zts1321e	Rana Ciêta (B)
zts1322e	Rana Ciêta (A)
zts1323e	Rana Ciêta (S)
zts1324e	Pl¹drowanie (F)
zts1325e	Likwiduje przeciwnika w celu wzbogacenia siê.
zts1326e	Pl¹drowanie (E)
zts1327e	Pl¹drowanie (D)
zts1328e	Pl¹drowanie (C)
zts1329e	Pl¹drowanie (B)
zts1330e	Pl¹drowanie (A)
zts1331e	Pl¹drowanie (S)
zts1332e	Upiorne Odrêtwienie (F)
zts1333e	W szoku ze strachu przed upiornym statkiem.
zts1334e	Upiorne Odrêtwienie (E)
zts1335e	Upiorne Odrêtwienie (D)
zts1336e	Upiorne Odrêtwienie (C)
zts1337e	Upiorne Odrêtwienie (B)
zts1338e	Upiorne Odrêtwienie (A)
zts1339e	Upiorne Odrêtwienie (S)
zts1340e	Tryb Wœciek³oœci
zts1341e	Miara wœciek³oœci zosta³a kompletnie na³adowana.
zts1342e	Beksa
zts1343e	Zapominalska Erenia
zts1344e	Nadêta Zenas
zts1345e	Gdzie jest mój róg?
zts1346e	Zapominalska Erenia zapomnia³a, ¿e ju¿ u¿y³a swego rogu.
zts1347e	Oddawaj moje buty!
zts1348e	¯a³uje, ¿e rzuci³a w³asnym butem.
zts1349e	Wykonany Rêcznie Róg
zts1350e	£aska Erenii
zts1351e	Luksusowe Buty
zts1352e	£aska Zenas
zts1353e	Namiêtna Walka
zts1354e	B³ogos³awieñstwo Ancelloan
zts1355e	£aska Ancelloan
zts1356e	Otrzymujesz ³askê Ancelloan, poniewa¿ uratowa³eœ Krzy¿aka.
zts1357e	Skarga Krzy¿aka
zts1358e	¯yje dziêki urazie Krzy¿aka.
zts1359e	Kl¹twa Erenii
zts1360e	Kl¹twa Erenii
zts1361e	Kl¹twa Zenas
zts1362e	Kl¹twa Zenas
zts1363e	Ochrona Ancelloan
zts1364e	Kl¹twa Ancelloan
zts1365e	Kl¹twa Ancelloan jest potê¿na i pe³na przemocy.
zts1366e	Oburzenie Zenas
zts1367e	Zenas jest bardzo rozz³oszczona i wœciek³a.
zts1368e	Tryb Wœciek³oœci
zts1369e	Miara wœciek³oœci jest kompletnie na³adowana.
zts1370e	Podchody
zts1371e	Znikniêcie w mgnieniu oka.
zts1376e	Wstrz¹s Mózgu (F)
zts1377e	Zawroty g³owy, wskutek zderzenia z misiem.
zts1378e	Wstrz¹s Mózgu (E)
zts1379e	Wstrz¹s Mózgu (D)
zts1380e	Wstrz¹s Mózgu (C)
zts1381e	Wstrz¹s Mózgu (B)
zts1382e	Wstrz¹s Mózgu (A)
zts1383e	Wstrz¹s Mózgu (S)
zts1384e	Mistrz Marionetek (F)
zts1385e	Transformacja przez si³ê Lalkarza.
zts1386e	Mistrz Marionetek (E)
zts1387e	Mistrz Marionetek (D)
zts1388e	Mistrz Marionetek (C)
zts1389e	Mistrz Marionetek (B)
zts1390e	Mistrz Marionetek (A)
zts1391e	Mistrz Marionetek (S)
zts1392e	Gigantomania (F)
zts1393e	Olbrzymi miœ czerpie si³ê ¿yciow¹ z duszy swego w³aœciciela.
zts1394e	Gigantomania (E)
zts1395e	Gigantomania (D)
zts1396e	Gigantomania (C)
zts1397e	Gigantomania (B)
zts1398e	Gigantomania (A)
zts1399e	Gigantomania (S)
zts1400e	Rosyjska Ruletka (F)
zts1401e	Gra œmierci.
zts1402e	Rosyjska Ruletka (E)
zts1403e	Rosyjska Ruletka (D)
zts1404e	Rosyjska Ruletka (C)
zts1405e	Rosyjska Ruletka (B)
zts1406e	Rosyjska Ruletka (A)
zts1407e	Rosyjska Ruletka (S)
zts1408e	Czar Arlekina (F)
zts1409e	Figiel cyrkowego fantomu.
zts1410e	Czar Arlekina (E)
zts1411e	Czar Arlekina (D)
zts1412e	Czar Arlekina (C)
zts1413e	Czar Arlekina (B)
zts1414e	Czar Arlekina (A)
zts1415e	Czar Arlekina (S)
zts1416e	Zaskoczenie (F)
zts1417e	Tracisz przytomnoœæ przez zaskoczenie.
zts1418e	Zaskoczenie (E)
zts1419e	Zaskoczenie (D)
zts1420e	Zaskoczenie (C)
zts1421e	Zaskoczenie (B)
zts1422e	Zaskoczenie (A)
zts1423e	Zaskoczenie (S)
zts1424e	Megamandra (F)
zts1425e	Przywo³uje Megamandrê, aby zaatakowaæ przeciwnika.
zts1426e	Megamandra (E)
zts1427e	Megamandra (D)
zts1428e	Megamandra (C)
zts1429e	Megamandra (B)
zts1430e	Megamandra (A)
zts1431e	Megamandra (S)
zts1432e	Korzenne Pêta (F)
zts1433e	Krêpuj¹ce korzenie uniemo¿liwiaj¹ jakikolwiek ruch.
zts1434e	Korzenne Pêta (E)
zts1435e	Korzenne Pêta (D)
zts1436e	Korzenne Pêta (C)
zts1437e	Korzenne Pêta (B)
zts1438e	Korzenne Pêta (A)
zts1439e	Korzenne Pêta (S)
zts1440e	Zmiana Miejsca (F)
zts1441e	Na krótki czas zamienia siê z celem miejscami.
zts1442e	Zmiana Miejsca (E)
zts1443e	Zmiana Miejsca (D)
zts1444e	Zmiana Miejsca (C)
zts1445e	Zmiana Miejsca (B)
zts1446e	Zmiana Miejsca (A)
zts1447e	Zmiana Miejsca (S)
zts1448e	Œlad Miecza (F)
zts1449e	Nieznany cios wywo³uje krytyczne krwawienie.
zts1450e	Œlad Miecza (E)
zts1451e	Œlad Miecza (D)
zts1452e	Œlad Miecza (C)
zts1453e	Œlad Miecza (B)
zts1454e	Œlad Miecza (A)
zts1455e	Œlad Miecza (S)
zts1456e	Fiasko (F)
zts1457e	Rozleg³e obra¿enia œci¹gaj¹ na ciebie niebezpieczeñstwo.
zts1458e	Fiasko (E)
zts1459e	Fiasko (D)
zts1460e	Fiasko (C)
zts1461e	Fiasko (B)
zts1462e	Fiasko (A)
zts1463e	Fiasko (S)
zts1464e	Kwiecisty Reflektor (F)
zts1465e	Jeœli doznasz obra¿eñ, ulegniesz czêœciowemu odbiciu. Umiejêtnoœci, które wywo³uj¹ wy³¹cznie negatywny efekt, nie mog¹ ulec odbiciu.
zts1466e	Kwiecisty Reflektor (E)
zts1467e	Kwiecisty Reflektor (D)
zts1468e	Kwiecisty Reflektor (C)
zts1469e	Kwiecisty Reflektor (B)
zts1470e	Kwiecisty Reflektor (A)
zts1471e	Kwiecisty Reflektor (S)
zts1472e	Ksiê¿niczka Venus (F)
zts1473e	Efekt partnera
zts1474e	Ksiê¿niczka Venus (E)
zts1475e	Ksiê¿niczka Venus (D)
zts1476e	Ksiê¿niczka Venus (C)
zts1477e	Ksiê¿niczka Venus (B)
zts1478e	Ksiê¿niczka Venus (A)
zts1479e	Ksiê¿niczka Venus (S)
zts1480e	Ego Krem (Broñ G³ówna)
zts1481e	Broñ, posiadaj¹ca w³asne ego. Gdybyœ po³¹czy³ j¹ z inn¹ broni¹ Krem...
zts1482e	Ego Kremu (Broñ Drugorzêdna)
zts1483e	Azrael, Anio³ Œmierci
zts1484e	Zosta³ wch³oniêty przez skrzyd³a Fernon.
zts1485e	Esencja Seli Lusha
zts1486e	Lustrzana Esencja Drzewna.
zts1487e	Zmierzch Rumialu
zts1488e	Lœni¹cy klejnot wzywaj¹cy poranek.
zts1489e	Zmierzch Lortena
zts1490e	Mrok zwiastuj¹cy noc.
zts1491e	Bojowy Okrzyk Sharesa
zts1492e	Energia dzielnego Sharesa.
zts1493e	Echo Glacernon
zts1494e	Echo Srebrnej Duszy Glacernon
zts1495e	Bystroœæ Mukraju
zts1496e	Du¿a wiedza maga Mukraju
zts1497e	Stworzycielka Ancelloan
zts1498e	Ancelloan, od której wszystko siê zaczê³o.
zts1499e	Niszczycielka Fernon
zts1500e	Fernon, z któr¹ wszystko znajdzie swój fina³.
zts1501e	Wola Bogów
zts1502e	Prawdopodobieñstwo spowodowania obra¿eñ krytycznych wzros³o.
zts1503e	Autorytet Bogów
zts1504e	Odbija wszystkie ataki.
zts1505e	Jasna Energia Krem
zts1506e	Mo¿esz poczuæ energiê Krem.
zts1507e	Kara
zts1508e	Magia leczenia duszy, której u¿ywa³ Anio³ Œmierci. Fernon mo¿e jej teraz u¿yæ, pobieraj¹c energiê.
zts1509e	¯ywio³ Mroku Krem
zts1510e	Potê¿ny Cios Og³uszaj¹cy Krem
zts1511e	Œmiech Bogini
zts1512e	Przywraca szybko P¯.
zts1513e	Gniew Bogini
zts1514e	Redukuje szybko P¯.
zts1515e	Kl¹twa Bogini
zts1516e	Wyrzuca ró¿ne kl¹twy.
zts1517e	Zazdroœæ Bogini
zts1518e	Odbija obra¿enia.
zts1519e	Stworzycielka Ancelloan
zts1520e	Zwiêksza mocno obronê PvP.
zts1521e	Fernon Niszczyciel
zts1522e	Zwiêksza mocno obra¿enia PvP.
zts1523e	Mróz Glacernon
zts1524e	Zmniejsza mocno szybkoœæ poruszania siê.
zts1525e	Kl¹twa Glacernon
zts1526e	Przez krótki czas nie mo¿na przeprowadziæ ataku.
zts1527e	B³ogos³awieñstwo Leo
zts1528e	Odjazdowa Aura Pla¿owa
zts1529e	Skrzyd³a Wró¿ki
zts1531e	Kl¹twa Fafnira
zts1532e	Dr¿yj przed si³¹ chciwego, z³ego smoka!
zts1533e	B³ogos³awieñstwo Odina
zts1534e	Poczuj si³ê Odina!
zts1535e	Reputacja wikinga
zts1536e	Z³am swoich wrogów za pomoc¹ si³y woli.
zts1537e	Wola wojownika
zts1538e	Powstañ, wojowniku!
zts1539e	B³ogos³awieñstwo Anio³a Zemsty
zts1540e	Przyjmij b³ogos³awieñstwo Anio³a Zemsty.
zts1541e	Stra¿niczka Dusz
zts1542e	Anio³ Zemsty zanosi dusze poleg³ych do Walhalli.
zts1543e	B³ogos³awieñstwo Matki Natury
zts1544e	Niech b³ogos³awieñstwo natury ciê orzeŸwi.
zts1545e	Podmuch wiatru
zts1546e	Nie ka¿dy stawi czo³a tak silnemu wiatrowi.
zts1547e	Lepka œlina
zts1548e	Ta œlina jest gorsza od kleju b³yskawicznego.
zts1549e	Pu³apka
zts1550e	Zmniejsza szybkoœæ poruszania siê. Utrudnia trafienie w cel atakiem fizycznym.
zts1551e	Ulepszona blokada
zts1552e	Blokuje negatywny efekt na czas u¿ytkowania.
zts1553e	B³ogos³awieñstwo Pirata
zts1554e	Mo¿esz otrzymaæ nieznany przedmiot, podczas gdy ktoœ ci towarzyszy.
zts1555e	B³ogos³awieñstwo Admira³a
zts1556e	Otrzymujesz wiêcej doœwiadczenia bohatera i s³awy.
zts1557e	Magia Licza
zts1558e	Zwiêksza ciemn¹ moc za pomoc¹ magii Licza.
zts1559e	Magia Silnego Licza
zts1560e	Zwiêksza mocno ciemn¹ moc za pomoc¹ magii Licza.
zts1561e	Si³a ¯ycia Smoka
zts1562e	Regeneruje cia³o za pomoc¹ si³y ¿ycia smoka.
zts1563e	Si³a ¿ycia silnego smoka
zts1564e	Regeneruje szybko cia³o za pomoc¹ si³y ¿ycia smoka.
zts1565e	Ca³kowita Ochrona
zts1566e	Uniemo¿liwia wszystkie obra¿enia.
zts1567e	Zakazany Czar
zts1568e	Tworzy nieumarlaka, gdy ca³a si³a woli zostanie wyssana.
zts1569e	Uderzenie Upiora (F)
zts1570e	Uczysz siê uderzenia upiora.
zts1571e	Uderzenie Upiora (E)
zts1572e	Uderzenie Upiora (D)
zts1573e	Uderzenie Upiora (C)
zts1574e	Uderzenie Upiora (B)
zts1575e	Uderzenie Upiora (A)
zts1576e	Uderzenie Upiora (S)
zts1577e	Zmniejszenie Ciemnoœci (F)
zts1578e	Powoduje eksplozjê przez silny ¿ywio³ mroku.
zts1579e	Zmniejszenie Ciemnoœci (E)
zts1580e	Zmniejszenie Ciemnoœci (D)
zts1581e	Zmniejszenie Ciemnoœci (C)
zts1582e	Zmniejszenie Ciemnoœci (B)
zts1583e	Zmniejszenie Ciemnoœci (A)
zts1584e	Zmniejszenie Ciemnoœci (S)
zts1585e	Duma Wikinga (F)
zts1586e	Zwiêksza Dumê Wikinga.
zts1587e	Duma Wikinga (E)
zts1588e	Duma Wikinga (D)
zts1589e	Duma Wikinga (C)
zts1590e	Duma Wikinga (B)
zts1591e	Duma Wikinga (A)
zts1592e	Duma Wikinga (S)
zts1593e	Towarzysz Koœcistego Wojownika Ragnara (F)
zts1594e	Towarzysz Koœcistego Wojownika Ragnara (E)
zts1595e	Towarzysz Koœcistego Wojownika Ragnara (D)
zts1596e	Towarzysz Koœcistego Wojownika Ragnara (C)
zts1597e	Towarzysz Koœcistego Wojownika Ragnara (B)
zts1598e	Towarzysz Koœcistego Wojownika Ragnara (A)
zts1599e	Towarzysz Koœcistego Wojownika Ragnara (S)
zts1600e	Ambitny
zts1601e	Wizja sukcesu dodaje ci skrzyde³.
zts1602e	Si³a ¿yciowa
zts1603e	Tego ma³ego diabe³ka trudno schwytaæ.
zts1604e	Inspiracja
zts1605e	Dziêki ukrytemu talentowi mo¿na odkryæ to, co jest niewidoczne.
zts1606e	Wzmocnienie na 10. rocznicê
zts1607e	Bilet do Krainy Snów
zts1608e	Magiczny sen, któremu nikt nie mo¿e siê oprzeæ.
zts1609e	Magiczna kostka [Niejawnoœæ]
zts1610e	Mo¿esz niepostrze¿enie siê poruszaæ, chocia¿ nie posiadasz potrzebnych do tego magicznych umiejêtnoœci.
zts1611e	Magiczna kostka [Odpornoœæ]
zts1612e	Mo¿esz oprzeæ siê negatywnym efektom, chocia¿ nie posiadasz potrzebnych do tego magicznych umiejêtnoœci.
zts1613e	Magiczna kostka [Szybkoœæ poruszania siê]
zts1614e	Twoje tempo zostanie zwiêkszone, chocia¿ nie posiadasz potrzebnych do tego magicznych umiejêtnoœci.
zts1615e	Magiczna kostka [Zamroczenie]
zts1616e	Mo¿esz wytworzyæ zamroczenie, chocia¿ nie posiadasz potrzebnych do tego magicznych umiejêtnoœci.
zts1617e	Walec (F)
zts1618e	Uderz przeciwnika barkiem i powal go na ziemiê.
zts1619e	Walec (E)
zts1620e	Walec (D)
zts1621e	Walec (C)
zts1622e	Walec (B)
zts1623e	Walec (A)
zts1624e	Walec (S)
zts1625e	Wytrzyma³oœæ (F)
zts1626e	Ju¿ nie musisz obawiaæ siê œmierci.
zts1627e	Wytrzyma³oœæ (E)
zts1628e	Wytrzyma³oœæ (D)
zts1629e	Wytrzyma³oœæ (C)
zts1630e	Wytrzyma³oœæ (B)
zts1631e	Wytrzyma³oœæ (A)
zts1632e	Wytrzyma³oœæ (S)
zts1633e	Elektrostatyczne wy³adowanie (F)
zts1634e	Niech twój przeciwnik zastygnie w bezruchu na skutek silnego wy³adowania.
zts1635e	Elektrostatyczne wy³adowanie (E)
zts1636e	Elektrostatyczne wy³adowanie (D)
zts1637e	Elektrostatyczne wy³adowanie (C)
zts1638e	Elektrostatyczne wy³adowanie (B)
zts1639e	Elektrostatyczne wy³adowanie (A)
zts1640e	Elektrostatyczne wy³adowanie (S)
zts1641e	Mega Skrzyd³a Tytana
zts1642e	Transformacja Tytana
zts1643e	Specjalne Umiejêtnoœci Mega Skrzyde³ Tytana
zts1644e	Mega Wzmacniacz Tytana.  Gdy wartoœæ ulepszenia karty PS wynosi +15, istnieje szansa na przeprowadzenie transformacji tytana.
zts1645e	Wielkie Noworoczne B³ogos³awieñstwo
zts1646e	Zwiêksza zdobywanie punktów doœwiadczenia o 30% na 30 minut.
zts1647e	Noworoczne B³ogos³awieñstwo
zts1648e	Zwiêksza zdobywanie punktów doœwiadczenia o 10% na 30 minut.
zts1649e	Mroczny Wêdrowiec
zts1650e	Mo¿esz siê szybko poruszaæ w ukryciu. Gdy zsi¹dziesz, efekt zakoñczy siê.
zts1651e	Blok Krawêdzi¹ Rêki
zts1652e	Blokuje ataki przeciwników.
zts1653e	Stalowa Skóra
zts1654e	Odbija w przeciwnika ca³y jego atak.
zts1655e	Potê¿ne Cia³o
zts1656e	Zwiêksza si³ê ataku za pomoc¹ energii.
zts1657e	Zwinne Cia³o
zts1658e	Zwiêksza szybkoœæ ruchu za pomoc¹ energii.
zts1659e	Przyczajenie
zts1660e	Pozwala 3-krotnie u¿yæ umiejêtnoœci bez odczekiwania czasu regeneracji.
zts1661e	Chór Anio³ów
zts1662e	Sprawia, ¿e rozbrzmiewaj¹ niebiañskie g³osy anio³ów.
zts1663e	Brama Niebios
zts1664e	Duch zostaje oddalony i pojawia siê brama niebios.
zts1665e	Jestem Mistrzem.
zts1666e	Ukazuje dumê mistrza.
zts1667e	Duch
zts1668e	Posiadasz nieograniczon¹ energiê.
zts1669e	Kl¹twa Narzeczonej
zts1670e	Otrzymujesz jeszcze tylko rzadko pozytywne efekty.
zts1671e	Transformacja
zts1672e	Zmienia styl walki.
zts1673e	Energia Haetae
zts1674e	Ulepsza fizyczne umiejêtnoœci.
zts1675e	Smocza energia
zts1676e	Ulepsza ataki p³omieniami.
zts1677e	Sprint bestii
zts1678e	Umo¿liwia szybkie poruszanie siê.
zts1679e	Falowanie gor¹ca
zts1680e	Blokuje ataki przeciwnika za pomoc¹ fali upa³ów.
zts1681e	Ostatni p³omieñ
zts1682e	Roznieca cudowny fajerwerk.
zts1683e	Technika walki z Tart Hapendam
zts1684e	Karabin maszynowy
zts1685e	Potê¿ny karabin maszynowy.
on obscure (A)
zts1584e	Réduction obscure (S)
zts1585e	Fierté du Viking (F)
zts1586e	La fierté du Viking est augmentée.
zts1587e	Fierté du Viking (E)
zts1588e	Fierté du Viking (D)
zts1589e	Fierté du Viking (C)
zts1590e	Fierté du Viking (B)
zts1591e	Fierté du Viking (A)
zts1592e	Fierté du Viking (S)
zts1593e	Compagnon du guerrier squelettique Ragnar (F)
zts1594e	Compagnon du guerrier squelettique Ragnar (E)
zts1595e	Compagnon du guerrier squelettique Ragnar (D)
zts1596e	Compagnon du guerrier squelettique Ragnar (C)
zts1597e	Compagnon du guerrier squelettique Ragnar (B)
zts1598e	Compagnon du guerrier squelettique Ragnar (A)
zts1599e	Compagnon du guerrier squelettique Ragnar (S)
zts1600e	Avide de succès
zts1601e	La perspective du succès te donne des ailes.
zts1602e	Vitalité
zts1603e	Ce diablotin est difficile à attraper.
zts1604e	Inspiration
zts1605e	Tu peux lever l'invisibilité avec un talent caché.
zts1606e	Buff du 10e anniversaire
zts1607e	Billet pour le pays des songes
zts1608e	C'est un sommeil magique auquel personne ne peut résister.
zts1609e	Dé magique [furtivité]
zts1610e	Tu peux te déplacer sans te faire remarquer même si tu n'as pas les connaissances magiques nécessaires.
