zts1e	New Item
zts17568e	The power of the ancient souls lives within this Mystical Glacier Stone.[n]When you use it, it transfers its energy onto you.[n]Increases resistance to Glacerus' Ice Storm.[n]Required level: 80[n][Effect][n]With this item you can take part in the raid against Glacerus and thaw frozen players.[n]
zts17582e	Magic Hat of Light (30 Days)
zts17584e	Magic Hat of Light (Permanent)
zts17586e	Magic Hat of Shadow (30 Days)
zts17588e	Magic Garment of Light (30 Days)
zts17590e	Magic Garment of Light (Permanent)
zts17591e	Magic Robe of Shadow (30 Days)
zts17593e	Magic Robe of Shadow (Permanent)
zts17596e	The Magic Hat of Light.[n]Duration starts as soon as you equip it.[n][Defensive Effect][n]Increases overall attack power by 5%.[n]Increases shadow resistance by 3.[n]
zts17597e	The Magic Hat of Light.[n][Defensive Effect][n]Increases overall attack power by 5%.[n]Increases shadow resistance by 3.[n]
zts17600e	This is the Magic Garment of Light.[n]Duration starts as soon as you equip it.[n][Effect][n]Increases total defence power by 5%.[n]Increases max HP and MP by 300.[n]
zts17601e	This is the Magic Garment of Light.[n][Effect][n]Increases total defence power by 5%.[n]Increases max HP and MP by 300.[n]
zts17602e	The Magic Robe of Shadow.[n]Duration starts as soon as you equip it.[n][Effect][n]Increases overall defence power by 5%.[n]Increases all elemental resistances by 1.[n]
zts17603e	The Magic Robe of Shadow.[n][Effect][n]Increases overall defence power by 5%.[n]Increases all elemental resistances by 1.[n]
zts17604e	Magic Hat of Shadow (Permanent)
zts17605e	The Magic Hat of Shadow.[n]Duration starts as soon as you equip it.[n][Defensive Effect][n]Provides a 3% chance to cast Darkness of DOOM on the enemy.[n]Increases light resistance by 2.[n]
zts17606e	The Magic Hat of Shadow.[n][Defensive Effect][n]Provides a 3% chance to cast Darkness of DOOM on the enemy.[n]Increases light resistance by 2.[n]
zts17607e	Small Ruby of Completion
zts17608e	This precious jewel improves your Specialist Card.[n]Using this you can bring Warriors, Destroyers and Red Magicians closer to perfection.[n]
zts17609e	Small Sapphire of Completion
zts17610e	This precious jewel improves your Specialist Card.[n]Use it to bring your Ninjas, Rangers and Blue Magicians closer to perfection.[n]
zts17611e	Small Obsidian of Completion
zts17612e	This precious jewel improves your Specialist Card.[n]Use it to bring your Berserkers, Assassins and Dark Gunners closer to perfection.[n]
zts17613e	Small Topaz of Completion
zts17614e	This precious jewel improves your Specialist Card.[n]Use it to bring your Crusaders, Wild Keepers and Holy Mages closer to perfection.[n]
zts17615e	Ruby of Completion
zts17616e	This precious jewel improves your Specialist Card.[n]Use it to bring your Gladiators, Fire Cannoneers and Volcano closer to perfection.[n]
zts17617e	Sapphire of Completion
zts17618e	This precious jewel improves your Specialist Card.[n]Use it to bring your Battle Monks, Scouts and Tide Lords closer to perfection.[n]
zts17619e	Obsidian of Completion
zts17620e	This valuable jewel improves your Specialist Cards.[n]It is suitable for Death Reapers, Demon Hunters and Seers.[n]
zts17621e	Topaz of Completion
zts17622e	This precious jewel improves your Specialist Card.[n]Use it to bring your Archmage, Renegade or Avenging Angel closer to perfection.[n]
zts17623e	Draco's Claw
zts17624e	You can steal the Draco's Claw from the fire dragon in the raid.[n]You can trade 50 Draco's Claws for a Gladiator, Fire Cannoneer or Volcano Specialist Card from the Great Magician Kan.[n]For 5 Draco Claws you'll receive a Ruby of Completion.[n]
zts17625e	Glacerus' Mane
zts17626e	You have stolen parts of Glacerus' Mane from the ice cold beast in the raid.[n]You can trade 50 lots of Glacerus' Mane for a Battle Monk, Scout or Tide Lord Specialist Card from Felix Frost.[n]For 5 lots of Glacerus' Mane you'll receive a Sapphire of Completion.[n]
zts17637e	Costume Pack 1 for Women
zts17638e	This pack is just the thing for fashionable women.[n]Pick up one of the listed costumes at random and give your character a new look.[n]All costumes can be worn for as long as you want.[n][Available Items][n]Hawaii Costume for Women[n]Starlight School Uniform[n]Blue Sailor Suit[n]Kunoichi Kimono[n]Fairy Costume[n]Yellow School Uniform[n]Purple School Uniform[n]Green School Uniform[n]Hot Pink Sportswear[n]Bluesky Sportswear[n]Coral Pink Sportswear[n]Noire Black Sportswear[n]Fire Rose Costume[n]Fresh Mint Costume[n]Chocolate Costume[n]Azalea Hanbok[n]
zts17639e	Costume Pack 2 for Women
zts17640e	This pack is just the thing for fashionable women.[n]Pick up one of the listed costumes at random and give your character a new outfit.[n]All costumes can be worn for as long as you want.[n][Available Items][n]Crocus Hanbok[n]Rose Hanbok[n]Lavender Chipao[n]Phoenix Chipao[n]Black Chipao[n]Cherry Blossom Kimono[n]Lily Kimono[n]Dalmatian Costume[n]Rottweiler Costume[n]Siamese Cat Costume[n]Russian Blue Cat Costume[n]Playful Bunny Costume[n]Adorable Bunny Costume[n]Light Lion Costume[n]Dark Lion Costume[n]
zts17641e	Costume Pack 1 for Men
zts17642e	This pack is just the thing for the smart, modern man.[n]Grab one of the listed costumes at random and give your character a new look.[n]All costumes can be worn for as long as you want.[n][Available Items][n]Hawaii Costume for Men[n]Smart Men's Suit[n]Blue Marine Suit[n]Demon Costume[n]Adventurer Clothing[n]Heavy Metal Outfit[n]Fire Clothing[n]Forester Outfit[n]Military Clothing[n]Denim Clothing[n]Fashion Sportswear[n]Fire Sportswear[n]Sunny Sportswear[n]Hip-Hop Outfit[n]Spring Hanbok[n]Rainbow Hanbok[n]
zts17643e	Costume Pack 2 for Men
zts17644e	This pack is just the thing for smart, modern men.[n]Pick up one of the listed costumes at random and give your character a new look.[n]All costumes can be worn for as long as you want.[n][Available Items][n]Summer Hanbok[n]Kung Fu Chipao[n]Emperor Chipao[n]Dragon Chipao[n]Moonlight Kimono[n]Sunlight Kimono[n]Dadami Kimono[n]Bulldog Costume[n]Burma Cat Costume[n]Korat Cat Costume[n]March Hare Costume[n]White Rabbit Costume[n]Saint Bernard Costume[n]Golden Lion Costume[n]Black Lion Costume[n]
zts17645e	Costume Hats for Women
zts17646e	This hat collection is just the thing for fashionable women.[n]Grab one of the listed hats at random and give your character a new look.[n]All hats can be worn for as long as you want.[n][Available Items][n]Hawaii Headdress for Women[n]Starlight Hairband[n]Blue Sailor Cap[n]Fairy Hairband[n]Ayam[n]Empress Coronet[n]Flower Hairpin[n]Dalmatian Hat[n]Rottweiler Hat[n]Siamese Cat Hat[n]Russian Blue Cat Hat[n]Playful Bunny Ears[n]Light Lion Hat[n]Dark Lion Hat[n]Adorable Bunny Ears[n]
zts17647e	Costume Hats for Men
zts17648e	This hat collection is just the thing for the smart, modern man.[n]Grab one of the listed hats at random and give your character a new look.[n]All hats can be worn for as long as you want.[n][Available Items][n]Hawaii Headdress for Men[n]Smart Men's Hat[n]Blue Marine Cap[n]Demon Hat[n]Hogeon[n]Asian Hat[n]Ebosi[n]Bulldog Hat[n]Saint Bernard Hat[n]Burma Cat Hat[n]Korat Cat Hat[n]March Hare Hat[n]White Rabbit Hat[n]Black Lion Hat[n]Golden Lion Hat[n]
zts17649e	Unisex Hats for Everyone
zts17650e	This hat collection gives your character a whole new look.[n]Grab one of the listed hats at random. They can all be worn for as long as you like.[n][Available Items][n]Cat Hat[n]Donkey Hat[n]Cowboy Hat[n]Monkey Hat[n]Antelope Horn Hat[n]Morning Glory Hat[n]Penguin Hat[n]Old Gentleman's Hat[n]Big Ear Hairband[n]Flower Vase Hat[n]
zts17651e	Colour Pot for Hair
zts17652e	This colour pot contains a selection of hair colours.[n]You will receive one of the hair colours at random.[n]Use it to give your character a new look.[n][Available Items][n]Black Hair Dye[n]Light Blue Hair Dye[n]White Hair Dye[n]Light Green Hair Dye[n]Pink Hair Dye[n]
zts17653e	Motley Bushi Box
zts17654e	This box contains the colourful bushis![n]It contains cute bushis in various colours.[n]You will receive one of the following pets:[n]1x Black Bushi[n]1x Blue Bushi[n]1x Green Bushi[n]1x Red Bushi[n]1x Pink Bushi[n]1x Turquoise Bushi[n]1x Yellow Bushi[n]1x Brown Bushi[n]
zts17655e	Motley Bushi Costume Box
zts17656e	This box contains the colourful bushi costume sets.[n]Each costume set consists of a cute bushi costume and matching hat.[n]You will receive one of the following sets which can be worn for as long as you like.[n][Available Items][n]1x Black Bushi Costume Set[n]1x Blue Bushi Costume Set[n]1x Green Bushi Costume Set[n]1x Red Bushi Costume Set[n]1x Pink Bushi Costume Set[n]1x Turquoise Bushi Costume Set[n]1x Yellow Bushi Costume Set[n]1x Classic Bushi Costume Set[n]
zts17657e	Gold Medal
zts17658e	This valuable gold medal is given to the person[n]who wins in the Team Arena.[n]Only the bravest can get the gold medal.[n]
zts17659e	Silver Medal
zts17660e	This valuable silver medal is given to the person[n]who faced the challenge in the Team Arena, but unfortunately did not win.[n]
zts17661e	Team Arena Snack
zts17662e	The Team Arena Snack slowly restores HP and MP by 2,000 each.[n][Note][n]Can only be eaten in the team arena.[n][Limit][n]5 snacks[n]
zts17663e	Lightning Rune
zts17664e	This rune contains the power of lightning.[n]It increases the hit rate by +200,[n]improves concentration by +100[n]and increases total elemental power by +10.[n]PvP attack power is increased by 12%.[n]Required level: 30[n]Usage duration: 1 hour[n]Duration starts as soon as you use it.
zts17665e	Wave Rune
zts17666e	This rune contains the power of waves.[n]It increases movement speed by 1 and increases maximum HP and MP by 1,500 each.[n]PvP defence power is increased by 12%.[n]Required level: 30[n]Usage duration: 1 hour[n]Duration starts as soon as you use it.[n][n]
zts17667e	Cloud Rune
zts17668e	This rune contains the power of clouds.[n]It increases movement speed by +1 and increases max. HP and MP by 3,000 each.[n]Total elemental power is increased by +15.[n]Required level: 30[n]Usage duration: 1 hour[n]Duration starts as soon as you use it.[n][n]
zts17669e	Wind Rune
zts17670e	This rune contains the power of wind.[n]It increases movement speed by 2 and increases experience earned by 15%.[n]Gold earned also increases by 15%.[n]Required level: 30[n]Usage duration: 1 hour[n]Duration starts as soon as you use it.[n][n]
zts17671e	Fire Rune
zts17672e	This rune contains the power of fire.[n]It increases total attack power by 80 and increases attack and defence power in PvP by 8% each.[n]Required level: 30[n]Usage duration: 1 hour[n]Duration starts as soon as you use it.[n][n]
zts17673e	Arena of Talents Ticket
zts17674e	This is the ticket for the Arena of Talents.[n]Face the challenge and become a hero of NosTale![n][Note][n]The ticket can only be stored for 7 days.[n]After this period it will automatically disappear from your inventory.[n]
zts17675e	Arena of Masters Ticket
zts17677e	Recovery Potion (TA)
zts17678e	The Recovery Potion for the Team Arena[n]immediately restores HP and MP by +5,000 each.[n][Note][n]The potion can only be used in the Team Arena.[n][Limit][n]3 potions[n]
zts17679e	Attack Potion (TA)
zts17680e	The Attack Potion increases attack power by 15% for one minute.[n][Note][n]The potion can only be used in the Team Arena.[n][Limit][n]10 potions[n]
zts17681e	Defence Potion (TA)
zts17682e	The Defence Potion increases defence power by 15% for one minute.[n][Note][n]The potion can only be used in the Team Arena.[n][Limit][n]10 potions[n]
zts17683e	Energy Potion (TA)
zts17684e	The Energy Potion increases HP and MP by 15% each for one minute.[n][Note][n]The potion can only be used in the Team Arena.[n][Limit][n]10 potions[n]
zts17685e	Speed Potion (TA)
zts17686e	The Speed Potion increases movement speed by 2 for one minute.[n][Note][n]The potion can only be used in the Team Arena.[n][Limit][n]10 potions[n]
zts17687e	Unveiling Potion (TA)
zts17689e	Golden Arena Chest
zts17690e	You will receive one of these items from the Golden Arena Chest:[n][Available Items][n]1x Small Ruby of Completion[n]1x Small Sapphire of Completion[n]1x Small Obsidian of Completion[n]1x Small Topaz of Completion[n]1x Ruby of Completion[n]1x Sapphire of Completion[n]50x Huge Recovery Potion[n]2x Shining Blue Soul[n]1x Dragon Heart[n]1x Lightning Rune[n]1x Wave Rune[n]1x Cloud Rune[n]1x Wind Rune[n]1x Fire Rune[n]
zts17697e	This is the ticket for the Arena of Masters.[n]Only very brave heroes can enjoy this privilege![n]If your number of entries is too low,[n]use the ticket and receive 1 additional entry.[n][Note][n]The number of entries is reset every month.[n]
zts17706e	The Unveiling Potion makes players trying to hide visible for 10 seconds.[n][Bonus Effect][n]Slightly increases the hit chance of all attacks.[n]Concentration is increased slightly for magic attacks.[n][Note][n]The potion can only be used in the Team Arena.[n][Limit][n]4 potions[n]
zts17709e	Magic Garment of Light Set
zts17710e	This magical set will bring a new shine to your look.[n]It consists of:[n]1x Magic Garment of Light (Permanent)[n]1x Magic Hat of Light (Permanent)[n]
zts17711e	Magic Robe of Shadow Set
zts17712e	This magical set will give you a subtle darkness to your look.[n]It consists of:[n]1x Magic Robe of Shadow (Permanent)[n]1x Magic Hat of Shadow (Permanent)[n]
zts17715e	Delicious Watermelon
zts17716e	The Delicious Watermelon regenerates HP and MP.[n]This also applies to your NosMate if they are within 3 fields.[n][Note][n]This item disappears at the end of the event.[n][n]
zts17717e	Navy Hat (1 Day)
zts17718e	This is a stylish navy hat.[n]Duration starts as soon as you equip it.[n][Effect][n]Increases water resistance by 2.[n][Defensive Effect][n]Provides a 2% chance to cast Strong Freeze on the enemy.[n]
zts17719e	Navy Hat (7 Days)
zts17720e	Navy Hat (30 Days)
zts17721e	Navy Hat (Permanent)
zts17722e	This is a stylish navy hat.[n][Effect][n]Increases water resistance by 2.[n][Defensive Effect][n]Provides a 2% chance to cast Strong Freeze on the enemy.[n]
zts17723e	Navy Costume (1 Day)
zts17724e	This is an elegant navy costume.[n]Duration starts as soon as you equip it.[n][Effect][n]Increases water resistance by 2.[n][Defensive Effect][n]Provides a 5% chance to reduce all attack damage by 80%.[n]
zts17725e	Navy Costume (7 Days)
zts17726e	Navy Costume (30 Days)
zts17727e	Navy Costume (Permanent)
zts17728e	This is an elegant navy costume.[n][Effect][n]Increases water resistance by 2.[n][Defensive Effect][n]Provides a 5% chance to reduce all attack damage by 80%.[n]
zts17729e	Aqua Bushtail Hat (7 Days)
zts17730e	Aqua Bushtail Hat (30 Days)
zts17731e	Aqua Bushtail Costume (7 Days)
zts17732e	Aqua Bushtail Costume (30 Days)
zts17733e	Aqua Bushi Costume (Permanent)
zts17734e	Navy Bushtail
zts17735e	Windsurfer
zts17736e	With this board you can become a windsurfer.[n]Increases your movement speed.[n]Use the item again to dismount.[n]There is no level requirement.[n][Attributes][n]Movement speed: 22[n]Movement speed in the desert and in the Region of the Burning Sword +2[n][With Speed Booster][n]Removes all negative effects below level 4.[n]Movement speed +3[n]Duration +5[n]
zts17737e	Windsurfer Box
zts17738e	This box contains the board that will make you into a windsurfer.[n][Note][n]The box is no longer tradeable once you unpack the windsurfer board.[n]
zts17739e	Pirate SP Upgrade Scroll
zts17740e	When you use the scroll, an upgrade window will appear in which you can improve your Pirate Specialist Card.[n]You will not need any other items to carry out the upgrade.[n]Only the upgrade scroll will be consumed.[n][Note][n]This item disappears at the end of the event.[n][n]
zts17741e	You will receive one of these items from the Golden Arena Chest:[n][Items][n]1x Small Ruby of Completion[n]1x Small Sapphire of Completion[n]1x Small Obsidian of Completion[n]1x Small Topaz of Completion[n]1x Ruby of Completion[n]1x Sapphire of Completion[n]50x Huge Recovery Potion[n]2x Shining Blue Soul[n]1x Dragon Heart[n]1x Lightning Rune[n]1x Wave Rune[n]1x Cloud Rune[n]1x Wind Rune[n]1x Fire Rune[n]
zts17742e	Erenia's Blessing removes all negative effects.[n]Also provides a 50% chance to be resistant to[n]all negative effects for 4 seconds.[n][Note][n]Can only be used in the Team Arena.[n][Limit][n]1[n]
zts17743e	With Zenas' Blessing you may not be able to move or attack for a short time,[n]but you have a 100% chance to block all damage for 3 seconds.[n][Note][n]Can only be used in the Team Arena.[n][Limit][n]1[n]
zts17744e	Astral Energy
zts17745e	When you use Astral Energy, your MP is restored by 5,000 for 10 seconds.[n][Note][n]Can only be used in the Team Arena.[n][Limit][n]1[n]
zts17746e	Camouflage Cap
zts17747e	With the Camouflage Cap you become invisible and your movement speed is increased by 5 for 2 seconds.[n]For the following 8 seconds, your movement speed will be reduced by 6.[n][Note][n]Can only be used in the Team Arena.[n][Limit][n]1[n]
zts17748e	Revenge
zts17749e	When you use Revenge, your movement speed is increased by 8 for 3 seconds.[n][Note][n]Can only be used in the Team Arena.[n][Limit][n]1[n]
zts17765e	Navy Bushtail
zts17766e	Pirate Bushi (Water)
zts17767e	Pirate Bushi (Fire)
zts17768e	Pirate Bushi (Light)
zts17769e	Pirate Bushi (Shadow)
zts17770e	Leona
zts17783e	This is the ticket for the Arena of Masters.[n]Only very brave heroes can enjoy this privilege![n]If your number of entries is too low,[n]use the ticket and receive 1 additional entry.[n][Note][n]The number of entries is reset every month.[n]
zts17790e	Golden Equipment Protection Scroll
zts17791e	With the Golden Equipment Protection Scroll you can immediately and directly upgrade an item.[n]If it fails, your equipment is protected and not destroyed.[n]The amount of Cella Powder and gold required is reduced by 50%.[n][Instructions][n]Double click on the scroll and the upgrade window opens.[n]If you upgrade your item in this window, it is protected from destruction.[n]
zts17792e	Fairy Experience Potion
zts17793e	The Fairy Experience Potion increases your fairy's experience by 100% for a whole hour.[n]
zts17794e	Golden Acorn
zts17796e	Bronze Acorn
zts17805e	Cowboy Bushtail
zts17806e	Ninja Bushtail
zts17811e	Acorn
zts17817e	Summon Pegasus
zts17818e	Summons the monster on the enemy's side.[n]
zts17819e	Summon Kangpen
zts17820e	Summon Grumbly Chicky
zts17821e	Summon Yeti
zts17822e	Summon Rudi
zts17823e	Bushi King Gift Box
zts17830e	Titan Wings
zts17831e	Changes your specialist's wings into Titan Wings.[n][Instructions][n]1. Transform into a specialist.[n]2. Use this item to change your wings.[n][Effect][n]Damage to opponents in PvP increases by +2%.[n]MP is increased by +200.[n][Note][n]1. You can only change the wings into Titan Wings with an improved Specialist Card +1 or higher.[n]2. The wings disappear when you put your Specialist Card in a card holder.[n]
zts17836e	Inspirational Feather Chest
zts17837e	The Inspirational Feather Chest contains Titan Wings and other items.[n]You will receive one of the following items:[n]1x Titan Wings[n]1x Ice Wings[n]1x Fire Wings[n]50x Angel's Feather[n]
zts17838e	Inspirational Full Moon Box
zts17839e	The Inspirational Full Moon Box contains Titan Wings and other items.[n]You will receive one of the following items:[n]1x Titan Wings[n]1x Ice Wings[n]1x Fire Wings[n]50x Full Moon Crystal[n]
zts17848e	Shinobi's Specialist Partner Card
zts17849e	Specialist Partner Card of the shadow element.[n]Can be worn by melee partners.[n]Eliminate... quickly and precisely![n]
zts17850e	Lotus' Specialist Partner Card
zts17851e	Specialist Partner Card of the shadow element.[n]Can be worn by ranged partners.[n]Do you want to burn your fingers? Woohoo![n]
zts17852e	Orkani's Specialist Partner Card
zts17853e	Specialist Partner Card of the shadow element.[n]Can be worn by Princess Sakura.[n]I'll show you the darkness![n]
zts17854e	Mysterious Skill Ticket for all Partner Skills
zts17855e	This chest contains the new Specialist Partner Cards as well as a Partner Skill Ticket (All).[n]With a bit of luck you might get a new Specialist Partner Card![n][Available Items][n]1x Partner Skill Ticket (All)[n]1x Aegir's Specialist Partner Card[n]1x Barni's Specialist Partner Card[n]1x Freya's Specialist Partner Card[n]1x Shinobi's Specialist Partner Card[n]1x Lotus' Specialist Partner Card[n]1x Orkani's Specialist Partner Card[n]
zts17856e	Extra Large Warehouse
zts17857e	This chest contains an Extra Large Warehouse.[n]On opening the chest you are guaranteed to receive 1x Extra Large Warehouse (Permanent)[n][Note][n]The box is no longer tradeable once you unpack the Extra Large Warehouse.[n]
zts17888e	Yellow Jeep
zts17889e	Drive cross-country with this Jeep.[n]Increases your movement speed.[n]Use this item again to dismount.[n]There is no level requirement.[n][Attributes][n]Speed: 21[n]Speed in the desert and the Region of the Burning Sword +2[n][With Speed Booster][n]Speed +2[n]Duration +6[n]
zts17890e	Blue Jeep
zts17891e	Red Jeep
zts17892e	Cyan Jeep
zts17893e	Black Jeep
zts17894e	Pink Jeep
zts17895e	Yellow Jeep
zts17896e	Become the driver of a Jeep and be prepared for every terrain.[n][Note][n]Once you take the jeep out of the box, you can no longer trade it.[n]
zts17897e	Blue Jeep
zts17898e	Red Jeep
zts17899e	Cyan Jeep
zts17900e	Black Jeep
zts17901e	Pink Jeep
zts17924e	Spectacular Jackpot Box
zts17925e	Grab the Jackpot![n]You can get one of these fantastic items:[n]2x Flame Crystal (equivalent to 10,000,000 Gold)[n]1x Colourful Jeep Box[n]1x Titan Wings[n]1x Fire Wings[n]1x Ice Wings[n]25x Angel's Feather[n]25x Full Moon Crystal[n]
zts17926e	Colourful Jeep Box
zts17927e	This box contains all Jeeps as a collection.[n]You will receive one of the following items:[n]1x Yellow Jeep[n]1x Blue Jeep[n]1x Red Jeep[n]1x Cyan Jeep[n]1x Black Jeep[n]1x Pink Jeep[n]
zts17935e	Pink Party Diadem (30 Days)
zts17936e	With this Pink Party Diadem, you'll certainly be an eye catcher at every event.[n]Duration starts as soon as you equip it.[n][Effect][n]Additional damage +5%[n]
zts17937e	Yellow Party Diadem (30 Days)
zts17938e	With this Yellow Party Diadem, you'll certainly be an eye catcher at every event.[n]Duration starts as soon as you equip it.[n][Effect][n]Additional defence power +5%[n]
zts17939e	Blue Party Diadem (30 Days)
zts17940e	With this Blue Party Diadem, you'll certainly be an eye catcher at every event.[n]Duration starts as soon as you equip it.[n][Effect][n]Additional damage +3%[n]Additional defence power +3%[n]
zts17941e	Pink Party Diadem (Permanent)
zts17942e	With this Pink Party Diadem, you'll certainly be an eye catcher at every event.[n][Effect][n]Additional damage +5%[n]
zts17943e	Yellow Party Diadem (Permanent)
zts17944e	With this Yellow Party Diadem, you'll certainly be an eye catcher at every event.[n][Effect][n]Additional defence power +5%[n]
zts17945e	Blue Party Diadem (Permanent)
zts17946e	With this Blue Party Diadem, you'll certainly be an eye catcher at every event.[n][Effect][n]Additional damage +3%[n]Additional defence power +3%[n]
zts17947e	Pink Party Dress (30 Days)
zts17948e	With this Pink Party Dress, you'll certainly be an eye catcher at every event.[n]Duration starts as soon as you equip it.[n][Effect][n]Additional damage +3%[n]Max MP +200[n][n]
zts17949e	Yellow Party Dress (30 Days)
zts17950e	With this Yellow Party Dress, you'll certainly be an eye catcher at every event.[n]Duration starts as soon as you equip it.[n][Effect][n]Additional defence power +3%[n]Max HP +200[n][n]
zts17951e	Blue Party Dress (30 Days)
zts17952e	With this Blue Party Dress, you'll certainly be an eye catcher at every event.[n]Duration starts as soon as you equip it.[n][Effect][n]Max HP +500[n]Max MP + 500[n][n]
zts17953e	Pink Party Dress (Permanent)
zts17954e	With this Pink Party Dress, you'll certainly be an eye catcher at every event.[n][Effect][n]Additional damage +3%[n]Max MP +200[n][n]
zts17955e	Yellow Party Dress (Permanent)
zts17956e	With this Yellow Party Dress, you'll certainly be an eye catcher at every event.[n][Effect][n]Additional defence power +3%[n]Max HP +200[n][n]
zts17957e	Blue Party Dress (Permanent)
zts17958e	With this Blue Party Dress, you'll certainly be an eye catcher at every event.[n][Effect][n]Max HP +500[n]Max MP + 500[n][n]
zts17959e	Red Peaked Cap (30 Days)
zts17960e	With this Red Peaked Cap, you'll solve every tricky case.[n]Duration starts as soon as you equip it.[n][Effect][n]Additional damage +5%[n]
zts17961e	Golden Peaked Cap (30 Days)
zts17962e	With this Golden Peaked Cap, you'll solve every tricky case.[n]Duration starts as soon as you equip it.[n][Effect][n]Additional defence power +5%[n]
zts17963e	Brown Peaked Cap (30 Days)
zts17964e	With this Brown Peaked Cap, you'll solve every tricky case.[n]Duration starts as soon as you equip it.[n][Effect][n]Additional damage+3%[n]Additional defence power +3%[n]
zts17965e	Red Peaked Cap (Permanent)
zts17966e	With this Red Peaked Cap, you'll solve every tricky case.[n][Effect][n]Additional damage +5%[n]
zts17967e	Golden Peaked Cap (Permanent)
zts17968e	With this Golden Peaked Cap, you'll solve every tricky case.[n][Effect][n]Additional defence power +5%[n]
zts17969e	Brown Peaked Cap (Permanent)
zts17970e	With this Brown Peaked Cap, you'll solve every tricky case.[n][Effect][n]Additional damage+3%[n]Additional defence power +3%[n]
zts17971e	Red Detective's Suit (30 Days)
zts17972e	With this Red Detective's Suit, you'll solve every tricky case.[n]Duration starts as soon as you equip it.[n][Effect][n]Additional damage +3%[n]Max MP +200[n][n]
zts17973e	Golden Detective's Suit (30 Days)
zts17974e	With this Golden Detective's Suit, you'll solve every tricky case.[n]Duration starts as soon as you equip it.[n][Effect][n]Additional defence power +3%[n]Max. HP +200[n][n]
zts17975e	Brown Detective's Suit (30 Days)
zts17976e	With this Brown Detective's Suit, you'll solve every tricky case.[n]Duration starts as soon as you equip it.[n][Effect][n]Max HP +500[n]Max MP +500[n][n]
zts17977e	Red Detective's Suit (Permanent)
zts17978e	With this Red Detective's Suit, you'll solve every tricky case.[n][Effect][n]Additional damage +3%[n]Max MP +200[n][n]
zts17979e	Golden Detective's Suit (Permanent)
zts17980e	With this Golden Detective's Suit, you'll solve every tricky case.[n][Effect][n]Additional defence power +3%[n]Max HP +200[n][n]
zts17981e	Brown Detective's Suit (Permanent)
zts17982e	With this Brown Detective's Suit, you'll solve every tricky case.[n][Effect][n]Max HP +500[n]Max MP +500[n][n]
zts17983e	Pink Party Set (Permanent)
zts17984e	This set contains the Pink Party Outfit, consisting of:[n]1x Pink Party Diadem (Permanent)[n]1x Pink Party Dress (Permanent)[n]
zts17985e	Yellow Party Set (Permanent)
zts17986e	This set contains the Yellow Party Outfit, consisting of:[n]1x Yellow Party Diadem (Permanent)[n]1x Yellow Party Dress (Permanent)[n]
zts17987e	Blue Party Set (Permanent)
zts17988e	This set contains the Blue Party Outfit, consisting of:[n]1x Blue Party Diadem (Permanent)[n]1x Blue Party Dress (Permanent)[n]
zts17989e	Red Detective's Set (Permanent)
zts17990e	This set contains the Red Detective Outfit, consisting of:[n]1x Red Peaked Cap (Permanent)[n]1x Red Detective's Suit (Permanent)[n]
zts17991e	Golden Detective's Set (Permanent)
zts17992e	This set contains the Golden Detective's Outfit, consisting of:[n]1x Golden Peaked Cap (Permanent)[n]1x Golden Detective's Suit (Permanent)[n]
zts17993e	Brown Detective's Set (Permanent)
zts17994e	This set contains the Brown Detective's Outfit, consisting of:[n]1x Brown Peaked Cap (Permanent)[n]1x Brown Detective's Suit (Permanent)[n]
zts17995e	Master Detective's Jackpot Box
zts17996e	Get the jackpot![n]You can pick up one of these fantastic items:[n]5x Flame Crystal (equivalent to 25,000,000 gold)[n]1x Red Detective's Set (Permanent)[n]1x Golden Detective's Set (Permanent)[n]1x Brown Detective's Set (Permanent)[n]1x Titan Wings[n]1x Fire Wings[n]1x Ice Wings[n]25x Angel's Feather[n]25x Full Moon Crystal[n]
zts17997e	Party Queen's Jackpot Box
zts17998e	Get the jackpot![n]You can pick up one of these fantastic items:[n]5x Flame Crystal (equivalent to 25,000,000 gold)[n]1x Pink Party Set (Permanent)[n]1x Yellow Party Set (Permanent)[n]1x Blue Party Set (Permanent)[n]1x Titan Wings[n]1x Fire Wings[n]1x Ice Wings[n]25x Angel's Feather[n]25x Full Moon Crystal[n]
zts18003e	Tiny Lump of Gold
zts18004e	A lump of pure gold.[n]NosVille's merchants will give you a good price for it.[n]
zts18005e	Small Lump of Gold
zts18006e	Large Lump of Gold
zts18007e	Giant Lump of Gold
zts18011e	You have received this coupon for your efforts[n]during the current event.[n]Look after it well.[n]More information on the event can be found at:[n]http://nostale.co.uk[n]
zts18012e	This box is an event reward.[n]The contents cannot be seen from the outside.[n]Open it and find out what is inside![n]
zts18013e	Cowboy Bushtail Jackpot Box
zts18014e	Get the brand new Cowboy Bushtail – and the jackpot![n]One of these magnificent items is yours for the taking:[n]5x Flame Crystal (equivalent to 25,000,000 Gold)[n]1x Cowboy Bushtail[n]1x Titan Wings[n]1x Fire Wings[n]1x Ice Wings[n]25x Angel's Feather[n]25x Full Moon Crystal[n]
zts18015e	Ninja Bushtail Jackpot Box
zts18016e	Get the brand new Ninja Bushtail – and the jackpot![n]One of these magnificent items is yours for the taking:[n]5x Flame Crystal (equivalent to 25,000,000 Gold)[n]1x Ninja Bushtail[n]1x Titan Wings[n]1x Fire Wings[n]1x Ice Wings[n]25x Angel's Feather[n]25x Full Moon Crystal[n]
