zts1e	Rest
zts1698e	Fires time-delayed cannonballs at high, mid and low angles at the target, such that all the balls hit at once.
zts1699e	Cannon Panning
zts1700e	The cannon pans towards the opponent.
zts1701e	Cannon Shot
zts1702e	A massive cannon shot directed at the enemy.
zts1703e	Shot with Targeting
zts1704e	Can be fired from great distances. If the explosion is strengthened, the attack power increases rapidly.
zts1705e	Hand Grenade
zts1706e	Attacks all enemies in the target area with a thrown grenade.
zts1707e	Hellfire
zts1708e	A carrier rocket is fired and explodes above the opponent's head. The target area is plunged into a sea of flames. If the explosion is strengthened, the attack power increases rapidly.
zts1709e	Signal Rocket
zts1710e	The Signal Rocket is placed above the opponent and allows fire bombs to rain down, reducing the target area to rubble and ash. If the explosion is strengthened, the attack power increases rapidly.
zts1711e	Rocket Riding
zts1712e	The riding rocket flies across the ground, damages all surrounding enemies and teleports you back to your starting point. If the explosion is strengthened, the attack power increases rapidly.
zts1713e	Weapon Master
zts1714e	Maximises weapon capability.
zts1715e	Ultimate Cannon
zts1716e	Puts the opponent into a state of fear and terror by blindly firing in the air. If the explosion is strengthened, the attack power increases rapidly.
zts1717e	Magma Ball
zts1718e	Shoots a blazing ball of magma.
zts1719e	Volcanic Eruption
zts1720e	The roar of the volcano tears the earth asunder. If the Mage is also influenced by the Power of the Volcano, it is very effective.
zts1721e	Volcanic Gas
zts1722e	The opponent is damaged by a poisonous volcanic gas cloud. If the Mage is also influenced by the power of the volcano, it is very effective.
zts1723e	Magma Plating
zts1724e	Magma Plating covers your armour and provides extremely high defence power.
zts1725e	Lava Wave
zts1726e	The Lava Wave hits your opponent and quickly solidifies him.
zts1727e	Power of the Volcano
zts1728e	The Power of the Volcano can strike down your opponent with a rapidly increasing chance.
zts1729e	Earthquake
zts1730e	In connection with the Volcanic Roar, an earthquake is generated around you. If the Mage is also influenced by the Power of the Volcano, it is very effective.
zts1731e	Volcanic Roar
zts1732e	The Volcanic Roar teleports you over your opponent's head, so that you can carry out a targeted hit. If the Mage is also influenced by the Power of the Volcano, it is very effective.
zts1733e	Lava Swamp
zts1734e	A swamp of lava is created and reduces the opponent's attack power and movement speed.
zts1735e	Magma Sword
zts1736e	Summons a sword made of lava which attacks the target.
zts1737e	Ash Storm
zts1738e	The Ash Storm is a strong attack with a strong wind and lightning. If the Mage is also influenced by the Power of the Volcano, it is very effective.
zts1739e	Dragon's Breath
zts1748e	Onslaught on the opposing camp with a strong attack on the target and all opponents in the target region.
zts1749e	Basic bombardment attack from long range.
zts1750e	Ruthless Axe Attack
zts1751e	Super Accurate Viking Shot
zts1752e	Iron Viking
zts1753e	Dirt Arrow
zts1754e	Immortality
zts1755e	Bad Boy
zts1756e	Freya's Frustration
zts1757e	Freya's Announcement
zts1758e	Freya's Fire
zts1762e	Basic Spear Attack
zts1763e	The basic attack with the spear deals the opponent strong blows left and right.
zts1764e	Divided Sea
zts1765e	This skill divides the sea and the opponent into two halves.
zts1766e	Targeted Stab
zts1767e	Power is channeled into the spear and released in a precise attack on the enemy.
zts1768e	Mighty Hurricane
zts1769e	The hurricane literally sweeps the opponent away.
zts1770e	Seven Stabs
zts1771e	The opponent is rapidly attacked seven times.
zts1772e	Cyclone
zts1773e	The cyclone brings your opponent to their knees.
zts1774e	Sacrifice
zts1775e	The magic circle of sacrifice envelops a selected player. You receive the damage for them. If the player leaves the area, the effect disappears.
zts1776e	Meditation
zts1777e	You devote yourself to meditation and sit down. The bad effect disappears. If you meditate for a longer period, your spirit gains new strength. However, if you are disturbed by something, you may suffer from the Kundalini Syndrome, which hugely limits your physical and spiritual energy.
zts1778e	Spiral Spear
zts1779e	With the Spiral Spear you can reach even more distant targets.
zts1780e	Buddha's Words
zts1781e	Buddha's Words are called upon by a talisman. When you and your group members hear the words for the first time, all bad effects disappear for 5 seconds with a chance of 25%. Using it for longer uses up MP.
zts1782e	Restart
zts1783e	The chaos of the world is ended with a 'Restart'.
zts1784e	Dragon Harpoon
zts1785e	This skill is especially effective in combination with Seven Stabs.
zts1786e	Dragon Spear
zts1787e	The Dragon Spear sends the opponent into the heavens.
zts1788e	Thunder Trident
zts1789e	The Thunder Trident is a basic attack which fires off a lightning bolt in the shape of a trident.
zts1790e	Typhoon
zts1791e	Three swirls from different directions unite to form a Typhoon.
zts1792e	The Large Trident
zts1793e	The Large Trident creates a magnetic field.
zts1794e	Ocean's Blessing
zts1795e	The Ocean's Blessing gives your fellow players a holy aura.
zts1796e	Lightning Strike
zts1797e	The Lightning Strike burns the enemy and causes additional damage with a clap of thunder.
zts1798e	Feeding Time
zts1799e	Let the shark out, he's hungry! It swims directly towards opponents, including those further away, and takes a big healthy bite.
zts1800e	Giant Swirl
zts1801e	The large swirl can be created at a targeted location. The opponents are twirled around, slowing them.
zts1802e	Song of the Sirens
zts1803e	The Song of the Sirens puts enemies in a trance and they fall into a deep sleep.
zts1804e	Tsunami
zts1805e	The opponents are washed away by a monster wave.
zts1806e	Water Bubble
zts1807e	With this skill you can create a water bubble that protects you from your opponents' attacks. This effect disappears after you incur a certain amount of damage.
zts1808e	Head's Up, Blue Whale!
zts1809e	A blue whale falls on the opponent from the sky.
zts1810e	Double Lightning
zts1811e	Double Lightning inflicts burns on the opponent.
zts1812e	The elementary attack is a basic crossbow shot.
zts1813e	Falcon Nosedive
zts1814e	The falcon gets the command from you to attack. This skill activates the highest level of the rotating arrow with a certain probability.
zts1815e	Mobile Trap
zts1816e	You lay down a mobile trap for your opponents.
zts1817e	Spy Out
zts1818e	The falcon starts pursuing a target of your choosing.
zts1819e	Recoil
zts1820e	Attack the enemy and recoil quickly.
zts1821e	Vital Energy
zts1822e	Reinforce your vital energy through the energy of the forest.
zts1823e	Fog Arrow
zts1824e	The Fog Arrow makes the opponent disappear in a smog cloud and restricts their vision.
zts1825e	Falcon's Astuteness
zts1826e	Through the Falcon's Astuteness, the weakest enemy is identified and attacked. Afterwards this player is marked with a symbol.
zts1827e	Lightning Reload
zts1828e	With this skill you can reload an arrow extremely quickly. This means you also have a high chance of quickly activating a combination skill. However, Lightning Reload can only be combined five times.
zts1829e	Ambush
zts1830e	You ambush the target.
zts1831e	Sniper
zts1832e	Attack the opponent from a great distance and cause critical damage by becoming an [Ambush] [Sniper].
zts1833e	Rotating Arrow – Level 1
zts1834e	You fire off a Rotating Arrow with the crossbow, which penetrates all enemies in a straight line.
zts1835e	Rotating Arrow – Level 2
zts1836e	You fire off a Rotating Arrow with the crossbow, which penetrates all enemies in a straight line. After this skill you receive an effect that aptly prepares you for the [Ambush].
zts1837e	Rotating Arrow – Highest Level
zts1838e	At the highest level, the Rotating Arrow is basically a killer blow. The opponent has a high chance of receiving a critical hit.
zts1840e	Spy Falcon
zts1841e	In combination with the [Spy Out] skill your enemy is pursued by the falcon.
zts1842e	Hunting Falcon
zts1843e	In combination with the [Spy Out] skill, the enemy is pursued by your falcon and attacked from the air.
zts1853e	The Song of the Sirens puts enemies in a trance and they fall into a deep sleep. In PvP situations, the duration of the effect is halved.
zts1854e	Sheep Hunt
zts1855e	Call Participant Number 2
zts1856e	The 2nd participant is called to the arena and you can fight with them for 30 seconds.
zts1857e	Call Participant Number 3
zts1858e	The 3rd participant is called to the arena and you can fight with them for 30 seconds.
zts1859e	Change View
zts1860e	Changes your own view to that of a fighting participant. Using it again switches you back to the old view.
zts1861e	Call Participant Number 1
zts1862e	The 1st participant is called to the arena and you can fight with them for 30 seconds.
zts1866e	Throw Acorn
zts1867e	Disrupt
zts1868e	Knife Thrust
zts1869e	Thunderbolt
zts1870e	Throwing Dagger
zts1871e	Dance of the Flames
zts1872e	Lightning Storm
zts1873e	Race of Darkness
zts1874e	Marked
zts1875e	Fascination
zts1876e	Power of Darkness
zts1877e	Magic Bullet
zts1878e	Fires off a dark magic bullet.
zts1879e	Confusion
zts1880e	Destroys the enemy's mind. Confused enemies receive damage for a certain amount of time.
zts1881e	Death Cage
zts1882e	Locks your enemy away in a dark prison. The enemy is terrified and cannot carry out any actions. Causes damage to the enemy once the cage has been broken.
zts1883e	Blink
zts1884e	Teleport forward quickly. A short buff is applied.
zts1885e	Cursed Hands
zts1886e	Causes damage when the Cursed Hands lay themselves on the enemy.
zts1887e	Illusion
zts1888e	Turns the enemy's healing effect into a debuff. This includes health potions. The character's controls will be reversed. Puts monsters in a state of fear and terror.
zts1889e	Mana Extraction
zts1890e	Causes damage and steals MP from the target with a certain probability.
zts1891e	Mind Sink
zts1892e	Converts the next damage received into HP. Restored HP disappears again after 10 seconds. Even if all HP has been used up, 1 HP will remain afterwards so that this is not deadly.
zts1893e	Blade Changer
zts1894e	Transforms the magic bullets into blades which can be fired non-stop.
zts1895e	Time Loss
zts1896e	Increases the enemy's skill cooldown. If the skill is successful, your own skill cooldown will be reduced.
zts1897e	Super Abracadabra
zts1898e	The most amazing spell of forbidden magic. Releases every magical super power.
zts1907e	Teleport forwards quickly. Skill can be used non-stop with a certain probability.
zts1912e	Devil Shot
zts1913e	Attack the enemy with the Demon Hunter's basic attack.
zts1914e	Bullet Storm
zts1915e	Targets the enemy and rapidly fires off the revolver.
zts1916e	Throwing Blade
zts1917e	Enables the use of a shove attack after shooting.
zts1918e	Vengeful Spirit Rain
zts1919e	Fires vengeful spirits into the sky, causing damage to everyone in the target area.
zts1920e	Vengeful Spirit Pendulum 1
zts1921e	Dash forwards and attack. Can be used up to 3 times.
zts1922e	Vengeful Spirit Onslaught
zts1923e	Replaces the ammunition with vengeful spirits and shoots them at the enemy. Causes great damage and hits the target hard.
zts1924e	Berserk Spirit
zts1925e	Becomes stronger when injured.
zts1926e	Spirit Summons
zts1927e	Shoots ammunition in a straight line, summons spirits and attacks the enemy.
zts1928e	Spirit Explosion
zts1929e	Releases overwhelming spirits. Stuns the enemy for a short time.
zts1930e	Possession
zts1931e	The enemy's spirit is possessed. Causes damage for a certain time. The effect is transferred to the nearest enemy after the effect ends.
zts1932e	Soul Sword
zts1933e	Summons the Soul Sword, attacking with a wide range. Puts the enemy in a state of shock.
zts1934e	Vengeful Spirit Pendulum 2
zts1935e	Vengeful Spirit Pendulum 3
zts1936e	Moon Shadow Pendulum
zts1937e	The shadow attacks enemies where they cross its path.
zts1938e	Death's Scythe
zts1939e	Attacks the enemy with a giant scythe.
zts1940e	Slasher
zts1941e	Slices the enemy into pieces with a sharp blade.
zts1942e	Bloodsucker
zts1943e	Everyone nearby will be cut and a certain amount of HP absorbed from them.
zts1944e	Death Approaches
zts1945e	Moves to the enemy and attacks with a short range.
zts1946e	Soul Bash
zts1947e	Pushes enemies away standing in front and behind, and slows them.
zts1948e	Infinite Armour
zts1949e	Infinite Armour increases defence and the chance to resist forced movement. This effect disappears after you receive a certain amount of damage.
zts1950e	Spirit Catcher
zts1951e	Draws enemies within a short range of the character. The effect [Spirit Absorption] occurs with a certain probability.
zts1952e	Reaper's Scythe
zts1953e	Throws the scythe at the enemy leaving a [Mark of Death].
zts1954e	Shadow of Death
zts1955e	Places a [Death Shadow] on enemies within a large radius with a certain probability. Causes additional damage to enemies with the [Mark of Death]. Puts monsters in a state of fear and terror.
zts1956e	Time Twister
zts1957e	Reduces the cooldown of a skill by 20%. If [Spirit Absorption] has been applied, the skill cooldown is reduced by 80%. The spirit disappears.
zts1958e	Spirit Splitter
zts1959e	Jumps up and hacks at the enemy from the current position. Causes damage to only one enemy. Causes additional damage to enemies with [Mark of Death]. The enemy's [Mark of Death] and your effect [Time Twister] disappear.
zts1970e	Locks the enemy in a steel cage. Causes damage when the cage is destroyed.
zts1971e	Causes damage when the Cursed Hands lay themselves on the enemy.
zts1972e	Makes the target a host and spreads the spirit to nearby enemies.
zts1973e	Reduces the cooldown of a skill by 10%. If [Spirit Absorption] is used, the skill cooldown will be reduced by 80%. The spirit will disappear.
zts1979e	Fine & Foxy
zts1980e	Nine Tails!
zts1981e	Piercing Howl
zts1986e	Hi-yah!
zts1987e	Spin Up
zts1988e	Tiger Power
zts1989e	Sword Kinesis
zts1990e	Use kinetic energy to attack with the sword.
zts1991e	Single Throw
zts1992e	Attack the enemy with a sword throw.
zts1993e	Explosive
zts1994e	The sword flies at the enemy and explodes.
zts1995e	Sword Beam
zts1996e	Reflects the light of the blade, dazzling the enemy and inflicting a harmful effect with extra damage.
zts1997e	Shadow Pin
zts1998e	The target is pinned to its shadow, preventing movement.
zts1999e	Striking Zone
zts2000e	The sword stands on the ground, constantly attacking enemies.
zts2001e	Knee Breaker
zts2002e	Slows the target by striking their legs with a sword.
zts2003e	Sword Thrower
zts2004e	Multiple swords are thrown in the attack.
zts2005e	Shattering Blade
zts2006e	The blade is hurtled towards the enemy, releasing a massive explosion and causing Bleeding to the enemy.
zts2007e	Swordquake
zts2008e	Summons a giant sword which stands its ground and attacks.
zts2009e	9 Blades
zts2010e	Summons nine blades which are fired at the target.
zts2024e	Dance of the Imps
zts2025e	Imp Clone
zts2026e	Imp Hat
zts2027e	Light of Judgement
zts2028e	Mark of Light
zts2029e	Name of God
zts2030e	Swordmastery
zts2031e	Attacks the enemy with the full power of the sword.
zts2032e	Flying Dagger
zts2033e	Throws the sword causing multiple wounds.
zts2034e	Stinging Explosion
zts2035e	The way of the sword is also the way of the explosion.
zts2036e	Sword of Justice
zts2037e	The sword uses the power of light and inflicts damage on the enemy.
zts2038e	Shadow Bond
zts2039e	Binds the enemy using the shadows.
zts2040e	Lightning Blade
zts2041e	Drives the sword into the ground, causing damage all around.
zts2042e	Cut and Run
zts2043e	Inflicts an injury to the enemy's lower body, slowing movement.
zts2044e	Magical Fetters
zts2045e	Absorbs the sword's power.
zts2046e	Meteor Thrust
zts2047e	Throws the sword at the opponent, which then detonates in an explosion of light.
zts2048e	Divine Blade
zts2049e	Summons a giant sword which burrows into the ground and deals out damage.
zts2050e	Spirit Lance
zts2051e	Summons nine blades inflicting multiple wounds on the enemy.
zts2052e	Flame
zts2053e	Energy of Fire
zts2054e	Ice
zts2055e	Energy of Water
zts2056e	Halo
zts2057e	Energy of Light
zts2058e	Darkness
zts2059e	Energy of the Shadows
zts2060e	No Element
zts2061e	Light Spell
zts2062e	Memorises the spell to attack the enemy.
zts2063e	Light Catalyst
zts2064e	Scatters the Illuminating Powder and causes it to explode. Leaves a mark on the target.
zts2065e	Suppression
zts2066e	Envelops the enemy's body, slowing them and causing damage.
zts2067e	Holy Prism
zts2068e	Uses a blazingly bright light to attack.
zts2069e	Holy Explosion
zts2070e	Inflicts damage on the enemy with the holy light. Causes additional damage to enemies marked with Illuminating Powder.
zts2071e	Fast Lane
zts2072e	Maximises skills.
zts2073e	Spellbook Scholar
zts2074e	Allows the most efficient use of spells.
zts2075e	Sacred Mist
zts2076e	Only the holy cross shows the way through the thick mist.
zts2077e	Mass Teleport
zts2078e	Teleports members to the stored location.
zts2079e	Meteor Storm
zts2080e	Causes multiple meteors to rain down on the enemy.
zts2081e	Illumination
zts2082e	All members receive a blessing.
zts2083e	Pulse of Light
zts2084e	Thorn Bush
zts2085e	Scent of the Curse
zts2088e	Light & Shadow
zts2089e	Attacks with the power of dawn and the Holy Sword.
zts2090e	Two swift blows from the Holy Sword.
zts2091e	Judgement of Damnation
zts2092e	Creates a wave of energy which pervades everything.
zts2093e	Justice
zts2094e	Summons the Great Holy Sword.
zts2095e	Double Ripper
zts2096e	Move forwards, twirling the sword.
zts2097e	Sanctuary
zts2098e	Creates a glowing barrier to attack the enemy.
zts2099e	Ignition
zts2100e	Maximises attack damage using holy and dark energy.
zts2101e	Blade of the Cross
zts2102e	Brandishes the Holy Sword with great speed, slicing through the area.
zts2103e	Reignition
zts2104e	Maximises defence using holy and dark energy.
zts2105e	Corruption
zts2106e	Terrifies the enemy and causes them to panic with the shadow element.
zts2107e	Convert
zts2108e	The weapon of God. Cut through all and sundry with the Holy Sword.
zts2112e	Searing Bolt
zts2113e	Colossal Quake
zts2114e	Provocation
zts2124e	Slasher
zts2125e	Stabber
zts2126e	Hip Swing
zts2129e	Big Bang
zts2130e	A shot into the heavens.
zts2131e	Supporting Fire
zts2132e	Ancelloan's Prayer
zts2133e	Become stronger in body and spirit with Ancelloan's energy.
zts2134e	Ancelloan's Plane
zts2135e	Besets enemies with Ancelloan's power.
zts2136e	Ancelloan's Apparition
zts2137e	Become stronger in body and spirit with Ancelloan's energy. Uses an Ancelloan Essence.
zts2138e	Ancelloan's Wrath
zts2139e	Besets enemies with Ancelloan's power. Ineffective against monsters. Can only be used after Ancelloan's Apparition.
zts2143e	Frost Tips
zts2144e	Bubble Blast
zts2145e	Flash Freeze
zts2146e	Frost Bound
zts2147e	Sleet
zts2148e	Ice Sheen
zts2149e	Flashing Slice
zts2150e	Ghost Ship
zts2151e	Thunderous Anchor
zts2152e	[Beginner] PvP Damage Boost
zts2153e	Increases damage in PvP by 1%.
zts2154e	[Intermediate] PvP Damage Boost
zts2155e	Increases damage in PvP by 2%.
zts2156e	[Advanced] PvP Damage Boost
zts2157e	Increases damage in PvP by 3%.
zts2158e	[Expert] PvP Damage Boost
zts2159e	Increases damage in PvP by 5%.
zts2160e	[Beginner] PvP Defence Boost
zts2161e	Increases defence in PvP by 5%.
zts2162e	[Intermediate] PvP Defence Boost
zts2163e	Increases defence in PvP by 2%.
zts2164e	[Advanced] PvP Defence Boost
zts2165e	Increases defence in PvP by 3%.
zts2166e	[Expert] PvP Defence Boost
zts2167e	Journal of the Forgotten Hero D (1)
zts2168e	Increases physical strength by 80.
zts2169e	Journal of the Forgotten Hero S (1)
zts2170e	Increases agility by 80.
zts2171e	Journal of the Forgotten Hero J (1)
zts2172e	Increases intelligence by 80.
zts2173e	Journal of the Forgotten Hero M (1)
zts2174e	Increases maximum HP by 4000.
zts2175e	Journal of the Unknown Hero (1)
zts2176e	Increases maximum MP by 4000.
zts2177e	Defensive Strategy of Lord Cuarry's Knights (1)
zts2178e	Increases overall defence power by 30.
zts2179e	Attack Strategy of Lord Cuarry's Knights (1)
zts2180e	Increases overall attack power by 30.
zts2181e	Fairy Affinity (1)
zts2182e	Increases all elemental resistances by 10.
zts2183e	Aurelius Roshu's Primordial History (1)
zts2184e	Increases experience earned by 3%.
zts2185e	Journal of the Akamur Merchants (1)
zts2186e	Increases Gold earned by 3%.
zts2220e	Increases defence in PvP by 1%.
zts2221e	Teddy Hit
zts2222e	Running Attack
zts2223e	Giantism
zts2224e	Dark Circus
zts2225e	Magic Tricks
zts2226e	Mystifying
zts2227e	Lightning Storm
zts2228e	Inflicts damage on the enemy by unleashing multiple powerful lightning strikes.
zts2229e	Megamandra
zts2230e	Root
zts2231e	Phase Change
zts2232e	Umbrella Slice
zts2233e	Blossom Blast
zts2234e	Umbrella Shield
zts2235e	Journal of the Forgotten Hero D (2)
zts2236e	Increases physical strength by 100.
zts2237e	Journal of the Forgotten Hero S (2)
zts2238e	Increases agility by 100.
zts2239e	Journal of the Forgotten Hero J (2)
zts2240e	Increases intelligence by 100.
zts2241e	Journal of the Forgotten Hero M (2)
zts2242e	Increases maximum HP by 6000.
zts2243e	Journal of the Unknown Hero (2)
zts2244e	Increases maximum MP by 6000.
zts2245e	Defensive Strategy of Lord Cuarry's Knights (2)
zts2246e	Increases overall defence power by 50.
zts2247e	Attack Strategy of Lord Cuarry's Knights (2)
zts2269e	Increases overall attack power by 50.
zts2270e	Call of the Viking
zts2271e	Will of the Warrior
zts2272e	Avenging Angel's Blessing
zts2273e	Soul Guardian
zts2278e	The Call of the Viking reduces your enemies' hostility.
zts2279e	The famous Viking Ragnar subjugates his enemies with sheer strength of will.
zts2280e	Whoever receives the Avenging Angel's Blessing finds protection under the aegis of the gods.
zts2281e	It falls to the Avenging Angel to purify the souls of the fallen and carry them to Valhalla.
zts2287e	Mother Nature's Blessing
zts2288e	She confers Nature's Blessing onto others.
zts2289e	Mana Burn
zts2290e	Vikings who can control mana can exhaust their enemies' mana pools.
zts2297e	You can attack the enemy monster. Press A to use.
zts2298e	You can attack the enemy player.
zts2299e	Press S to use. If the player's body gets frozen by an enemy, an allied player must unfreeze them within 10 seconds, otherwise the player will perish.
zts2300e	Trap
zts2301e	Because she's a crack shot, Jennifer can set traps which overpower the enemy.
zts2302e	Advanced Blockade
zts2303e	Goths have a resistance to bad effects.
zts2305e	Spectral Strike
zts2306e	Shadowfall
zts2307e	Viking Pride
zts2322e	Lightning Conductor
zts2323e	After studying the incredible power of lightning, he was finally able to master it.
zts2324e	Forbidden Magic
zts2325e	Yertirand was frustrated by the limits to his abilities. He wanted to become ever more powerful, and ended up becoming addicted to Forbidden Magic.
zts2327e	Frenzied Dash
zts2329e	Inspiration
zts2330e	Bloodthirst
zts2331e	Reverto
zts2332e	Kuaaa!
zts2333e	You knock down fleeing enemies with a single blow.
zts2334e	Crush
zts2335e	Smash your enemy to the ground with a shoulder charge!
zts2336e	Dream World Ticket
zts2337e	A magical sleep which is impossible to withstand.
zts2338e	Summon Test Subject
zts2339e	You summon the Test Subject and increase your movement speed.
zts2340e	Maddening Thirst
zts2341e	Static Shock
zts2342e	Standard Punch
zts2343e	The basic hand attack of the Martial Artist.
zts2344e	Fists of Fury
zts2345e	Unleashes a flurry of blows in quick succession.
zts2346e	Karate Chop
zts2347e	Attacks the enemy with a powerful blow.
zts2348e	Karate Block
zts2349e	Reflects enemy attacks.
zts2350e	Side Kick
zts2351e	The basic leg attack of the Martial Artist.
zts2352e	Feet of Fury
zts2353e	Unleashes a flurry of kicks in quick succession.
zts2354e	Roundhouse Kick
zts2355e	A powerful roundhouse kick.
zts2356e	Ankle Breaker
zts2357e	A rapid kick to the enemy's lower body which causes a negative effect.
zts2358e	Shockwave
zts2359e	Hits the enemy with a powerful energy wave.
zts2360e	Reinvigoration
zts2361e	Restores HP from stored energy.
zts2362e	Durable Body
zts2363e	Uses energy to increase attack power.
zts2364e	Nimble Body
zts2365e	Uses energy to move more quickly.
zts2366e	Meditation
zts2367e	Accumulates energy for the next attack through meditation.
zts2368e	Rapid Feet
zts2369e	Move rapidly through physical training.
zts2370e	Combat Readiness
zts2371e	Skill can be used 3 times without cooldown.
zts2372e	Strengthened Gauntlet Level 1
zts2373e	Increases melee attack power of the basic attack.
zts2374e	Specialised for Low-Level Plants
zts2375e	Increases melee attack power against low-level plants.
zts2376e	Explosive Strike
zts2377e	Embraces the energy of fire to attack enemies.
zts2378e	Strengthened Arms
zts2379e	Increases the hit rate and melee attack power of Fists of Fury.
zts2380e	Improved Fists of Fury
zts2381e	Increases melee attack power of Fists of Fury.
zts2382e	Expose Weaknesses
zts2383e	Increases the chance of critical hits by revealing the enemy's weak points for a certain time.
zts2384e	Target Weaknesses
zts2385e	Increases critical damage by exploiting the enemy's weak points.
zts2386e	Iron Skin
zts2387e	Completely reflects enemy's attack.
zts2388e	Increases melee attack power against low-level monsters.
zts2389e	Unreal Kick
zts2390e	Confuses enemies with a mighty kick and causes a Blackout.
zts2391e	Strengthened Legs Level 1
zts2392e	Increases the hit rate and melee attack power of Feet of Fury.
zts2393e	Improved Feet of Fury
zts2394e	Increases the chance of critical hits with Feet of Fury.
zts2395e	Increases the range of Roundhouse Kick.
zts2396e	Adds the Blackout effect to Ankle Breaker.
zts2397e	Adds the Bleeding effect to Ankle Breaker.
zts2398e	Pushes back opponents.
zts2399e	Invisible Force
zts2400e	Unleashes a powerful blow from an unseen energy.
zts2401e	Increases the range of Shockwave.
zts2402e	Stores more energy.
zts2403e	Strengthened Gauntlet Level 2
zts2404e	Strengthened Karate Chop
zts2405e	Increases attack power of Karate Chop.
zts2406e	Strengthened Legs Level 2
zts2407e	Reactive Roundhouse Kick
zts2408e	Reduces skill cooldown time.
zts2409e	Specialised for Low-Level Animals
zts2410e	Specialised for Low-Level Undead
zts2411e	Increases melee attack power against low-level undead.
zts2412e	Improved Critical Hits Level 1
zts2413e	Increases the chance of critical hits with Shockwave.
zts2414e	Improved Critical Hits Level 2
zts2415e	Improved Critical Hits Level 3
zts2416e	Ghost
zts2417e	Curse of the Bride
zts2418e	Jab
zts2419e	A simple jab without a weapon.
zts2420e	Beast Claw
zts2421e	An attack with a large beast claw.
zts2422e	Claw Swipe
zts2423e	A wild swing with the beast claw.
zts2424e	Claw Hold
zts2425e	Grab the enemy with the beast claw.
zts2426e	Haetae Energy
zts2427e	Provides the haetae's energy.
zts2428e	Haetae Leap
zts2429e	Make a rapid backstep.
zts2430e	A powerful attack with the beast claw.
zts2431e	Transformation
zts2432e	Switch between the Haetae and Dragon Stances.
zts2433e	Flaming Yo-yo
zts2434e	A flaming attack in the form of a yo-yo.
zts2435e	Knuckle Buster
zts2436e	Smash the enemy with a painful blow from the knuckles.
zts2437e	Flame Swing
zts2438e	A flame follows the path of the swing.
zts2439e	Blaze
zts2440e	A fiery attack.
zts2441e	Dragon Energy
zts2442e	Provides the dragon's energy.
zts2443e	Dragon Leap
zts2444e	Take a rapid step forward.
zts2445e	Crossfire
zts2446e	Cross the flames and bathe your enemy in fire.
zts2447e	Final Flame
zts2448e	Finish off your enemy with flames.
zts2455e	Machine Gun
zts2456e	Increases melee attack power against low-level animals.
zts2457e	Magic Light Circle
zts2458e	Cat Paws
zts2459e	Loving Heart
zts2460e	Palm Attack
zts2461e	Shockwave
zts2462e	A lightning-fast strike to the opponent's abdomen.
zts2463e	Shadowless Legs
zts2464e	Teleport above your opponent and kick them into the dust.
zts2465e	Sidestep
zts2466e	Dodge attacks with a sidestep.
zts2467e	Moonlight Absorption
zts2468e	When you use a buff skill while Enlightenment is active, you receive an additional buff that increases all attacks by 20%. MP recovery is also increased by 30.
zts2469e	Gathering Petals
zts2470e	When you use a buff skill while Enlightenment is active, you receive an additional buff that increases all defences by 20%. There's also a 30% chance of your damage being increased by 20%.
zts2471e	Crescent Moon Dance
zts2472e	Using this skill while Opportunity to Attack is active gives you a Crescent Moonshade with a probability of 100%.
zts2473e	Lunar Slice
zts2474e	When you use this skill while Opportunity to Attack is active, you will steal 20% of your opponent's MP per character level.
zts2475e	Bound by Moonlight
zts2476e	Using this skill while Opportunity to Attack is active lifts all negative effects under level 4.
zts2477e	Lunar Eclipse
zts2478e	When you use this skill while Opportunity to Attack is active, will give your opponent a Mark of the Full Moon instead of a Mark of the Moon with a probability of 100%.
zts2479e	Lotus Leap
zts2480e	Using this skill while Opportunity to Attack is active resets the cooldown of Lotus Leap so that you can use it again.
zts2481e	Lotus Seed
zts2482e	Using this skill while Opportunity to Attack is active summons two additional Lotus Flowers.
zts2483e	Lotus Snare
zts2484e	When you use this skill while Opportunity to Attack is active, the flowers will explode when they disappear and inflict 10 additional damage per character level.
zts2485e	Full Bloom
zts2486e	Using this skill while Opportunity to Attack is active increases the probability of the opponent suffering Lotus Curse by 50%. This only applies if the opponent does not already have this debuff. If Lotus Curse is already active, Petal Hell is triggered again.
zts2487e	Withstand
zts2488e	When you use Withstand during an enemy attack, you receive an Opportunity to Attack.
zts2493e	A basic attack with the palm of the hand.
zts2494e	Lunge
zts2495e	Berserker Frenzy
zts2496e	Heart Arrow
zts2497e	Shoots an arrow with a heart-shaped head.
zts2498e	Triple Arrow
zts2499e	Fires three arrows simultaneously.
zts2500e	Archery Master
zts2501e	Master the bow to increase your attack power.
zts2502e	Basic Attack
zts2503e	Throw Bouquet
zts2504e	Propose
zts2505e	Confetti Shower
zts2506e	Kiss
zts2507e	Rhythm of Love
zts2508e	Partner Dance
zts2509e	Photo Pose
zts2510e	Heart of Hands
zts2511e	Couple Pose
zts2512e	Loving Pose
zts2513e	The buff is only available if your opponent has used the Wedding Costume Specialist Card.
zts2518e	Rotten Egg Bomb
zts2519e	Eggy Bomb
zts2520e	Crazy Egg Bomb
zts2521e	Throws a huge Crazy Egg Bomb at the enemy.
zts2522e	Throws a huge Rotten Egg Bomb at the enemy.
zts2523e	Steely Resolve
zts2524e	Grants an effect which strengthens the player and his NosMates' resolve.
zts2525e	A powerful punch and kick combo.
zts2526e	Low Kick
