zts1e	Normaler Effekt
zts1246e	Schlinge (D)
zts1247e	Schlinge (C)
zts1248e	Schlinge (B)
zts1249e	Schlinge (A)
zts1250e	Schlinge (S)
zts1251e	Hilfsfeuer (F)
zts1252e	Unterstützt durch effektive Feuerkraft.
zts1253e	Hilfsfeuer (E)
zts1254e	Hilfsfeuer (D)
zts1255e	Hilfsfeuer (C)
zts1256e	Hilfsfeuer (B)
zts1257e	Hilfsfeuer (A)
zts1258e	Hilfsfeuer (S)
zts1259e	Gebet von Ancelloan
zts1260e	Mit der Macht von Ancelloan gesegnet.
zts1261e	Erscheinung von Ancelloan
zts1263e	Goldschwingen
zts1264e	Onyxschwingen
zts1265e	Nullpunkt (F)
zts1266e	MP sinkt rapide.
zts1267e	Nullpunkt (E)
zts1268e	Nullpunkt (D)
zts1269e	Nullpunkt (C)
zts1270e	Nullpunkt (B)
zts1271e	Nullpunkt (A)
zts1272e	Nullpunkt (S)
zts1273e	Ballerblase (F)
zts1274e	HP sinkt rapide.
zts1275e	Ballerblase (E)
zts1276e	Ballerblase (D)
zts1277e	Ballerblase (C)
zts1278e	Ballerblase (B)
zts1279e	Ballerblase (A)
zts1280e	Ballerblase (S)
zts1281e	HP sinkt rapide. Erhält einen enormen Schaden durch einen kritischen Treffer.
zts1282e	Blitzabkühlung (F)
zts1283e	Kann keine Magie anwenden durch plötzliche Kältestarre.
zts1284e	Blitzabkühlung (E)
zts1285e	Kann keine Skills anwenden durch plötzliche Kältestarre.
zts1286e	Blitzabkühlung (D)
zts1287e	Blitzabkühlung (C)
zts1288e	Blitzabkühlung (B)
zts1289e	Blitzabkühlung (A)
zts1290e	Blitzabkühlung (S)
zts1291e	Kann keine Skills anwenden durch plötzliche Kältestarre. Alle Resistenzen sind verringert.
zts1292e	Eisnebel (F)
zts1293e	Die schlechte Sicht erschwert das Finden des Gegners.
zts1294e	Eisnebel (E)
zts1295e	Eisnebel (D)
zts1296e	Eisnebel (C)
zts1297e	Eisnebel (B)
zts1298e	Eisnebel (A)
zts1299e	Eisnebel (S)
zts1300e	Frostbiss (F)
zts1301e	Es ist unmöglich, die beißende Kälte zu vermeiden.
zts1302e	Frostbiss (E)
zts1303e	Frostbiss (D)
zts1304e	Frostbiss (C)
zts1305e	Frostbiss (B)
zts1306e	Frostbiss (A)
zts1307e	Frostbiss (S)
zts1308e	Schleier (F)
zts1309e	Erstellt einen dünnen Eisfilm, um den guten Effekt des Gegners zu stehlen.
zts1310e	Schleier (E)
zts1311e	Schleier (D)
zts1312e	Schleier (C)
zts1313e	Schleier (B)
zts1314e	Schleier (A)
zts1315e	Schleier (S)
zts1316e	Schlitzwunde (F)
zts1317e	Eine tiefe, böse Wunde. Schwierig zu heilen.
zts1318e	Schlitzwunde (E)
zts1319e	Schlitzwunde (D)
zts1320e	Schlitzwunde (C)
zts1321e	Schlitzwunde (B)
zts1322e	Schlitzwunde (A)
zts1323e	Schlitzwunde (S)
zts1324e	Plündern (F)
zts1325e	Erledigt den Gegner zum Zwecke der Schatzanreicherung.
zts1326e	Plündern (E)
zts1327e	Plündern (D)
zts1328e	Plündern (C)
zts1329e	Plündern (B)
zts1330e	Plündern (A)
zts1331e	Plündern (S)
zts1332e	Geisterstarre (F)
zts1333e	Geschockt durch die Angst vor dem Geisterschiff.
zts1334e	Geisterstarre (E)
zts1335e	Geisterstarre (D)
zts1336e	Geisterstarre (C)
zts1337e	Geisterstarre (B)
zts1338e	Geisterstarre (A)
zts1339e	Geisterstarre (S)
zts1340e	Wutmodus
zts1341e	Das Maß an Wut ist komplett aufgefüllt.
zts1342e	Heulsuse
zts1343e	Vergessliche Erenia
zts1344e	Eitle Zenas
zts1345e	Wo ist mein Horn?
zts1346e	Vergessliche Erenia hat vergessen, dass sie bereits ihr Horn verwendet hat.
zts1347e	Gib meine Schuhe zurück!
zts1348e	Sie bedauert, dass sie ihren eigenen Schuh warf.
zts1349e	Handgefertigtes Horn
zts1350e	Erenias Gnade
zts1351e	Luxusschuhe
zts1352e	Zenas' Gnade
zts1353e	Leidenskampf
zts1354e	Ancelloans Segen
zts1355e	Ancelloans Gnade
zts1356e	Du empfängst die Gnade Ancelloans, weil du den Kreuzritter gerettet hast.
zts1357e	Klage des Kreuzritters
zts1358e	Sie lebt vom Groll des Kreuzritters.
zts1359e	Erenias Fluch
zts1360e	Erenias Fluch
zts1361e	Zenas' Fluch
zts1362e	Zenas' Fluch
zts1363e	Ancelloans Schutz
zts1364e	Ancelloans Fluch
zts1365e	Der Fluch von Ancelloan ist mächtig gewaltig.
zts1366e	Zenas' Empörung
zts1367e	Zenas ist sehr verärgert und wütend.
zts1368e	Wutmodus
zts1369e	Das Maß an Wut ist komplett aufgefüllt.
zts1370e	Trickserei
zts1371e	Verschwunden innerhalb eines Wimpernschlags.
zts1376e	Gehirnerschütterung (F)
zts1377e	Schwindelgefühl, dass durch die Kollision mit dem Teddybären ausgelöst wird.
zts1378e	Gehirnerschütterung (E)
zts1379e	Gehirnerschütterung (D)
zts1380e	Gehirnerschütterung (C)
zts1381e	Gehirnerschütterung (B)
zts1382e	Gehirnerschütterung (A)
zts1383e	Gehirnerschütterung (S)
zts1384e	Marionettenwandler (F)
zts1385e	Transformiert durch die Stärke der Puppenspieler.
zts1386e	Marionettenwandler (E)
zts1387e	Marionettenwandler (D)
zts1388e	Marionettenwandler (C)
zts1389e	Marionettenwandler (B)
zts1390e	Marionettenwandler (A)
zts1391e	Marionettenwandler (S)
zts1392e	Gigantomanie (F)
zts1393e	Der riesige Teddybär lebt von der Seele des Besitzers.
zts1394e	Gigantomanie (E)
zts1395e	Gigantomanie (D)
zts1396e	Gigantomanie (C)
zts1397e	Gigantomanie (B)
zts1398e	Gigantomanie (A)
zts1399e	Gigantomanie (S)
zts1400e	Russisch Roulette (F)
zts1401e	Das Spiel des Todes.
zts1402e	Russisch Roulette (E)
zts1403e	Russisch Roulette (D)
zts1404e	Russisch Roulette (C)
zts1405e	Russisch Roulette (B)
zts1406e	Russisch Roulette (A)
zts1407e	Russisch Roulette (S)
zts1408e	Harlekins Bann (F)
zts1409e	Ein Streich vom Zirkusphantom.
zts1410e	Harlekins Bann (E)
zts1411e	Harlekins Bann (D)
zts1412e	Harlekins Bann (C)
zts1413e	Harlekins Bann (B)
zts1414e	Harlekins Bann (A)
zts1415e	Harlekins Bann (S)
zts1416e	Verblüffung (F)
zts1417e	Das Bewusstsein verloren durch verblüfft sein.
zts1418e	Verblüffung (E)
zts1419e	Verblüffung (D)
zts1420e	Verblüffung (C)
zts1421e	Verblüffung (B)
zts1422e	Verblüffung (A)
zts1423e	Verblüffung (S)
zts1424e	Megamandra (F)
zts1425e	Beschwört ein Megamandra, um den Gegner zu attackieren.
zts1426e	Megamandra (E)
zts1427e	Megamandra (D)
zts1428e	Megamandra (C)
zts1429e	Megamandra (B)
zts1430e	Megamandra (A)
zts1431e	Megamandra (S)
zts1432e	Wurzelkerker (F)
zts1433e	Keine Bewegung möglich durch Wurzelfesseln.
zts1434e	Wurzelkerker (E)
zts1435e	Wurzelkerker (D)
zts1436e	Wurzelkerker (C)
zts1437e	Wurzelkerker (B)
zts1438e	Wurzelkerker (A)
zts1439e	Wurzelkerker (S)
zts1440e	Platzwechsel (F)
zts1441e	Tauscht die Position mit dem Ziel für eine kurze Zeit.
zts1442e	Platzwechsel (E)
zts1443e	Platzwechsel (D)
zts1444e	Platzwechsel (C)
zts1445e	Platzwechsel (B)
zts1446e	Platzwechsel (A)
zts1447e	Platzwechsel (S)
zts1448e	Schwertspur (F)
zts1449e	Ein unbekannter Hieb verursacht kritische Blutungen.
zts1450e	Schwertspur (E)
zts1451e	Schwertspur (D)
zts1452e	Schwertspur (C)
zts1453e	Schwertspur (B)
zts1454e	Schwertspur (A)
zts1455e	Schwertspur (S)
zts1456e	Reinfall (F)
zts1457e	Schwerer Schaden bringt dich in Gefahr.
zts1458e	Reinfall (E)
zts1459e	Reinfall (D)
zts1460e	Reinfall (C)
zts1461e	Reinfall (B)
zts1462e	Reinfall (A)
zts1463e	Reinfall (S)
zts1464e	Blumenreflektor (F)
zts1465e	Erhältst du Schaden, wird dieser teilweise reflektiert. Skills, die lediglich einen Debuff erzeugen, können nicht reflektiert werden.
zts1466e	Blumenreflektor (E)
zts1467e	Blumenreflektor (D)
zts1468e	Blumenreflektor (C)
zts1469e	Blumenreflektor (B)
zts1470e	Blumenreflektor (A)
zts1471e	Blumenreflektor (S)
zts1472e	Prinzesschen Venus (F)
zts1473e	Folgeeffekt des Partners
zts1474e	Prinzesschen Venus (E)
zts1475e	Prinzesschen Venus (D)
zts1476e	Prinzesschen Venus (C)
zts1477e	Prinzesschen Venus (B)
zts1478e	Prinzesschen Venus (A)
zts1479e	Prinzesschen Venus (S)
zts1480e	Krems Ego (Hauptwaffe)
zts1481e	Eine Waffe, die ihr eigenes Ego besitzt. Wenn du sie mit der anderen Krem-Waffe verschmilzt ...
zts1482e	Krems Ego (Zweitwaffe)
zts1483e	Azrael, der Engel des Todes
zts1484e	Wurde von den Flügeln Fernons aufgesogen.
zts1485e	Essenz von Seli-Lusha
zts1486e	Schimmernde Baumessenz.
zts1487e	Rumials Dämmerung
zts1488e	Eine leuchtendes Juwel, das den Morgen herbeiruft.
zts1489e	Lortens Abenddämmerung
zts1490e	Ein Schatten, der die Nacht ankündigt.
zts1491e	Shares' Schlachtruf
zts1492e	Energie des tapferen Shares.
zts1493e	Glacernons Echo
zts1494e	Echo der Silberseele Glacernons
zts1495e	Mukrajus Geisteskraft
zts1496e	Das große Wissen des Magiers Mukraju.
zts1497e	Schöpferin Ancelloan
zts1498e	Ancelloan, mit der alles seinen Anfang nahm.
zts1499e	Zerstörerin Fernon
zts1500e	Fernon, mit der alles ein Ende findet.
zts1501e	Der Wille der Götter
zts1502e	Die Wahrscheinlichkeit, kritischen Schaden zu verursachen, ist stark erhöht.
zts1503e	Die Autorität der Götter
zts1504e	Spiegelt alle Attacken.
zts1505e	Krems helle Energie
zts1506e	Du kannst die Energie Krems spüren.
zts1507e	Strafe
zts1508e	Die Magie, die der Todesengel verwendet hat, um die Seele zu heilen. Fernon kann sie nun verwenden, indem sie die Energie entzieht.
zts1509e	Krems Schattenelement
zts1510e	Krems mächtiger Betäubungshieb
zts1511e	Lächeln der Göttin
zts1512e	Stellt HP schnell wiederher.
zts1513e	Zorn der Göttin
zts1514e	Reduziert HP schnell.
zts1515e	Fluch der Göttin
zts1516e	Stößt verschiedene Flüche aus.
zts1517e	Neid der Göttin
zts1518e	Reflektiert Schaden.
zts1519e	Schöpferin Ancelloan
zts1520e	Erhöht die PvP-Verteidigung stark.
zts1521e	Zerstörer-Fernon
zts1522e	Erhöht den PvP-Schaden stark.
zts1523e	Frost von Glacernon
zts1524e	Verringert die Bewegungsgeschwindigkeit stark.
zts1525e	Fluch von Glacernon
zts1526e	Für kurze Zeit kann kein Angriff durchgeführt werden.
zts1527e	Leos Segen
zts1528e	Coole Strandaura
zts1529e	Feenflügel
zts1531e	Fafnirs Fluch
zts1532e	Erzittere vor der Macht des gierigen, bösen Drachen!
zts1533e	Odins Segen
zts1534e	Spüre die Macht Odins!
zts1535e	Ruf des Wikingers
zts1536e	Brich mit Gewalt den Willen deiner Feinde.
zts1537e	Wille des Kriegers
zts1538e	Erhebe dich, Krieger!
zts1539e	Segen des Racheengels
zts1540e	Erhalte den Segen des Racheengels.
zts1541e	Seelenwächterin
zts1542e	Der Racheengel bringt die Seelen der Gefallenen nach Walhalla.
zts1543e	Mutter Naturs Segen
zts1544e	Möge dich der Segen der Natur erfrischen.
zts1545e	Winddruck
zts1546e	Gegen einen starken Wind kommt nicht jeder an.
zts1547e	Klebrige Spucke
zts1548e	Diese Spucke ist schlimmer als Sekundenkleber.
zts1549e	Falle
zts1550e	Reduziert die Bewegungsgeschwindigkeit. Erschwert es, das Ziel mit einem körperlichen Angriff zu treffen.
zts1551e	Fortschrittliche Blockade
zts1552e	Blockiert für die Anwendungsdauer schlechte Effekte.
zts1553e	Piratensegen
zts1554e	Du kannst ein unbekanntes Item erhalten, während du begleitet wirst.
zts1555e	Admiralssegen
zts1556e	Du erhältst mehr Heldenerfahrung und Ruhm.
zts1557e	Magie des Lichs
zts1558e	Erhöht die dunkle Macht mit der Magie des Lichs.
zts1559e	Magie des starken Lichs
zts1560e	Erhöht stark die dunkle Macht mit der Magie des Lichs.
zts1561e	Lebenskraft des Drachen
zts1562e	Regeneriert den Körper mit der Lebenskraft des Drachen.
zts1563e	Lebenskraft des starken Drachen
zts1564e	Regeneriert schnell den Körper mit der Lebenskraft des Drachen.
zts1565e	Totaler Schutz
zts1566e	Verhindert allen Schaden.
zts1567e	Verbotener Zauber
zts1568e	Erschafft einen Untoten, wenn sämtliche Willenskraft ausgesaugt wurde.
zts1569e	Schlag des Gespenstes (F)
zts1570e	Du erlernst den Schlag des Gespenstes.
zts1571e	Schlag des Gespenstes (E)
zts1572e	Schlag des Gespenstes (D)
zts1573e	Schlag des Gespenstes (C)
zts1574e	Schlag des Gespenstes (B)
zts1575e	Schlag des Gespenstes (A)
zts1576e	Schlag des Gespenstes (S)
zts1577e	Dunkelminderung (F)
zts1578e	Verursacht eine Explosion durch starke Schattenmagie.
zts1579e	Dunkelminderung (E)
zts1580e	Dunkelminderung (D)
zts1581e	Dunkelminderung (C)
zts1582e	Dunkelminderung (B)
zts1583e	Dunkelminderung (A)
zts1584e	Dunkelminderung (S)
zts1585e	Stolz des Wikingers (F)
zts1586e	Erhöht den Stolz des Wikingers.
zts1587e	Stolz des Wikingers (E)
zts1588e	Stolz des Wikingers (D)
zts1589e	Stolz des Wikingers (C)
zts1590e	Stolz des Wikingers (B)
zts1591e	Stolz des Wikingers (A)
zts1592e	Stolz des Wikingers (S)
zts1593e	Begleiter des Knochenkriegers Ragnar (F)
zts1594e	Begleiter des Knochenkriegers Ragnar (E)
zts1595e	Begleiter des Knochenkriegers Ragnar (D)
zts1596e	Begleiter des Knochenkriegers Ragnar (C)
zts1597e	Begleiter des Knochenkriegers Ragnar (B)
zts1598e	Begleiter des Knochenkriegers Ragnar (A)
zts1599e	Begleiter des Knochenkriegers Ragnar (S)
zts1600e	Erfolgshungrig
zts1601e	Die Aussicht auf Erfolg beflügelt dich.
zts1602e	Lebenskraft
zts1603e	Dieses kleine Teufelchen ist nur schwer zu fassen.
zts1604e	Inspiration
zts1605e	Kann mit einem versteckten Talent Unsichtbares entdecken.
zts1606e	Buff des 10. Jahrestages
zts1607e	Fahrkarte ins Land der Träume
zts1608e	Ein magischer Schlaf, dem sich keiner widersetzen kann.
zts1609e	Magischer Würfel [Verstohlenheit]
zts1610e	Du kannst dich unbemerkt bewegen, obwohl dir die nötigen magischen Kenntnisse fehlen.
zts1611e	Magischer Würfel [Resistenz]
zts1612e	Du kannst schlechten Effekten widerstehen, obwohl dir die nötigen magischen Kenntnisse fehlen.
zts1613e	Magischer Würfel [Bewegungsgeschwindigkeit]
zts1614e	Deine Bewegungsgeschwindigkeit wird erhöht, obwohl dir die nötigen magischen Kenntnisse fehlen.
zts1615e	Magischer Würfel [Blackout]
zts1616e	Du kannst einen Blackout erzeugen, obwohl dir die nötigen magischen Kenntnisse fehlen.
zts1617e	Schulterstoß (F)
zts1618e	Stoße Gegner mit der Schulter zu Boden.
zts1619e	Schulterstoß (E)
zts1620e	Schulterstoß (D)
zts1621e	Schulterstoß (C)
zts1622e	Schulterstoß (B)
zts1623e	Schulterstoß (A)
zts1624e	Schulterstoß (S)
zts1625e	Zähigkeit (F)
zts1626e	Du brauchst keine Angst mehr vor dem Tod zu haben.
zts1627e	Zähigkeit (E)
zts1628e	Zähigkeit (D)
zts1629e	Zähigkeit (C)
zts1630e	Zähigkeit (B)
zts1631e	Zähigkeit (A)
zts1632e	Zähigkeit (S)
zts1633e	Elektrostatische Entladung (F)
zts1634e	Lässt Gegner durch eine starke Entladung erstarren.
zts1635e	Elektrostatische Entladung (E)
zts1636e	Elektrostatische Entladung (D)
zts1637e	Elektrostatische Entladung (C)
zts1638e	Elektrostatische Entladung (B)
zts1639e	Elektrostatische Entladung (A)
zts1640e	Elektrostatische Entladung (S)
zts1641e	Mega-Titanflügel
zts1642e	Titan-Verwandlung
zts1643e	Spezielle Fähigkeiten der Mega-Titanflügel
zts1644e	Mega-Titanverstärker.  Wenn der Upgrade-Wert der SP-Karte +15 ist, besteht eine Chance, dass die Titan-Verwandlung durchgeführt wird.
zts1645e	Großer Neujahrssegen
zts1646e	Erhöht die Erfahrungspunkte für 30 Minuten um 30%.
zts1647e	Neujahrssegen
zts1648e	Erhöht die Erfahrungspunkte für 30 Minuten um 10%.
zts1649e	Schattenwandler
zts1650e	Du kannst dich schnell im Verborgenen bewegen. Der Effekt endet, wenn du absteigst.
zts1651e	Handkanten-Block
zts1652e	Blockiert gegnerische Angriffe.
zts1653e	Stahlhaut
zts1654e	Wirft den gesamten Angriff auf den Gegner zurück.
zts1655e	Kräftiger Körper
zts1656e	Erhöht die Angriffskraft durch den Einsatz von Energie.
zts1657e	Flinker Körper
zts1658e	Bewegt sich schneller durch den Einsatz von Energie.
zts1659e	Lauerstellung
zts1660e	Kann Skill ohne Abklingzeit 3-mal einsetzen.
zts1661e	Chor der Engel
zts1662e	Lässt die himmlischen Stimmen der Engel erklingen.
zts1663e	Himmelstor
zts1664e	Der Geist wird entrückt und das Himmelstor kommt in Sicht.
zts1665e	Ich bin ein Champion.
zts1666e	Zeigt den Stolz eines Champions.
zts1667e	Geist
zts1668e	Du verfügst über unerschöpfliche Energie.
zts1669e	Fluch der Braut
zts1670e	Du erhältst nur noch selten positive Effekte.
zts1671e	Transformation
zts1672e	Wechselt den Kampfstil.
zts1673e	Haetaes Energie
zts1674e	Verbessert körperliche Fähigkeiten.
zts1675e	Energie des Drachen
zts1676e	Verbessert Flammenangriffe.
zts1677e	Sprint der Bestie
zts1678e	Ermöglicht sehr schnelle Fortbewegung.
zts1679e	Hitzeflimmern
zts1680e	Block gegnerische Angriffe mit einer Hitzewelle.
zts1681e	Letzte Flamme
zts1682e	Entfacht ein wunderschönes Feuerwerk.
zts1683e	Die Kampftechnik Tart Hapendams
zts1684e	Maschinengewehr
zts1685e	Ein mächtiges Maschinengewehr.
zts1686e	Windschwingen
zts1687e	Segnung des Feuerteufels
zts1688e	10% zusätzlicher Schaden auf Monster in einem versiegelten Gefäß, 5% zusätzlicher Schaden auf Monster im Land der Toten
zts1689e	Buff des 11. Jahrestages
zts1690e	Retina-Schaden (F)
zts1691e	Retina-Schaden schränkt den Sichtbereich ein und macht verwundbar.
zts1692e	Retina-Schaden (E)
zts1693e	Retina-Schaden (D)
zts1694e	Retina-Schaden (C)
zts1695e	Retina-Schaden (B)
zts1696e	Retina-Schaden (A)
zts1697e	Retina-Schaden (S)
zts1698e	Klauenwunde (F)
zts1699e	Die Klauen einer Katze reißen tiefe Wunden.
zts1700e	Klauenwunde (E)
zts1701e	Klauenwunde (D)
zts1702e	Klauenwunde (C)
zts1703e	Klauenwunde (B)
zts1704e	Klauenwunde (A)
zts1705e	Klauenwunde (S)
zts1706e	Herzklopfen (F)
zts1707e	Ich bin so aufgeregt! Und ich fühle mich viel besser!
zts1708e	Herzklopfen (E)
zts1709e	Herzklopfen (D)
zts1710e	Herzklopfen (C)
zts1711e	Herzklopfen (B)
zts1712e	Herzklopfen (A)
zts1713e	Herzklopfen (S)
zts1714e	Gefährte von Zauberlehrling Yuna (F)
zts1715e	Gefährte von Zauberlehrling Yuna (E)
zts1716e	Gefährte von Zauberlehrling Yuna (D)
zts1717e	Gefährte von Zauberlehrling Yuna (C)
zts1718e	Gefährte von Zauberlehrling Yuna (B)
zts1719e	Gefährte von Zauberlehrling Yuna (A)
zts1720e	Gefährte von Zauberlehrling Yuna (S)
zts19951e	Ausfallschritt
zts19952e	Du weichst Skills mit einem Ausfallschritt aus und kommst der Erleuchtung ein Stück näher.
zts19953e	Erleuchtung
zts19954e	Wenn du einen Buff-Skill einsetzt, während Erleuchtung aktiv ist, erhältst du zusätzliche Effekte.
zts19955e	Mondlichtinfusion
zts19956e	Ermöglicht dir, die Skills des Vollmondes einzusetzen.
zts19957e	Mal des Mondes
zts19958e	Hüte dich vor der Macht von Mystische Künste, wenn du das Mal des Mondes trägst.
zts19959e	Mal des Vollmondes
zts19960e	Wenn du Mondfinsternis verwendest, während Angriffsmöglichkeit aktiv ist, erhält dein Gegner Mal des Vollmondes statt Mal des Mondes.
zts19961e	Lotusfalle
zts19962e	Gefangene Gegner können sich nicht bewegen.
zts19963e	Standhalten
zts19964e	Wenn du Standhalten während eines gegnerischen Angriffs verwendest, erhältst du den Effekt Angriffsmöglichkeit.
zts19965e	Innere Verletzungen
zts19966e	Mit inneren Verletzungen fällt der Einsatz von Fertigkeiten und das Zaubern sehr schwer.
zts19967e	Federleicht
zts19968e	Dein Körper wird leicht wie eine Feder, sodass du dich schneller bewegen kannst und schwerer getroffen wirst.
zts19969e	Blütenhaltung
zts19970e	Du kannst Skills der Lotusblüte einsetzen.
zts19971e	Sichelmondschatten
zts19972e	Du versteckst dich im Schatten des Mondes.
zts19973e	Gebunden durch die Macht des Mondlichts
zts19974e	Dein Gegner kann sich nicht bewegen, wenn er durch die Macht des Mondlichts gebunden wurde.
zts19975e	Gebunden durch die Macht des Vollmondes
zts19976e	Dein Gegner kann sich nicht bewegen, wenn er durch die Macht des Vollmondes gebunden wurde.
zts19977e	Blütenminen
zts19978e	Bewegungsunfähig. HP und MP sind reduziert.
zts19979e	Lotusblütenfluch
zts19980e	Bewegungsunfähig. HP und MP sind stark reduziert.
zts19981e	Angriffsmöglichkeit
zts19982e	Du kannst erneut angreifen, nachdem du einen Angriffsskill verwendet hast.
zts19983e	In Mondlicht getaucht
zts19984e	Du erhältst diesen Effekt, wenn du Mondlichtinfusion einsetzt, während Erleuchtung aktiv ist.
zts19985e	Von Lotusblüten umgeben
zts19986e	Du erhältst diesen Effekt, wenn du Blütenhaltung einsetzt, während Erleuchtung aktiv ist.
zts19987e	Blenden
zts19988e	Die rote Nase beginnt plötzlich hell zu leuchten.
zts19989e	Magie der roten Nase
zts19990e	Die heilende Magie der roten Nase stellt HP wieder her.
zts19991e	Berserkerrausch
zts19992e	Verwandle dich in Polarbär Fauch.
zts19993e	Trägheit (F)
zts19994e	Puh, ich fühle mich so kraftlos.
zts19995e	Trägheit (E)
zts19996e	Trägheit (D)
zts19997e	Trägheit (C)
zts19998e	Trägheit (B)
zts19999e	Trägheit (A)
zts20000e	Trägheit (S)
zts20001e	Bogenmeisterschaft (F)
zts20002e	Werde ein wahrer Meisterbogenschütze!
zts20003e	Bogenmeisterschaft (E)
zts20004e	Bogenmeisterschaft (D)
zts20005e	Bogenmeisterschaft (C)
zts20006e	Bogenmeisterschaft (B)
zts20007e	Bogenmeisterschaft (A)
zts20008e	Bogenmeisterschaft (S)
zts20009e	Herzschmerz (F)
zts20010e	Ich kann nicht regenerieren, mein Herz schlägt kaum noch!
zts20011e	Herzschmerz (E)
zts20012e	Herzschmerz (D)
zts20013e	Herzschmerz (C)
zts20014e	Herzschmerz (B)
zts20015e	Herzschmerz (A)
zts20016e	Herzschmerz (S)
zts20017e	Gefährte von Amora (F)
zts20018e	Gefährte von Amora (E)
zts20019e	Gefährte von Amora (D)
zts20020e	Gefährte von Amora (C)
zts20021e	Gefährte von Amora (B)
zts20022e	Gefährte von Amora (A)
zts20023e	Gefährte von Amora (S)
zts20024e	Erhöht die Angriffs- und Verteidigungskraft.
zts20025e	Ablenkung
zts20026e	Ich bin so mit Münzen auflesen beschäftigt, dass ich mich gar nicht auf den Kampf konzentrieren kann!
zts20027e	Glücksbringer!
zts20028e	Glücks-Buschis Fähigkeit, Glück zu bringen.
zts20029e	Superglücksbringer!
zts20030e	Superglücks-Buschis Fähigkeit, Superglück zu bringen.
zts20031e	Hochzeits-Buff
zts20032e	Die Macht der Liebe ...
zts20033e	Konfettiregen
zts20034e	Ein Buff zur Wertschätzung der Gäste.
zts20035e	Verrückte Eierbombe
zts20036e	Du kannst die Bombe bewegen, indem du sie angreifst. Wenn sie dem verrückten Osterhasen Schaden zufügt, wird mit 100% Wahrscheinlichkeit [Blackout] ausgelöst.
zts20037e	In Eggy verwandeln
zts20038e	"Fever-Time" für alle! (Stufe 1)
zts20039e	Dieser Effekt wird ausgelöst, wenn nahe des verrückten Osterhasen 3 verrückte Eierbomben gleichzeitig explodieren.
zts20040e	"Fever-Time" für alle! (Stufe 2)
zts20041e	Dieser Effekt wird ausgelöst, wenn nahe des verrückten Osterhasen 4 verrückte Eierbomben gleichzeitig explodieren.
zts20042e	"Fever-Time" für alle! (Stufe 3)
zts20043e	Dieser Effekt wird ausgelöst, wenn nahe des verrückten Osterhasen 5 verrückte Eierbomben gleichzeitig explodieren.
zts20044e	Verleiht die Energie des Hasen.
zts20045e	Goldene Wollrüstung
zts20046e	Schützt durch goldene Wolle.
zts20047e	Verwirrter Geist (F)
zts20048e	Das Ziel benimmt sich seltsam, weil sein Geist verwirrt ist.
zts20049e	Verwirrter Geist (E)
zts20050e	Verwirrter Geist (D)
zts20051e	Verwirrter Geist (C)
zts20052e	Verwirrter Geist (B)
zts20053e	Verwirrter Geist (A)
zts20054e	Verwirrter Geist (S)
zts20055e	Verstärkte Willenskraft (F)
zts20056e	Verstärkte Willenskraft (E)
zts20057e	Verstärkte Willenskraft (D)
zts20058e	Verstärkte Willenskraft (C)
zts20059e	Verstärkte Willenskraft (B)
zts20060e	Verstärkte Willenskraft (A)
zts20061e	Verstärkte Willenskraft (S)
zts20062e	Übelkeit (F)
zts20063e	Übelkeit (E)
zts20064e	Übelkeit (D)
zts20065e	Übelkeit (C)
zts20066e	Übelkeit (B)
zts20067e	Übelkeit (A)
zts20068e	Übelkeit (S)
zts20069e	Dein Haustier ist geschockt und für 10 Minuten verstört.
zts20070e	Dein Haustier ist sehr geschockt und für 20 Minuten verstört.
zts20071e	Hüpfen
zts20072e	Niedergestreckt
zts20073e	Der Gegner ist bewegungsunfähig und kann sich nicht verteidigen.
zts20074e	Ausgeknockt
zts20075e	Der Gegner ist bewegungs- und kampfunfähig. Gegen ausgeknockte Gegner ist die Chance auf einen kritischen Treffer erhöht.
zts20076e	Heilige Energie
zts20077e	Alle Elemente sind erhöht und dein Körper wird von allen schlechten Effekten befreit.
zts20078e	Abblocken
zts20079e	Du kannst gegnerische Angriffe abwehren. Wenn Abblocken gelingt, erhältst du mehr Ulti-Punkte.
zts20080e	Unerschütterlicher Geist
zts20081e	Durch Meditation bringst du deinen Geist in Einklang mit dem Körper.
zts20082e	Schatten des Todes
zts20083e	Der Gegner ist dem Tode nah. Wenn er nicht besiegt wird, während [Schatten des Todes] aktiv ist, erhält er den Effekt [Knapp dem Tod entronnen].
zts20084e	Ultimative Aura (Stufe 1)
zts20086e	Ultimative Aura (Stufe 2)
zts20088e	Ultimative Aura (Stufe 3)
zts20090e	Ultimativer Kampfstil
zts20091e	Mit Ulti-Punkten kannst du Ulti-Skills einsetzen.
zts20092e	Kampfmeditation
zts20093e	Dein Körper wird durch Meditation gereinigt und gestärkt.
zts20094e	Tödliche Wunde
zts20095e	Angriffskraft, Resistenzen, Bewegungsgeschwindigkeit und HP sind reduziert.
zts20096e	Knapp dem Tod entronnen
zts20097e	Dein Lebenswille wird stärker, da du dem Tod entronnen bist.
zts20098e	Starker Impuls
zts20099e	Dieser Impuls macht den Gegner für kurze Zeit kampfunfähig. Wenn der Effekt endet, besteht die Chance, dass er den Effekt [Tödliche Wunde] erhält.
zts20100e	Dieser Effekt wirkt, nachdem du einen ultimativen Skill eingesetzt hast.
zts20101e	Dieser Effekt wirkt, nachdem du zwei ultimative Skills eingesetzt hast.
