zts1e	Atak specjalny
zts1016e	Obra¿enia w walce z potworami z zapieczêtowanych pojemników zwiêkszone o %s%% i obra¿enia w walce z potworami w Krainie Œmierci zwiêkszone o %s%%.
zts1017e	Obra¿enia w walce z potworami z zapieczêtowanych pojemników zmniejszone o %s%% i obra¿enia w walce z potworami w Krainie Œmierci zmniejszone o %s%%.
zts1019e	Stawianie Oporu
zts1020e	Mo¿liwoœæ Ataku
zts1021e	Znak Pe³ni Ksiê¿yca
zts1022e	Zwi¹zanie Moc¹ Pe³ni Ksiê¿yca
zts1023e	Gdy ktoœ ciê atakuje, masz %s%% prawdopodobieñstwa na osi¹gniêcie %s.
zts1024e	Po u¿yciu umiejêtnoœci ataku istnieje szansa na otrzymanie dodatkowej mo¿liwoœci ataku.
zts1025e	Nastêpne obra¿enie, jakie zadasz przeciwnikowi oznaczonemu przy pomocy znaku, zostanie zwiêkszone o %s%% i zu¿yje Znak Pe³ni Ksiê¿yca.
zts1026e	Gdy efekt "Zwi¹zanie Moc¹ Œwiat³a Ksiê¿yca" dzia³a na przeciwnika, wywo³ujesz "Zwi¹zanie Moc¹ Pe³ni Ksiê¿yca".
zts1027e	Zmienia wartoœæ procentow¹ ¿ywio³u.
zts1028e	Zmienia wartoœæ procentow¹ ¿ywio³u ognia.
zts1029e	Zmienia wartoœæ procentow¹ ¿ywio³u wody.
zts1030e	Zmienia wartoœæ procentow¹ ¿ywio³u œwiat³a.
zts1031e	Zmienia wartoœæ procentow¹ ¿ywio³u mroku.
zts1032e	Zmienia wartoœæ procentow¹ wszystkich ¿ywio³ów.
zts1033e	Obra¿enia bonus ¿ywio³u ognia zostaj¹ zwiêkszone o %s%%.
zts1034e	¯ywio³ ognia zostaje zmniejszony o %s%%.
zts1035e	¯ywio³ wody zostaje zwiêkszony o %s%%.
zts1036e	¯ywio³ wody zostaje zmniejszony o %s%%.
zts1037e	¯ywio³ œwiat³a zostaje zwiêkszony o %s%%.
zts1038e	¯ywio³ œwiat³a zostaje zmniejszony o %s%%.
zts1039e	¯ywio³ mroku zostaje zwiêkszony o %s%%.
zts1040e	¯ywio³ mroku zostaje zmniejszony o %s%%.
zts1041e	Wszystkie ¿ywio³y zostaj¹ zwiêkszone o %s%%.
zts1042e	Wszystkie ¿ywio³y zostaj¹ zmniejszone o %s%%.
zts1043e	Zmienia wartoœæ procentow¹ odpornoœci na ¿ywio³y.
zts1044e	Zmienia wartoœæ procentow¹ wszystkich odpornoœci.
zts1045e	Zmienia wartoœæ procentow¹ odpornoœci na ogieñ.
zts1046e	Zmienia wartoœæ procentow¹ odpornoœci na wodê.
zts1047e	Zmienia wartoœæ procentow¹ odpornoœci na œwiat³o.
zts1048e	Zmienia wartoœæ procentow¹ odpornoœci na mrok.
zts1049e	Wszystkie odpornoœci na ¿ywio³y zostaj¹ zwiêkszone o %s%%.
zts1050e	Wszystkie odpornoœci na ¿ywio³y zostaj¹ zmniejszone o %s%%.
zts1051e	Odpornoœæ na ogieñ zostaje zwiêkszona o %s%%.
zts1052e	Odpornoœæ na ogieñ zostaje zmniejszona o %s%%.
zts1053e	Odpornoœæ na wodê zostaje zwiêkszona o %s%%.
zts1054e	Odpornoœæ na wodê zostaje zmniejszona o %s%%.
zts1055e	Odpornoœæ na œwiat³o zostaje zwiêkszona o %s%%.
zts1056e	Odpornoœæ na œwiat³o zostaje zmniejszona o %s%%.
zts1057e	Odpornoœæ na mrok zostaje zwiêkszona o %s%%.
zts1058e	Odpornoœæ na mrok zostaje zmniejszona o %s%%.
zts1060e	Upuszczony przedmiot zostanie z pewnym prawdopodobieñstwem ponownie upuszczony. Ten efekt dzia³a tylko wtedy, gdy upuszczony przedmiot zostaje przypisany do gracza, a nie, gdy jest wspó³dzielony w grupie.
zts1061e	Jeœli polujesz na potwora i ten upuœci przedmiot, istnieje %s%% szansy, ¿e upuœci on ten sam przedmiot jeszcze raz. Ten efekt dzia³a tylko wtedy, gdy upuszczony przedmiot zostaje przypisany do gracza, a nie, gdy jest wspó³dzielony w grupie.
zts1064e	Zwiêksza ¿ywio³ wyposa¿onej wró¿ki o %s.
zts1065e	¯ywio³ wyposa¿onej wró¿ki zmniejsza siê o %s.
zts1070e	Z prawdopodobieñstwem wynosz¹cym (chwil. P¯ / maks. P¯*%s)%% przeciwnik uzyskuje efekt [%s].
zts1071e	Z prawdopodobieñstwem wynosz¹cym (utrac. P¯ / maks. P¯*%s)%% przeciwnik uzyskuje efekt [%s].
zts1072e	Je¿eli atak powiedzie siê, otrzymasz punkty ultymatywne w liczbie %s.
zts1073e	W przypadku zaatakowania ciebie podczas aktywnego zablokowania otrzymasz punkty ultymatywne w liczbie %s.
zts1074e	Mo¿esz zastosowaæ umiejêtnoœci ultymatywne.
zts1075e	Efekt koñcz¹ obra¿enia zadane przez przeciwników.
zts1078e	Si³a ataku PvP jest zwiêkszona podczas Bitwy Têczowego Kryszta³u o %s%%. Szybkoœæ poruszania siê jest zwiêkszona podczas Bitwy Têczowego Kryszta³u o %s.
zts1079e	Si³a ataku PvP jest zmniejszona podczas Bitwy Têczowego Kryszta³u o %s%%. Szybkoœæ poruszania siê jest zmniejszona podczas Bitwy Têczowego Kryszta³u o %s.
zts1086e	Wszystkie obra¿enia od ¿ywio³u zostan¹ zwiêkszone z prawdopodobieñstwem %s%% o %s%%.
zts1087e	Wszystkie obra¿enia od ¿ywio³u zostan¹ zmniejszone z prawdopodobieñstwem %s%% o %s%%.
zts1088e	Obra¿enia od ataku od ognia zostan¹ zwiêkszone z prawdopodobieñstwem %s%% o %s%%.
zts1089e	Obra¿enia od ataku od ognia zostan¹ zmniejszone z prawdopodobieñstwem %s%% o %s%%.
zts1090e	Obra¿enia od ataku od wody zostan¹ zwiêkszone z prawdopodobieñstwem %s%% o %s%%.
zts1091e	Obra¿enia od ataku od wody zostan¹ zmniejszone z prawdopodobieñstwem %s%% o %s%%.
zts1092e	Obra¿enia od ataku od œwiat³a zostan¹ zwiêkszone z prawdopodobieñstwem %s%% o %s%%.
zts1093e	Obra¿enia od ataku od œwiat³a zostan¹ zmniejszone z prawdopodobieñstwem %s%% o %s%%.
zts1094e	Obra¿enia od ataku od mroku zostan¹ zwiêkszone z prawdopodobieñstwem %s%% o %s%%.
zts1095e	Obra¿enia od ataku od mroku zostan¹ zmniejszone z prawdopodobieñstwem %s%% o %s%%.
zts1102e	Obra¿enia zadawane roœlinom niskiego poziomu zosta³y zwiêkszone o %s%%.
zts1103e	Obra¿enia zadawane roœlinom niskiego poziomu zosta³y zmniejszone o %s%%.
zts1104e	Obra¿enia zadawane zwierzêtom niskiego poziomu zosta³y zwiêkszone o %s%%.
zts1105e	Obra¿enia zadawane zwierzêtom niskiego poziomu zosta³y zmniejszone o %s%%.
zts1106e	Obra¿enia zadawane potworom niskiego poziomu zosta³y zwiêkszone o %s%%.
zts1107e	Obra¿enia zadawane potworom niskiego poziomu zosta³y zmniejszone o %s%%.
zts1108e	Obra¿enia zadawane Kovoltom zosta³y zwiêkszone o %s%%.
zts1109e	Obra¿enia zadawane Kovoltom zosta³y zmniejszone o %s%%.
zts1110e	Obra¿enia zadawane Catsy zosta³y zwiêkszone o %s%%.
zts1111e	Obra¿enia zadawane Catsy zosta³y zmniejszone o %s%%.
zts1116e	Obra¿enia zadawane duszom niskiego poziomu zosta³y zmniejszone o %s%%.
zts1117e	Obra¿enia zadawane anio³om zosta³y zwiêkszone o %s%%.
zts1118e	Obra¿enia zadawane anio³om zosta³y zmniejszone o %s%%.
zts1119e	Obra¿enia zadawane demonom zosta³y zwiêkszone o %s%%.
zts1120e	Obra¿enia zadawane demonom zosta³y zmniejszone o %s%%.
zts1126e	Obra¿enia zadawane potworom w Krainie Œmierci zosta³y zmniejszone o %s%%.
zts1127e	Obra¿enia zadawane potworom z zapieczêtowanych pojemników zosta³y zwiêkszone o %s%%.
zts1128e	Obra¿enia zadawane potworom z zapieczêtowanych pojemników zosta³y zmniejszone o %s%%.
zts1129e	Pozyskiwanie doœwiadczenia zosta³o zwiêkszone o %s%%.
zts1130e	Pozyskiwanie doœwiadczenia zosta³o zmniejszone o %s%%.
zts1131e	Pozyskiwanie doœwiadczenia profesji zosta³o zwiêkszone o %s%%.
zts1132e	Pozyskiwanie doœwiadczenia profesji zosta³o zmniejszone o %s%%.
zts1138e	Punkty umiejêtnoœci ataku twojego specjalisty zosta³y zmniejszone o %s.
zts1139e	Punkty umiejêtnoœci obrony twojego specjalisty zosta³y zwiêkszone o %s.
zts1140e	Punkty umiejêtnoœci obrony twojego specjalisty zosta³y zmniejszone o %s.
zts1141e	Punkty umiejêtnoœci ¿ywio³ów twojego specjalisty zosta³y zwiêkszone o %s.
zts1142e	Punkty umiejêtnoœci ¿ywio³ów twojego specjalisty zosta³y zmniejszone o %s.
zts1143e	Punkty umiejêtnoœci P¯/PM twojego specjalisty zosta³y zwiêkszone o %s.
zts1144e	Punkty umiejêtnoœci P¯/PM twojego specjalisty zosta³y zmniejszone o %s.
zts1150e	Wszystkie si³y ataku zosta³y zwiêkszone o %s%%.
zts1151e	Wszystkie si³y ataku zosta³y zmniejszone o %s%%.
zts1152e	Ataki krótkodystansowe zosta³y zwiêkszone o %s%%.
zts1153e	Ataki krótkodystansowe zosta³y zmniejszone o %s%%.
zts1154e	Ataki d³ugodystansowe zosta³y zwiêkszone o %s%%.
zts1155e	Atak d³ugodystansowe zosta³y zmniejszone o %s%%.
zts1156e	Magiczne ataki zosta³y zwiêkszone o %s%%.
zts1157e	Magiczne ataki zosta³y zmniejszone o %s%%.
zts1158e	Obra¿enia zadawane duszom niskiego poziomu zosta³y zwiêkszone o %s%%.
zts1159e	Obra¿enia zadawane potworom w Krainie Œmierci zosta³y zwiêkszone o %s%%.
zts1160e	Punkty umiejêtnoœci ataku twojego specjalisty zosta³y zwiêkszone o %s.
zts1162e	Przy ataku ¿ywio³ wyposa¿onej wró¿ki zwiêksza siê z prawdopodobieñstwem %s%% o %s.
zts1163e	Przy ataku ¿ywio³ wyposa¿onej wró¿ki zmniejsza siê z prawdopodobieñstwem %s%% o %s.
zts1169e	Podczas ataku przeciwnik otrzyma z prawdopodobieñstwem %s%% efekt [%s].
zts1170e	Podczas ataku otrzymasz z prawdopodobieñstwem %s%% efekt [%s].
zts1171e	Podczas twojej obrony przeciwnik otrzyma z prawdopodobieñstwem %s%% efekt [%s].
zts1172e	Podczas twojej obrony otrzymasz z prawdopodobieñstwem %s%% efekt [%s].
zts1176e	Jeœli zaatakujesz u¿ywaj¹c do tego umiejêtnoœæ ¿ywio³u mroku, zostanie aktywowany z prawdopodobieñstwem %s%% efekt [%s].
zts1177e	Jeœli dzia³aj¹ na ciebie debuffy, si³a ataku i obrony na debuff zwiêksz¹ siê o %s%%.
zts1178e	Jeœli dzia³aj¹ na ciebie buffy, si³a ataku i obrony na buff zwiêksz¹ siê o %s%%.
zts1180e	Z prawdopodobieñstwem %s%% przeciwnik otrzyma w obrêbie 2 pól "%s".
zts1181e	Usuwa z prawdopodobieñstwem %s%% w obrêbie 2 pól z przeciwnika "%s".
zts1190e	Podczas twojej obrony, zostanie przywo³any z prawdopodobieñstwem %s%% "%s".
zts1191e	Podczas twojej obrony, zostan¹ przywo³ane z prawdopodobieñstwem %s%% 2 "%s".
zts1198e	Podczas twojego ataku, zostanie wywo³ane z prawdopodobieñstwem %s%% "Uderzenie meteoru".
zts1199e	Podczas twojej obrony, zostanie odbitych z prawdopodobieñstwem %s%% na przeciwników %s%% obra¿eñ.
zts1200e	Podczas twojego ataku, zostanie wywo³any z prawdopodobieñstwem %s%% "Atak wilka".
zts1201e	Podczas twojej obrony, przeciwnik zostanie odepchniêty z prawdopodobieñstwem %s%%.
zts1210e	Podczas twojego ataku, zostanie wywo³ana z prawdopodobieñstwem %s%% "B³yskawica".
zts1211e	Podczas twojego ataku, zostanie wywo³ana z prawdopodobieñstwem %s%% "Moc kl¹twy".
zts1212e	Podczas twojego ataku, zostanie wywo³any z prawdopodobieñstwem %s%% "Atak niedŸwiedzia".
zts1213e	Podczas twojego ataku, zostanie wywo³ana z prawdopodobieñstwem %s%% "Moc zimna".
zts1215e	Obra¿enia zadawane potworom nieumarlakom niskiego poziomu zosta³y zwiêkszone o %s%%.
zts1216e	Obra¿enia zadawane potworom nieumarlakom niskiego poziomu zosta³y zmniejszone o %s%%.
zts1220e	Obrona ataków krótkodystansowych zostaje zwiêkszona o %s%%.
zts1221e	Obrona ataków krótkodystansowych zostaje zmniejszona o %s%%.
zts1222e	Obrona ataków d³ugodystansowych zostaje zwiêkszona o %s%%.
zts1223e	Obrona ataków d³ugodystansowych zostaje zmniejszona o %s%%.
zts1224e	Obrona magiczna zostaje zwiêkszona o %s%%.
zts1225e	Obrona magiczna zostaje zmniejszona o %s%%.
zts1227e	Regeneracja PM zostaje zwiêkszona o %s%%.
zts1228e	Regeneracja PM zostaje zmniejszona o %s%%.
zts1231e	Obra¿enia zadawane potworom zosta³y zwiêkszone o %s%%.
zts1232e	Obra¿enia zadawane potworom zosta³y zmniejszone o %s%%.
zts1234e	Zu¿ycie punktów produkcji zostaje zmniejszone o %s%%.
zts1235e	Zu¿ycie punktów produkcji zostaje zmniejszone o %s%%.
zts1237e	Wartoœæ unikania jest zwiêkszona o %s%%.
zts1238e	Unik zostaje zmniejszony o %s%%.
zts1246e	Podczas twojej obrony, zostanie odbitych z prawdopodobieñstwem %s%% na przeciwników %s%% obra¿eñ.
zts1247e	Zadaje wszystkim przeciwnikom w obrêbie %s pola/pól co 4 sekundy %s obra¿eñ.
zts1248e	Si³a ataku twojego NosKumpla zwiêksza siê o %s%%.
zts1249e	Dzia³a na wszystkich przeciwników w obrêbie %s pola/pól co 4 sekundy "%s".
zts1250e	Podczas twojego ataku, przeciwnik dozna z prawdopodobieñstwem %s%% (poziom dzia³ania * 18) obra¿enia przez "Moc apokalipsy". Ponadto otrzyma on przynale¿ny debuff.
zts1251e	Podczas twojego ataku, otrzymasz z prawdopodobieñstwem %s%% "Moc odbicia ".
zts1252e	Podczas twojego ataku, przeciwnik dozna z prawdopodobieñstwem %s%% (poziom dzia³ania * 15) obra¿enia przez "Moc wilka". Ponadto otrzyma on przynale¿ny debuff.
zts1253e	Podczas twojego ataku, przeciwnik zostanie odepchniêty z prawdopodobieñstwem %s%% 4 pola dalej.
zts1254e	Podczas twojej obrony, przeciwnik zostanie odepchniêty z prawdopodobieñstwem %s%% 4 pola dalej.
zts1255e	Istnieje %s%% szansy (poziom dzia³ania * 17), ¿e podczas ataku przeciwnik doznaje obra¿enia przez "Moc wybuchu". Ponadto otrzyma on przynale¿ny debuff.
zts1257e	Podczas twojego ataku, otrzymasz z prawdopodobieñstwem %s%% "Moc zwinnoœci ".
zts1258e	Podczas twojego ataku, przeciwnik dozna z prawdopodobieñstwem %s%% (poziom dzia³ania * 18) obra¿enia przez "Moc b³yskawicy ". Ponadto otrzyma on przynale¿ny debuff.
zts1259e	Podczas twojego ataku, zostanie wywo³ana u przeciwnika z prawdopodobieñstwem %s%% "Moc kl¹twy".
zts1260e	Podczas twojego ataku, przeciwnik dozna z prawdopodobieñstwem %s%% (poziom dzia³ania * 23) obra¿enia przez "Moc niedŸwiedzia". Ponadto otrzyma on przynale¿ny debuff.
zts1261e	Podczas twojego ataku, otrzymasz z prawdopodobieñstwem %s%% "Moc zimna".
zts1268e	Magiczna zbroja zapobiega obra¿eniom w wysokoœci %s.
zts1269e	Podczas twojej obrony, zwiêksza siê odpornoœæ na ¿ywio³, którym atakuje przeciwnik, z prawdopodobieñstwem %s%% o %s.
zts1270e	Podczas twojej obrony, zmniejsza siê odpornoœæ na ¿ywio³, którym atakuje przeciwnik, z prawdopodobieñstwem %s%% o %s.
zts1271e	Maksymalne dodatkowe P¯ zwiêksz¹ siê o %s%%.
zts1272e	Maksymalne dodatkowe P¯ zmniejsz¹ siê o %s%%.
zts1273e	Podczas blokady twojego ataku, zignorujesz blok z prawdopodobieñstwem %s%%.
zts1274e	Wartoœæ unikania jest zwiêkszona o %s%%.
zts1275e	Celnoœæ wszystkich ataków zostaje zwiêkszona o %s%%.
zts1282e	Jeœli doznasz obra¿eñ krytycznych, zostanie odbitych z prawdopodobieñstwem %s%% na przeciwnika %s%% obra¿eñ.
zts1283e	Z prawdopodobieñstwem (stracone P¯ / maks. P¯ * 100 / %s%% * %s%%) unikniesz ataku.
zts1284e	Koñcowe obra¿enia ciosów krytycznych wzrastaj¹ o %s%% co cios krytyczny (mak. %s trafieñ).
zts1285e	Podczas twojej obrony, zostanie odjêtych z prawdopodobieñstwem %s%% %s%% obra¿eñ od PM zamiast od P¯.
zts1286e	Si³a wszystkich ataków zwiêksza siê o %s%% obrony magicznej.
zts1293e	Podczas ataku zostanie zadanych przez Lwa Loa z prawdopodobieñstwem %s%% %s%% dodatkowych obra¿eñ.
zts1294e	Podczas ataku zostanie zadanych przez Or³a Loa z prawdopodobieñstwem %s%% %s%% dodatkowych obra¿eñ.
zts1295e	Podczas ataku zostanie zadanych przez Wê¿a Loa z prawdopodobieñstwem %s%% %s%% dodatkowych obra¿eñ.
zts1296e	Podczas ataku zostanie zadanych przez NiedŸwiedzia Loa z prawdopodobieñstwem %s%% %s%% dodatkowych obra¿eñ.
zts1297e	Jeœli otrzymasz debuff, zwiêkszy siê z prawdopodobieñstwem %s%% ka¿dy ¿ywio³ o %s%%.
zts1299e	Celnoœæ zostaje zwiêkszona o %s%%.
zts1300e	Celnoœæ zostaje zmniejszona o %s%%.
zts1302e	Koncentracja zostaje zwiêkszona o %s%%.
zts1303e	Koncentracja zostaje zmniejszona o %s%%.
zts1306e	Król Bestii wybra³ ciebie jako cel swoich ataków uk¹szenia.
zts1307e	Zawsze gdy zrobisz unik, zwiêksz¹ siê twoje P¯ o %s
zts1310e	Maks. P¯ zostaje zwiêkszona o %s%%.
zts1311e	Maks. P¯ zostaje zmniejszona o %s%%.
zts1312e	Maks. PM zostaje zwiêkszona o %s%%.
zts1313e	Maks. PM zostaje zmniejszona o %s%%.
zts1315e	Si³a ataku w walce z potworami z zapieczêtowanych pojemników zostanie zwiêkszona o %s%% a w walce z potworami w Glacernon o %s%%.
zts1316e	Si³a ataku w walce z potworami z zapieczêtowanych pojemników zostanie zmniejszona o %s%% a w walce z potworami w Glacernon o %s%%.
zts1317e	Zadaje wszystkim przeciwnikom w obrêbie %s pola/pól co sekundê %s obra¿eñ.
zts1318e	Dzia³a na wszystkich przeciwników w obrêbie %s pola/pól co sekundê "%s".
zts1320e	Atakuj¹cy otrzymuje z prawdopodobieñstwem %s%% efekt [%s].
zts1321e	Gdy przeciwnik ciê zaatakuje, dozna z prawdopodobieñstwem %s%% efektu [%s].
zts1322e	Z prawdopodobieñstwem %s%% sojusznik otrzyma w obrêbie 2 pól "%s".
zts1323e	Usuwa z prawdopodobieñstwem %s%% w obrêbie 2 pól z sojusznika "%s".
zts1325e	Belial odbija twoje ataki i zadaje w ten sposób twoim sprzymierzeñcom obra¿enia.
zts1327e	Koñcowe obra¿enia od ciosu krytycznego zostan¹ zwiêkszone o %s%%.
zts1328e	Koñcowe obra¿enia od ciosu krytycznego zostan¹ zmniejszone o %s%%.
zts1329e	Podczas twojej obrony, koñcowe obra¿enia od ciosu krytycznego zostan¹ zwiêkszone o %s%%.
zts1330e	Podczas twojej obrony, koñcowe obra¿enia od ciosu krytycznego zostan¹ zmniejszone o %s%%.
zts1341e	Gdy pokonasz potwora, z prawdopodobieñstwem %s%% zadzia³a na ciebie [%s].
zts1353e	Gdy ktoœ ciê pokona, na wszystkich przeciwników w obrêbie %s pól zadzia³a [%s].
zts1361e	Gdy ty lub jeden z twoich NosKumpli pokonacie potwora, twoi aktualnie aktywni NosKumple odzyskaj¹ %s%% P¯.
zts1362e	Gdy ty lub jeden z twoich NosKumpli pokonacie potwora, twoi aktualnie aktywni NosKumple odzyskaj¹ %s%% P¯.
zts1363e	Gdy jeden z twoich NosKumpli zostanie pokonany, odzyskasz %s%% P¯.
zts1364e	Gdy jeden z twoich NosKumpli zostanie pokonany, twoi aktualnie aktywni NosKumple odzyskaj¹ %s%% P¯.
zts1365e	Gdy pokonasz potwora, z prawdopodobieñstwem %s%% na twoich NosKumpli zadzia³a [%s].
zts1366e	Gdy pokonasz potwora, si³a ataku twoich NosKumpli wzroœnie z prawdopodobieñstwem %s%% o [%s%%].
zts1367e	Gdy pokonasz potwora, wszystkie obrony twoich NosKumpli wzrosn¹ z prawdopodobieñstwem %s%% o [%s%%].
zts1368e	Gdy pokonasz potwora, wszyscy twoi NosKumple odzyskaj¹ z prawdopodobieñstwem %s%% %s%% P¯.
zts1373e	Gdy twoi NosKumple pokonaj¹ potwora, twoja si³a ataku wzroœnie o %s%%.
zts1374e	Gdy twoi NosKumple pokonaj¹ potwora, twoje obrony wzrosn¹ o %s%%.
zts1375e	Gdy ktoœ ciê pokona, na wszystkich twoich NosKumpli w obrêbie %s pól zadzia³a [%s].
zts1376e	Gdy wszyscy twoi NosKumple zostan¹ pokonani, z prawdopodobieñstwem %s%% zadzia³a na ciebie [%s].
zts1377e	Gdy pokonasz potwora, na wszystkich twoich NosKumpli w obrêbie %s pól zadzia³a [%s].
zts1378e	Przywo³uje %s. jednostkê.
zts1380e	Gdy jeden z twoich NosKumpli zostanie pokonany, twoi aktualnie aktywni NosKumple odzyskaj¹ %s%% P¯.
zts1383e	Zwiêkszono si³ê ataku twojej jednostki (poziom x %s).
zts1384e	Zwiêkszono wszystkie obrony twojej jednostki (poziom x %s).
zts1386e	Zwiêkszono si³ê ataku twojej jednostki (%s + poziom x %s).
zts1387e	Zwiêkszono wszystkie obrony twojej jednostki (%s + poziom x %s).
zts1389e	Doznaje przy ataku maksymalnie %s obra¿eñ krytycznych (%s razy).
zts1391e	Z %s%% prawdopodobieñstwem twoi NosKumple otrzymaj¹ [%s].
zts1397e	Jeœli doznasz ataku ¿ywio³em ognia, istnieje %s%% prawdopodobieñstwo, ¿e obra¿enia zwiêksz¹ siê o %s%%.
zts1398e	Jeœli doznasz ataku ¿ywio³em ognia, istnieje %s%% prawdopodobieñstwo, ¿e obra¿enia mniejsz¹ siê o %s%%.
zts1399e	Jeœli doznasz ataku ¿ywio³em wody, istnieje %s%% prawdopodobieñstwo, ¿e obra¿enia zwiêksz¹ siê o %s%%.
zts1400e	Jeœli doznasz ataku ¿ywio³em wody, istnieje %s%% prawdopodobieñstwo, ¿e obra¿enia zmniejsz¹ siê o %s%%.
zts1401e	Jeœli doznasz ataku ¿ywio³em œwiat³a, istnieje %s%% prawdopodobieñstwo, ¿e obra¿enia zwiêksz¹ siê o %s%%.
zts1402e	Jeœli doznasz ataku ¿ywio³em œwiat³a, istnieje %s%% prawdopodobieñstwo, ¿e obra¿enia zmniejsz¹ siê o %s%%.
zts1403e	Jeœli doznasz ataku ¿ywio³em mroku, istnieje %s%% prawdopodobieñstwo, ¿e obra¿enia zwiêksz¹ siê o %s%%.
zts1404e	Jeœli doznasz ataku ¿ywio³em mroku, istnieje %s%% prawdopodobieñstwo, ¿e obra¿enia zmniejsz¹ siê o %s%%.
zts1406e	Mo¿esz wêdkowaæ w spokoju, poniewa¿ jesteœ niewidzialny dla potworów. Inni gracze mog¹ ciê jednak widzieæ.
zts1408e	Jeœli u¿yjesz "teleportacja do ³owiska", zostaniesz teleportowany do wczeœniej wybranego przez ciebie miejsca.
zts1415e	Szansa na z³owienie ryby zosta³a zwiêkszona o %s%%.
zts1416e	Szansa na z³owienie ryby zosta³a zmniejszona o %s%%.
zts1417e	Szansa, ¿e ¿y³ka wêdkarska pêknie zosta³a zwiêkszona o %s%%.
zts1418e	Szansa, ¿e ¿y³ka wêdkarska pêknie zosta³a zmniejszona o %s%%.
zts1419e	Jeœli zarzucisz wêdkê, istnieje %s%% szansy, ¿e przynêta nie zostanie zu¿yta.
zts1420e	Istnieje %%%s szansy, ¿e wymiar z³owionej ryby zostanie zwiêkszony o %s%%.
zts1421e	Istnieje %%%s szansy, ¿e wymiar z³owionej ryby zostanie zmniejszony o %s%%.
zts1422e	Liczba otrzymanych punktów wêdkarskich zosta³a zwiêkszona o %s%%.
zts1423e	Liczba otrzymanych punktów wêdkarskich zosta³a zmniejszona o %s%%.
zts1426e	Kocham wêdkarstwo!
zts1429e	Potwory na ogólnych mapach zauwa¿¹ ciê tylko wtedy, gdy je zaatakujesz.
zts1433e	Pozyskiwanie doœwiadczenia kulinarnego zwiêksza siê o %s%%.
zts1434e	Pozyskiwanie doœwiadczenia kulinarnego zmniejsza siê o %s%%.
zts1435e	Szansa na wielki sukces kulinarny zostaje zwiêkszona o %s%%.
zts1436e	Szansa na wielki sukces kulinarny zostaje zmniejszona o %s%%.
zts1437e	Daje %s%% szansy na otrzymanie dodatkowych sk³adników.
zts1438e	Daje %s%% szansy na otrzymanie dodatkowych potraw.
zts1442e	Daje %s%% szansy, by nie zu¿yæ przypraw podczas gotowania.
zts1443e	Daje %s%% szansy na zu¿ycie dodatkowej przypraw podczas gotowania.
zts1444e	Zwiêksza efekt sytoœci %s o %s pkt sytoœci.
zts1445e	Zmniejsza efekt sytoœci %s o %s pkt sytoœci.
zts1446e	Tracisz %s%% pkt sytoœci na wszystkie efekty sytoœci i nie jesz w tym okresie ¿adnych innych potraw.
zts1447e	Pozyskanie punktów sytoœci zwiêksza siê o %s%%.
zts1448e	Liczba punktów sytoœci wzros³a o %s. Mo¿na u¿yæ tylko, gdy stopieñ sytoœæ wynosi poni¿ej %s.
zts1449e	Liczba punktów sytoœci spad³a o %s. Mo¿na u¿yæ tylko, gdy stopieñ sytoœæ wynosi poni¿ej %s.
zts1450e	Liczba punktów sytoœci wzroœnie o %s lub zmaleje o %s.
zts1451e	Daje %s%% szansy na otrzymanie dodatkowo %s%% pkt sytoœci.
zts1452e	Liczba punktów sytoœci wzroœnie o %s lub zmaleje o %s.
zts1457e	Regeneruje P¯ w wysokoœci %s%% zadanych obra¿eñ (maks. %s na atak).
zts1458e	Regeneruje PM w wysokoœci %s%% zadanych obra¿eñ (maks. %s na atak).
zts1459e	Mo¿esz zobaczyæ ukryte postacie w zasiêgu %s pól od siebie.
zts1460e	Dodatkowe P¯ wzrosn¹ o %s%%.
zts1461e	Daje %s%% szansy na otrzymanie dodatkowych sk³adników.
zts1462e	Daje %s%% szansy na otrzymanie dodatkowych potraw.
zts1467e	Z prawdopodobieñstwem %s%% zostanie dwukrotnie wykonany twój atak podstawowy.
zts1468e	Regeneruje P¯ w wysokoœci %s%% maks. P¯ (min. %s).
zts1469e	Regeneruje PM w wysokoœci %s%% maks. PM (min. %s).
zts1470e	Jeœli liczba P¯ spadnie poni¿ej %s%%, doznane obra¿enia zmniejsz¹ siê o %s%%.
zts1471e	Jeœli liczba P¯ spadnie poni¿ej %s%%, wszystkie ataki zwiêksz¹ siê o %s%%.
zts1473e	Szansa na z³owienie rzadkiej ryby zosta³a zwiêkszona o %s%%.
zts1474e	Szansa na z³owienie rzadkiej ryby zosta³a zmniejszona o %s%%.
zts1476e	Dodatkowe P¯ zostan¹ zwiêkszone o %s%%, ale nie mog¹ przekroczyæ %s%% maks. P¯.
zts1477e	Jeœli wykonasz atak podstawowy, istnieje %s%% szansy na przeprowadzenie kolejnego ataku podstawowego, który zada %s%%obra¿eñ.
zts1479e	Daje %s%% szansy, ¿e przy z³owieniu jednej ryby, otrzymasz dodatkow¹ rybê.
zts1485e	Jeœli zostaniesz zaatakowany przez S³onecznego Wilka, istnieje %s %% szansy, ¿e czas trwania zostanie przed³u¿ony o 2 sek. (maks. %s).
zts1486e	Jeœli zostaniesz zaatakowany przez S³onecznego Wilka, istnieje %s %% szansy, ¿e czas trwania zostanie skrócony o 2 sek. (maks. %s).
