zts1e	Attaque spéciale
zts1253e	Si tu attaques, il y a %s %% de probabilité de repousser l'adversaire 4 champs plus loin.
zts1254e	Si tu te défends, il y a %s %% de probabilité de repousser l'adversaire 4 champs plus loin.
zts1255e	En cas d'attaque, il y a %s %% de probabilité qu'un adversaire subisse (niveau d'effet * 17) points de dégâts du pouvoir de l'explosion. En plus, il subit le débuff correspondant.
zts1257e	Si tu attaques, il y a %s %% de probabilité que tu bénéficies du pouvoir de l'agilité.
zts1258e	Si tu attaques, il y a %s %% de probabilité qu'un adversaire subisse (niveau d'effet * 18) points de dégâts du pouvoir de l'éclair. En plus, il subit le debuff correspondant.
zts1259e	Si tu attaques, il y a %s %% de probabilité de déclencher pouvoir de la malédiction sur l'ennemi.
zts1260e	Si tu attaques, il y a %s %% de probabilité qu'un adversaire subisse (niveau d'effet * 23) points de dégâts du pouvoir de l'ours. En plus, il subit le debuff correspondant.
zts1261e	Si tu attaques, il y a %s %% de probabilité que tu bénéficies du pouvoir du froid.
zts1268e	L'armure magique bloque %s points de dégâts.
zts1269e	Si tu te défends, il y a %s %% de probabilité que la résistance contre l'élément avec lequel l'adversaire attaque augmente de %s.
zts1270e	Si tu te défends, il y a %s %% de probabilité que la résistance contre l'élément avec lequel l'adversaire attaque diminue de %s.
zts1271e	Les HP maximums supplémentaires augmentent de %s %%.
zts1272e	Les HP maximums supplémentaires diminuent de %s %%.
zts1273e	Si ton attaque est bloquée, il y a %s %% de probabilité que tu ignores le blocage.
zts1274e	Les statistiques d'esquive augmentent de %s %%.
zts1275e	La précision de toutes les attaques augmente de %s %%.
zts1282e	Si tu subis un coup critique, il y a %s %% de probabilité de renvoyer %s %% de dégâts à l'adversaire.
zts1283e	Il y a une probabilité de (HP perdus/HP maximums * 100/%s %% * %s %%) que tu évites l'attaque.
zts1284e	Les dégâts ultimes causés par des coups critiques augmentent de %s %% par coup critique (max. %s coups portés).
zts1285e	Si tu te défends, il y a %s %% de probabilité que %s %% des dégâts soient retirés des MP à la place des HP.
zts1286e	La force d'attaque totale augmente de %s %% de la défense magique.
zts1293e	En cas d'attaque, il y a %s %% de probabilité d'infliger %s %% de dégâts supplémentaires grâce au loa lion.
zts1294e	En cas d'attaque, il y a %s %% de probabilité d'infliger %s %% de dégâts supplémentaires grâce au loa aigle.
zts1295e	En cas d'attaque, il y a %s %% de probabilité d'infliger %s %% de dégâts supplémentaires grâce au loa serpent.
zts1296e	En cas d'attaque, il y a %s %% de probabilité d'infliger %s %% de dégâts supplémentaires grâce au loa ours.
zts1297e	Si tu subis un debuff, il y a %s %% de probabilité que chaque élément augmente de %s %%.
zts1299e	La précision augmente de %s %%.
zts1300e	La précision diminue de %s %%.
zts1302e	La concentration augmente de %s %%.
zts1303e	La concentration diminue de %s %%.
zts1306e	Le roi des bêtes t'a désigné comme cible de son attaque de morsure.
zts1307e	À chaque fois que tu esquives, tes HP augmentent de %s.
zts1310e	Les HP maximums augmentent de %s %%.
zts1311e	Les HP maximums diminuent de %s %%.
zts1312e	Les MP maximums augmentent de %s %%.
zts1313e	Les MP maximums diminuent de %s %%.
zts1315e	La force d'attaque augmente de %s %% en combat contre les monstres du récipient scellé et de %s %% en combat contre les monstres à la Couronne de glace.
zts1316e	La force d'attaque diminue de %s %% en combat contre les monstres du récipient scellé et de %s %% en combat contre les monstres à la Couronne de glace.
zts1317e	Dans une zone de %s champs, chaque seconde, tu infliges %s points de dégâts à tous les ennemis.
zts1318e	Dans une zone de %s champs, chaque seconde, tu infliges %s à tous les ennemis.
zts1320e	L'attaquant a %s %% de probabilité de recevoir l'effet %s.
zts1321e	Si un joueur t'attaque, il a %s %% de chance de subir l'effet %s.
zts1322e	Avec une probabilité de %s %%, un allié reçoit %s dans un rayon de 2 champs.
zts1323e	Avec une probabilité de %s %%, %s est retiré d'un allié dans un rayon de 2 champs.
zts1325e	Bélial renvoie tes attaques et inflige alors des dégâts à tes alliés.
zts1327e	Les dégâts ultimes provoqués par les coups critiques augmentent de %s %%.
zts1328e	Les dégâts ultimes provoqués par les coups critiques diminuent de %s %%.
zts1329e	Si tu te défends, les dégâts ultimes provoqués par les coups critiques augmentent de %s %%.
zts1330e	Si tu te défends, les dégâts ultimes provoqués par les coups critiques diminuent de %s %%.
zts1341e	Si tu élimines un monstre, il y a une probabilité de %s %% que tu reçoives l'effet %s.
zts1353e	Si tu es éliminé, l'effet %s est appliqué sur tous les adversaires dans un rayon de %s champs.
zts1361e	Si toi ou tes NosMates éliminent un monstre, alors %s %% des HP de tes NosMates actifs à ce moment sont rétablis.
zts1362e	Si toi ou tes NosMates éliminent un monstre, alors %s %% des HP de tes NosMates actifs à ce moment sont rétablis.
zts1363e	Si l'un de tes NosMates est éliminé, alors %s %% de tes HP sont rétablis.
zts1364e	Si un de tes NosMates est éliminé, alors %s %% des HP de tes NosMates actifs à ce moment sont rétablis.
zts1365e	Si tu élimines un monstre, il y a une probabilité de %s %% que tes NosMates reçoivent l'effet %s.
zts1366e	Si tu élimines un monstre, il y a une probabilité de %s %% que la force d'attaque de tes NosMates augmente de %s %%.
zts1367e	Si tu élimines un monstre, il y a une probabilité de %s %% que toutes les défenses de tes NosMates augmente de %s %%.
zts1368e	Si tu élimines un monstre, il y a une probabilité de %s %% que tous tes NosMates rétablissent %s %% de leurs HP.
zts1373e	Si tes NosMates éliminent un monstre, ta force d'attaque augmente de %s %%.
zts1374e	Si tes NosMates éliminent un monstre, tes défenses augmentent de %s %%.
zts1375e	Si tu es éliminé, l'effet %s est appliqué sur tous tes NosMates dans un rayon de %s champs.
zts1376e	Si tous tes NosMates ont été éliminés, il y a une probabilité de %s %% que tu reçoives l'effet %s.
zts1377e	Si tu élimines un monstre, tes NosMates reçoivent l'effet %s dans un rayon de %s champs.
zts1378e	L'unité %s est appelée.
zts1380e	Si un de tes NosMates est éliminé, alors %s %% des HP de tes NosMates actifs à ce moment sont rétablis.
zts1383e	La force d'attaque de tes unités augmente (niveau x %s).
zts1384e	Toutes les défenses de tes unités augmentent (niveau x %s).
zts1386e	La force d'attaque de tes unités augmente (%s + niveau x %s).
zts1387e	Toutes les défenses de tes unités augmentent (%s + niveau x %s).
zts1389e	Au cours du attaque, l'ennemi subit au maximum %s dégâts critiques (%s fois)
zts1391e	Tes NosMates ont %% %s de probabilité d'obtenir [%s].
zts1397e	Si tu subis une attaque avec l'élément Feu, les dégâts ont %s %% de probabilité d'augmenter de %s %%.
zts1398e	Si tu subis une attaque avec l'élément Feu, les dégâts ont %s %% de probabilité de réduire de %s %%.
zts1399e	Si tu subis une attaque avec l'élément Eau, les dégâts ont %s %% de probabilité d'augmenter de %s %%.
zts1400e	Si tu subis une attaque avec l'élément Eau, les dégâts ont %s %% de probabilité de réduire de %s %%.
zts1401e	Si tu subis une attaque avec l'élément Lumière, les dégâts ont %s %% de probabilité d'augmenter de %s %%.
zts1402e	Si tu subis une attaque avec l'élément Lumière, les dégâts ont %s %% de probabilité de réduire de %s %%.
zts1403e	Si tu subis une attaque avec l'élément Obscurité, les dégâts ont %s %% de probabilité d'augmenter de %s %%.
zts1404e	Si tu subis une attaque avec l'élément Obscurité, les dégâts ont %s %% de probabilité de réduire de %s %%.
zts1406e	Tu es invisible aux monstres, tu peux donc pêcher en paix. Les autres joueurs peuvent toujours te voir.
zts1408e	Si tu utilises « Se téléporter vers la zone de pêche », tu seras emporté vers le lieu que tu auras défini.
zts1415e	La probabilité d'attraper un poisson augmente de %s %%.
zts1416e	La probabilité d'attraper un poisson diminue de %s %%.
zts1417e	La probabilité que la ligne de pêche rompe augmente de %s %%.
zts1418e	La probabilité que la ligne de pêche rompe diminue de %s %%.
zts1419e	L'appât a une probabilité de %s %% de ne pas disparaître en lançant la canne.
zts1420e	La taille du poisson attrapé a une probabilité de %s %% d'augmenter de %s %%.
zts1421e	La taille du poisson attrapé a une probabilité de %s %% de diminuer de %s %%.
zts1422e	Les points d'EXP de pêche obtenus augmentent de %s %%.
zts1423e	Les points d'EXP de pêche obtenus diminuent de %s %%.
zts1426e	J'aime la pêche !
zts1429e	Les monstres te remarquent seulement quand tu attaques sur les cartes générales.
zts1433e	Le gain en EXP de cuisine augmente de %s %%.
zts1434e	Le gain en EXP de cuisine diminue de %s %%.
zts1435e	La probabilité d'une belle réussite augmente de %s %% en cuisinant.
zts1436e	La probabilité d'une belle réussite diminue de %s %% en cuisinant.
zts1437e	Tu as une probabilité de %s %% d'obtenir des ingrédients supplémentaires.
zts1438e	Tu as une probabilité de %s %% d'obtenir des plats supplémentaires.
zts1442e	Tu as une probabilité de %s %% de ne pas faire disparaître d'épices en cuisinant.
zts1443e	Tu as une probabilité de %s %% de faire disparaître un épice supplémentaire en cuisinant.
zts1444e	L'effet de satiété %s augmente de %s points de satiété.
zts1445e	L'effet de satiété %s diminue de %s points de satiété.
zts1446e	Tu perds %s %% des points de satiété pour tous les effets de satiété et tu ne peux manger de plats pendant cette durée.
zts1447e	Le gain de points de satiété augmente de %s %%.
zts1448e	Les points de satiété augmentent de %s. Tu ne peux l'utiliser qu'avec une satiété inférieure à %s.
zts1449e	Les points de satiété diminuent de %s. Tu ne peux l'utiliser qu'avec une satiété inférieure à %s.
zts1450e	Les points de satiété augmentent de %s ou diminuent de %s.
zts1451e	Tu as une probabilité de %s %% d'obtenir %s %% de points de satiété supplémentaires.
zts1452e	Les points de satiété augmentent de %s ou diminuent de %s.
zts1457e	Les HP sont restaurés à hauteur de %s %% des dégâts infligés (max. %s par attaque).
zts1458e	Les MP sont restaurés à hauteur de %s %% des dégâts infligés (max. %s par attaque).
zts1459e	Tu peux voir les personnages cachés dans un rayon de %s champs autour de toi.
zts1460e	Les HP supplémentaires augmentent de %s %%.
zts1461e	Tu as une probabilité de %s %% d'obtenir des ingrédients supplémentaires.
zts1462e	Tu as une probabilité de %s %% d'obtenir des plats supplémentaires.
zts1467e	Tu as une probabilité de %s %% que tes attaques basiques s'effectuent deux fois.
zts1468e	Un montant de HP équivalent à %s %% de tes HP maximums sont rétablis (min. %s).
zts1469e	Un montant de MP équivalent à %s %% de tes MP maximums sont rétablis (min. %s).
zts1470e	Si tes HP tombent sous les %s %%, alors les dégâts subis sont réduits de %s %%.
zts1471e	Si tes HP tombent sous les %s %%, alors toutes les attaques augmentent de %s %%.
zts1473e	La probabilité d'attraper un poisson rare augmente de %s %%.
zts1474e	La probabilité d'attraper un poisson rare diminue de %s %%.
zts1476e	Les HP supplémentaires augmentent de %s %%, mais ne peuvent dépasser %s %% des HP maximums.
zts1477e	Quand tu effectues une attaque de base, tu as %s %% de probabilité d'effectuer une autre attaque de base infligeant %s %% de dégâts.
zts1479e	Il y a %s %% de probabilité pour que tu pêches un poisson de plus.
zts1485e	En cas d'attaque par le loup solaire, il y a %s %% de chance que cette durée augmente de 2 secondes. (Maximum %s fois)
zts1486e	En cas d'attaque par le loup solaire, il y a %s %% de chance que cette durée diminue de 2 secondes. (Maximum %s fois)
zts1487e	En cas d'attaque par le loup solaire, il y a %s %% de chance que l'effet %s s'applique.
zts1488e	En cas d'attaque par le loup solaire, les dégâts augmentent de %s %%.
zts1494e	Tu obtiens plus de HP à hauteur de %s %% des HP du loup solaire. (Il est impossible de dépasser %s %%des HP maximums.)
zts1495e	Il y a %s %% de chance que le loup solaire et son invocateur bénéficient de %s.
zts1496e	Si le loup solaire a déjà été vaincu, il revient à la vie avec %s %% de ses HP.
zts1497e	Si le loup solaire dispose de plus de %s %% de ses HP, la force d'attaque du Traqueur solaire augmente de %s %%.
zts1500e	Il y a %s %% de chance que le loup solaire reçoive l'ordre d'infliger %s à la cible.
zts1504e	Les HP augmentent à hauteur de %s %% de la jauge de fureur actuelle.
zts1505e	Lorsque tu utilises une compétence d'attaque, les HP diminuent temporairement de %s %%.
zts1509e	Les dégâts de la prochaine compétence d'attaque augmentent selon le montant des dégâts enregistrés. (Maximum %s dégâts)
zts1510e	Si la cible est un monstre, les dégâts subis par toutes les attaques augmentent de %s %%. Autrement, le personnage est forcé de se transformer en %s.
zts1514e	Tu te transformes en puissant ours brun.
zts1515e	Tu te transformes à nouveau en druide.
zts1516e	En cas d'explosion de fureur ou de rage, les dégâts augmentent de %s %% de la jauge de fureur actuelle qui diminue quant à elle de %s %%.
zts1522e	La jauge de fureur augmente de %s %%.
zts1523e	La jauge de fureur diminue de %s %%.
zts1524e	Tu obtiens une probabilité de %s %% que le temps de rechargement de la compétence utilisée soit réinitialisé.
zts1525e	L'attaque diminue à hauteur de %s %% de la jauge de fureur actuelle.
zts1526e	La jauge de fureur diminue de %s %%.
zts1532e	Les dégâts subis à cause des debuffs persistants augmentent de %s %%.
zts1533e	Les dégâts subis à cause des debuffs persistants diminuent de %s %%.
zts1534e	Tu as une probabilité de %s %% de te transformer en %s.
zts1535e	Si tu subis %s fois des dégâts, %s disparaît. (Les dégâts continus ne sont pas pris en compte)
zts1536e	Les dégâts augmentent de (nombre de buffs sur la cible x %s). (Maximum %s)
zts1537e	Les dégâts augmentent de (nombre de debuffs sur la cible x %s). (Maximum %s)
zts1543e	Selon la distance, les dégâts augmentent de %s %%.
zts1544e	Tu obtiens une probabilité de (nombre de tes buffs x %s) %% de ne jamais subir d'effet négatif jusqu'au niveau %s. (Maximum 60 %%)
zts1545e	Tu obtiens une probabilité de (nombre de tes buffs x %s) %% de subir un effet négatif jusqu'au niveau %s. (Maximum 60 %%)
zts1546e	(nombre de buffs du lanceur x %s) HP sont restaurés. (Maximum %s)
zts1547e	Les HP sont réduits de (nombre de buffs du lanceur x %s). (Maximum %s)
zts1548e	Ceci fonctionne uniquement sur les ennemis qui bénéficient de buffs supérieurs au niveau %s.
zts1549e	Ceci fonctionne uniquement sur les ennemis qui subissent des debuffs supérieurs au niveau %s.
zts1552e	Les dégâts sont enregistrés à hauteur de %s %%.
zts1553e	En cas d'explosion de fureur ou de rage, les dégâts augmentent de %s %%.
zts1556e	%s PNJ %s sont invoqués.
zts1557e	La force d'attaque est divisée par %s %% de la jauge de fureur.
zts1558e	La jauge de fureur augmente de %s %%.
zts1561e	En cas de coup subi, un effet négatif est levé (jusqu'au niveau %s) par attaque avec %s %% de probabilité.
zts1562e	Les HP augmentent à hauteur de (HP manquants/%s) %% des dégâts infligés.
zts1563e	Les dégâts des prochaines compétences sont augmentés en fonction des dégâts enregistrés par l'absorption animique. (Minimum %s, maximum %s)
zts1564e	Avec la fureur de la chute d'eau, les dégâts augmentent de %s %% de la jauge de fureur actuelle qui diminue quant à elle de %s %%.
zts1565e	Les dégâts subis à cause des débuffs persistants augmentent de (nombre de débuffs x %s %%). (Maximum %s %%)
zts1566e	Les dégâts subis à cause des débuffs persistants diminuent de (nombre de débuffs x %s %%). (Maximum %s %%)
zts1567e	Tu as une probabilité de (nombre de tes buffs x %s %%) de ne jamais subir d'effet négatif jusqu'au niveau %s. (Maximum 30 %%)
zts1568e	Tu as une probabilité de (nombre de tes buffs x %s %%) de subir un effet négatif jusqu'au niveau %s. (Maximum 30 %%)
zts1569e	Les dégâts de la prochaine attaque augmentent de %s par adversaire touché.
zts1570e	Aucun HP n'est consommé.
zts1571e	Les HP ne sont pas rétablis.
zts1572e	Si tu es touché par la compétence d'un autre personnage, il y a %s %% de probabilité que le temps de rechargement de la compétence utilisée soit réinitialisé.
zts1573e	Lorsque tu utilises une compétence d'attaque, les HP diminuent temporairement de %s %%.
zts1574e	%s %% des dégâts provoqués par cette compétence sont enregistrés (max. %s par cible).
zts1577e	En PvP, toutes les résistances élémentaires augmentent de %s.
zts1578e	En PvP, toutes les résistances élémentaires diminuent de %s.
zts1579e	Tu es invisible. Cet état n'est pas dissipé si tu subis une attaque.
zts1581e	Aucune consommation de MP ni HP
zts1582e	Aucune récupération de MP ni HP
zts1584e	Le joueur est invisible, mais l'adversaire peut le voir dans un rayon de 5 cases.
zts1591e	Pendant ton attaque, tu as %s %% de probabilité d'invoquer un dragon qui attaque ta cible et lui inflige à nouveau %s %% des dégâts que tu avais provoqués.
zts1592e	Pendant ton attaque, tu as %s %% de probabilité d'invoquer un dragon igné qui attaque ta cible et lui inflige à nouveau %s %% des dégâts que tu lui as infligés.
zts1593e	Pendant ton attaque, tu as %s %% de probabilité d'invoquer un dragon givré qui attaque ta cible et lui inflige à nouveau %s %% des dégâts que tu lui as infligés.
zts1594e	Pendant ton attaque, tu as %s %% de probabilité d'invoquer un dragon astral qui attaque ta cible et lui inflige à nouveau %s %% des dégâts que tu lui as infligés.
zts1597e	Pendant ton attaque, tu as %s %% de probabilité d'invoquer un dragon illuminé qui attaque ta cible et lui inflige à nouveau %s %% des dégâts que tu lui as infligés.
zts1599e	Si tu subis %s dégâts, %s disparaît (les dégâts progressifs ne comptent pas ici).
zts1601e	Les HP sont restaurés à hauteur de %s %% des dégâts subis (jusqu'à %s par attaque).
zts1602e	Les MP augmentent à hauteur de %s %% des dégâts subis (jusqu'à %s par attaque).
zts1605e	Les dégâts contre les monstres de faible niveau du Repaire céleste augmentent de %s %%.
zts1606e	Les dégâts infligés par les monstres de faible niveau du Repaire céleste diminuent de %s %%.
zts1608e	Les dégâts contre les dragons de haut niveau augmentent de %s %%.
zts1609e	Les dégâts contre les dragons de haut niveau diminuent de %s %%.
zts1610e	Les MP supplémentaires augmentent de %s %%, mais ne peuvent dépasser %s %% des MP maximums.
zts1614e	Les dégâts contre les monstres augmentent de %s %%.
zts1616e	Les dégâts contre les monstres de faible niveau du Repaire céleste et de la Terre des vivants augmentent de %s %%.
zts1618e	Les dégâts causés par des coups critiques subis diminuent de %s %% par coup critique (max. %s coups portés).
zts1620e	%s %% de tes HP maximums sont absorbés en tant que dégâts.
zts1622e	Pour chaque débuff, les dégâts de la fée équipée augmentent de %s.
zts1624e	Les dégâts diminuent de (perte de HP en pourcentage/%s)%%.
zts1625e	Les dégâts augmentent de (perte de HP en pourcentage/%s)%%.
zts1627e	Les dégâts diminuent de %s %% (max. %s %%) pour chaque cumul de débuff.
zts1628e	Les dégâts augmentent de %s %% (max. %s %%) pour chaque cumul de débuff.
zts1631e	Les HP augmentent de %s %% (max. %s %%) pour chaque cumul de débuff.
zts1632e	Les HP diminuent de %s %% (max. %s %%) pour chaque cumul de débuff.
zts1633e	Les HP de l'adversaire diminuent de %s. %s %% de cette perte sont crédités à l'utilisateur.
zts1634e	Les MP de l'adversaire diminuent de (niveau d'effet * 2). %s %% de cette perte sont crédités à l'utilisateur.
zts1635e	Tu évites les attaques avec une probabilité de (perte de HP en pourcentage * %s/100) %%.
zts1637e	Tes HP augmentent de %s %% de tes HP manquants si tu évites des attaques.
zts1644e	En cas de défense, la probabilité de déclencher le pouvoir de l'armure purificatrice est de %s %%.
zts1645e	En cas de défense, la probabilité de déclencher le pouvoir de la régénération est de %s %%.
zts1646e	En cas de défense, la probabilité de déclencher le pouvoir du cercle de flammes est de %s %%.
zts1647e	En cas de défense, la probabilité de déclencher le pouvoir de la pureté est de %s %%.
zts1648e	En cas de défense, la probabilité de déclencher le pouvoir de la résistance à la malédiction est de %s %%.
zts1655e	En cas de défense, la probabilité de déclencher le pouvoir de la malédiction du vampire est de %s %%.
zts1656e	En cas de défense, la probabilité de déclencher le pouvoir de la transformation est de %s %%.
zts1657e	En cas de défense, la probabilité de déclencher le pouvoir de l'intransigeance est de %s %%.
zts1658e	En cas de défense, la probabilité de déclencher le pouvoir de l'instinct est de %s %%.
zts1659e	En cas de défense, la probabilité de déclencher le pouvoir de la guérison est de %s %%.
zts1660e	Les dégâts diminuent de (perte de HP en pourcentage/%s)%%.
zts1661e	Les dégâts augmentent de (perte de HP en pourcentage/%s)%%.
zts1663e	Toutes les attaques augmentent de 5 % dans le Repaire céleste et la Terre des vivants.
zts1665e	Les dégâts contre les monstres de faible niveau du Repaire céleste et de la Terre des vivants augmentent de %s %%.
zts1666e	Les dégâts contre les monstres de faible niveau du Repaire céleste et de la Terre des vivants diminuent de %s %%.
zts1668e	Augmente les HP de %s %% des HP maximums par coup (max. %s fois)
zts1669e	Augmente les MP de %s %% des MP maximums par coup (max. %s fois)
zts1672e	Ceci n'est pas influencé par les effets qui diminuent le temps de rechargement.
zts1673e	En cas d'attaques %s, l'effet %s se dissipe.
zts1678e	Tu ne peux pas infliger plus de %s dégâts à tes ennemis.
zts1679e	Les dégâts augmentent de (perte de HP en pourcentage/%s)%%.
zts1681e	Avec une probabilité de %s %%, %s envoie un coup critique.
zts1683e	La vitesse de déplacement augmente de %s (max. %s).
zts1684e	La vitesse de déplacement diminue de %s (max. %s).
zts1685e	Avec une probabilité de %s %%, l'adversaire est repoussé de %s champs en arrière (seulement en PvP).
zts1687e	La probabilité d'attraper un poisson rare augmente de %s %%.
zts1688e	Si tu attaques, il y a %s %% de probabilité de repousser l'adversaire 4 cases plus loin (seulement en PvP).
zts1689e	Si tu attaques, il y a %s %% de probabilité de repousser l'adversaire 4 cases plus loin (seulement en PvP).
zts1690e	Il y a une probabilité de %s %% que tu décoches une flèche magique quand tu utilises des compétences d'attaque.
zts1691e	La surface de toutes les attaques de zone augmente de %s.
zts1692e	La surface de toutes les attaques de zone diminue de %s.
zts1695e	La probabilité d'infliger un coup critique augmente de %s %% à %s %%, en fonction de tes points de chauffe.
zts1696e	Le carburant est intégralement consommé. Pour %s points de chauffe consommés, %s %% de HP sont rétablis.
zts1697e	Seules les attaques de base sont possibles.
zts1699e	Ceci est disponible en cas de buff de %s ou supérieur.
zts1700e	Tu ne peux pas utiliser de compétences augmentant les points de chauffe.
zts1707e	L'armure se fait transpercer. Les dégâts des estocs précis augmentent.
zts1708e	L'armure se fait transpercer de part en part. Les dégâts des estocs précis augmentent fortement.
zts1709e	Ceci est considéré comme un estoc précis. Les dégâts face aux cibles à l'armure transpercée augmentent de %s %%.
zts1710e	Les dégâts critiques augmentent de %s %% quand %s est activé.
zts1711e	Les dégâts critiques diminuent de %s %% quand %s est activé.
zts1712e	La probabilité d'infliger un coup critique augmente de %s %% quand %s est activé.
zts1713e	La probabilité d'infliger un coup critique diminue de %s %% quand %s est activé.
zts1714e	Quand tu bloques alors que %s est activé, tu obtiens %s.
zts1715e	Quand tu attaques alors que [%s] est activé, la cible obtient [%s].
zts1722e	La force d'attaque augmente de %s %% à %s %%, en fonction de tes points de chauffe.
zts1723e	La portée d'attaque augmente de %s à %s, en fonction de tes points de chauffe.
zts1724e	La surface d'attaque augmente de %s %% à %s %%, en fonction de tes points de chauffe.
zts1725e	Si l'effet Surchauffe est activé, les adversaires dans un rayon de %s cases autour de la cible sont tous attirés vers un même point.
zts1726e	Les adversaires dans un rayon de %s cases autour de la cible sont tous attirés vers un même point.
zts1727e	Si l'effet Surchauffe est activé, les HP de l'adversaire diminuent de %s %% des dégâts que tu subis.
zts1734e	Tous les points de chauffe sont consommés. Les dégâts augmentent de %s %% des points de chauffe consommés.
zts1735e	Tu obtiens %s points d'acuité.
zts1736e	Tu perds %s points d'acuité.
zts1737e	Tu reçois %s points de gravité et perds %s points d'antigravité.
zts1738e	Tu reçois %s points d'antigravité et perds %s points de gravité.
zts1739e	Les dégâts des compétences gravitationnelles augmentent de %s %%.
zts1740e	Les dégâts des compétences antigravitationnelles augmentent de %s %%.
zts1741e	Les dégâts augmentent de (nombre de points de gravité et d'antigravité) x %s %%. Tous les points de gravité et d'antigravité disparaissent.
zts1748e	Les dégâts augmentent de %s %% quand %s est activé.
zts1749e	La consommation de MP des compétences (magie comprise) augmente de %s %% quand %s est activé.
zts1750e	La consommation de MP des compétences (magie comprise) diminue de %s %% quand %s est activé.
zts1751e	L'élément Eau augmente de %s %% quand %s est activé.
zts1752e	Toutes les résistances élémentaires augmentent de %s %% quand %s est activé.
zts1753e	Tu perds %s MP et reçois %s point de carburant.
zts1754e	Tu consommes %s points de carburant. Les dégâts augmentent de %s %%.
zts1761e	Tu consommes %s points de carburant. L'élément Obscurité augmente de %s %%.
zts1762e	Tu consommes %s points de carburant et reçois l'effet %s.
zts1763e	Tu consommes %s points de carburant. Le temps de rechargement de la compétence utilisée a une probabilité de %s %% de se réinitialiser.
zts1764e	Tu consommes %s points de carburant et contournes %s %% de la défense adverse.
zts1765e	Tu reçois %s points de chauffe.
zts1766e	Tu perds %s points de chauffe.
zts1770e	Après chaque attaque de base, les points de gravité diminuent de %s.
zts1771e	Après chaque attaque de base, les points d'antigravité diminuent de %s.
zts1772e	Toutes les compétences gravitationnelles sont indisponibles.
zts1773e	Toutes les compétences antigravitationnelles sont indisponibles.
zts1774e	Les points de gravité diminuent de %s.
zts1775e	Les points d'antigravité diminuent de %s.
zts1778e	Si %s est déjà activé, %s se déclenche.
zts1779e	L'élément d'une fée équipée augmente de %s quand %s est activé.
zts1780e	Tu perds %s points de carburant et inflige %s à la cible.
zts1781e	Tu perds %s %% de tes MP maximums et obtiens %s points de carburant.
zts1782e	Si l'effet Ardeur est activé, les adversaires dans un rayon de %s cases autour de la cible sont tous attirés vers un même point.
zts1786e	La barre d'énergie sacrée gagne %s %%.
zts1787e	La barre d'énergie sacrée perd %s %%.
zts1788e	%s %% des HP maximums de l'utilisateur sont restaurés.
zts1789e	%s %% des HP maximums de l'utilisateur sont restaurés. Cet effet n'affecte par l'utilisateur.
zts1790e	Les dégâts des compétences ultimes augmentent de %s %%.
zts1792e	Si la cible a moins de %s %% de ses HP, la barre d'énergie sacrée gagne %s %%.
zts1793e	Les alliés dans un rayon de %s champs bénéficient chaque seconde de l'effet %s.
zts1794e	Les ennemis dans un rayon de %s champs subissent %s points de dégâts toutes les 1,5 secondes.
zts1795e	Les ennemis dans un rayon de %s champs subissent %s toutes les 1,5 secondes.
zts1796e	Les alliés dans un rayon de %s champs bénéficient de %s toutes les 1,5 secondes.
zts1797e	Si la cible a moins de %s %% de ses HP, la barre d'énergie sacrée gagne %s %% (sauf pour les NosMates).
zts1799e	Il y a 100 %% de probabilité que les monstres obtiennent %s et les joueurs %s.
zts1801e	Tous les points de compétence de ton spécialiste augmentent de %s.
zts1804e	L'expérience de dressage du familier augmente de %s %%.
zts1805e	Si tu extrais l'essence de familiers à %s étoiles (ou moins), tu as %s %% de probabilité d'en obtenir encore une.
zts1807e	Le gain en EXP du spécialiste dresseur animalier augmente de %s %%.
zts1810e	Apprivoise des familiers à %s étoiles avec une probabilité de %s %%.
zts1811e	Tu as une probabilité de %s %% d'obtenir une essence supplémentaire si tu extrais l'essence d'un familier à %s étoiles.
