zts1e	Dinlenme
zts1132e	Ýsabet oranýný artýrýr.
zts1133e	Rakibe hedef vuruþunla darbe vurmanýn olasýlýðýný yükseltir.
zts1134e	Kritik isabet þansýný yükseltir.
zts1135e	Hedef atýþýnýn kritik isabet þansýný yükseltir.
zts1136e	Yükselt (Öldürücü darbe)
zts1137e	Hedef atýþýnýn kritik isabet þansýný maksimuma yükseltir.
zts1138e	Kuvvetli darbeyi su elementinle donat.
zts1139e	Kuvvetli darbeyi ýþýk elementinle donat.
zts1140e	Güçlendirilmiþ çarpma 1svy
zts1141e	Rakibi uzaða savurmak için ok fýrlatýr.
zts1142e	Güçlendirilmiþ çarpma 2svy
zts1143e	Güçlendirilmiþ çarpma 3svy
zts1144e	Kuvvetli darbenin, uzak mesafe saldýrý gücünü maksimize eder.
zts1145e	Delen vuruþun animasyon efekti aktif. Kritik isabet þansýný ve gücü maksimuma yükseltir.
zts1146e	Sýçrayan vuruþu su elementinle donat.
zts1147e	Iþýk elementinin donatýmý. 1svy
zts1148e	Sýçrayan vuruþa ýþýk elementi ekle.
zts1149e	Iþýk elementinin donatýmý 2svy
zts1150e	Sýçrayan vuruþun, uzak mesafe saldýrý gücünü maksimize eder.
zts1151e	Hýzlý vuruþu ýþýk elementinle donat.
zts1152e	Hýzlý vuruþu su elementinle donat.
zts1153e	Hýzlý vuruþun, uzak mesafe saldýrý gücünü maksimize eder.
zts1154e	Ok yaðmuruna su elementi ekle
zts1155e	Ok yaðmuruna ýþýk elementi ekle.
zts1156e	Ok yaðmurunun, uzak mesafe saldýrý gücünü maksimize eder.
zts1157e	Öldürücü býçak darbesine su elementini ekle.
zts1158e	Öldürücü býçak darbesine ýþýk elementini ekle.
zts1159e	Kanama
zts1160e	Rakibin kanamasý için hassas bir noktasýný sokarak yarala.
zts1161e	Baygýnlýk
zts1162e	Rakibinin kendinden geçmesini saðlamak için hassas bir noktasýný sokarak yarala.
zts1163e	Öldürücü sokma, yakýn mesafe gücünü maksimize eder.
zts1164e	Fýrtanalý darbeye su elementi ekle.
zts1165e	Fýrtýnalý darbeye ýþýk elementi ekle.
zts1166e	Fýrtýnalý darbenin yakýn saldýrý gücünü maksimuma yükseltir ve kritik isabet þansýný artýrýr.
zts1167e	Kendinden geçme 2svy
zts1168e	Parlayan okun animasyon efekti daha da parlayacak ve gücü maksimize edilecek.
zts1169e	Zayýf noktaya saldýr animasyon efekti aktif. Kritik isabet þansýný ve gücü maksimuma yükseltir.
zts1170e	Rakibin bacaklarýna hedef darbe, uzak mesafe saldýrý gücünü ve rakibin bacaklarýndan yaralanmasýi olasýlýðýný yükseltir.
zts1171e	Hedef almanýn uzak saldýrý gücünü yükseltir ve isabet oranýný yükseltir.
zts1172e	Enerji topunu ateþ elementi ekle.
zts1173e	Büyülü füzeye su elementi ekle.
zts1174e	Büyülü füzeye ateþ elementi ekle.
zts1175e	Büyülü füzenin saldýrý gücünü maksimize eder.
zts1176e	Rakibin kendinden geçmesine sebep olmak için, taþ atýþýnýn büyülü saldýrý gücünü maksimize eder.
zts1177e	Iþýk koruma
zts1178e	Doðayý koruma ýþýk elementinin enejisini muhafaza eder.
zts1179e	Gölge koruma
zts1180e	Doðayý koruma gölge elementinin enejisini muhafaza eder.
zts1181e	Parlayan buz matkabýnýn animasyon efekti daha da parlayacak ve gücü maksimize edilecek.
zts1182e	Büyülü kurþuna ateþ elementini ekle.
zts1183e	Büyülü kurþuna su elementini ekle.
zts1184e	Büyülü kurþunun büyü saldýrý gücünü maksimize eder.
zts1185e	Büyü dinlenirken, saldýrý gücünü yükseltir.
zts1186e	Büyülü bariyerin efektini maksimize eder. Süresini ve dayanýklýðýný yükseltir.
zts1187e	Güçlendirme 3svy
zts1188e	Uzak koruma 1svy
zts1189e	Uzak koruma 2svy
zts1190e	Uzak koruma 3svy
zts1191e	Büyülü koruma 1svy
zts1192e	Büyülü koruma 2svy
zts1193e	Büyülü koruma 3svy
zts1194e	Dinlenme kapsamýný yükseltir 2svy
zts1195e	Rakibi kör etmek için körlüðü güçlendirir.
zts1196e	Hareket hýzýný azaltýr
zts1197e	Düþük isabet oraný
zts1198e	Rakibinin uykuya dalmasý için büyülü gücü odaklaþtýrýr.
zts1199e	Büyülü ýþýna ateþ elementini ekle.
zts1200e	Büyülü ýþýna su elementini ekle.
zts1201e	Saldýrý gücünü yükseltir
zts1202e	Büyülü ýþýnýn saldýrý gücünü maksimize eder.
zts1203e	Magma bölgesinin animasyon efekti daha da parlayacak ve gücü maksimize edilecek.
zts1204e	Tilkinin 3'cü kuvvetli saldýrmasý
zts1205e	Kuzucuk'un 3'cü temel saldýrmasý
zts1206e	Küçük þeytan'ýn  3. temel saldýrýsý
zts1207e	Jelly'in 3'cü temel saldýrmasý
zts1208e	Sýçan'ýn 3'cü temel saldýrmasý
zts1209e	Suyu koruma
zts1210e	Doðayý koruma su elementinin enejisini muhafaza eder.
zts1211e	Ateþi koruma
zts1212e	Doðayý koruma ateþ elementinin enejisini muhafaza eder.
zts1213e	Dürüstlük animasyon efekti daha da parlayacak ve gücü maksimize edilecek.
zts1214e	Ýyileþtirme (saldýrý gücü)
zts1215e	Hedef darbenin uzak saldýrý gücünü maksimize eder.
zts1216e	Buz Kadýn'ýn Iþýnlanmýþ Taþý
zts1217e	Þeytanlar Koruyucusu'nun saldýrýsý
zts1218e	Melekler Koruyucusu'nun saldýrýsý
zts1219e	Buz saldýrýsý
zts1220e	Fok'un temel saldýrýsý
zts1221e	Sis Dev'in bölgesel saldýrýsý
zts1222e	Þeytan Bayan'ýn temel saldýrýsý
zts1223e	Köstebek Kralice'nin çaðýrýlmasý
zts1224e	Aron'un esrarengiz iyileþmesi
zts1225e	SE çevreye saldýrý
zts1226e	SE çevreye saldýrý 2
zts1227e	Mandra Ruhu'nun temel saldýrýsý
zts1228e	Sinsi Mahluk'un temel saldýrýsý
zts1229e	Fasulye veri
zts1230e	Kutsal ýþýkla, ýþýksýz elementli rakiplerin yeteneklerini azaltýr.
zts1231e	Kutsal ýþýkla, senin macera grubunu ve seni güçlendirir.
zts1296e	Grup için yemek piþirme vasfý
zts1297e	Kýlýç enerjisi saldýrý gücünü arttýrýr.
zts1298e	Belli bir süre için senin ve grubun saldýrý gücünü arttýrýr ancak yaþam puaný azalýr.
zts1299e	Savunma gücünü arttýrýr.
zts1300e	Ýsabet oranýný ve kritik isabet þansýný senin ve grubun için yükseltir.
zts1301e	Büyü ile vuruþ saldýrý gücünü arttýrýr.
zts1302e	Patlayýcý mermilerin, ateþ öðesini ve saldýrý gücünü arttýrýr.
zts1303e	Ateþ öðesini 3 seviye arttýrýr.
zts1304e	Kan ittifakýnýn etkisini arttýrýr.
zts1305e	Gölge öðesinin seviyesini 3 seviye arttýrýr.
zts1306e	Saldýrý gücünü 5 seviye arttýrýr.
zts1307e	Þahin gözü etkisini maksimuma çýkarýr.
zts1308e	Alýþýlmýþtan daha soðuk bir buz delici yaratýr ve büyü saldýrý gücünü arttýrýr.
zts1309e	Gökyüzünün adaletine ateþ öðesini ekler.
zts1310e	Alýþýlmýþtan daha sýcak bir lava yaratýr ve büyü saldýrý gücünü arttýrýr.
zts1311e	Karanlýk keþiþin saldýrýsý
zts1312e	Düþmana daha çok zarar vermek için ve sersemletmek için bir büyü ile donatýlmýþ ýþýldayan ok.
zts1313e	Iþýldayan okun animasyon etkisi daha parlak olur ve gücü maksimuma artar.
zts1314e	Büyü mermisinin uzak mesafeden saldýrý gücünü maksimuma arttýrýr.
zts1315e	Düþmanlarýn cesaretini kýrmak ve onlarýn hýzýný kesmek için ölüm ruhunu ýþýldat.
zts1316e	Rakiplerinin cesaretini kýrmak ve isabet oranýný düþürmek için ölümün aurasýný saç.
zts1317e	Ateþ topunun büyü saldýrý gücünü arttýrýr.
zts1318e	Buz topunun büyü saldýrý gücünü arttýrýr.
zts1319e	Bunun ile kýlýcýný bir kasýrga gibi kullanýcaksýn.
zts1320e	Bu özellik senin bütün enerjini toplar ve çevrendeki herþeyi kýsa sürede yok eder.
zts1321e	Ýsabet oranýný ve kritik isabet þansýný belli bir süre boyunca senin ve grubun için yükseltir.
zts1322e	Senin ve grubunun haraket gücünü arttýrýr.
zts1323e	Kritik bir isabet kaydetmen halinde verdiðin hasarý bir süre arttýrýr.
zts1324e	Savunma gücünü arttýrýr ve ayný anda aldýðýn hasarý %30 azaltýr, ancak büyü puanýn harcanýr.
zts1325e	Senin ve grubunun ateþ öðesini ve ateþ direnç gücünü arttýrýr.
zts1326e	Senin kritik bir isabet kaydetme þansýný arttýrýr.
zts1327e	Ruhun haraketi halinde çevrede bu etkiyi yaratýr.
zts1328e	Mokan avcýsýnýn saldýrýsý
zts1329e	Lace çaðýrýþý
zts1330e	Patlama lv2
zts1331e	Buz lv2
zts1332e	Doða direnci etkisini arttýrýr.
zts1333e	Su öðesi lv3 kullanýmý
zts1336e	Akýn listesi
zts1574e	Geliþtirme basamaðý 2
zts1575e	Pvp uzmanlýðý seviye 2
zts1576e	Hava saldýrýlarý için mesafen ve kritik hasarlarýn yükselir.
zts1577e	Mesafenin büyütülmesi
zts1578e	Saldýrý gücü yükselimi seviye 3
zts1579e	Cennetin yargýcýnýn mesafesi arttýrýlýr.
zts1588e	Balkabaðý bombasý
zts1589e	Jack O´Lantern (Atlayýþ)
zts1590e	Jack O´Lantern (orta boy atlayýþ)
zts1591e	Jack O´Lantern (Büyücülük)
zts1592e	Jack O´Lantern (Büyücülük 2)
zts1610e	Düþmanýn isabet oranýný ve dikkatini azaltmak için etrafý yoðun sis sarar.
zts1611e	Hareket ederken saklan. Sana saldýrý isabet ettiðinde görünür olursun.
zts1615e	Kutsal ýþýk tüm rakiplerin becerilerini kýsýtlar.
zts1620e	Alýnan hasar %30 azalýr, bu sýrada manan tüketilir.
zts1622e	NosPazar
zts1623e	Öfkeli Tavuk Kralý'nýn Atlayýþý
zts1624e	Öfkeli Tavuk Kralý'nýn Þiddetli Atlayýþý
zts1635e	Fitilli tüfeði ateþle
zts1636e	Þiddetli saldýrý
zts1637e	Rom fýçýsýna saklan
zts1638e	Rom fýçýsýna saklanarak korun
zts1639e	Top ateþi
zts1640e	Gemi sana yardým etmek için düþmanýna ateþ ediyor.
zts1641e	Korsan dansý
zts1643e	Rom için, þerefe!
zts1645e	Kertosun Kutsamasý
zts1646e	Lav Fýskiyesi
zts1647e	Öfke Fýrtýnasý
zts1649e	Fýrtýna Saldýrýsý
zts1650e	Öfke
zts1651e	Yumurtla
zts1652e	Örümcek aðý ör
zts1653e	Lav Patlamasý
zts1654e	Büyük Lav Patlamasý
zts1655e	Çaðýrma (Feniks)
zts1656e	Çaðýrma (Yumurta)
zts1657e	Dýþarý itme
zts1658e	Ýleri ýþýnlanma
zts1659e	Þiddetli Lav Patlamasý (Patron)
zts1660e	Daðlayan Sýcaklýk Kalkaný
zts1673e	Temel saldýrý
zts1674e	Saldýrý saða sola ilerliyor.
zts1675e	Çift darbe
zts1676e	Kalkanla savunma ve kýlýçla karþý saldýrý.
zts1677e	Yýldýrým darbesi
zts1678e	Hýzlý iðneleme saldýrýsý
zts1679e	Kalkan saldýrýsý
zts1680e	Rakibe kalkanla saldýrýnca %90 ihtimalle yere serilme debuffý alýr.
zts1681e	Av Boynuzu
zts1682e	Düþman depoya güçlü saldýrý hücumu
zts1683e	Dalga geç
zts1684e	Yere serilen bir düþmanýnla dalga geçersen aþýrý gergin bir duruma girer. Hedef böylece bir debuff alýr.
zts1685e	Büyülü Düþünce
zts1686e	Tüm saldýrýlarý geri yansýtýr ve kalkandaki gücü aktarýr. Kalkanla baþarýlý bir savunnma yapýlýðýnda rakip tüm hasarý birden alýr.
zts1687e	Demir Rulo
zts1688e	Rakipleri dönen kalkan etrafýnda döndürür. Hedef bir ihtimalle yere serilir.
zts1689e	Kan basýncý
zts1690e	Kendini çýðlýk ve kan arzusuyla savaþa hazýrla.
zts1691e	Savaþ Ýlaný
zts1692e	Rakibe gök gürültülü son bir saldýrýda bulun.
zts1693e	Uygula
zts1694e	Hedef sýnýrlarý içinde bulunan düþmanlara karþý etkin saldýrý. Rakibe baþarýlý þekilde uygulandýðýnda "kitle sevinci" etkisi devreye girer.
zts1695e	Top vuruþu
zts1696e	Uzak menzilden vuran aðýr silahlarýn temel saldýrýsý. Patlama güçlendiðinde saldýrý gücü de hafifçe artar.
zts1697e	Zamaný kaydýrýlmýþ vuruþ
zts1698e	Top mermilerini art arda yüksek, orta ve küçük açýlardan hedefe ateþ eder ve tüm mermiler birden isabet eder.
zts1699e	Top çarký
zts1700e	Top rakibe çark eder.
zts1701e	Top vuruþu
zts1702e	Düþmana güçlü bir top vuruþu
zts1703e	Niþanlý ateþli silah
zts1704e	Uzak mesafeden vurulabilir. Eðer patlama güçlenirse saldýrý gücü de hýzla artar.
zts1705e	El bombasý
zts1706e	El bombasý atarak hedef bölgedeki düþmanlara saldýr.
zts1707e	Cehennem ateþi
zts1708e	Bir taþýyýcý roket vurulur ve rakibin baþýnýn üstünde patlar. Hedef alaný alevli bir denize batar. Eðer patlama güçlenirse, saldýrý gücü de hýzla artar.
zts1709e	Ýþaret fiþeði
zts1710e	Ýþaret fiþeði rakibin üzerine yerleþtirilir ve bomba yaðdýrýr. Böylece hedef bölge küle çevrilir. Eðer patlama güçlenirse saldýrý gücü de hýzla artar.
zts1711e	Uçan Fiþek
zts1712e	Uçan fiþek yerden yükselir, tüm düþmanlara hasar verir ve sonra seni bulunduðun yere geri ýþýnlar. Patlama güçlenirse, saldýrý gücü de hýzla artar.
zts1713e	Silah Ustasý
zts1714e	Silahýn performansýný maksimum duruma getirir.
zts1715e	Son Topçu
zts1716e	Havaya rastgele açtýðýn ateþle rakibini korku ve paniðe sevk et. Patlamanýn þiddetlenirse, saldýrý gücü de hýzla artar.
zts1717e	Magma Mermisi
zts1718e	Kaynayan bir magma mermisi atar.
zts1719e	Volkan Patlamasý
zts1720e	Volkanýn sesi yeri çatlatýr. Büyücü volkanýn gücünden etkilenmiþse daha da güçlenir.
zts1721e	Volkan Gazý
zts1722e	Rakip çok zehirli bir volkan gaz bulutuyla hasar alýr. Büyücü volkanýn gücünden etkilenmiþse daha da güçlenir.
zts1723e	Magma Panzeri
zts1724e	Zýrh bir magma panzeriyle kaplanýr ve çok yüksek bir savunma gücü verir.
zts1725e	Lav Dalgasý
zts1726e	Lav dalgasý rakibe vurur ve hýzla donmasýný saðlar.
zts1727e	Volkanýn gücü
zts1728e	Volkanýn gücü rakibi hýzla yükselen bir ihtimalle yere serer.
zts1729e	Deprem
zts1730e	Volkanýn sesiyle etrafýnda bir deprem meydana gelir. Büyücü volkanýn sesinden etkilenmiþse daha da güçlenir.
zts1731e	Volkanýn sesi
zts1732e	Volkanýn sesi seni iyi bir vuruþ yapabilmen için rakibin baþýna ýþýnlar. Büyücü volkanýn gücünden etkilenmiþse, daha da güçlenir.
zts1733e	Lav Bataklýðý
zts1734e	Lavdan bir bataklýk meydana gelir ve rakibin saldýrý gücünü ve hareket hýzýný düþürür.
zts1735e	Magma Kýlýcý
zts1736e	Hedefe saldýrýan, lavdan dövülmüþ bir kýlýç çaðýrýr.
zts1737e	Kül Fýrtýnasý
zts1738e	Kül fýrtýnasý güçlü rüzgar ve yýldýrýmlara sahip güçlü bir saldýrýdýr. Büyücü volkanýn gücünden etkilenmiþse, daha da güçlenir.
zts1739e	Ejderha nefesi
zts1748e	Düþman depodaki hedefe ve hedefte bulunan tüm rakiplere güçlü bir saldýrý hücumu.
zts1749e	Bombardýmanýn uzak menzilden temel saldýrýsý.
zts1750e	Sert balta saldýrýsý
zts1751e	Çok isabetli Vikingli vuruþu
zts1752e	Çelik Vikingli
zts1753e	Kirli Ok
zts1754e	Ölümsüzlük
zts1755e	Kötü Çocuk
zts1756e	Freya'nýn üzüntüsü
zts1757e	Freya'nýn ilaný
zts1758e	Freya'nýn ateþi
zts1762e	Temel Mýzrak Saldýrýsý
zts1763e	Mýzrakla yapýlan temel saldýrýyla rakibe bir saðdan bir de soldan aðýr darbeler indirilir.
zts1764e	Bölük Deniz
zts1765e	Bu yetenekle hem deniz hem rakip ortadan ikiye ayrýlýr.
zts1766e	Ýsabetli Saplama
zts1767e	Mýzrakta yoðunlaþan güç doðrudan rakibin üstüne yýðýlýyor.
zts1768e	Þiddetli Kasýrga
zts1769e	Kasýrga rakibi tam anlamýyla süpürüp götürür.
zts1770e	Yedi Darbe
zts1771e	Rakibe hýzlýca yedi kere saldýrýlýr.
zts1772e	Siklon
zts1773e	Siklon rakibi dize getirir.
zts1774e	Feda Olma
zts1775e	Seçilen bir oyuncu arkadaþý feda olma sihrine bürür. Onun yerine sen hasar alýrsýn. Karþýndaki kiþi o alaný terk edince etki kaybolur.
zts1776e	Meditasyon
zts1777e	Meditasyon yapmak için oturuyorsun. Kötü etkiler kayboluyor. Uzunca meditasyon yaptýðýnda gücün tazeleniyor. Bu sýrada rahatsiz edilirsen Kundalini sendromüne yakalanýrsýn ki bu da bedensel ve ruhsal enerjini epey azaltýr.
zts1778e	Spiral Mýzrak
zts1779e	Bu spiral mýzrakla daha uzaktaki bir hedefe de ulaþýlýr.
zts1780e	Buddha'nýn Sözleri
zts1781e	Buddha'nýn sözlerini meydana getiren bir talisman. Sen ve grup üyelerin bu sözleri ilk duyduðunda tüm kötü efektler 5 saniyeliðine %25'lik bir olasýlýkla kaybolur. Uzun süre kullanýldýðýnda BP harcanýr.
zts1782e	Yeni Baþlangýç
zts1783e	Dünya kargaþasý "Yeni Baþlangýç" sayesinde son bulur.
zts1784e	Ejderha Zýpkýný
zts1785e	Bu yetenek özellikle "Yedi Darbe"yle çok güzel kombine edilebilir.
zts1786e	Ejderha Mýzraðý
zts1787e	Ejderha mýzraðý rakibi cennete gönderir.
zts1788e	Þimþeðin üç çatallý kargýsý
zts1789e	Þimþeðin üç çatallý kargýsý bir temel saldýrý olmakla birlikte üç çatallý bir þimþek fýrlatýr.
zts1790e	Mega Fýrtýna
zts1791e	Farklý istikametlerden gelen üç hortum birleþip tayfun olur.
zts1792e	Büyük üç çatallý kargý
zts1793e	Büyük üç çatallý kargý manyetik bir alan oluþturur.
zts1794e	Okyanus Kutsamasý
zts1795e	Okyanus kutsamasý, oyuncu arkadaþlara kutsal bir aura verir.
zts1796e	Yýldýrým Çarpmasý
zts1797e	Yýldýrm çarpmasý düþmanýný yakar ve ayrýyeten þimþek hasarý da verir.
zts1798e	Yemleme Zamaný
zts1799e	Hadi, kurt gibi açýkmýþ köpek balýðýný sal. Uzakta da olsa rakibine doðru yüzer ve onu aðýz tadýyla ýsýrýr.
zts1800e	Dev Girdap
zts1801e	Dev girdap belli bir yerde oluþturulabilir. Rakipler hýrpalandýklarý için yavaþlar.
zts1802e	Sirenlerin Þarkýsý
zts1803e	Sirenlerin þarkýsýnýn verdiði cezbedici etkiyle düþmanlar derin bir uykuya dalar.
zts1804e	Tsunami
zts1805e	Dev bir dalga düþmanlarý alýp götürür.
zts1806e	Su Kabarcýðý
zts1807e	Bu yetenek sayesinde oluþturabildiðin su kabarcýðý, seni rakiplerin saldýrýlarýndan korur. Bu etki belirli bir hasar miktarýndan sonra kaybolur.
zts1808e	Dikkat gök balina!
zts1809e	Gök balina gökten rakibin üstüne düþüyor.
zts1810e	Çifte Þimþek
zts1811e	Çifte þimþek rakipte yanmalara yol açar.
zts1812e	Bu temel arbalet saldýrýsý, bir elementer saldýrý.
zts1813e	Kartalýn Pike Uçuþu
zts1814e	Kartal senden saldýrý emri alýr. Bu yetenekle belli bir olasýlýkla dönen okun en yüksek seviyesi etkinleþtirilir.
zts1815e	Mobil Tuzak
zts1816e	Rakiplerine mobil tuzak hazýrlarsýn.
zts1817e	Takipte
zts1818e	Kartal, seçtiðin hedefi takibe alýr.
zts1819e	Geri çekilme
zts1820e	Düþmana saldýrýp hemen geri çekil.
zts1821e	Hayati Güç
zts1822e	Ormanýn enerjisiyle hayati gücüne güç kat.
zts1823e	Sis Oku
zts1824e	Düþmanýn sis içinde kalmasýný ve görüþ alanýnýn kapanmasýný saðlayan bir sis oku.
zts1825e	Kartalýn Keskin Zekasý
zts1826e	Kartalýn keskin zekasýyla ortaya çýkarýlan en güçsüz rakibe saldýrýlýr. Ardýndan iþaretlenir.
zts1827e	Hýzlý Donanma
zts1828e	Bu yetenek sayesinde arbaletine inanýlmaz bir hýzla ok takarsýn. Bir kombine yeteneði de hýzlýca etkinleþtirme olasýlýðý bu þekilde yükselir. Hýzlý donanma sadece beþ kere kombine edilebilir.
zts1829e	Pusu
zts1830e	Hedefe pusudan saldýrýyorsun.
zts1831e	Pusucu
zts1832e	Rakibe uzaktan saldýr ve [Pusucu] olarak [pusudan]saldýrarak kritik hasar ver.
zts1833e	Dönen Ok - Seviye 1
zts1834e	Arbaletle attýðýn dönen ok, ayný hizadaki tüm düþmanlarý delip geçer.
zts1835e	Dönen Ok - Seviye 2
zts1836e	Arbaletle attýðýn dönen ok, ayný hizadaki tüm düþmanlarý delip geçer. Bu yetenekten sonra sana verilen efektle [Pusu]'ya iyice hazýrlanabileceksin.
zts1837e	Dönen Ok - En yüksek seviye
zts1838e	En yüksek seviyedeki dönen ok, bir ölüm darbesiyle eþittir. Rakibin kritik hasar alma olasýlýðý yüksek.
zts1840e	Ajan Kartal
zts1841e	[Takipte] yeteneðiyle kombine edilince kartal, düþmaný takibe alýr.
zts1842e	Av Kartalý
zts1843e	[Takipte] yeteneðiyle kombine edilince kartal, düþmaný takibe alýr ve havadan saldýrýya uðrar.
zts1853e	Sirenlerin þarkýsýyla cezbedilen düþmanlar derin bir uykuya dalar. PvP durumunda efektin süresi yarý yarýya.
zts1854e	Koyun Avý
zts1855e	2. Katýlýmcýyý çaðýr
zts1856e	2. Katýlýmcý arenaya çaðrýlýyor ve sen 30 saniyeliðine onunla savaþabilirsin.
zts1857e	3. Katýlýmcýyý çaðýr
zts1858e	3. Katýlýmcý arenaya çaðrýlýyor ve sen 30 saniyeliðine onunla savaþabilirsin.
zts1859e	Görüþü deðiþtir
zts1860e	Kendi görüþünü savaþan katýlýmcýnýn görüþüne dönüþtürür. Tekrar kullanýlýrsa açý geri deðiþir.
zts1861e	1. Katýlýmcýyý çaðýr
zts1862e	1. Katýlýmcý arenaya çaðrýlýyor ve sen 30 saniyeliðine onunla savaþabilirsin.
zts1866e	Palamut Atmak
zts1867e	Rahatsýz Etmek
zts1868e	Býçak Kesiði
zts1869e	Yýldýrým Kamasý
zts1870e	Atýþ Hançeri
zts1871e	Alev Dansý
zts1872e	Þimþek Fýrtýnasý
zts1873e	Karanlýðýn Yürüyüþü
zts1874e	Çizilmiþ
zts1875e	Büyülenme
zts1876e	Karanlýðýn Gücü
zts1877e	Sihirli Küre
zts1878e	Kara bir sihirli küreye ateþ edip vurur.
zts1879e	Kargaþa
zts1880e	Rakibin zihnini bozar ve kargaþa süresince belli bir süre zarara uðratýr.
zts1881e	Ölüm Kafesi
zts1882e	Düþmaný karanlýk bir hapse sokar. Düþman korku duyar ve hiçir þey yapamaz. Kafes kýrýlýp açýldýðýnda rakip zarara uðrar.
zts1883e	Göz Kýrpma
zts1884e	Hýzla ileri ýþýnlar. Kýsa bir buff uygulanýr.
zts1885e	Lanetin Elleri
zts1886e	Lanetin elleri düþmana dokunarak zarara uðratýr.
zts1887e	Ýllüzyon
zts1888e	Düþmanýn þifa efektini debuffa dönüþtürür. Buna þifa iksirleri de dahil. Karakterin komuta edilmesini tersine çevirir. Canavarlarý korku ve dehþete düþürür.
zts1889e	Büyü Enerjisi Ekstraksiyonu
zts1890e	Zarara uðratýr ve belli bir olasýlýkla hedefin BP'sini çalar.
zts1891e	Düþünce Emilimi
zts1892e	Düþmanýn bir sonraki uðradýðý zararý YP'ye dönüþtürür. Yenilenen YP 10 saniye sonra kaybolur. Tüm YP harcanmýþ bile olsa, sonunda elde yine 1 YP kalýr ve ölünmez.
zts1893e	Namlu Dönüþtürücü
zts1894e	Sihirli küreleri arka arkaya fýrlatýlan namlulara dönüþtürür.
zts1895e	Zaman Kaybý
zts1896e	Rakip becerisinin soðuma süresi artýrýr. Beceri baþarý geçerse, kendi becerinin soðuma süresi azalýr.
zts1897e	Süper Abrakadabra
zts1898e	Yasak büyünün inanýlmaz sihri. Ne kadar büyü gücü varsa, hepsini salar.
zts1907e	Hýzla ileri ýþýnlar. Beceri belli bir olasýlýkla arka arkaya kullanýlabilir.
zts1912e	Þeytani Atýþ
zts1913e	Ýblis Avcýsý'nýn temel saldýrýsýyla rakibe saldýrýr.
zts1914e	Kurþun Yaðmuru
zts1915e	Düþmaný hedef alýr ve tabancayla hýzla ateþ eder.
zts1916e	Ninja Yýldýzý
zts1917e	Atýlýnca saplanmaya imkân verir.
zts1918e	Ýntikam Ruhlarý Yaðmuru
zts1919e	Ýntikam Ruhlarý'ný gökyüzüne uçurur. Hedef bölgedeki her þeyi ve herkesi zarara uðratýr.
zts1920e	Ýntikam Ruhlarýnýn Sarkacý 1
zts1921e	Ýleri fýrlayýp saldýrýr. En fazla üç kere kullanýlýr.
zts1922e	Ýntikam Ruhlarý Hücumu
zts1923e	Ýntikama susamýþ ruhlarý kurþun yerine kullanýp düþmanýn üzerine yaðdýrýr. Büyük zarar uðratýr ve hedefi aðýr yaralar.
zts1924e	Hiddetin Ruhu
zts1925e	Zarara uðratýrsa, güçlenir.
zts1926e	Ruh Çaðýrma
zts1927e	Düz çizgide kurþun fýrlatýr, ruh çaðýrýr ve düþmana saldýrýr.
zts1928e	Ruh Patlamasý
zts1929e	Zaptedilemeyn ruhlarý salar. Rakibi kýsa süreliðine bayýltýr.
zts1930e	Saplantý
zts1931e	Düþmanýn ruhu saplantýlý. Belli bir süre zarar uðratýr. Efekt bitince yakýnlardaki diðer düþmana geçer.
zts1932e	Ruh Kesici
zts1933e	Ruh kesiciyi çaðýrýr ve uzak mesafeden saldýrýr. Düþmanýn þok olup donup kalmasýný saðlar.
zts1934e	Ýntikam Ruhlarýnýn Sarkacý 2
zts1935e	Ýntikam Ruhlarýnýn Sarkacý 3
zts1936e	Ay Gölgesi Sarkacý
zts1937e	Gölge, düþmanýn yolunu keserek saldýrýr.
zts1938e	Ölüm Meleðinin Týrpaný
zts1939e	Kocaman bir týrpanla düþmana saldýrýr.
zts1940e	Yarýcý
zts1941e	Keskin býçakla düþmaný parçalar.
zts1942e	Kan Emici
zts1943e	En yakýnda bulunanlarý keser ve belli oranda YP emilir.
zts1944e	Ölüm yaklaþtý
zts1945e	Düþmana doðru ilerler ve kýsa mesafeden saldýrýr.
zts1946e	Ruh Ýnciten
zts1947e	Arka ve önde bulunan düþmanlarý uzaklaþtýrýr ve yavaþlatýr.
zts1948e	Mutlak Zýrh
zts1949e	Mutlak zýrh savunmayý ve istem dýþý harekete karþý koyma þansýný artýrýr. Bu etki belirli bir hasar miktarýndan sonra kaybolur.
zts1950e	Ruh Avcýsý
zts1951e	Kýsa mesafedeki düþmanlarý karakterin önüne çekip getirir. Belli olasýlýkla [Ruh Emilimi] efektiyle uygulanýr.
zts1952e	Ölüm Týrpaný
zts1953e	Týrpaný düþmanýn üzerine atar ve [ölüm iþareti] býrakýr.
zts1954e	Ölümün Gölgesi
zts1955e	Uzak mesafedeki düþmanlara belli bir olasýlýkla [Ölüm Gölgesi] uygular. [Ölüm Ýþareti] efektiyle düþmanlari ek hzarara uðratýr. Canavarlarý korku ve dehþete düþürür.
zts1956e	Süre Deðiþtirici
zts1957e	Becerinin soðuma süresini %80 azaltýr. [Ruh Emilimi] kullanýlýrsa, becerilerin soðuma süreleri %80 azalýr. Ruh kaybolur.
zts1958e	Ruh Ayrýlmasý
