zts1e	Abenteurerausbildung für Anfänger
zts1502e	Du hast alle verschiedenen Sorten des Feenstaubes eingesammelt. Bringe sie zu Kamil!
zts1503e	Erledige die Geleittruppen im Räuberinnenhof und die Wächtertruppen im Räuberzentrum!
zts1504e	Du hast die merkwürdigen Taschen beschafft. Bringe sie zu Kamil!
zts1505e	Bringe Repräsentant Rushaldin die gesammelten Beweise!
zts1506e	Bringe die Beweise zu Velmon in der Zone des Chaos!
zts1507e	Bringe Repräsentant Rushaldins Brief zu Xavier!
zts1508e	Erledige Shorans Patrouillen-Assassinen und Patrouillen-Jäger im Wüstenräuberlager!
zts1509e	Du hast Shorans Truppen erledigt: Berichte Kamil davon!
zts1510e	Erledige Shays Patrouillen-Samurai und Patrouillen-Zündler im Wüstenräuberlager!
zts1511e	Du hast Shays Truppen erledigt: Berichte Kamil davon!
zts1512e	Erledige Shorans Transport-Samurai und Transport-Zündler im Wüstenräuberlager!
zts1513e	Suche die Medizinflasche im Wüstenräuberlager!
zts1514e	Du hast die Medizinflasche gefunden. Bringe sie zu Kamil!
zts1515e	Probiere die Medizinflasche an dem ruhenden Räuber im Wüstenräuberlager aus!
zts1516e	Du hast die Medizin erfolgreich benutzt. Berichte Kamil davon!
zts1517e	Bringe den Bericht zu Repräsentant Rushaldin ins Wüstenräuberlager!
zts1518e	Bringe den Brief zu Velmon!
zts1519e	Überbringe Xavier den Brief!
zts1520e	Bringe die Medizinflasche zu Kamil!
zts1521e	Bringe die Medizinflasche zu Repräsentant Rushaldin!
zts1522e	Bringe die Medizinflasche und den Brief zu Velmon!
zts1523e	Bringe die Medizinflasche zu Xavier!
zts1524e	Bringe die Medizinflasche und den Brief zu Hohepriester Eladin!
zts1525e	Gehe zu Repräsentantin Semia ins Akamurquartier!
zts1526e	Suche die Truhen der Akamurhändler in Kerus und Gartons Lager!
zts1527e	Du hast die Essenzen eingesammelt. Bringe sie zu Hohepriester Eladin!
zts1528e	Bringe das Gegenmittel zu Rushaldin ins Wüstenräuberlager!
zts1529e	Verwende das Gegenmittel an der ruhenden Transporteinheit im Wüstenräuberlager!
zts1530e	Du hast das Gegenmittel erfolgreich angewendet. Berichte Repräsentant Rushaldin davon!
zts1531e	Verwende das Gegenmittel an der ruhenden Patrouille im Wüstenräuberlager!
zts1532e	Verwende das Gegenmittel an der toten Eliteeinheit im Wüstenräuberlager!
zts1533e	Bringe Repräsentant Rushaldins Brief zu Kamil im Räuberinnenhof!
zts1534e	Bringe Velmon die Liste der Wüstenräuber!
zts1535e	Bringe die Liste der Wüstenräuber zu Xavier!
zts1536e	Erledige die Kommandanten in den vier Lagern und sammle die Befehlslisten!
zts1537e	Du hast die Befehlslisten eingesammelt: Bringe sie zu Kamil!
zts1538e	Erledige alle Kommandanten im Astertempel und sammle die Befehlslisten!
zts1539e	Du hast die Befehlslisten eingesammelt. Bringe sie zu Kamil!
zts1540e	Überbringe Repräsentant Rushaldin die Informationen von Kamil!
zts1541e	Rede mit Velmon in der Zone des Chaos!
zts1542e	Rede mit Xavier!
zts1543e	Bringe die verlorenen Waren zurück, die sich in Kerus Lager, Gartons Lager, dem Wüstenräuberlager und dem Räuberzentrum befinden!
zts1544e	Du hast die Waren eingesammelt: Bringe sie zu Paul in der Wüstenadlerstadt!
zts1545e	Erledige die Räuber in Kerus Lager, Gartons Lager, dem Wüstenräuberlager und dem Räuberinnenhof und bringe die gestohlenen Waren zurück!
zts1546e	Du hast die Waren eingesammelt. Bringe sie zu Delmon Milow in der Wüstenadlerstadt!
zts1547e	Untersuche die bisher noch Unentdeckte Merkwürdige Truhe in der Zone des Chaos!
zts1548e	Rede mit Velmon über die Truhe!
zts1549e	Erledige Shorans Transport-Jäger und Shorans Transport-Zündler im Wüstenräuberlager!
zts1550e	Bitte Kamil um Rat!
zts1551e	Erledige Kommandant Shoran und bringe Delmon Milow Delmons Wecker zurück!
zts1552e	Du hast den Wecker erhalten. Gehe zu Kamil zurück!
zts1553e	Bringe Velmon den Wecker und den Brief!
zts1554e	Bringe Delmon Milow seinen Wecker zurück!
zts1555e	Berichte Hohepriester Eladin von Xavier!
zts1556e	Jage Sturmsand-Prädatoren in Melkis Lagerumfeld!
zts1557e	Du hast alle Sturmsand-Prädatoren erledigt. Berichte Hazel davon.
zts1558e	Erledige Kundschafter von Neils Spähtrupp und sammle den ersten Aufklärungsbericht ein!
zts1559e	Erledige den Kundschafter von Gartons Spähtrupp in Gartons Lager und nimm ihm den Bericht über den Tempelplatz ab.
zts1560e	Erledige Zündler von Gartons Spähtrupp in Gartons Lagerumfeld und sammle den Bericht über den Tempelplatz ein.
zts1561e	Erledige den Kundschafter von Gartons Spähtrupp am Tempelpfad!
zts1562e	Erledige Gartons Elite-Assassinen und Kommandant Garton selbst in Gartons Lager!
zts1563e	Erledige Shorans Transport-Jäger und Shorans Transport-Zündler im Wüstenräuberlager!
zts1564e	Erledige die Kundschafter von Gartons Spähtrupp am Tempelpfad und sammle den Bericht des Tempels!
zts1565e	Erledige Wüstensand-Prädatoren in der verlorenen Wüste und sammle Sandessenzen!
zts1566e	Erledige die Wüstensand-Prädatoren in der verlorenen Wüste und sammle Windessenzen!
zts1567e	Du hast die Windessenzen eingesammelt. Gehe damit zu Velmon.
zts1569e	Bitte von Calvin Coach (täglich)
zts1570e	Calvin Coach aus NosVille bittet dich, die Huhnkönigin, die die mutierten Küken ausbrütet, zu erledigen. Als Belohnung wird er dir eines von vielen speziellen Ostergeschenken geben.
zts1571e	Hol dir die Belohnung von Calvin Coach ab, nachdem du den Huhnkönigin-Raid erfolgreich abgeschlossen hast!
zts1572e	Über das "brennende Schwert"
zts1573e	Priesterin Serizad erzählt dir über die Erkundung des brennenden Schwertes.
zts1574e	Hintergrundgeschichte zum brennenden Schwert
zts1575e	Tritt ein in die Aura des brennenden Schwertes.
zts1576e	Hitze des brennenden Schwertes
zts1577e	Berichte Priesterin Serizad über die Hitze des brennenden Schwertes.
zts1578e	Finde einen Weg, um der Hitze des brennenden Schwertes zu entgehen.
zts1579e	Frage Hohepriester Eladin im Astertempel, wie du der Hitze des brennenden Schwertes entgehen kannst.
zts1580e	Ein Kenner der geheimen Methode
zts1581e	Xavier kennt sich angeblich mit der geheimen Methode aus. Gehe zu ihm in die Zone des Chaos und frage nach dieser Methode!
zts1582e	Medikament aus der Zone des Chaos
zts1583e	Bringe Xavier das Medikament aus der Zone des Chaos, dass du von Bolporti, dem Seidenweber, erhalten hast!
zts1584e	Erlernen der geheimen Methode abgeschlossen.
zts1585e	Du weißt nun, wie man die gleißende Hitze des brennenden Schwertes überstehen kann. Kehre zu Priesterin Serizad zurück.
zts1586e	Auf nach Glacernon
zts1587e	Bringe Priesterin Serizad Eisblumen aus Glacernon.
zts1588e	Einbruch in Melkis Lager
zts1589e	Erledige die Wüstenräuber in Melkis Lager!
zts1590e	Rückkehr von Melkis Lager
zts1591e	Berichte Hazel davon!
zts1592e	Frage den Akamurhändler um Rat!
zts1593e	Gehe zum Akamurlager und triff Hazel!
zts1594e	Begib dich in die Gewölbe des Tempels!
zts1595e	Meistere den Timespace in den Katakomben des Rashidtempels!
zts1596e	Pforte aus Sand
zts1597e	Beschwöre einen Hüter der Relikte und vernichte ihn.
zts1598e	Erzähle, was du über die Relikte weißt!
zts1599e	Kehre zu Michol zurück und berichte ihm davon.
zts1600e	Berichte über den Hüter der Relikte.
zts1601e	Kehre zur Priesterin Serizad zurück und berichte ihr davon.
zts1602e	Aufbau des Lagers
zts1603e	Hilf dem Militäringenieur!
zts1604e	Auf zum Tempelplatz
zts1605e	Brich auf und triff Michol am Tempelplatz!
zts1606e	Portal in die Region des brennenden Schwertes
zts1607e	Erledige die Feinde und Monster in der Gegend des brennenden Schwertes!
zts1608e	John, der Abenteurer
zts1609e	Triff dich mit John, dem Abenteurer. Er hält sich in der Region des brennenden Schwertes auf.
zts1610e	Die glühenden Monster des brennenden Schwertes
zts1611e	Erlege die glühenden Monster in der Region des brennenden Schwertes!
zts1612e	Seltsame Erschütterung
zts1613e	Ich habe eine seltsame Erschütterung verspürt. Erzähle am besten Priesterin Serizad davon!
zts1614e	Siegel des brennenden Schwertes
zts1615e	Es ist ein Problem mit dem Zwischensiegel des brennenden Schwertes aufgetreten. Erkunde den Timespace und finde heraus, was passiert ist.
zts1616e	Das Zwischensiegel ist zerstört.
zts1617e	Das Zwischensiegel ist zerstört. Rede mit John, dem Abenteurer, darüber!
zts1618e	Monster der sengenden Hitze
zts1619e	Beschaffe dir Kertos' und Valakus' Raidsiegel und geh damit zu Priesterin Serizad.
zts1620e	Identifizierung des Siegels
zts1621e	Erkundige dich bei Hohepriester Eladin nach den starken Monstern!
zts1622e	Gefahr des Absturzes
zts1623e	Kehre zu Priesterin Serizad zurück und erzähle ihr davon!
zts1624e	Zum letzten Siegel
zts1625e	Ich muss das letzte Siegel des brennenden Schwertes unbedingt beschützen. Ich gehe sofort in den Timespace!
zts1626e	Das Siegel wurde beschützt.
zts1627e	Gehe zurück zu Priesterin Serizad!
zts1628e	Feuergott Grenigas
zts1629e	Schließe den Raid gegen Feuergott Grenigas erfolgreich ab.
zts1630e	Die errettete Welt
zts1631e	*Bitte Priesterin Serizad, das Siegel gut aufzubewahren und mit ihrem Leben zu beschützen!*
zts1632e	Sammle noch mehr Eisblumen! (tägliche Quest)
zts1633e	Überfalle das Lager der Wüstenräuber! (tägliche Quest)
zts1635e	Sammle Material für den Lageraufbau (tägliche Quest)
zts1637e	Erkunde die Gewölbe des Tempels (tägliche Quest)
zts1638e	Täglicher Gefallen für Captain Jack Panon
zts1639e	Jage Piraten Jackpen!
zts1640e	Jage Piraten Kangpen!
zts1641e	Nach dem erfolgreichen Abschließen des Piratenraids, erhältst du von Captain Jack Panon eine Belohnung.
zts1642e	Sammle Limettensaft!
zts1643e	Sammle Piratentücher!
zts1644e	Wenn du fertig bist, gehe zu Priesterin Serizad und weihe sie ein!
zts1645e	Du hast die Pergamentrolle des magischen Kamels erhalten.
zts1646e	Wenn du etwas Zeit hast, hilf dem Militäringenieur bei seiner Arbeit!
zts1647e	Zerschlage den Feuergott Grenigas!
zts1648e	Bring dem Militäringenieur die benötigten Materialien!
zts1649e	Einbruch in Melkis Lager
zts1650e	Kerus Lager überfallen (tägliche Quest)
zts1651e	Erledige die Wüstenräuber in Kerus Lager!
zts1652e	Gartons Lager überfallen (tägliche Quest)
zts1653e	Erledige die Wüstenräuber in Gartons Lager!
zts1654e	Wenn du fertig bist, berichte Hazel davon!
zts1655e	Magischer Sand
zts1656e	Begib dich auf den Weg zu John, dem Abenteurer, in der Region des brennenden Schwertes!
zts1657e	Erledige Gluthunde!
zts1658e	Du hast die Gluthunde erledigt. Berichte John, dem Abenteurer, davon.
zts1659e	Priesterin Serizad sucht dich. Laufe schnell zu ihr.
zts1660e	Geh zu Michol zum Tempelplatz und erkundige dich, ob neue Relikte aufgetaucht sind!
zts1661e	Erkunde den Timespace in den heiligen Katakomben das Rashidtempels!
zts1662e	Bringe Michol, der am Tempelplatz auf dich wartet, das Grenigas-Relikt.
zts1663e	Geh zu John, dem Abenteurer, und frage ihn nach dem momentanen Fortschritt seiner Arbeit.
zts1664e	Jage Magmaros und Gluthunde!
zts1665e	Sehr gut! Du hast alle Monster erledigt. Berichte John, dem Abenteurer, davon.
zts1666e	Suche in Valakus' Klauen nach dem Flammenalchemisten!
zts1667e	Jage die Feuerspinnen, die wir Valaket nennen, um ihnen die Eier abzujagen.
zts1668e	Du hast genügend Eier von Valaket gesammelt. Kehre zurück zum Flammenalchemisten.
zts1669e	John, der Abenteurer, hat ein Zwischensiegel entdeckt. Geh schnell zu ihm!
zts1670e	Berichte Priesterin Serizad davon, dass das Zwischensiegel entdeckt wurde.
zts1671e	Nun mach dich auf den Weg und erkunde den Timespace in Valakus' Klauen. Viel Glück!
zts1672e	Das Zwischensiegel wurde zerstört. Gehe schnell zu Priesterin Serizad und erzähle ihr davon!
zts1673e	Berichte John, dem Abenteurer, davon, dass das Zwischensiegel zerstört wurde.
zts1674e	Jage Phönix und lodernde Kreaturen!
zts1675e	Erstatte John, dem Abenteurer, Bericht.
zts1676e	Zeige Priesterin Serizad die Raidsiegel von Kertos und Valakus, die du von John erhalten hast.
zts1677e	Mach dich auf den Weg zu Hohepriester Eladin im Astertempel. Er kann dir mehr über die mächtigen Monster sagen.
zts1678e	Zerschlage Kertos und kehre zu Priesterin Serizad zurück!
zts1679e	Vernichte Valakus und kehre zu Serizad zurück!
zts1680e	Erstatte Priesterin Serizad Bericht.
zts1681e	Sprich mit John, dem Abenteurer.
zts1682e	Erkundige dich beim Flammenalchemisten über den den Fortschritt seiner Arbeit.
zts1683e	Jage Flammengiganten und sammle deren Herzen!
zts1684e	Du hast nun genügend Herzen der Flammengiganten gesammelt. Geh damit zum Flammenalchemisten!
zts1685e	Bringe John, dem Abenteurer, den Hitzewiderstandstrank!
zts1686e	Das letzte Siegel des brennenden Schwertes muss beschützt werden. Begib dich in den Timespace an Katols Straße.
zts1687e	Vernichte Feuergott Grenigas und kehre anschließend zu Priesterin Serizad zurück.
zts1688e	Monster in der Region des brennenden Schwertes erledigen (täglich)
zts1689e	Erledige alle Monster, die die Erkundung behindern.
zts1690e	Erstatte John, dem Abenteurer, Bericht.
zts1691e	Zutaten für den Hitzewiderstandstrank sammeln (täglich)
zts1692e	Erledige Valaket und besorge die Eier dieser Feuerspinne!
zts1693e	Erstatte dem Flammenalchemisten Bericht
zts1694e	Erledige Flammengiganten und bringe deren Herzen zu mir!
zts1695e	Süßes oder Saures (Eric)
zts1696e	Triff Eric, wenn du Jack O'Lantern im Raid besiegen konntest.
zts1697e	Rede mit Eric und hole dir deine Belohnung!
zts1698e	Süßes oder Saures (Mary)
zts1699e	Jage die Schergen von Jack O'Lantern!
zts1700e	Gehe zurück zu Mary und hole dir deine Belohnung!
zts1701e	Süßes oder Saures (Eva Energy)
zts1702e	Sammle Kürbissirup! Du musst ihn Jack O'Lanterns Schergen abjagen!
zts1703e	Triff Eva Energy und hole dir deine Belohnung!
zts1704e	Süßes oder Saures (Malcolm Mix)
zts1705e	Sprich mit Mimi Mentor, um einen todschicken Kürbishut (1 Tag) zum Aufsetzen zu erhaschen!
zts1706e	Gehe zurück zu Malcolm Mix und hole dir deine Belohnung!
zts1707e	Süßes oder Saures (Teoman Topp)
zts1708e	Sammle Kürbisse! Du musst sie Jack O'Lantern Gefolge abjagen!
zts1709e	Kehre zu Teoman Topp zurück und hole dir deine Belohnung!
zts1713e	Erledige den Feuerslade in der stillgelegten Mine 1! Du gelangst dorthin, wenn du durch die stillgelegte Mine am Fernonvorposten gehst.
zts1714e	Stöbere den Höllenhund auf! Beim Level 42 - Timespace riecht es verdächtig nach diesen Kötern!
zts1746e	Tägliche Quest (Weihnachtsmann)
zts1747e	Jage den hässlichen und abscheulichen Rudolf, wenn sie aus dem versiegelten Weihnachtsgefäß herauskommen!
zts1748e	Kehre zurück zum Weihnachtsmann und hole dein Geschenk!
zts1749e	Tägliche Quest (Schluri)
zts1750e	Bringe Weihnachtsglöckchen zu Schluri. Du ergatterst sie aus der Schneemann-Raidbox.
zts1751e	Gehe zurück zu Schluri und staube deine Belohnung ab!
zts1752e	Tägliche Quest (Eva Energy)
zts1753e	Schließe den Schneemann-Raid erfolgreich ab und hole dir deine Belohnung von Eva Energy!
zts1754e	Tägliche Quest (Malcolm Mix)
zts1755e	Sammle Eisblumenkristalle in Glacernon!
zts1756e	Tägliche Quest (Teodor Topp)
zts1757e	Bringe ein Spende für die Armen zu Mimi Mentor!
zts1758e	Gehe zurück zu Teodor Topp und staube deine Belohnung ab!
zts1759e	Tägliche Quest (Soraya Style)
zts1760e	Bringe die magische Wolle und die magische Stricknadel zu Soraya Style!
zts1761e	Bringe den flauschigen Schal zu Calvin Coach!
zts1762e	Kehre zu Soraya Style zurück und erzähle ihr von Calvins Empfinden!
zts1765e	Bringe Federn der Huhnkönigin zu Malcolm. Du erhältst sie aus der Raidbox des Huhnkönigin-Raids.
zts1766e	Tägliche Quest (Mimi Mentor)
zts1767e	Wenn du den Raid der Huhnkönigin erfolgreich gemeistert hast, hole dir deine Belohnung bei Mimi Mentor ab!
zts1768e	Kehre zu Mimi Mentor zurück und schnappe dir deine Belohnung!
zts1769e	Finde die gelben Ostereier, die im Dorf versteckt sind.
zts1770e	Tägliche Quest (Calvin Coach)
zts1771e	Hole dir Calvins Ostergeschenk ab!
zts1772e	Bringe Calvins Ostergeschenk zu Soraya!
zts1773e	Gehe zurück zu Calvin und erhalte deine Belohnung!
zts1774e	Besorge dir rote Ostereier durch das Jagen von Monstern und bringe sie zu Eva Energy!
zts1776e	Begib dich zur Steinklippe 1 bei den sonnigen Wiesen!
zts1777e	Begib dich zum Zauberturm 4 beim Fernontempel!
zts1778e	Durchtrenne den ersten Energiestrom im Spirallabyrinth O!
zts1779e	Durchtrenne den zweiten Energiestrom im Spirallabyrinth W!
zts1780e	Durchtrenne den dritten Energiestrom im Spirallabyrinth S!
zts1781e	Durchtrenne den vierten Energiestrom im Spirallabyrinth N!
zts1782e	Helden des Feuers
zts1783e	Höre dir an, welche Geschichte Großmagier Kan zu erzählen hat.
zts1784e	Sprich mit Riana!
zts1785e	Sammle das Horn des Basilisken!
zts1786e	Frage Riana, ob sie den Helm reparieren kann.
zts1787e	Bringe Robertos Helm zu Großmagier Kan.
zts1788e	Rede mit Nephi!
zts1789e	Sammle mysteriösen Sand ein!
zts1790e	Tausche den mysteriösen Sand gegen Irenes Brille ein!
zts1791e	Bringe Irenes Brille zu Großmagier Kan.
zts1792e	Sprich mit Präsident Noah!
zts1793e	Schaffe die Anführer der Wüstenräuber beiseite!
zts1794e	Kehre zurück zu Präsident Noah!
zts1795e	Bringe Haralds Handschuh zu Großmagier Kan.
zts1796e	Triff die großen Helden des Feuers im Timespace!
zts1797e	Erzähle Großmagier Kan, was du im Timespace erlebt hast.
zts1798e	Sammle Seemannszeichen!
zts1799e	Wear Straw hat(1 day) and talk with Captain Jack panon.
zts1800e	Jage Captain Pete O' Pengs Crew zur Hölle!
zts1801e	Suche O' Pengs Schatzkarten!
zts1802e	Trage den Strohhut (1 Tag) und kehre zu Captain Jack Panon zurück!
zts1803e	Jage Monster und sammle Kürbissirup!
zts1804e	Setze den glühenden Kürbishut (1 Tag) auf und kehre zu Mimi Mentor zurück!
zts1805e	Sammle Kürbisse aus der Truhe von Jack O'Lantern!
zts1806e	Die Wikingerfamilie
zts1807e	Schnell, hol Eiswürfel, bevor der Körper von Flocke komplett geschmolzen ist!
zts1808e	Begib dich zu Malcolm Mix! Er kann dir mehr darüber erzählen, wie du die Wikingerfamilie aufweckst!
zts1809e	Begib dich zu Calvin Coach! Er kann dir mehr darüber erzählen, wie du die Wikingerfamilie aufweckst!
zts1810e	Erzähle Flocke, der Schneefee, wie man die Wikinger aufweckt!
zts1811e	Beauftrage Teoman Topp, ein Rufhorn herzustellen!
zts1812e	Bringe Teoman Topp die benötigten Materialien zur Herstellung des Rufhorns!
zts1813e	Das Rufhorn ist fertiggestellt. Kehre zu Flocke zurück!
zts1814e	Blase das Rufhorn und richte es auf Flocke!
zts1815e	Gehe in den Timespace zur Wikingerfamilie!
zts1816e	Erzähle Flocke, der Schneefee, was du im Timespace erlebt hast!
zts1817e	Energie der Klangblume
zts1818e	Erhalte einen Verstärkungseffekt, nachdem du die Quest der Klangblume erledigt hast.
zts1819e	Glacerus, der Eiskalte
zts1820e	Finde diesen verdächtigen Gletscher im Umfeld der Zone des Chaos!
zts1821e	Lass uns den vereisten Seelenstein genauer betrachten.
zts1822e	Kehre zu Felix Frost zurück.
zts1823e	Frage Riana im Schatzsucherlager nach Zangpos buddhistischer Gebetskette!
zts1824e	Bezahle Serena 100.000 Gold für die wichtigen Informationen!
zts1825e	Gelange an Zangpos buddhistische Gebetskette, indem du Wüstensand-Füchse erledigst!
zts1826e	Bringe Zangpos buddhistische Gebetskette zum vereisten Seelenstein!
zts1827e	Gehe zu Felix Frost zurück und hole dir mehr Informationen.
zts1828e	Frage Velmon nach Falkons Trainingshandschuhen!
zts1829e	Überfalle Gartons Elite-Samurai, die die Zone des Chaos bedrohen!
zts1830e	Jage Kommandant Garton den Angriffsbefehl für die Zone des Chaos ab!
zts1831e	Hole dir Falkons Trainingshandschuhe bei Velmon ab!
zts1832e	Bringe Falkons Trainingshandschuhe zum vereisten Seelenstein!
zts1833e	Frage Felix nach Elisias Haarschmuck!
zts1834e	Gehe zu Nephi und erkundige dich nach Elisias Haarschmuck!
zts1835e	Bringe die Eisblumen zu Nephi und tausche sie gegen Elisias Haarschmuck ein!
zts1836e	Kehre zum vereisten Seelenstein zurück, um Elisia den Haarschmuck zurückzugeben!
zts1837e	Begib dich in den Timespace - die Macht der altehrwürdigen Seelen wird mit dir sein!
zts1838e	Mache dich auf den Weg zum vereisten Seelenstein und erzähle von der Zerstörung des Eissiegels!
zts1839e	Zeige Felix die Schriftrolle der Eiseskälte!
zts1840e	Setz dir die Navy-Mütze (1 Tag) auf und rede mit Captain Jack Panon!
zts1841e	Frische Leber, Bitte!
zts1842e	Jage Monster auf generellen Maps und sammle frische Leber.
zts1843e	Foxys Urteil
zts1844e	Schließe Foxys Raid erfolgreich ab.
zts1845e	Fuchsjagd
zts1846e	Jage Füchse und Dusifüchse!
zts1847e	Jemand, der die Wahrheit kennt
zts1848e	Triff Mister Parks Drittgeborenen!
zts1849e	Verlorene Vorbereitung
zts1850e	Sammle blaue, gelbe und rote Fläschchen!
zts1851e	Was steckt im roten Fläschchen?
zts1852e	1,2 oder 3 … benutze das rote Fläschchen gegen Foxy.
zts1853e	Jage Füchse und Dusifüchse!
zts1854e	Auf der Suche nach der Mutter der Geschwister - Teil 1
zts1855e	Finde den Tiger namens Maru.
zts1856e	Auf der Suche nach der Mutter der Geschwister - Teil 2
zts1857e	Sammle Bohnenmehlkuchen und roten Bohnenreiskuchen.
zts1858e	Auf der Suche nach der Mutter der Geschwister - Teil 3
zts1859e	Triff den Wanderer.
zts1860e	Rette die Geschwister.
zts1861e	Vernichte Maru, den majestätischen Tiger!
zts1862e	Ich brauche Sesamöl.
zts1863e	Sammle 5 Flaschen Sesamöl.
zts1864e	Hungbu wurde reich.
zts1865e	Triff Hungbu!
zts1866e	Hungbus seltsames Samenkorn
zts1867e	Öffne Hungbus merkwürdigen Flaschenkürbis.
zts1868e	Frucht von Hungbus Samenkorn
zts1869e	Triff Nolbu!
zts1870e	Nolbus seltsames Samenkorn
zts1871e	Öffne Nolbus merkwürdigen Flaschenkürbis.
zts1872e	Frucht von Nolbus Samenkorn
zts1873e	Gruselige Teufelchen
zts1874e	Jage Hongbi und Cheongbi!
zts1875e	Verletzte Schwalbe
zts1876e	Sammle Kuren!
zts1877e	Verhexter Soldat (1)
zts1879e	Verhexter Soldat (2)
zts1880e	Verdächtige Frau
zts1881e	Verhexter Soldat (3)
zts1882e	Verhexter Soldat (5)
zts1884e	Verhexter Soldat (6)
zts1885e	Verhexter Soldat (7)
zts1886e	Sammle die Seelensplitter.
zts1887e	Vernichte Hexe Laurena (1)
zts1888e	Sammle Saat der Verdammnis von der Giftpflanze der Verdammnis.
zts1889e	Vernichte Hexe Laurena (2)
zts1890e	Vernichte Hexe Laurena (3)
zts1891e	Für das Heldentum
zts1892e	Vernichte Hexe Laurena (4)
zts1893e	Verhexter Soldat (4)
zts1894e	Finde den Soldaten!
zts1895e	Gehe an den Ort, von dem Sarakael gesprochen hat.
zts1896e	Sprich mit Sarakael.
zts1897e	Raphaels Geschichte
zts1898e	Auf der Spur nach Häschen
zts1899e	Möhre und Häschen
zts1900e	Das Häschen mit der Möhre anlocken
zts1901e	Finde die Hasenfamilie!
zts1902e	Häschenversteck
zts1903e	Bestrafe Lola Löffel!
zts1904e	Bestrafe Lola Löffel und hole die Schätze zurück!
zts1905e	Raphaels Zwiespalt
zts1906e	Die Schildkröte ist verdächtig, aber wir müssen uns erst um die Schätze kümmern.
zts1907e	Ginsenggräber
zts1908e	Finde Ginsengblätter!
zts1909e	Hasenhöhle
zts1910e	Erzähle Raphael davon!
zts1911e	Suche die Häschenfährte!
zts1912e	Finde ein Mitglied der Hasenfamilie!
zts1913e	Meerespalast
zts1914e	Ein Palast unter dem Meer.
zts1915e	Bestrafe Lola Löffel und kehre zu Raphael zurück!
zts1916e	Raphaels Zwiespalt
zts1917e	Die Schildkröte ist verdächtig, aber wir müssen uns erst um die Schätze kümmern.
zts1918e	Der Eine vom Meerespalast
zts1919e	Fragwürdige Person
zts1920e	Sprich mit Graham.
zts1921e	Verschollenes Archipel 1
zts1922e	Sprich mit Graham.
zts1923e	Verschollenes Archipel 2
zts1924e	Verschollenes Archipel 3
zts1925e	Sprich mit dem Engel.
zts1926e	Verschollenes Archipel 4
zts1927e	Sprich mit dem Dämon.
zts1928e	Verschollenes Archipel 5
zts1929e	Engel versus Dämonen 1
zts1930e	Sprich mit Engel Asael.
zts1931e	Engel versus Dämonen 2
zts1932e	Finde die Spur des Erkundungstrupps aus Mystic Heaven beim Höllentor 1.
zts1933e	Engel versus Dämonen 3
zts1934e	Engel versus Dämonen 4
zts1935e	Erledige die Dämonen und kehre zu Asael zurück.
zts1936e	Engel versus Dämonen 5
zts1937e	Sprich mit Engel Ramel.
zts1938e	Engel versus Dämonen 6
zts1939e	Bringe Schwänze und Hörner von Bacoom zu Ramel.
zts1940e	Engel versus Dämonen 7
zts1941e	Engel versus Dämonen 8
zts1942e	Sprich mit Engel Sakiel.
zts1943e	Engel versus Dämonen 9
zts1944e	Bringe den dunklen Energiestein zu Sakiel.
zts1945e	Engel versus Dämonen 10
zts1946e	Engel versus Dämonen 11
zts1947e	Engel versus Dämonen 12
zts1948e	Schließe Zenas' Raid 1-mal erfolgreich ab.
zts1949e	Engel versus Dämonen 13
zts1950e	Für überzeugende Dämonen
zts1951e	Engel versus Dämonen 14
zts1952e	Sprich mit Dämon Barak.
zts1953e	Engel versus Dämonen 15
zts1954e	Berichte Barak vom Gemetzel an den Engeln.
zts1955e	Engel versus Dämonen 16
zts1956e	Sammle instabile Energie durch das Erledigen von Zeloten.
zts1957e	Engel versus Dämonen 17
zts1958e	Engel versus Dämonen 18
zts1959e	Sprich mit Dämon Zepharr.
zts1960e	Engel versus Dämonen 19
zts1961e	Bringe Unschuldsseelen zu Zepharr.
zts1962e	Engel versus Dämonen 20
zts1963e	Engel versus Dämonen 21
zts1964e	Sprich mit Dämon Polneus.
zts1965e	Engel versus Dämonen 22
zts1966e	Kehre nach dem Gemetzel an den Engeln zu Polneus zurück.
zts1967e	Engel versus Dämonen 23
zts1968e	Bringe heiliges Blut zu Polneus.
zts1969e	Engel versus Dämonen 24
zts1970e	Engel versus Dämonen 25
zts1971e	Engel versus Dämonen 26
zts1972e	Schließe Erenias Raid ein Mal erfolgreich ab.
zts1973e	Engel versus Dämonen 27
zts1974e	Berichte Graham vom Ergebnis.
zts1975e	Sprich mit Dämon Barak.
zts1976e	Riesenheiligenstein
zts1977e	Vermisste Patrouille
zts1978e	Hör dir an, was Kreuzritter Graham zu erzählen hat.
zts1979e	Vermisste Patrouille (2)
zts1980e	Hör dir an, was der Kreuzritter-Hauptmann zu erzählen hat.
zts1981e	Auf zu neuen Abenteuern!
zts1982e	Sprich mit dem Kapitän vor dem Flugschiff.
zts1983e	Schlechtes Timing
zts1984e	Sammle Materialien für die Reparatur des Motors.
zts1985e	Gieriger Kapitän
zts1986e	Gehe an Bord des Flugschiffs
zts1987e	Zum verbotenen Ort
zts1988e	Sprich mit dem Hauptmann.
zts1989e	Die Suche
zts1990e	Finde Spuren der Patrouille.
zts1991e	Die Suche (2)
zts1992e	Folge den Spuren der Patrouille.
zts1993e	Die Suche (3)
