zts1e	Spezialangriff
zts1094e	Mit %s%% Wahrscheinlichkeit wird der Schatten-Angriffsschaden um %s%% erhöht.
zts1095e	Mit %s%% Wahrscheinlichkeit wird der Schatten-Angriffsschaden um %s%% reduziert.
zts1102e	Der Schaden gegen Pflanzen mit niedrigem Level ist um %s%% erhöht.
zts1103e	Der Schaden gegen Pflanzen mit niedrigem Level ist um %s%% reduziert.
zts1104e	Der Schaden gegen Tiere mit niedrigem Level ist um %s%% erhöht.
zts1105e	Der Schaden gegen Tiere mit niedrigem Level ist um %s%% reduziert.
zts1106e	Der Schaden gegen Monster mit niedrigem Level ist um %s%% erhöht.
zts1107e	Der Schaden gegen Monster mit niedrigem Level ist um %s%% reduziert.
zts1108e	Der Schaden gegen Kovolts ist um %s%% erhöht.
zts1109e	Der Schaden gegen Kovolts ist um %s%% reduziert.
zts1110e	Der Schaden gegen Catsys ist um %s%% erhöht.
zts1111e	Der Schaden gegen Catsys ist um %s%% reduziert.
zts1116e	Der Schaden gegen Seelen mit niedrigem Level ist um %s%% reduziert.
zts1117e	Der Schaden gegen Engel ist um %s%% erhöht.
zts1118e	Der Schaden gegen Engel ist um %s%% reduziert.
zts1119e	Der Schaden gegen Dämonen ist um %s%% erhöht.
zts1120e	Der Schaden gegen Dämonen ist um %s%% reduziert.
zts1126e	Der Schaden gegen Monster im Land der Toten ist um %s%% reduziert.
zts1127e	Der Schaden gegen Monster aus Versiegelten Gefäßen ist um %s%% erhöht.
zts1128e	Der Schaden gegen Monster aus Versiegelten Gefäßen ist um %s%% reduziert.
zts1129e	Der Erfahrungsgewinn ist um %s%% erhöht.
zts1130e	Der Erfahrungsgewinn ist um %s%% reduziert.
zts1131e	Der Job-Erfahrungsgewinn ist um %s%% erhöht.
zts1132e	Der Job-Erfahrungsgewinn ist um %s%% reduziert.
zts1138e	Die Angriffs-Skillpunkte deines Spezialisten sind um %s reduziert.
zts1139e	Die Verteidigungs-Skillpunkte deines Spezialisten sind um %s erhöht.
zts1140e	Die Verteidigungs-Skillpunkte deines Spezialisten sind um %s reduziert.
zts1141e	Die Element-Skillpunkte deines Spezialisten sind um %s erhöht.
zts1142e	Die Element-Skillpunkte deines Spezialisten sind um %s reduziert.
zts1143e	Die HP/MP-Skillpunkte deines Spezialisten sind um %s erhöht.
zts1144e	Die HP/MP-Skillpunkte deines Spezialisten sind um %s reduziert.
zts1150e	Sämtliche Angriffe sind um %s%% erhöht.
zts1151e	Sämtliche Angriffe sind um %s%% reduziert.
zts1152e	Nahangriffe sind um %s%% erhöht.
zts1153e	Nahangriffe sind um %s%% reduziert.
zts1154e	Fernangriffe sind um %s%% erhöht.
zts1155e	Fernangriffe sind um %s%% reduziert.
zts1156e	Magische Angriffe sind um %s%% erhöht.
zts1157e	Magische Angriffe sind um %s%% reduziert.
zts1158e	Der Schaden gegen Seelen mit niedrigem Level ist um %s%% erhöht.
zts1159e	Der Schaden gegen Monster im Land der Toten ist um %s%% erhöht.
zts1160e	Die Angriffs-Skillpunkte deines Spezialisten sind um %s erhöht.
zts1162e	Bei einem Angriff wird mit einer Wahrscheinlichkeit von %s%% das Element der ausgerüsteten Fee um %s erhöht.
zts1163e	Bei einem Angriff wird mit einer Wahrscheinlichkeit von %s%% das Element der ausgerüsteten Fee um %s reduziert.
zts1169e	Bei einem Angriff erhält der Gegner mit einer Wahrscheinlichkeit von %s%% den Effekt [%s].
zts1170e	Bei einem Angriff erhältst du mit einer Wahrscheinlichkeit von %s%% den Effekt [%s].
zts1171e	Wenn du verteidigst, erhält der Gegner mit einer Wahrscheinlichkeit von %s%% den Effekt [%s].
zts1172e	Wenn du verteidigst, erhältst du mit einer Wahrscheinlichkeit von %s%% den Effekt [%s].
zts1176e	Wenn du mit einem Schattenelement-Skill angegriffen wirst, wird mit einer Wahrscheinlichkeit von %s%% der Effekt [%s] ausgelöst.
zts1177e	Wenn Debuffs auf dich wirken, werden Angriffs- und Verteidigungskraft pro Debuff um %s%% erhöht.
zts1178e	Wenn Buffs auf dich wirken, werden Angriffs- und Verteidigungskraft pro Buff um %s%% erhöht.
zts1180e	Mit einer Wahrscheinlichkeit von %s%% erhält ein Gegner innerhalb von 2 Feldern %s.
zts1181e	Entfernt mit einer Wahrscheinlichkeit von %s%% %s von einem Gegner innerhalb von 2 Feldern.
zts1190e	Wenn du verteidigst, wird mit %s%% Wahrscheinlichkeit ein(e) %s beschworen.
zts1191e	Wenn du verteidigst, werden mit %s%% Wahrscheinlichkeit zwei %s beschworen.
zts1198e	Wenn du angreifst, wird mit %s%% Wahrscheinlichkeit "Meteoriteneinschlag" ausgelöst.
zts1199e	Wenn du verteidigst, wird mit %s%% Wahrscheinlichkeit %s%% Schaden auf den Gegner zurückgeworfen.
zts1200e	Wenn du angreifst, wird mit %s%% Wahrscheinlichkeit ein Wolfsangriff ausgelöst.
zts1201e	Wenn du verteidigst, wird der Gegner mit %s%% Wahrscheinlichkeit zurückgestoßen.
zts1210e	Wenn du angreifst, wird mit %s%% Wahrscheinlichkeit ein Blitz ausgelöst.
zts1211e	Wenn du angreifst, wird mit %s%% Wahrscheinlichkeit "Macht des Fluches" ausgelöst.
zts1212e	Wenn du angreifst, wird mit %s%% Wahrscheinlichkeit ein Bärenangriff ausgelöst.
zts1213e	Wenn du angreifst, wird mit %s%% Wahrscheinlichkeit "Macht der Kälte" ausgelöst.
zts1215e	Der Schaden gegen Untote mit niedrigem Level ist um %s%% erhöht.
zts1216e	Der Schaden gegen Untote mit niedrigem Level ist um %s%% reduziert.
zts1220e	Die Nahangriffsverteidigung ist um %s%% erhöht.
zts1221e	Die Nahangriffsverteidigung ist um %s%% verringert.
zts1222e	Die Fernangriffsverteidigung ist um %s%% erhöht.
zts1223e	Die Fernangriffsverteidigung ist um %s%% verringert.
zts1224e	Die Magieverteidigung ist um %s%% erhöht.
zts1225e	Die Magieverteidigung ist um %s%% verringert.
zts1227e	Die MP-Erholung ist um %s%% erhöht.
zts1228e	Die MP-Erholung ist um %s%% verringert.
zts1231e	Der Schaden gegen Monster ist um %s%% erhöht.
zts1232e	Der Schaden gegen Monster ist um %s%% reduziert.
zts1234e	Der Produktionspunkte-Verbrauch ist um %s%% verringert.
zts1235e	Der Produktionspunkte-Verbrauch ist um %s%% erhöht.
zts1237e	Der Meidenwert ist um %s%% erhöht.
zts1238e	Das Meiden ist um %s%% verringert.
zts1246e	Wenn du verteidigst, wird mit %s%% Wahrscheinlichkeit %s%% Schaden auf den Gegner zurückgeworfen.
zts1247e	Fügt allen Gegnern innerhalb von %s Feld(ern) alle 4 Sekunden %s Schaden zu.
zts1248e	Die Angriffskraft deines NosMates wird um %s%% erhöht.
zts1249e	Wirkt auf alle Gegner innerhalb von %s Feld(ern) alle 4 Sekunden %s.
zts1250e	Wenn du angreifst, erleidet ein Gegner mit %s%% Wahrscheinlichkeit (Wirkungslevel * 18) Schaden durch "Macht der Apokalypse". Außerdem erhält er den zugehörigen Debuff.
zts1251e	Wenn du angreifst, erhältst du mit %s%% Wahrscheinlichkeit "Macht der Reflexion".
zts1252e	Wenn du angreifst, erleidet ein Gegner mit %s%% Wahrscheinlichkeit (Wirkungslevel * 15) Schaden durch "Macht des Wolfes". Außerdem erhält er den zugehörigen Debuff.
zts1253e	Wenn du angreifst, wird der Gegner mit %s%% Wahrscheinlichkeit 4 Felder weit gestoßen.
zts1254e	Wenn du verteidigst, wird der Gegner mit %s%% Wahrscheinlichkeit 4 Felder weit gestoßen.
zts1255e	Bei einem Angriff erleidet ein Gegner mit %s%% Wahrscheinlichkeit (Wirkungslevel * 17) Schaden durch "Macht der Explosion". Außerdem erhält er den zugehörigen Debuff.
zts1257e	Wenn du angreifst, erhältst du mit %s%% Wahrscheinlichkeit "Macht der Flinkheit".
zts1258e	Wenn du angreifst, erleidet ein Gegner mit %s%% Wahrscheinlichkeit (Wirkungslevel * 18) Schaden durch "Macht des Blitzes". Außerdem erhält er den zugehörigen Debuff.
zts1259e	Wenn du angreifst, wird beim Gegner mit %s%% Wahrscheinlichkeit "Macht des Fluches" ausgelöst.
zts1260e	Wenn du angreifst, erleidet ein Gegner mit %s%% Wahrscheinlichkeit (Wirkungslevel * 23) Schaden durch "Macht des Bären". Außerdem erhält er den zugehörigen Debuff.
zts1261e	Wenn du angreifst, erhältst du mit %s%% Wahrscheinlichkeit "Macht der Kälte".
zts1268e	Magische Rüstung verhindert %s Schaden.
zts1269e	Wenn du verteidigst, wird dein Widerstand gegen die Angriffsart des Gegners mit %s%% Wahrscheinlichkeit um %s erhöht.
zts1270e	Wenn du verteidigst, wird dein Widerstand gegen die Angriffsart des Gegners mit %s%% Wahrscheinlichkeit um %s reduziert.
zts1271e	Die maximalen zusätzlichen HP erhöhen sich um %s%%.
zts1272e	Die maximalen zusätzlichen HP verringern sich um %s%%.
zts1273e	Wenn dein Angriff geblockt wird, ignorierst du mit %s%% Wahrscheinlichkeit den Block.
zts1274e	Der Meidenwert ist um %s%% erhöht.
zts1275e	Die Hitrate bei allen Angriffen ist um %s%% erhöht.
zts1282e	Wenn du einen kritischen Treffer erleidest, wird mit %s%% Wahrscheinlichkeit %s%% des Schadens auf den Gegner zurückgeworfen.
zts1283e	Mit (verlorene HP / max. HP * 100 / %s%% * %s%%) Wahrscheinlichkeit meidest du den Angriff.
zts1284e	Der finale Schaden von kritischen Treffern ist pro kritischem Treffer um %s%% erhöht (max. %s Treffer).
zts1285e	Wenn du verteidigst, wird mit %s%% Wahrscheinlichkeit %s%% des Schadens von den MP abgezogen statt von den HP.
zts1286e	Die gesamte Angriffskraft ist um %s%% der Magieverteidigung erhöht.
zts1293e	Bei einem Angriff wird mit %s%% Wahrscheinlichkeit %s%% zusätzlicher Schaden durch den Löwen-Loa zugefügt.
zts1294e	Bei einem Angriff wird mit %s%% Wahrscheinlichkeit %s%% zusätzlicher Schaden durch den Adler-Loa zugefügt.
zts1295e	Bei einem Angriff wird mit %s%% Wahrscheinlichkeit %s%% zusätzlicher Schaden durch den Schlangen-Loa zugefügt.
zts1296e	Bei einem Angriff wird mit %s%% Wahrscheinlichkeit %s%% zusätzlicher Schaden durch den Bären-Loa zugefügt.
zts1297e	Wenn du einen Debuff erhältst, wird mit %s%% Wahrscheinlichkeit jedes Element um %s%% erhöht.
zts1299e	Die Hitrate ist um %s%% erhöht.
zts1300e	Die Hitrate ist um %s%% verringert.
zts1302e	Konzentration ist um %s%% erhöht.
zts1303e	Konzentration ist um %s%% verringert.
zts1306e	Der Bestienkönig hat dich als Ziel für seinen Biss-Angriff auserkoren.
zts1307e	Immer wenn du ausweichst, werden deine HP um %s erhöht.
zts1310e	Die maximalen HP sind um %s%% erhöht.
zts1311e	Die maximalen HP sind um %s%% verringert.
zts1312e	Die maximalen MP sind um %s%% erhöht.
zts1313e	Die maximalen MP sind um %s%% verringert.
zts1315e	Die Angriffskraft wird im Kampf gegen Monster aus Versiegelten Gefäßen um %s%% und im Kampf gegen Monster in Glacernon um %s%% erhöht.
zts1316e	Die Angriffskraft wird im Kampf gegen Monster aus Versiegelten Gefäßen um %s%% und im Kampf gegen Monster in Glacernon um %s%% reduziert.
zts1317e	Fügt allen Gegnern innerhalb von %s Feld(ern) jede Sekunde %s Schaden zu.
zts1318e	Wirkt auf alle Gegner innerhalb von %s Feld(ern) jede Sekunde %s.
zts1320e	Der Angreifer erhält mit %s%% Wahrscheinlichkeit den Effekt [%s].
zts1321e	Greift dich ein Gegner an, erleidet er mit %s%% Wahrscheinlichkeit den Effekt [%s].
zts1322e	Mit einer Wahrscheinlichkeit von %s%% erhält ein Verbündeter innerhalb von 2 Feldern %s.
zts1323e	Entfernt mit einer Wahrscheinlichkeit von %s%% %s von einem Verbündeten innerhalb von 2 Feldern.
zts1325e	Belial reflektiert deine Angriffe und fügt deinen Verbündeten so Schaden zu.
zts1327e	Der finale Schaden durch kritische Treffer wird um %s%% erhöht.
zts1328e	Der finale Schaden durch kritische Treffer wird um %s%% reduziert.
zts1329e	Wenn du verteidigst, wird der finale Schaden durch kritische Treffer um %s%% erhöht.
zts1330e	Wenn du verteidigst, wird der finale Schaden durch kritische Treffer um %s%% reduziert.
zts1341e	Wenn du ein Monster besiegst, wird mit %s%% Wahrscheinlichkeit [%s] auf dich gewirkt.
zts1353e	Wenn du besiegt wirst, wird auf alle Gegner innerhalb von %s Feldern [%s] gewirkt.
zts1361e	Wenn du oder deine NosMates ein Monster besiegen, werden bei den momentan aktiven NosMates %s%% HP wiederhergestellt.
zts1362e	Wenn du oder deine NosMates ein Monster besiegen, werden bei den momentan aktiven NosMates %s%% HP wiederhergestellt.
zts1363e	Wenn einer deiner NosMates besiegt wird, werden bei dir %s%% HP wiederhergestellt.
zts1364e	Wenn einer deiner NosMates besiegt wird, werden bei den momentan aktiven NosMates %s%% HP wiederhergestellt.
zts1365e	Wenn du ein Monster besiegst, wird mit %s%% Wahrscheinlichkeit [%s] auf deine NosMates gewirkt.
zts1366e	Wenn du ein Monster besiegst, wird die Angriffskraft deiner NosMates mit %s%% Wahrscheinlichkeit um %s%% erhöht.
zts1367e	Wenn du ein Monster besiegst, werden alle Verteidigungen deiner NosMates mit %s%% Wahrscheinlichkeit um %s%% erhöht.
zts1368e	Wenn du ein Monster besiegst, werden mit %s%% Wahrscheinlichkeit bei all deinen NosMates %s%% HP wiederhergestellt.
zts1373e	Wenn deine NosMates ein Monster besiegen, wird deine Angriffskraft um %s%% erhöht.
zts1374e	Wenn deine NosMates ein Monster besiegen, werden deine Verteidigungen um %s%% erhöht.
zts1375e	Wenn du besiegt wirst, wird auf alle deine NosMates innerhalb von %s Feldern [%s] gewirkt.
zts1376e	Wenn alle deine NosMates besiegt wurden, wird mit %s%% Wahrscheinlichkeit [%s] auf dich gewirkt.
zts1377e	Wenn du ein Monster besiegst, wird auf deine NosMates innerhalb von %s Feldern [%s] gewirkt.
zts1378e	Ruft die %s. Einheit herbei.
zts1380e	Wenn einer deiner NosMates besiegt wird, werden bei den momentan aktiven NosMates %s%% HP wiederhergestellt.
zts1383e	Die Angriffskraft deiner Einheiten ist erhöht (Ebene x %s).
zts1384e	Alle Verteidigungen deiner Einheiten sind erhöht (Ebene x %s).
zts1386e	Die Angriffskraft deiner Einheiten ist erhöht (%s + Ebene x %s).
zts1387e	Alle Verteidigungen deiner Einheiten sind erhöht (%s + Ebene x %s).
zts1389e	Erleidet bei einem Angriff maximal %s kritischen Schaden (%s-mal).
zts1391e	Mit %s%% Wahrscheinlichkeit erhalten deine NosMates [%s].
zts1397e	Wenn du einen Feuerelement-Angriff erleidest, wird der Schaden mit %s%% Wahrscheinlichkeit um %s%% erhöht.
zts1398e	Wenn du einen Feuerelement-Angriff erleidest, wird der Schaden mit %s%% Wahrscheinlichkeit um %s%% reduziert.
zts1399e	Wenn du einen Wasserelement-Angriff erleidest, wird der Schaden mit %s%% Wahrscheinlichkeit um %s%% erhöht.
zts1400e	Wenn du einen Wasserelement-Angriff erleidest, wird der Schaden mit %s%% Wahrscheinlichkeit um %s%% reduziert.
zts1401e	Wenn du einen Lichtelement-Angriff erleidest, wird der Schaden mit %s%% Wahrscheinlichkeit um %s%% erhöht.
zts1402e	Wenn du einen Lichtelement-Angriff erleidest, wird der Schaden mit %s%% Wahrscheinlichkeit um %s%% reduziert.
zts1403e	Wenn du einen Schattenelement-Angriff erleidest, wird der Schaden mit %s%% Wahrscheinlichkeit um %s%% erhöht.
zts1404e	Wenn du einen Schattenelement-Angriff erleidest, wird der Schaden mit %s%% Wahrscheinlichkeit um %s%% reduziert.
zts1406e	Du bist für Monster unsichtbar, sodass du in Ruhe angeln kannst. Andere Spieler können dich jedoch sehen.
zts1408e	Wenn du "Zur Angelstelle teleportieren" verwendest, wirst du zum von dir festgelegten Ort gebracht.
zts1415e	Die Wahrscheinlichkeit, einen Fisch zu angeln, ist um %s%% erhöht.
zts1416e	Die Wahrscheinlichkeit, einen Fisch zu angeln, ist um %s%% reduziert.
zts1417e	Die Wahrscheinlichkeit, dass die Angelschnur reißt, ist um %s%% erhöht.
zts1418e	Die Wahrscheinlichkeit, dass die Angelschnur reißt, ist um %s%% reduziert.
zts1419e	Mit %s%% Wahrscheinlichkeit wird der Köder nicht verbraucht, wenn du die Angel auswirfst.
zts1420e	Mit einer Wahrscheinlichkeit von %s%% wird die Größe des gefangenen Fisches um %s%% erhöht.
zts1421e	Mit einer Wahrscheinlichkeit von %s%% wird die Größe des gefangenen Fisches um %s%% reduziert.
zts1422e	Die erhaltenen Angelerfahrungspunkte sind um %s%% erhöht.
zts1423e	Die erhaltenen Angelerfahrungspunkte sind um %s%% reduziert.
zts1426e	Ich liebe das Angeln!
zts1429e	Monster auf generellen Maps bemerken dich nur, wenn du sie angreifst.
zts1433e	Der Kochen-Erfahrungsgewinn ist um %s%% erhöht.
zts1434e	Der Kochen-Erfahrungsgewinn ist um %s%% reduziert.
zts1435e	Die Chance auf einen großen Erfolg beim Kochen ist um %s%% erhöht.
zts1436e	Die Chance auf einen großen Erfolg beim Kochen ist um %s%% reduziert.
zts1437e	Gewährt eine Chance von %s%%, zusätzliche Zutaten zu erhalten.
zts1438e	Gewährt eine Chance von %s%%, zusätzliche Gerichte zu erhalten.
zts1442e	Gewährt eine Chance von %s%%, die Gewürze beim Kochen nicht zu verbrauchen.
zts1443e	Gewährt eine Chance von %s%%, ein zusätzliches Gewürz beim Kochen zu verbrauchen.
zts1444e	Erhöht den Sättigungseffekt %s um %s Sättigungspunkte.
zts1445e	Reduziert den Sättigungseffekt %s um %s Sättigungspunkte.
zts1446e	Du verlierst %s%% der Sättigungspunkte für alle Sättigungseffekte und isst während dieser Zeit keine weiteren Gerichte.
zts1447e	Der Sättigungspunktegewinn ist um %s%% erhöht.
zts1448e	Die Sättigungspunkte werden um %s erhöht. Kann nur bei einer Sättigung von unter %s verwendet werden.
zts1449e	Die Sättigungspunkte werden um %s reduziert. Kann nur bei einer Sättigung von unter %s verwendet werden.
zts1450e	Die Sättigungspunkte werden entweder um %s erhöht oder um %s reduziert.
zts1451e	Gewährt eine Chance von %s%%, zusätzlich %s%% Sättigungspunkte zu erhalten.
zts1452e	Die Sättigungspunkte werden um %s erhöht oder um %s reduziert.
zts1457e	Stellt HP in Höhe von %s%% des verursachten Schadens wieder her (max. %s pro Angriff).
zts1458e	Stellt MP in Höhe von %s%% des verursachten Schadens wieder her (max. %s pro Angriff).
zts1459e	Du kannst verborgene Charaktere innerhalb von %s Feldern um dich sehen.
zts1460e	Die zusätzlichen HP werden um %s%% erhöht.
zts1461e	Gewährt eine Chance von %s%%, zusätzliche Zutaten zu erhalten.
zts1462e	Gewährt eine Chance von %s%%, zusätzliche Gerichte zu erhalten.
zts1467e	Mit einer Wahrscheinlichkeit von %s%% wird deine Basisattacke zweimal ausgeführt.
zts1468e	Stellt HP in Höhe von %s%% der maximalen HP wieder her (min. %s).
zts1469e	Stellt MP in Höhe von %s%% der maximalen MP wieder her (min. %s).
zts1470e	Wenn die HP unter %s%% fallen, wird der erlittene Schaden um %s%% reduziert.
zts1471e	Wenn die HP unter %s%% fallen, werden sämtliche Angriffe um %s%% erhöht.
zts1473e	Die Wahrscheinlichkeit, einen seltenen Fisch zu angeln, wird um %s%% erhöht.
zts1474e	Die Wahrscheinlichkeit, einen seltenen Fisch zu angeln, wird um %s%% reduziert.
zts1476e	Die zusätzlichen HP werden um %s%% erhöht, können aber %s%% der maximalen HP nicht übersteigen.
zts1477e	Wenn du einen Basisangriff durchführst, wird mit %s%% Wahrscheinlichkeit ein weiterer Basisangriff durchgeführt, der %s%% Schaden verursacht.
zts1479e	Gewährt eine Chance von %s%%, beim Fangen eines Fischs einen zusätzlichen Fisch zu erhalten.
zts1485e	Wenn du vom Sonnenwolf angegriffen wirst, wird diese Dauer mit einer Wahrscheinlichkeit von %s%% um 2 Sekunden erhöht. (Maximal %s-mal)
zts1486e	Wenn du vom Sonnenwolf angegriffen wirst, wird diese Dauer mit einer Wahrscheinlichkeit von %s%% um 2 Sekunden verringert. (Maximal %s-mal)
zts1487e	Wenn du vom Sonnenwolf angegriffen wirst, wird mit %s%% Wahrscheinlichkeit [%s] gewirkt.
zts1488e	Wenn du vom Sonnenwolf angegriffen wirst, wird der Schaden um %s%% erhöht.
zts1494e	Du erhältst zusätzliche HP in Höhe von %s%% der HP des Sonnenwolfs. (Kann %s%% der maximalen HP nicht überschreiten.)
zts1495e	Mit %s%% Wahrscheinlichkeit erhalten der Sonnenwolf und der Wirkende [%s].
zts1496e	Falls der Sonnenwolf bereits besiegt ist, wird er mit %s%% HP wiederbelebt.
zts1497e	Falls der Sonnenwolf mehr als %s%% HP hat, erhöht sich die Angriffskraft des Sonnenjägers um %s%%.
zts1500e	Mit %s%% Wahrscheinlichkeit erhält der Sonnenwolf den Befehl, [%s] auf das Ziel zu wirken.
zts1504e	Erhöht die HP um %s%% des aktuellen Wutbalkens.
zts1505e	Wenn du einen Angriffsskill einsetzt, werden die momentanen HP um %s%% verringert.
zts1509e	Der Schaden des nächsten Angriffsskills wird um den Betrag des gespeicherten Schadens erhöht. (Maximal %s Schaden)
zts1510e	Wenn das Ziel ein Monster ist, wird der erlittene Schaden durch sämtliche Angriffe um %s%% erhöht. Wenn nicht, wird der Charakter gezwungen, sich in [%s] zu verwandeln.
zts1514e	Du verwandelst dich in einen starken Braunbären.
zts1515e	Du verwandelst dich zurück in einen Druiden.
zts1516e	Wenn du einen Wutausbruch hast oder in Rage bist, erhöht sich der Schaden um %s%% des aktuellen Wutbalkens und dieser sinkt um %s%%.
zts1522e	Der Wutbalken steigt um %s%%.
zts1523e	Der Wutbalken sinkt um %s%%.
zts1524e	Gewährt eine Chance von %s%%, dass die Abklingzeit des verwendeten Skills zurückgesetzt wird.
zts1525e	Verringert Angriffe um %s%% des aktuellen Wutbalkens.
zts1526e	Der Wutbalken sinkt um %s%%.
zts1532e	Erlittener Schaden von anhaltenden Debuffs wird um %s%% erhöht.
zts1533e	Erlittener Schaden von anhaltenden Debuffs wird um %s%% verringert.
zts1534e	Gewährt eine Chance von %s%% für die Verwandlung in [%s].
zts1535e	Wenn du %s-mal Schaden nimmst, verschwindet [%s]. (Schaden über Zeit ausgenommen)
zts1536e	Der Schaden wird um (Anzahl der Buffs auf dem Ziel x %s) erhöht. (Maximal %s)
zts1537e	Der Schaden wird um (Anzahl der Debuffs auf dem Ziel x %s) erhöht. (Maximal %s)
zts1543e	Basierend auf der Distanz wird der Schaden um %s%% erhöht.
zts1544e	Gewährt eine Chance von (Anzahl deiner Buffs x %s)%%, niemals einen schlechten Effekt bis Level %s zu erhalten. (Maximal 60%%)
zts1545e	Gewährt eine Chance von (Anzahl deiner Buffs x %s)%%, einen schlechten Effekt bis Level %s zu erhalten. (Maximal 60%%)
zts1546e	Stellt (Anzahl der Buffs des Wirkenden x %s) HP wieder her. (Maximal %s)
zts1547e	Reduziert die HP um (Anzahl der Buffs des Wirkenden x %s). (Maximal %s)
zts1548e	Wirkt nur auf Feinde, die Buffs über Level %s haben.
zts1549e	Wirkt nur auf Feinde, die Debuffs über Level %s haben.
zts1552e	Speichert den Schaden um %s%%.
zts1553e	Wenn du einen Wutausbruch hast oder in Rage bist, erhöht sich der Schaden um %s%%.
zts1556e	Beschwört %s NPCs [%s]
zts1557e	Die Angriffskraft wird um %s%% des Wutbalkens erhöht.
zts1558e	Der Wutbalken steigt um %s%%.
zts1561e	Bei einem erlittenen Treffer, wird ein schlechter Effekt bis Level %s pro Angriff mit %s%% Wahrscheinlichkeit entfernt.
zts1562e	Die HP sind um (fehlende HP/%s)%% des verursachten Schadens erhöht.
zts1563e	Der Schaden des nächsten Skills wird durch den durch Seelenabsorption gespeicherten Schaden erhöht. (Minimal %s, maximal %s)
zts1564e	Wenn du im Zustand "Ingrimm des Wasserfalls" bist, erhöht sich der Schaden um %s%% des aktuellen Wutbalkens und dieser sinkt um %s%%.
zts1565e	Erlittener Schaden von anhaltenden Debuffs wird um (Anzahl der Debuffs x %s%%) erhöht. (Maximal %s%%)
zts1566e	Erlittener Schaden von anhaltenden Debuffs wird um (Anzahl der Debuffs x %s%%) reduziert. (Maximal %s%%)
zts1567e	Gewährt eine Chance von (Anzahl deiner Buffs x %s)%%, niemals einen schlechten Effekt bis Level %s zu erhalten. (Maximal 30%%)
zts1568e	Gewährt eine Chance von (Anzahl deiner Buffs x %s)%%, einen schlechten Effekt bis Level %s zu erhalten. (Maximal 30%%)
zts1569e	Pro getroffenem Gegner wird der Schaden des nächsten Angriffs um %s erhöht.
zts1570e	Kein HP-Verbrauch
zts1571e	Keine HP-Wiederherstellung
zts1572e	Wenn du vom Skill eines anderen Charakters getroffen wirst, wird mit einer Wahrscheinlichkeit von %s%% die Abklingzeit des verwendeten Skills zurückgesetzt.
zts1573e	Wenn du einen Angriffsskill einsetzt, werden die momentanen HP um %s%% verringert.
zts1574e	Speichert %s%% des Schadens, der durch diesen Skill verursacht wird (max. %s pro Ziel).
zts1577e	Im PvP sind alle Elementresistenzen um %s erhöht.
zts1578e	Im PvP sind alle Elementresistenzen um %s reduziert.
zts1579e	Du bist unsichtbar. Dieser Zustand wird nicht aufgehoben, wenn du angegriffen wirst.
zts1581e	Kein HP- und MP-Verbrauch
zts1582e	Keine HP- und MP-Erholung
zts1584e	Der Spieler ist unsichtbar, wird aber von Gegnern innerhalb von 5 Feldern gesehen.
zts1591e	Während du angreifst, wird mit %s%% Wahrscheinlichkeit ein Drache beschworen, der dein Ziel angreift und ihm %s%% des von dir verursachten Schadens erneut zufügt.
zts1592e	Während du angreifst, wird mit %s%% Wahrscheinlichkeit ein Feuerdrache beschworen, der dein Ziel angreift und ihm %s%% des von dir verursachten Schadens erneut zufügt.
zts1593e	Während du angreifst, wird mit %s%% Wahrscheinlichkeit ein Eisdrache beschworen, der dein Ziel angreift und ihm %s%% des von dir verursachten Schadens erneut zufügt.
zts1594e	Während du angreifst, wird mit %s%% Wahrscheinlichkeit ein Mondlichtdrache beschworen, der dein Ziel angreift und ihm %s%% des von dir verursachten Schadens erneut zufügt.
zts1597e	Während du angreifst, wird mit %s%% Wahrscheinlichkeit ein Lichtdrache beschworen, der dein Ziel angreift und ihm %s%% des von dir verursachten Schadens erneut zufügt.
zts1599e	Wenn du %s Schaden erleidest, verschwindet %s (Schaden über Zeit zählt hier nicht).
zts1601e	Die HP werden um %s%% des erlittenen Schadens wiederhergestellt (max. %s pro Angriff).
zts1602e	Die MP sind um %s%% des erlittenen Schadens erhöht (max. %s pro Angriff).
zts1605e	Der Schaden gegen niedrigstufige Monster in Himmelsnest ist um %s%% erhöht.
zts1606e	Der Schaden von niedrigstufigen Monstern in Himmelsnest ist um %s%% reduziert.
zts1608e	Der Schaden gegen hochstufige Drachen ist um %s%% erhöht.
zts1609e	Der Schaden gegen hochstufige Drachen ist um %s%% reduziert.
zts1610e	Die zusätzlichen MP werden um %s%% erhöht, können aber %s%% der maximalen MP nicht übersteigen.
zts1614e	Der Schaden gegen Monster ist um %s%% erhöht.
zts1616e	Der Schaden gegen niedrigstufige Monster in Himmelsnest und im Land der Lebenden ist um %s%% erhöht.
zts1618e	Der Schaden durch erlittene kritische Treffer ist um %s%% pro kritischem Treffer reduziert (max. %s Treffer).
zts1620e	Absorbiert %s%% deiner maximalen HP als Schaden.
zts1622e	Pro Debuff ist der Schaden der ausgerüsteten Fee um %s erhöht.
zts1624e	Der Schaden ist um (prozentualer HP-Verlust/%s)%% reduziert.
zts1625e	Der Schaden ist um (prozentualer HP-Verlust/%s)%% erhöht.
zts1627e	Pro Debuff-Stapel ist der Schaden um %s%% reduziert (max. %s%%).
zts1628e	Pro Debuff-Stapel ist der Schaden um %s%% erhöht (max. %s%%).
zts1631e	Pro Debuff-Stapel sind die HP um %s%% erhöht (max. %s%%).
