zts1e	Training for Rookie Adventurers
zts1186e	Kamil has asked you to obtain the Desert Robber commanders' secret orders.
zts1187e	Kamil has asked you to obtain Commanders Shoran and Shay's secret orders.
zts1188e	Kamil has asked you to speak with Representative Rushaldin in the Desert Robber Camp and find out where the leader is located.
zts1189e	Representative Rushaldin from the Desert Robber Camp says that another robber departed with the former leader. His name is Velmon and he lives in the Chaos Zone.
zts1190e	Velmon from the Chaos Zone can't tell you anything exactly, but he knows the person you're looking for. You should look for a man called Xavier!
zts1191e	Retrieving the Stolen Goods
zts1192e	Paul from Desert Eagle City has asked you to retrieve the gifts stolen by the Desert Robbers. They can probably be found in Garton's and Keru's Camps.
zts1193e	Common Theft
zts1194e	Delmon Millow from Desert Eagle City has asked you to get his goods back from the Desert Robbers in Garton's and Keru's Camps.
zts1195e	The Terror from the Chaos Zone
zts1196e	Delmon Milow from Desert Eagle City says that he is awaiting goods that are still in the Chaos Zone. Please check on them!
zts1197e	Velmon from the Chaos Zone has asked you to speak with Representative Rushaldin in the Desert Robber Camp about the dubious situation the Chaos Zone's inhabitants are in.
zts1198e	Representative Rushaldin from the Desert Robber Camp has asked you to find Kamil in the Robber Courtyard and to get some information.
zts1199e	Kamil has proudly revealed to you the information he heard from Commander Shoran. It appears to deal with the goods that Delmon Milow lost.
zts1200e	Kamil has asked you to bring his secret letter to Velmon.
zts1201e	Velmon from the Chaos Zone has asked you to take the alarm clock to Delmon Milow and clear up the misunderstanding.
zts1202e	The Burning Sword
zts1203e	Look for Benito Butler in Port Alveus Square!
zts1204e	Hamakung from the Port Alveus mine has asked you to bring the Akamur Merchants' request for help to Representative Jin Hamadin in the area around the harbour.
zts1205e	Jin Hamadin has asked you to bring his letter to Mortaz Desert Port and to give it to Harbour Guard Tom.
zts1206e	Harbour Guard Tom from Mortaz Desert Port has asked you to bring the valuable goods to the Akamur Camp. To get the valuable goods, you have to complete the quest dealing with the stolen trade goods.
zts1207e	President Noah from the Akamur Camp has asked you to bring his letter to Nephi in the Akamur Quarter of Desert Eagle City. To get the president's letter, you first have to complete the quest dealing with negotiations with the Desert Robbers.
zts1208e	Nephi from the Akamur Quarter has asked you to bring the torn up note to High Priest Eladin at Aster Temple. You can get the torn up note if you complete the quest 'What Are the Desert Robbers Up To?'.
zts1209e	High Priest Eladin from Aster Temple has asked you to bring his requests to Nephi in the Akamur Quarter. But first you must complete the quest 'The Spirits of Aster Courtyard'.
zts1210e	Nephi from the Akamur Quarter has asked you to bring the workers' wages from the Akamur Merchants to Riana in the Treasure Hunter Camp.
zts1211e	Riana from the Treasure Hunter Camp has asked you to take the document about the investigations and the offer of help and give it to Michol at the Temple Site.
zts1212e	Michol from the Temple Site has asked you to bring the Broken Relict Pieces to Riana in the Treasure Hunter Camp. To get the Broken Relict Pieces, you must first complete the quest 'The Forgotten Temple Relicts'.
zts1213e	According to the information from Riana from the Treasure Hunter Camp, there's a close connection between Xavier and the Desert Robbers. To find more out about this, you're going to have to do Xavier a favour. In order to find out his true identity, we need the leader's rusty seal. To get this seal, you must first complete the quest 'A Man Named Xavier'.
zts1214e	For Xavier to be informed about the Mysterious Traveller, you first have to get the information from Kamil in the Robber Courtyard.
zts1215e	Kamil has asked you for help. After you have given him all the help he asks for, he will give you the information about the Mysterious Traveller. When you've completed the quest 'The Desert Robbers' Recovery' you will receive the traitor's document. You must then go to Velmon in the Chaos Zone and inform him about it.
zts1216e	Look for the Time-Space Stones!
zts1229e	Collect the Half-Eaten Prickly Pears left around the Port Surroundings by the Sea Sand Foxes!
zts1230e	You have collected the necessary prickly pears. Now go to Harbour Guard Tom and report to him about your mission!
zts1231e	Hunt the Sea Sand Cutters in the Port Surroundings and collect the Prickly Pears!
zts1232e	You have collected all the Prickly Pears. Report this to Harbour Guard Tom!
zts1233e	Eliminate Neil's Patrol Spies and seize the Bag of Prickly Pears!
zts1234e	You have seized the Bag of Prickly Pears. Report this to Harbour Guard Tom!
zts1235e	Go to Neil's Camp and eliminate the Elite Bombers!
zts1236e	You have eliminated Neil's Elite Bombers. Go and report this to Hamid!
zts1237e	Eliminate Commander Neil in his camp and obtain the orders for the attack on the harbour!
zts1238e	You have secured Neil's Letter. Bring it to Harbour Guard Tom!
zts1239e	Go to Hamid in Neil's Camp Area to receive further instructions!
zts1240e	Bring the Reconnaissance Report to Hamid!
zts1241e	Eliminate Neil's Elite Assassins in Neil's Camp.
zts1242e	You have eliminated Neil's Elite Assassins. Report this to Hamid!
zts1243e	Eliminate Commander Neil in his camp and obtain the second Reconnaisance Report!
zts1244e	You have obtained the second Reconnaissance Report. Bring it to Hamid!
zts1245e	Bring Hamid's report to Lighthouse Guard Chilton!
zts1246e	Bring the report to President Noah in the Akamur Camp!
zts1247e	Meet Hamid in Neil's Camp Area!
zts1248e	Eliminate Neil's Patrol Spies and collect the Bag of Prickly Pears!
zts1249e	You have secured the bag of prickly pears. Report this to Hamid!
zts1250e	Go to Neil's Camp and mix the poisoned prickly pears in with the others!
zts1251e	You have distributed all the poisoned prickly pears. Report this to Hamid!
zts1252e	Eliminate Commander Neil and get his Command List!
zts1253e	You have stolen the Command List. Report this to Hamid!
zts1254e	Bring the forged command list to Neil's Camp and put it in Neil's Mailbox.
zts1255e	The forged command list is in place. Report this to Hamid!
zts1256e	Bring Hamid's report to Harbour Guard Tom!
zts1257e	Fortune-Teller Nuki's Request (Daily)
zts1258e	Fortune-Teller Nuki from Desert Eagle City has asked you to get him some Hot Fabric. In return he will lay out the tarot cards for you.
zts1259e	Fortune-Teller Nuki from Desert Eagle City has asked you to get him a Robber Gang Copper Coin. In return he will lay out the tarot cards for you.
zts1260e	Fortune-Teller Nuki from Desert Eagle City has asked you to get him some Hot Leather. In return he will lay out the tarot cards for you.
zts1261e	Fortune-Teller Nuki from Desert Eagle City has asked you to get him some Hot Lumps of Metal. In return he will lay out the tarot cards for you.
zts1262e	Fortune-Teller Nuki from Desert Eagle City has asked you to get him some Hot Wood. In return he will lay out the tarot cards for you.
zts1263e	Go to Hamid who is hiding in Neil's Camp Area!
zts1264e	Look for Shane who is being held prisoner in Neil's Camp!
zts1265e	Eliminate Neil's Key Master in Neil's Camp and obtain the key!
zts1266e	You have collected the Desert Robbers' Key. Bring it to Shane!
zts1267e	Eliminate Neil's Jailer in Neil's Camp and obtain the key!
zts1268e	You have collected the Jailer's Key. Bring it to Shane!
zts1269e	Eliminate Neil's Elite Hunters!
zts1270e	You have eliminated Neil's Elite Hunters. Report this to Harbour Guard Tom!
zts1271e	Look for the lost trade goods that were left behind in the Port Surroundings!
zts1272e	You have found the lost trade goods. Bring them to Harbour Guard Tom!
zts1273e	Investigate the ruined trade goods in Neil's Camp Area!
zts1274e	You have found the ruined trade goods. Bring them to Hamid!
zts1275e	Investigate the Pillaged Trade Goods in Neil's Camp!
zts1276e	You have found the Pillaged Trade Goods. Bring them to Harbour Guard Tom!
zts1277e	Go to the Port Surroundings and hunt Sea Sand Fish in order to get Inferior Trade Goods!
zts1278e	You have collected the stolen trade goods. Bring them to Lighthouse Guard Chilton!
zts1279e	Eliminate Neil's Patrol Samurai on the road to Neil's Camp Area and collect the Average Trade Goods!
zts1280e	You have captured the stolen trade goods. Bring them to Hamid at the entrance to Neil's Camp!
zts1281e	Eliminate Neil's Elite Samurai in Neil's Camp and collect the Superior Trade Goods!
zts1282e	You have collected all the stolen trade goods. Go now to Lighthouse Guard Chilton to receive your reward!
zts1283e	Go to Hazel in the Akamur Camp!
zts1284e	The Stolen Trade Goods
zts1285e	Eliminate Storm Sand Spike Creepers in the Eastern Merchant Camp and Dust Sand Fish in the Western Merchant Camp!
zts1286e	You have collected the trade goods. Bring them to Hazel!
zts1287e	Eliminate Keru's Patrol Spies in Keru's Camp Area and collect the Broken Trade Goods!
zts1288e	You have collected the Broken Trade Goods. Bring them to Hazel!
zts1289e	Investigate the Destroyed Akamur Flag in Keru's Camp Area.
zts1290e	You have investigated the flag. Report this to Hazel.
zts1291e	Investigate the trade goods in Keru's Camp!
zts1292e	Bring the trade goods you found to Hazel in the Akamur Camp!
zts1293e	Look for the missing trade goods in Keru's Camp!
zts1294e	Bring the report to President Noah!
zts1295e	Hunt Storm Sand Basilisks in the East Merchant Camp!
zts1296e	You have eliminated all the Storm Sand Basilisks. Report this to Hazel!
zts1297e	Hunt Dust Sand Protas in the West Merchant Camp!
zts1298e	You have eliminated all the Dust Sand Protas. Report this to Hazel!
zts1299e	Hunt Storm Sand Scorpions in Melki's Camp Area!
zts1300e	You have eliminated all the Storm Sand Scorpions. Report this to Hazel!
zts1301e	Hunt Storm Sand Predators in Keru's Camp Area.
zts1302e	The hunt for the Storm Sand Scorpions is complete. Report this to Hazel!
zts1303e	Go to Hazel!
zts1304e	Go to Mursha in Keru's Camp!
zts1305e	Eliminate Keru's Elite Assassins and collect the Desert Robber Masks.
zts1306e	You have collected all the Desert Robber masks. Bring them to Representative Mursha!
zts1307e	Eliminate Keru's Elite Hunters and collect the Desert Robber Emblems!
zts1308e	You have collected all the Desert Robber emblems. Now bring them to Mursha!
zts1309e	Eliminate Commander Keru and capture his seal!
zts1310e	You have captured Keru's Seal. Now bring it to Mursha!
zts1311e	Bring Mursha's secret message to Hazel in the Akamur Camp!
zts1312e	Deliver Hazel's message to President Noah in the Akamur Camp!
zts1313e	Bring the Chest of Command Lists to Hazel!
zts1314e	Go to Melki's Camp and eliminate Melki's Elite Bombers!
zts1315e	Go to Prisoner Humad in Melki's Camp!
zts1316e	Eliminate Melki's Jailer and get the key!
zts1317e	You have got the key. Now free the prisoner Humad!
zts1318e	Eliminate Melki's Elite Samurai!
zts1319e	You have eliminated all the monsters. Report this to Hazel!
zts1320e	Bring Hazel's report to President Noah!
zts1321e	Hunt Storm Sand Protas in the East Merchant Camp!
zts1322e	You have eliminated all the Storm Sand Protas. Now go and report this to Hazel!
zts1323e	Eliminate the Storm Sand Creepers in the East Merchant Camp and Melki's Patrol Samurai in Melki's Camp Area!
zts1324e	You have eliminated all the creatures. Now go and report this Hazel!
zts1325e	Eliminate Commander Melki and Melki's Elite Hunters!
zts1326e	Hunt Dust Sand Mantis in the West Merchant Camp!
zts1327e	You have eliminated all the Dust Sand Mantis. Now go and report this to Hazel!
zts1328e	Eliminate Keru's Patrol Bombers in Keru's Camp Surroundings!
zts1329e	You have eliminated Keru's Patrol Bombers. Go now and report this to Hazel!
zts1330e	Go to Keru's Camp and eliminate Commander Keru and his Elite Samurai!
zts1331e	Talk to Representative Semia!
zts1332e	Go to Keru's Camp, eliminate the commander and get his hurried report!
zts1333e	You have got Keru's Hurried Report. Bring it to Representative Semia!
zts1334e	Go to Guard Putran in Garton's Camp Area!
zts1335e	Eliminate Garton's Patrol Assassins in Garton's Camp Area!
zts1336e	Garton's Patrol Assassins have been eliminated. Report this to Guard Putran!
zts1337e	Eliminate Garton's Elite Hunters in Garton's Camp!
zts1338e	Garton's Elite Hunters have been eliminated. Report this to Guard Putran!
zts1339e	Go to Garton's Camp, eliminate the commander and get his hurried report!
zts1340e	You have got Patrol B's Hurried Report. Bring it to Guard Putran!
zts1341e	Bring Garton's Hurried Report to Representative Semia in the Akamur Quarter!
zts1342e	Go to the Chaos Zone and speak with Xavier!
zts1343e	Report to Representative Semia about your conversation with Xavier!
zts1344e	Go to Nephi and bring her Representative Semia's report!
zts1345e	Go to the Chaos Zone and speak with Velmon!
zts1346e	Eliminate Shoran's Transport Assassins and Transport Hunters!
zts1347e	The spies have been eliminated. Go to Representative Rushaldin!
zts1348e	Find the Suspicious Potion and bring it to Representative Rushaldin.
zts1349e	You have found the Suspicious Potion. Bring it to Representative Rushaldin!
zts1350e	Eliminate Shay's Patrol Bombers and Sharon's Patrol Assassins in the Robber Camp Area!
zts1351e	You have eliminated the Desert Robbers. Report this to Representative Rushaldin!
zts1352e	Bring the report to Representative Semia in the Akamur Quarter!
zts1353e	Go to the Desert Robber Camp and talk to Representative Rushaldin.
zts1354e	Bring the letter to Representative Semia!
zts1355e	Bring Velmon Representative Semia's letter!
zts1356e	Eliminate Commander Keru and his Elite Hunters in Keru's Camp!
zts1357e	Investigate Keru's Strange Chest in Keru's Camp!
zts1358e	Bring the plan to Velmon in the Chaos Zone!
zts1359e	Eliminate Commander Garton and his Elite Assassins in Garton's Camp!
zts1360e	Investigate Garton's Strange Chest in Garton's Camp!
zts1361e	Bring the plans to Xavier!
zts1362e	Bring the plans to Representative Semia in the Akamur Quarter!
zts1363e	Take the orders to Representative Semia!
zts1364e	Eliminate Shay's Patrol Samurai in the Robber Camp Area and Shoran's Transport Bombers in the Desert Robber Camp!
zts1365e	You have eliminated the Desert Robbers. Report this to Representative Semia!
zts1366e	Eliminate Shoran's Samurai Escorts in the Aster Temple and Shay's Hunter Escorts in the Desert Robber Camp!
zts1367e	Eliminate Commanders Shoran and Shay in the Robber Centre!
zts1368e	Go to Representative Semia to get more information about the stolen relics!
zts1369e	Search for the chest containing the stolen relics in Keru's Camp!
zts1370e	You have found the stolen relics from the Aster Temple. Bring them to Representative Semia!
zts1371e	Search for the chest containing the stolen relics in Garton's Camp!
zts1372e	Search for the chest containing the stolen relics in the Desert Robber Camp!
zts1373e	Bring the relics to High Priest Eladin at Aster Temple!
zts1374e	Look for Prisoner Sharif in the Desert Robber Camp!
zts1375e	Eliminate Shay's Transport Assassins located in the area!
zts1376e	You have eliminated the Desert Robbers. Report this to Prisoner Sharif!
zts1377e	Eliminate the Desert Robbers' Jailer and Key Master to get the keys!
zts1378e	Use the keys to free Prisoner Sharif!
zts1379e	Eliminate Shoran's Patrol Samurai in the Robber Camp Area!
zts1380e	Bring the Broken Relict Piece to Representative Semia!
zts1381e	Talk to Priestess Vera!
zts1382e	Bring the Broken Relic Piece to Nephi!
zts1383e	Eliminate the Prayer Monks in the Aster Courtyard!
zts1384e	You have eliminated the Prayer Monks in the Aster Courtyard. Report this to Priestess Vera!
zts1385e	Eliminate the Lamentation Leaders and Spirits in Aster Courtyard!
zts1386e	You have eliminated the spirits. Report this to Priestess Vera!
zts1387e	Eliminate the Priests of Agony in Aster Centre!
zts1388e	Eliminate the Spirits and Leaders of Unrest in Aster Centre!
zts1389e	Investigate the Destroyed Relic in Aster Centre!
zts1390e	You have found a relic. Bring it to Priestess Vera!
zts1391e	Bring the report to High Priest Eladin!
zts1392e	Eliminate the Prayer Spirits in Aster Courtyard and collect the Spirit Essence!
zts1393e	You have collected the Spirit Essences. Bring them to Priestess Vera!
zts1394e	Eliminate the Lamentation Leaders in Aster Courtyard and collect the Spirit Essence!
zts1395e	Eliminate the Monks of Agony in Aster Centre and collect the Spirit Essence!
zts1396e	Eliminate the Monks of Unrest in Aster Centre and collect the Spirit Essence!
zts1397e	Bring the bag to High Priest Eladin!
zts1398e	Go to the Akamur Quarter and ask Nephi about the order!
zts1399e	Go to Representative Semia and ask her about the order!
zts1400e	Look for the Sealed Chest in Garton's Camp!
zts1401e	You have found Aster Temple's goods. Bring them to Representative Semia!
zts1402e	Bring the goods to High Priest Eladin in the Aster Temple!
zts1403e	Look for Priestess Nora in Aster Courtyard!
zts1404e	Look for the Dead Priest in Aster Courtyard and light an incense stick there!
zts1405e	You have lit the incense stick. Report this to Priestess Nora!
zts1406e	Look for the dead monk in Aster Courtyard and light an incense stick there!
zts1407e	Look for the Dead Clergyman in Aster Centre and light an incense stick there!
zts1408e	Look for the Dead Treasure Hunter in Aster Centre and light an incense stick there!
zts1409e	Bring Priestess Vera the letter from Priestess Nora!
zts1410e	Bring Priestess Nora's letter to High Priest Eladin!
zts1411e	Ask High Priest Eladin about the broken relics!
zts1412e	Investigate the Broken Relic Pieces in Aster Courtyard!
zts1413e	You have found a relic piece. Bring it to Priestess Vera!
zts1414e	Investigate the Broken Relic Pieces in Aster Courtyard!
zts1415e	Investigate the Broken Relic Pieces in Aster Centre!
zts1416e	Investigate the Broken Relic Pieces in Aster Centre!
zts1417e	Eliminate the Priests of Unrest in the Aster Centre and gather up the Ripped Document!
zts1418e	You have found the Ripped Document. Bring it to Priestess Vera!
zts1419e	Ask Serena about the treasure hunters!
zts1420e	Go to Garton's Camp and eliminate Garton's Patrol Bombers to get the report on the Temple Site!
zts1421e	You have got the report. Bring it to Serena!
zts1422e	You have got the report. Bring it to Michol at the Forgotten Temple!
zts1423e	Eliminate the Desert Sand Giants and Desert Sand Storms at the Temple Site!
zts1424e	You have eliminated all the monsters. Report this to Michol!
zts1425e	Eliminate the Dust Sand Giants and collect the Stone Tablet Fragments!
zts1426e	You have collected the Stone Tablet Fragments. Bring them to Michol!
zts1427e	Bring the report to Serena!
zts1428e	Explore the ruins and eliminate the monsters!
zts1429e	Eliminate the Quicksand Spirits and collect the Temple Site Reports!
zts1430e	You have collected the reports. Bring them to Michol!
zts1431e	Bring the report to Riana!
zts1432e	Look for the First Script Tablet north of the well!
zts1433e	You have got the script tablet. Bring it to Michol!
zts1434e	Look for the Second Script Tablet north-west of the well!
zts1435e	Look for the Third Script Tablet west of the well!
zts1436e	Eliminate the Quicksand Dwarves and collect the Broken Script Tablets!
zts1437e	You have got all the broken script tablets. Go back to Michol!
zts1438e	Bring the script tablets to Serena in the Treasure Hunter Camp!
zts1439e	Eliminate the Wind Sand Gladiators and Wind Sand Mages in the Rashid Courtyard!
zts1440e	Eliminate the Volcano Sand Archers in the Rashid Courtyard!
zts1441e	Eliminate the Dune Mages in Rashid Centre!
zts1442e	Eliminate Dry Sand Spirits and Dry Sand Archers in Rashid Centre!
zts1443e	Eliminate Wind Sand Archers in Rashid Centre and collect the relic pieces!
zts1444e	You have collected the relic pieces. Bring them to Michol!
zts1445e	Eliminate Volcano Sand Gladiators in Rashid Courtyard and collect the relic pieces!
zts1446e	Eliminate Dune Archers in the Rashid Temple and collect the relic pieces!
zts1447e	Eliminate Dry Sand Mages in the Rashid Courtyard and collect the relic pieces!
zts1448e	Bring the relic pieces to Serena!
zts1449e	Look for the Broken Script Tablet in the Rashid Courtyard!
zts1450e	You have found a Broken Script Tablet. Bring it to Michol!
zts1451e	Look for the Broken Script Tablet in the Underground Caves of the Rashid Courtyard!
zts1452e	Look for the Broken Script Tablet in the Prayer Hall of the Rashid Courtyard!
zts1453e	Look for the Broken Script Tablet in the Rashid Centre!
zts1454e	Eliminate Dry Sand Gladiators in the Rashid Centre to get the Treasure Hunter's Knapsack!
zts1455e	You have found the Treasure Hunter's Knapsack. Bring it to Michol!
zts1456e	Bring the Treasure Hunter's Knapsack to Serena in the Treasure Hunter Camp!
zts1457e	Bring Xavier's letter to Velmon!
zts1458e	Eliminate Spirit Sand Creepers in the Chaos Environment and collect Sand Essences!
zts1459e	You have collected the essences. Bring them to Velmon.
zts1460e	Eliminate the Spirit Sand Creepers in the Lost Desert and collect the Sand Essences!
zts1461e	Go to Garton's Camp and eliminate Garton's Elite Hunters to get the rum!
zts1462e	You have got the rum. Bring it to Velmon in the Chaos Zone!
zts1463e	Look for the Chest of Fairy Dust in Garton's Camp!
zts1464e	You have collected the Fairy Dust. Bring it to Velmon!
zts1465e	Bring the rum to Representative Semia in the Akamur Quarter!
zts1466e	Bring Xavier the packaged rum!
zts1467e	Report it to Velmon.
zts1468e	Eliminate Keru's Elite Assassins and Garton's Elite Samurai and collect the fragments of the Letter to the Desert Robbers!
zts1469e	You have collected all the letter fragments. Bring them to Representative Semia!
zts1470e	Eliminate the Desert Sand Blade Horns in the Lost Desert!
zts1471e	Go to Velmon in the Chaos Zone!
zts1472e	Eliminate the Spirit Sand Mantises in the Chaos Environment!
zts1473e	You have eliminated the Spirit Sand Mantises. Report this to Velmon!
zts1474e	Ask Xavier about the Desert Robbers' Letter!
zts1475e	Go back to Velmon!
zts1476e	Bring the letter to Velmon!
zts1477e	Eliminate Spirit Sand Basilisks in the Chaos Environment!
zts1478e	You have eliminated all the Spirit Sand Basilisks. Report this to Velmon!
zts1479e	Go to Representative Rushaldin in the Desert Robber Camp!
zts1480e	Eliminate Shoran's Transport Assassins in the area!
zts1481e	You have eliminated Shoran's Transport Assassins. Report this to Representative Rushaldin!
zts1482e	Find Kamil who is being held prisoner in the Robber Courtyard!
zts1483e	Eliminate Shoran's Assassin Escort and Shoran's Bomber Escort in the Robber Courtyard!
zts1484e	You have eliminated Shoran's troops. Report this to Kamil!
zts1485e	Eliminate Commanders Shoran and Shay in the Robber Centre!
zts1486e	You have eliminated the commanders. Report this to Kamil!
zts1487e	Bring Velmon the Desert Robbers' seal!
zts1488e	Bring Xavier the Desert Robbers' seal!
zts1489e	Hunt Spirit Sand Scorpions and Desert Sand Basilisks in the Lost Desert and in the Chaos Environment!
zts1490e	You have eliminated all the creatures. Report this to Velmon!
zts1491e	Eliminate Keru's Patrol Assassins in Keru's Camp Area!
zts1492e	You have eliminated the patrol. Report this to Velmon!
zts1493e	Eliminate Commander Keru and his Elite Samurai in Keru's Camp!
zts1494e	You have eliminated all the creatures. Report this to Velmon!
zts1495e	Eliminate Garton's Patrol Scout on the Temple Path!
zts1496e	The patrol has been eliminated. Report this to Velmon!
zts1497e	Eliminate Commander Garton and Garton's Elite Assassins in Garton's Camp!
zts1498e	Bring the Traveller's Diary to Kamil!
zts1499e	Look for the Elf's Leather Bag in the Robber Courtyard!
zts1500e	You have found the bag. Bring it to Kamil!
zts1501e	Search the Desert Robber Camp for the chests containing fairy dust!
zts1502e	You have collected all three kinds of fairy dust. Bring them to Kamil!
zts1503e	Eliminate the escort troops in the Robber Courtyard and the guard troops in the Robber Centre!
zts1504e	You have collected the suspicious bags. Bring them to Kamil!
zts1505e	Bring Representative Rushaldin the proof!
zts1506e	Bring the proof to Velmon in the Chaos Zone!
zts1507e	Bring Representative Rushaldin's letter to Xavier!
zts1508e	Eliminate Shoran's Patrol Assassins and Patrol Hunters in the Desert Robber Camp!
zts1509e	You have eliminated Shoran's troops. Report this to Kamil!
zts1510e	Eliminate Shay's Patrol Samurai and Patrol Bombers in the Desert Robber Camp!
zts1511e	You have eliminated Shay's troops. Report this to Kamil!
zts1512e	Eliminate Shoran's Transport Samurai and Transport Bombers in the Desert Robber Camp!
zts1513e	Look for the Medicine Bottle in the Desert Robber Camp!
zts1514e	You have found the Medicine Bottle. Bring it to Kamil!
zts1515e	Try out the Medicine Bottle on the Resting Robber in the Desert Robber Camp!
zts1516e	You have successfully used the medicine. Report this to Kamil!
zts1517e	Bring the report to Representative Rushaldin in the Desert Robber Camp!
zts1518e	Bring the letter to Velmon!
zts1519e	Bring the letter to Xavier!
zts1520e	Bring the Medicine Bottle to Kamil!
zts1521e	Bring the Medicine Bottle to Representative Rushaldin!
zts1522e	Bring the Medicine Bottle and the letter to Velmon!
zts1523e	Bring the Medicine Bottle to Xavier!
zts1524e	Bring the Medicine Bottle and letter to High Priest Eladin!
zts1525e	Go to Representative Semia in the Akamur Quarter!
zts1526e	Look for the Akamur Merchant Chests in Keru's and Garton's Camps!
zts1527e	You have collected the essences. Bring them to High Priest Eladin!
zts1528e	Bring the antidote to Rushaldin in the Desert Robber Camp!
zts1529e	Use the antidote on the Sleeping Transport Unit in the Desert Robber Camp!
zts1530e	You have successfully used the antidote. Report this to Representative Rushaldin!
zts1531e	Use the antidote on the Sleeping Patrol in the Desert Robber Camp!
zts1532e	Use the antidote on the Dead Elite Unit in the Desert Robber Camp!
zts1533e	Bring Representative Rushaldin's letter to Kamil in the Robber Courtyard!
zts1534e	Bring Velmon the Desert Robbers' list!
zts1535e	Bring Xavier the Desert Robbers' list!
zts1536e	Eliminate the commanders of the four camps and collect their command lists!
zts1537e	You have collected the command lists. Bring them to Kamil!
zts1538e	Eliminate all the commanders in the Aster Temple and collect the command lists!
zts1539e	You have collected the command lists. Bring them to Kamil!
zts1540e	Bring Representative Rushaldin the information from Kamil!
zts1541e	Talk to Velmon in the Chaos Zone!
zts1542e	Talk to Xavier!
zts1543e	Return the lost goods from Keru's Camp, Garton's Camp, the Desert Robber Camp, and Robber Centre!
zts1544e	You have collected the goods. Bring them to Paul in Desert Eagle City!
zts1545e	Eliminate the robbers in Keru's Camp, Garton's Camp, the Desert Robber Camp, and Robber Courtyard and return the stolen goods!
zts1546e	You have collected the goods. Bring them to Delmon Milow in Desert Eagle City!
zts1547e	Look into the still Undiscovered Strange Chest in the Chaos Zone!
zts1548e	Talk to Velmon about the chest!
zts1549e	Eliminate Shoran's Transport Hunters and Transport Bombers in the Desert Robber Camp!
zts1550e	Ask Kamil for advice!
zts1551e	Eliminate Commander Shoran and return the alarm clock to Delmon Milow!
zts1552e	You have got the alarm clock. Go back to Kamil!
zts1553e	Bring Velmon the alarm clock and the letter!
zts1554e	Bring Delmon Milow his alarm clock back!
zts1555e	Report to High Priest Eladin about Xavier!
zts1556e	Hunt Storm Sand Predators in Melki's Camp Area!
zts1557e	You have eliminated all the Storm Sand Predators. Report this to Hazel.
zts1558e	Eliminate Neil's Patrol Scouts and obtain the 1st Reconnaissance Report!
zts1559e	Eliminate Garton's Patrol Scout in Garton's Camp and take the report on the Temple Site from him.
zts1560e	Eliminate Garton's Patrol Bombers in Garton's Camp Surroundings and obtain the report on the Temple Site.
zts1561e	Eliminate Garton's Patrol Scout on the Temple Path!
zts1562e	Eliminate Garton's Elite Assassins and Commander Garton himself in Garton's Camp!
zts1563e	Eliminate Shoran's Transport Hunters and Transport Bombers in the Desert Robber Camp!
zts1564e	Eliminate Garton's Patrol Scouts on the Temple Path and get the report on the temple!
zts1565e	Eliminate the Desert Sand Predators in the Lost Desert and collect Sand Essences!
zts1566e	Eliminate the Desert Sand Predators in the Lost Desert and collect Wind Essences!
zts1567e	You have collected the Wind Essences. Take them to Velmon.
zts1569e	Calvin Coach's Request (Daily)
zts1570e	Calvin Coach from NosVille has asked you to eliminate the Chicken Queen who is hatching mutated chicks. As a reward, he will give you one of several special Easter gifts.
zts1571e	After you have successfully completed the Chicken Queen raid, you can collect your reward from Calvin Coach!
zts1572e	About the 'Burning Sword'
zts1573e	Priestess Serizad tells you all about her Burning Sword investigation.
zts1574e	Background Story about the Burning Sword
zts1575e	Enter the aura of the Burning Sword.
zts1576e	Heat of the Burning Sword
zts1577e	Report back to Priestess Serizad about the heat of the Burning Sword.
zts1578e	Find a way to avoid the heat of the Burning Sword.
zts1579e	Ask High Priest Eladin in the Aster Temple how you can avoid the heat of the Burning Sword.
zts1580e	An Expert on the Secret Method
zts1581e	Xavier apparently knows all about the secret method. Visit him in the Chaos Zone and ask him about the method!
zts1582e	Medicine from the Chaos Zone
zts1583e	Take the Chaos Zone Medicine, which you received from Bolporti the Silk Weaver, to Xavier!
zts1584e	Learning of the secret method completed.
zts1585e	You now know how to survive the unbearable heat of the Burning Sword. Return to Priestess Serizad.
zts1586e	Off to Glacernon
zts1587e	Take the Ice Flowers from Glacernon to Priestess Serizad.
zts1588e	Breaking into Melki's Camp
zts1589e	Eliminate the Desert Robbers in Melki's Camp!
zts1590e	Return from Melki's Camp
zts1591e	Report back to Hazel about it!
zts1592e	Ask the Akamur Merchant for advice!
zts1593e	Go to the Akamur Camp and meet Hazel!
zts1594e	Go to the temple's vault.
zts1595e	Master the Time-Space in the Rashid Temple catacombs!
zts1596e	Gate of Sand
zts1597e	Evoke a Relic Guardian and destroy him.
zts1598e	Say what you know about the relics!
zts1599e	Return to Michol and report back to him about it.
zts1600e	Report about the Relic Guardian.
zts1601e	Return to Priestess Serizad and report the news to her.
zts1602e	Camp Construction
zts1603e	Help the Military Engineer!
zts1604e	Off to the Temple Site
zts1605e	Head out and meet Michol at the Temple Site!
zts1606e	Portal in the region of the Burning Sword
zts1607e	Eliminate enemies and monsters in the area of the Burning Sword!
zts1608e	John the Adventurer
zts1609e	Meet John the Adventurer. He's in the region of the Burning Sword.
zts1610e	The Glowing Monsters of the Burning Sword
zts1611e	Eliminate the glowing monsters in the region of the Burning Sword!
zts1612e	Strange Vibrations
