zts1e	Normaler Effekt
zts1260e	Mit der Macht von Ancelloan gesegnet.
zts1261e	Erscheinung von Ancelloan
zts1263e	Goldschwingen
zts1264e	Onyxschwingen
zts1265e	Nullpunkt (F)
zts1266e	MP sinkt rapide.
zts1267e	Nullpunkt (E)
zts1268e	Nullpunkt (D)
zts1269e	Nullpunkt (C)
zts1270e	Nullpunkt (B)
zts1271e	Nullpunkt (A)
zts1272e	Nullpunkt (S)
zts1273e	Ballerblase (F)
zts1274e	HP sinkt rapide.
zts1275e	Ballerblase (E)
zts1276e	Ballerblase (D)
zts1277e	Ballerblase (C)
zts1278e	Ballerblase (B)
zts1279e	Ballerblase (A)
zts1280e	Ballerblase (S)
zts1281e	HP sinkt rapide. Erhält einen enormen Schaden durch einen kritischen Treffer.
zts1282e	Blitzabkühlung (F)
zts1283e	Kann keine Magie anwenden durch plötzliche Kältestarre.
zts1284e	Blitzabkühlung (E)
zts1285e	Kann keine Skills anwenden durch plötzliche Kältestarre.
zts1286e	Blitzabkühlung (D)
zts1287e	Blitzabkühlung (C)
zts1288e	Blitzabkühlung (B)
zts1289e	Blitzabkühlung (A)
zts1290e	Blitzabkühlung (S)
zts1291e	Kann keine Skills anwenden durch plötzliche Kältestarre. Alle Resistenzen sind verringert.
zts1292e	Eisnebel (F)
zts1293e	Die schlechte Sicht erschwert das Finden des Gegners.
zts1294e	Eisnebel (E)
zts1295e	Eisnebel (D)
zts1296e	Eisnebel (C)
zts1297e	Eisnebel (B)
zts1298e	Eisnebel (A)
zts1299e	Eisnebel (S)
zts1300e	Frostbiss (F)
zts1301e	Es ist unmöglich, die beißende Kälte zu vermeiden.
zts1302e	Frostbiss (E)
zts1303e	Frostbiss (D)
zts1304e	Frostbiss (C)
zts1305e	Frostbiss (B)
zts1306e	Frostbiss (A)
zts1307e	Frostbiss (S)
zts1308e	Schleier (F)
zts1309e	Erstellt einen dünnen Eisfilm, um den guten Effekt des Gegners zu stehlen.
zts1310e	Schleier (E)
zts1311e	Schleier (D)
zts1312e	Schleier (C)
zts1313e	Schleier (B)
zts1314e	Schleier (A)
zts1315e	Schleier (S)
zts1316e	Schlitzwunde (F)
zts1317e	Eine tiefe, böse Wunde. Schwierig zu heilen.
zts1318e	Schlitzwunde (E)
zts1319e	Schlitzwunde (D)
zts1320e	Schlitzwunde (C)
zts1321e	Schlitzwunde (B)
zts1322e	Schlitzwunde (A)
zts1323e	Schlitzwunde (S)
zts1324e	Plündern (F)
zts1325e	Erledigt den Gegner zum Zwecke der Schatzanreicherung.
zts1326e	Plündern (E)
zts1327e	Plündern (D)
zts1328e	Plündern (C)
zts1329e	Plündern (B)
zts1330e	Plündern (A)
zts1331e	Plündern (S)
zts1332e	Geisterstarre (F)
zts1333e	Geschockt durch die Angst vor dem Geisterschiff.
zts1334e	Geisterstarre (E)
zts1335e	Geisterstarre (D)
zts1336e	Geisterstarre (C)
zts1337e	Geisterstarre (B)
zts1338e	Geisterstarre (A)
zts1339e	Geisterstarre (S)
zts1340e	Wutmodus
zts1341e	Das Maß an Wut ist komplett aufgefüllt.
zts1342e	Heulsuse
zts1343e	Vergessliche Erenia
zts1344e	Eitle Zenas
zts1345e	Wo ist mein Horn?
zts1346e	Vergessliche Erenia hat vergessen, dass sie bereits ihr Horn verwendet hat.
zts1347e	Gib meine Schuhe zurück!
zts1348e	Sie bedauert, dass sie ihren eigenen Schuh warf.
zts1349e	Handgefertigtes Horn
zts1350e	Erenias Gnade
zts1351e	Luxusschuhe
zts1352e	Zenas' Gnade
zts1353e	Leidenskampf
zts1354e	Ancelloans Segen
zts1355e	Ancelloans Gnade
zts1356e	Du empfängst die Gnade Ancelloans, weil du den Kreuzritter gerettet hast.
zts1357e	Klage des Kreuzritters
zts1358e	Sie lebt vom Groll des Kreuzritters.
zts1359e	Erenias Fluch
zts1360e	Erenias Fluch
zts1361e	Zenas' Fluch
zts1362e	Zenas' Fluch
zts1363e	Ancelloans Schutz
zts1364e	Ancelloans Fluch
zts1365e	Der Fluch von Ancelloan ist mächtig gewaltig.
zts1366e	Zenas' Empörung
zts1367e	Zenas ist sehr verärgert und wütend.
zts1368e	Wutmodus
zts1369e	Das Maß an Wut ist komplett aufgefüllt.
zts1370e	Trickserei
zts1371e	Verschwunden innerhalb eines Wimpernschlags.
zts1376e	Gehirnerschütterung (F)
zts1377e	Schwindelgefühl, dass durch die Kollision mit dem Teddybären ausgelöst wird.
zts1378e	Gehirnerschütterung (E)
zts1379e	Gehirnerschütterung (D)
zts1380e	Gehirnerschütterung (C)
zts1381e	Gehirnerschütterung (B)
zts1382e	Gehirnerschütterung (A)
zts1383e	Gehirnerschütterung (S)
zts1384e	Marionettenwandler (F)
zts1385e	Transformiert durch die Stärke der Puppenspieler.
zts1386e	Marionettenwandler (E)
zts1387e	Marionettenwandler (D)
zts1388e	Marionettenwandler (C)
zts1389e	Marionettenwandler (B)
zts1390e	Marionettenwandler (A)
zts1391e	Marionettenwandler (S)
zts1392e	Gigantomanie (F)
zts1393e	Der riesige Teddybär lebt von der Seele des Besitzers.
zts1394e	Gigantomanie (E)
zts1395e	Gigantomanie (D)
zts1396e	Gigantomanie (C)
zts1397e	Gigantomanie (B)
zts1398e	Gigantomanie (A)
zts1399e	Gigantomanie (S)
zts1400e	Russisch Roulette (F)
zts1401e	Das Spiel des Todes.
zts1402e	Russisch Roulette (E)
zts1403e	Russisch Roulette (D)
zts1404e	Russisch Roulette (C)
zts1405e	Russisch Roulette (B)
zts1406e	Russisch Roulette (A)
zts1407e	Russisch Roulette (S)
zts1408e	Harlekins Bann (F)
zts1409e	Ein Streich vom Zirkusphantom.
zts1410e	Harlekins Bann (E)
zts1411e	Harlekins Bann (D)
zts1412e	Harlekins Bann (C)
zts1413e	Harlekins Bann (B)
zts1414e	Harlekins Bann (A)
zts1415e	Harlekins Bann (S)
zts1416e	Verblüffung (F)
zts1417e	Das Bewusstsein verloren durch verblüfft sein.
zts1418e	Verblüffung (E)
zts1419e	Verblüffung (D)
zts1420e	Verblüffung (C)
zts1421e	Verblüffung (B)
zts1422e	Verblüffung (A)
zts1423e	Verblüffung (S)
zts1424e	Megamandra (F)
zts1425e	Beschwört ein Megamandra, um den Gegner zu attackieren.
zts1426e	Megamandra (E)
zts1427e	Megamandra (D)
zts1428e	Megamandra (C)
zts1429e	Megamandra (B)
zts1430e	Megamandra (A)
zts1431e	Megamandra (S)
zts1432e	Wurzelkerker (F)
zts1433e	Keine Bewegung möglich durch Wurzelfesseln.
zts1434e	Wurzelkerker (E)
zts1435e	Wurzelkerker (D)
zts1436e	Wurzelkerker (C)
zts1437e	Wurzelkerker (B)
zts1438e	Wurzelkerker (A)
zts1439e	Wurzelkerker (S)
zts1440e	Platzwechsel (F)
zts1441e	Tauscht die Position mit dem Ziel für eine kurze Zeit.
zts1442e	Platzwechsel (E)
zts1443e	Platzwechsel (D)
zts1444e	Platzwechsel (C)
zts1445e	Platzwechsel (B)
zts1446e	Platzwechsel (A)
zts1447e	Platzwechsel (S)
zts1448e	Schwertspur (F)
zts1449e	Ein unbekannter Hieb verursacht kritische Blutungen.
zts1450e	Schwertspur (E)
zts1451e	Schwertspur (D)
zts1452e	Schwertspur (C)
zts1453e	Schwertspur (B)
zts1454e	Schwertspur (A)
zts1455e	Schwertspur (S)
zts1456e	Reinfall (F)
zts1457e	Schwerer Schaden bringt dich in Gefahr.
zts1458e	Reinfall (E)
zts1459e	Reinfall (D)
zts1460e	Reinfall (C)
zts1461e	Reinfall (B)
zts1462e	Reinfall (A)
zts1463e	Reinfall (S)
zts1464e	Blumenreflektor (F)
zts1465e	Erhältst du Schaden, wird dieser teilweise reflektiert. Skills, die lediglich einen Debuff erzeugen, können nicht reflektiert werden.
zts1466e	Blumenreflektor (E)
zts1467e	Blumenreflektor (D)
zts1468e	Blumenreflektor (C)
zts1469e	Blumenreflektor (B)
zts1470e	Blumenreflektor (A)
zts1471e	Blumenreflektor (S)
zts1472e	Prinzesschen Venus (F)
zts1473e	Folgeeffekt des Partners
zts1474e	Prinzesschen Venus (E)
zts1475e	Prinzesschen Venus (D)
zts1476e	Prinzesschen Venus (C)
zts1477e	Prinzesschen Venus (B)
zts1478e	Prinzesschen Venus (A)
zts1479e	Prinzesschen Venus (S)
zts1480e	Krems Ego (Hauptwaffe)
zts1481e	Eine Waffe, die ihr eigenes Ego besitzt. Wenn du sie mit der anderen Krem-Waffe verschmilzt ...
zts1482e	Krems Ego (Zweitwaffe)
zts1483e	Azrael, der Engel des Todes
zts1484e	Wurde von den Flügeln Fernons aufgesogen.
zts1485e	Essenz von Seli-Lusha
zts1486e	Schimmernde Baumessenz.
zts1487e	Rumials Dämmerung
zts1488e	Eine leuchtendes Juwel, das den Morgen herbeiruft.
zts1489e	Lortens Abenddämmerung
zts1490e	Ein Schatten, der die Nacht ankündigt.
zts1491e	Shares' Schlachtruf
zts1492e	Energie des tapferen Shares.
zts1493e	Glacernons Echo
zts1494e	Echo der Silberseele Glacernons
zts1495e	Mukrajus Geisteskraft
zts1496e	Das große Wissen des Magiers Mukraju.
zts1497e	Schöpferin Ancelloan
zts1498e	Ancelloan, mit der alles seinen Anfang nahm.
zts1499e	Zerstörerin Fernon
zts1500e	Fernon, mit der alles ein Ende findet.
zts1501e	Der Wille der Götter
zts1502e	Die Wahrscheinlichkeit, kritischen Schaden zu verursachen, ist stark erhöht.
zts1503e	Die Autorität der Götter
zts1504e	Spiegelt alle Attacken.
zts1505e	Krems helle Energie
zts1506e	Du kannst die Energie Krems spüren.
zts1507e	Strafe
zts1508e	Die Magie, die der Todesengel verwendet hat, um die Seele zu heilen. Fernon kann sie nun verwenden, indem sie die Energie entzieht.
zts1509e	Krems Schattenelement
zts1510e	Krems mächtiger Betäubungshieb
zts1511e	Lächeln der Göttin
zts1512e	Stellt HP schnell wiederher.
zts1513e	Zorn der Göttin
zts1514e	Reduziert HP schnell.
zts1515e	Fluch der Göttin
zts1516e	Stößt verschiedene Flüche aus.
zts1517e	Neid der Göttin
zts1518e	Reflektiert Schaden.
zts1519e	Schöpferin Ancelloan
zts1520e	Erhöht die PvP-Verteidigung stark.
zts1521e	Zerstörer-Fernon
zts1522e	Erhöht den PvP-Schaden stark.
zts1523e	Frost von Glacernon
zts1524e	Verringert die Bewegungsgeschwindigkeit stark.
zts1525e	Fluch von Glacernon
zts1526e	Für kurze Zeit kann kein Angriff durchgeführt werden.
zts1527e	Leos Segen
zts1528e	Coole Strandaura
zts1529e	Feenflügel
zts1531e	Fafnirs Fluch
zts1532e	Erzittere vor der Macht des gierigen, bösen Drachen!
zts1533e	Odins Segen
zts1534e	Spüre die Macht Odins!
zts1535e	Ruf des Wikingers
zts1536e	Brich mit Gewalt den Willen deiner Feinde.
zts1537e	Wille des Kriegers
zts1538e	Erhebe dich, Krieger!
zts1539e	Segen des Racheengels
zts1540e	Erhalte den Segen des Racheengels.
zts1541e	Seelenwächterin
zts1542e	Der Racheengel bringt die Seelen der Gefallenen nach Walhalla.
zts1543e	Mutter Naturs Segen
zts1544e	Möge dich der Segen der Natur erfrischen.
zts1545e	Winddruck
zts1546e	Gegen einen starken Wind kommt nicht jeder an.
zts1547e	Klebrige Spucke
zts1548e	Diese Spucke ist schlimmer als Sekundenkleber.
zts1549e	Falle
zts1550e	Reduziert die Bewegungsgeschwindigkeit. Erschwert es, das Ziel mit einem körperlichen Angriff zu treffen.
zts1551e	Fortschrittliche Blockade
zts1552e	Blockiert für die Anwendungsdauer schlechte Effekte.
zts1553e	Piratensegen
zts1554e	Du kannst ein unbekanntes Item erhalten, während du begleitet wirst.
zts1555e	Admiralssegen
zts1556e	Du erhältst mehr Heldenerfahrung und Ruhm.
zts1557e	Magie des Lichs
zts1558e	Erhöht die dunkle Macht mit der Magie des Lichs.
zts1559e	Magie des starken Lichs
zts1560e	Erhöht stark die dunkle Macht mit der Magie des Lichs.
zts1561e	Lebenskraft des Drachen
zts1562e	Regeneriert den Körper mit der Lebenskraft des Drachen.
zts1563e	Lebenskraft des starken Drachen
zts1564e	Regeneriert schnell den Körper mit der Lebenskraft des Drachen.
zts1565e	Totaler Schutz
zts1566e	Verhindert allen Schaden.
zts1567e	Verbotener Zauber
zts1568e	Erschafft einen Untoten, wenn sämtliche Willenskraft ausgesaugt wurde.
zts1569e	Schlag des Gespenstes (F)
zts1570e	Du erlernst den Schlag des Gespenstes.
zts1571e	Schlag des Gespenstes (E)
zts1572e	Schlag des Gespenstes (D)
zts1573e	Schlag des Gespenstes (C)
zts1574e	Schlag des Gespenstes (B)
zts1575e	Schlag des Gespenstes (A)
zts1576e	Schlag des Gespenstes (S)
zts1577e	Dunkelminderung (F)
zts1578e	Verursacht eine Explosion durch starke Schattenmagie.
zts1579e	Dunkelminderung (E)
zts1580e	Dunkelminderung (D)
zts1581e	Dunkelminderung (C)
zts1582e	Dunkelminderung (B)
zts1583e	Dunkelminderung (A)
zts1584e	Dunkelminderung (S)
zts1585e	Stolz des Wikingers (F)
zts1586e	Erhöht den Stolz des Wikingers.
zts1587e	Stolz des Wikingers (E)
zts1588e	Stolz des Wikingers (D)
zts1589e	Stolz des Wikingers (C)
zts1590e	Stolz des Wikingers (B)
zts1591e	Stolz des Wikingers (A)
zts1592e	Stolz des Wikingers (S)
zts1593e	Begleiter des Knochenkriegers Ragnar (F)
zts1594e	Begleiter des Knochenkriegers Ragnar (E)
zts1595e	Begleiter des Knochenkriegers Ragnar (D)
zts1596e	Begleiter des Knochenkriegers Ragnar (C)
zts1597e	Begleiter des Knochenkriegers Ragnar (B)
zts1598e	Begleiter des Knochenkriegers Ragnar (A)
zts1599e	Begleiter des Knochenkriegers Ragnar (S)
zts1600e	Erfolgshungrig
zts1601e	Die Aussicht auf Erfolg beflügelt dich.
zts1602e	Lebenskraft
zts1603e	Dieses kleine Teufelchen ist nur schwer zu fassen.
zts1604e	Inspiration
zts1605e	Kann mit einem versteckten Talent Unsichtbares entdecken.
zts1606e	Buff des 10. Jahrestages
zts1607e	Fahrkarte ins Land der Träume
zts1608e	Ein magischer Schlaf, dem sich keiner widersetzen kann.
zts1609e	Magischer Würfel [Verstohlenheit]
zts1610e	Du kannst dich unbemerkt bewegen, obwohl dir die nötigen magischen Kenntnisse fehlen.
zts1611e	Magischer Würfel [Resistenz]
zts1612e	Du kannst schlechten Effekten widerstehen, obwohl dir die nötigen magischen Kenntnisse fehlen.
zts1613e	Magischer Würfel [Bewegungsgeschwindigkeit]
zts1614e	Dein Tempo wird erhöht, obwohl dir die nötigen magischen Kenntnisse fehlen.
zts1615e	Magischer Würfel [Blackout]
zts1616e	Du kannst einen Blackout erzeugen, obwohl dir die nötigen magischen Kenntnisse fehlen.
zts1617e	Schulterstoß (F)
zts1618e	Stoße Gegner mit der Schulter zu Boden.
zts1619e	Schulterstoß (E)
zts1620e	Schulterstoß (D)
zts1621e	Schulterstoß (C)
zts1622e	Schulterstoß (B)
zts1623e	Schulterstoß (A)
zts1624e	Schulterstoß (S)
zts1625e	Zähigkeit (F)
zts1626e	Du brauchst keine Angst mehr vor dem Tod zu haben.
zts1627e	Zähigkeit (E)
zts1628e	Zähigkeit (D)
zts1629e	Zähigkeit (C)
zts1630e	Zähigkeit (B)
zts1631e	Zähigkeit (A)
zts1632e	Zähigkeit (S)
zts1633e	Elektrostatische Entladung (F)
zts1634e	Lässt Gegner durch eine starke Entladung erstarren.
zts1635e	Elektrostatische Entladung (E)
zts1636e	Elektrostatische Entladung (D)
zts1637e	Elektrostatische Entladung (C)
zts1638e	Elektrostatische Entladung (B)
zts1639e	Elektrostatische Entladung (A)
zts1640e	Elektrostatische Entladung (S)
zts1641e	Mega-Titanflügel
zts1642e	Titan-Verwandlung
zts1643e	Spezielle Fähigkeiten der Mega-Titanflügel
zts1644e	Mega-Titanverstärker.  Wenn der Upgrade-Wert der SP-Karte +15 ist, besteht eine Chance, dass die Titan-Verwandlung durchgeführt wird.
zts1645e	Großer Neujahrssegen
zts1646e	Erhöht die Erfahrungspunkte für 30 Minuten um 30%.
zts1647e	Neujahrssegen
zts1648e	Erhöht die Erfahrungspunkte für 30 Minuten um 10%.
zts1649e	Schattenwandler
zts1650e	Du kannst dich schnell im Verborgenen bewegen. Der Effekt endet, wenn du absteigst.
zts1651e	Handkanten-Block
zts1652e	Blockiert gegnerische Angriffe.
zts1653e	Stahlhaut
zts1654e	Wirft den gesamten Angriff auf den Gegner zurück.
zts1655e	Kräftiger Körper
zts1656e	Erhöht die Angriffskraft durch den Einsatz von Energie.
zts1657e	Flinker Körper
zts1658e	Bewegt sich schneller durch den Einsatz von Energie.
zts1659e	Lauerstellung
zts1660e	Kann Skill ohne Abklingzeit 3-mal einsetzen.
zts1661e	Chor der Engel
zts1662e	Lässt die himmlischen Stimmen der Engel erklingen.
zts1663e	Himmelstor
zts1664e	Der Geist wird entrückt und das Himmelstor kommt in Sicht.
zts1665e	Ich bin ein Champion.
zts1666e	Zeigt den Stolz eines Champions.
zts1667e	Geist
zts1668e	Du verfügst über unerschöpfliche Energie.
zts1669e	Fluch der Braut
zts1670e	Du erhältst nur noch selten positive Effekte.
zts1671e	Transformation
zts1672e	Wechselt den Kampfstil.
zts1673e	Haetaes Energie
zts1674e	Verbessert körperliche Fähigkeiten.
zts1675e	Energie des Drachen
zts1676e	Verbessert Flammenangriffe.
zts1677e	Sprint der Bestie
zts1678e	Ermöglicht sehr schnelle Fortbewegung.
zts1679e	Hitzeflimmern
zts1680e	Block gegnerische Angriffe mit einer Hitzewelle.
zts1681e	Letzte Flamme
zts1682e	Entfacht ein wunderschönes Feuerwerk.
zts1683e	Die Kampftechnik Tart Hapendams
zts1684e	Maschinengewehr
zts1685e	Ein mächtiges Maschinengewehr.
zts1686e	Windschwingen
zts1687e	Segnung des Feuerteufels
zts1688e	10% zusätzlicher Schaden auf Monster in einem versiegelten Gefäß, 5% zusätzlicher Schaden auf Monster im Land der Toten
cends de ta monture.
