zts1e	Abenteurerausbildung für Anfänger
zts1077e	Bringe dem Hohepriester Eladin den Brief des verärgerten Toten. Er wird dir mehr über den Inhalt erzählen können.
zts1078e	Das Relikt der Ideen
zts1079e	Bringe Hohepriester Eladin das zerbrochene Relikt von Grenigas!
zts1080e	Hohepriester Eladin vom Astertempel bittet dich darum, das zerbrochene Relikt von Grenigas zu finden und anschließend zu Priesterin Vera zu bringen.
zts1081e	Priesterin Vera vom Astertempel bittet dich, das zerbrochene Relikt von Grenigas im Untergrund des Astertempels zu suchen.
zts1082e	Priesterin Vera vom Astertempel bittet dich, das Reliktstück von Grenigas am heiligen Zentrumsplatz im Untergrund des Astertempels zu suchen.
zts1083e	Priesterin Vera vom Astertempel bittet dich, das Reliktstück von Grenigas am heiligen Zentrumsplatz im Asterzentrum zu suchen.
zts1084e	Der verschwundene Ermittler
zts1085e	Riana aus dem Schatzsucherlager bittet dich, den verschwundenen Ermittler zu suchen.
zts1086e	Serena vom Schatzsucherlager bittet dich, den Bericht der Wüstenräuber über den Tempelplatz in Gartons Lager zu suchen.
zts1087e	Serena vom Schatzsucherlager bittet dich, den Bericht der Wüstenräuber über den Tempelplatz zu beschaffen, der beim Tempelpfad im Besitz der Wüstenräuber ist. Anschließend sollst du den verschwundenen Ermittler im Tempelplatz suchen.
zts1088e	Michol vom Tempelplatz bittet dich, ihm mehr Zeit zu verschaffen, so dass die Verletzungen der Ermittler behandelt werden können!
zts1089e	Michol vom Tempelplatz bittet dich, das Fragment der Schrifttafel zu erlangen, welches von den Monstern gestohlen wurde.
zts1090e	Michol vom Tempelplatz bittet dich, die untersuchten Gegenstände zu Serena im Schatzsucherlager zu bringen.
zts1091e	Serena aus dem Schatzsucherlager bittet dich den Bericht von Michol an Riana zu überbringen.
zts1092e	Die Untersuchung des Tempelplatzes
zts1093e	Michol vom Tempelplatz bittet dich, die Monster in der Umgebung zu erledigen damit die Untersuchungen fortgesetzt werden können.
zts1094e	Michol vom Tempelplatz bittet dich, die Monster in der Umgebung zu erledigen damit die Untersuchungen fortgesetzt werden können.
zts1095e	Michol vom Tempelplatz bittet dich, die Monster in der Sonderregion C zu erledigen damit die Untersuchungen fortgesetzt werden können.
zts1096e	Michol vom Tempelplatz bittet dich, den Bericht mit den Zusatzinformationen über den Tempelplatz zu suchen, den ein Ermittler verloren hat.
zts1097e	Michol vom Tempelplatz bittet dich, den bisher gefertigten Bericht über den Tempelplatz zu Serena im Schatzsucherlager zu bringen.
zts1098e	Serena aus dem Schatzsucherlager bittet dich, ihren kurzen Untersuchungsbericht an Riana zu überbringen.
zts1099e	Die wahre Natur des Tempelplatzes
zts1100e	Michol vom Tempelplatz bittet dich, die erste Schrifttafel zu beschaffen.
zts1101e	Michol vom Tempelplatz bittet dich, die zweite Schrifttafel zu beschaffen.
zts1102e	Michol vom Tempelplatz bittet dich, die dritte Schrifttafel zu beschaffen.
zts1103e	Michol vom Tempelplatz bittet dich, die zerbrochenen Schrifttafeln von den Monster zu erlangen.
zts1104e	Michol vom Tempelplatz bittet dich, den Behälter mit den zerbrochenen Schrifttafeln zu Serena im Schatzsucherlager zu bringen.
zts1105e	Serena aus dem Schatzsucherlager bittet dich, den kurzen Bericht an Riana zu überbringen.
zts1106e	Der Wächter des Rashidtempels
zts1107e	Michol vom Tempelplatz bittet dich, die Monster in der Bücherei zu erledigen, damit die Untersuchungen in den Katakomben des Rashidtempels durchgeführt werden können.
zts1108e	Michol vom Tempelplatz bittet dich, die Monster in den Untergrundhöhlen zu erledigen, damit die Untersuchungen in den Katakomben des Rashidtempels fortgeführt werden können.
zts1109e	Michol vom Tempelplatz bittet dich, die Monster in der Gebetshalle zu erledigen, damit die Untersuchungen in den Katakomben des Rashidtempels fortgeführt werden können.
zts1110e	Michol vom Tempelplatz bittet dich, die Monster am heiligen Zentrumsplatz im Untergrund zu erledigen, damit die Untersuchungen in den Katakomben des Rashidtempels fortgeführt werden können.
zts1111e	Michol vom Tempelplatz bittet dich, seinen Bericht über den Wächter des Rashidtempels zu Serena im Schatzsucherlager zu bringen.
zts1112e	Serena aus dem Schatzsucherlager bittet dich, den kurzen Bericht über den Wächter des Rashidtempels zu Riana zu bringen.
zts1113e	Das Relikt des Rashidtempels
zts1114e	Michol vom Tempelplatz bittet dich, die zerbrochenen Reliktstücke in den Katakomben des Rashidtempels zu suchen. Untersuche auch die Bücherei!
zts1115e	Michol vom Tempelplatz bittet dich, die zerbrochenen Reliktstücke in den Katakomben des Rashidtempels zu suchen. Untersuche auch die Untergrundhöhlen!
zts1116e	Michol vom Tempelplatz bittet dich, die zerbrochenen Reliktstücke im Rashidzentrum zu suchen. Untersuche auch die Gebetshalle!
zts1117e	Michol vom Tempelplatz bittet dich, die zerbrochenen Reliktstücke in den Katakomben des Rashidtempels zu suchen. Untersuche auch den heiligen Zentrumsplatz!
zts1118e	Michol vom Tempelplatz bittet dich, die Tasche mit den Reliktstücken an Serena im Schatzsucherlager zu übergeben.
zts1119e	Serena vom Schatzsucherlager bittet dich, den Bericht über die Relikte vom Rashidtempel Riana zu überreichen.
zts1120e	Das Geheimnis des Rashidtempels
zts1121e	Michol vom Tempelplatz bittet dich, die erste zerbrochene Schrifttafel in den Katakomben des Rashidtempels zu suchen. Fange mit der Bücherei an, die sich in der Nähe des Eingangs befindet!
zts1122e	Michol vom Tempelplatz bittet dich, die zweite zerbrochene Schrifttafel in den Katakomben des Rashidtempels zu suchen. Gehe dafür zu den Untergrundhöhlen!
zts1123e	Michol vom Tempelplatz bittet dich, die dritte zerbrochene Schrifttafel in den Katakomben des Rashidtempels zu suchen. Gehe dafür zur Gebetshalle!
zts1124e	Michol vom Tempelplatz bittet dich, die vierte zerbrochene Schrifttafel in den Katakomben des Rashidtempels zu suchen. Gehe dafür zum heiligen Zentrumsplatz!
zts1125e	Michol vom Tempelplatz bittet dich, den Rucksack des Schatzsuchers zu Serena im Schatzsucherlager zu bringen.
zts1126e	Serena aus dem Schatzsucherlager bittet dich, den kurzen Bericht über die wahre Natur des Rashidtempels an Riana zu übergeben.
zts1127e	Ein Mann namens Xavier
zts1128e	Xavier aus der Zone des Chaos bittet dich, für ihn etwas Geld von seinem Freund Velmon zu leihen, da er kein Geld für seinen Alkohol hat.
zts1129e	Velmon aus der Zone des Chaos bittet dich, einige Zutaten für einen Zauber zu besorgen, um Xavier von seiner Depression zu erlösen. Er braucht die sogenannte Sandgeistessenz.
zts1130e	Velmon aus der Zone des Chaos bittet dich, einige Zutaten für einen Zauber zu besorgen, um Xavier von seiner Depression zu erlösen. Er braucht die sogenannte Windgeistessenz.
zts1131e	Velmon aus der Zone des Chaos bittet dich einige Zutaten für einen Zauber zu besorgen, um Xavier von seiner Depression zu erlösen. Er braucht Rum und Feenstaub aus Gartons Lager.
zts1132e	Velmon aus der Zone des Chaos gibt dir einen Behälter, den du zum Hohepriester Eladin im Astertempel bringen sollst, damit er den Zauber gegen die Depression vervollständigen kann.
zts1133e	Wenn du den besonderen Rum von Hohepriester Eladin im Astertempel zu Repräsentantin Semia vom Akamurquartier bringst, wird sie ihn so einpacken, dass er wieder wie neu aussieht.
zts1134e	Repräsentantin Semia vom Akamurquartier hat dir den Rum neu verpackt. Nimm diesen mit zu Xavier, damit seine Depression geheilt werden kann.
zts1135e	Xavier aus der Zone des Chaos ist eingeschlafen. Gehe zu Velmon und berichte ihm davon!
zts1136e	Der Brief an den Wüstenräuberanführer
zts1137e	Der Brief an den Wüstenräuberanführer ist in mehrere Stücke zerteilt. Wenn du welche davon findest, bringe sie zu Semia im Akamurquartier und befrage sie darüber.
zts1138e	Semia aus dem Akamurquartier bittet dich, die Monster in der verlorenen Wüste im Gegenzug für die Informationen zu erledigen. Suche danach Velmon in der Zone des Chaos auf.
zts1139e	Velmon bittet dich, seiner Patrouille in der Zone des Chaos auszuhelfen.
zts1140e	Velmon aus der Zone des Chaos meint, dass du Xavier suchen und befragen solltest, wenn du deine Informationen bekommen möchtest.
zts1141e	Xavier aus der Zone des Chaos sagt, dass der Inhalt des Briefes an ihn gerichtet ist, jedoch sagt er teilnahmslos, dass du Näheres besser mit Velmon besprechen solltest.
zts1142e	Die Wege der Wüstenräuberbande
zts1143e	Xavier aus der Zone des Chaos bittet dich Alkohol von Velmon zu besorgen, da er pleite ist. Es ist zwar absurd, aber helfen schadet ja nicht.
zts1144e	Velmon aus der Zone des Chaos bittet dich, ihm und seiner Patrouille zu helfen.
zts1145e	Velmon aus der Zone des Chaos bittet dich, die derzeitige Situation der Wüstenräuber mithilfe von Repräsentant Rushaldin aus dem Wüstenräuberlager zu klären.
zts1146e	Repräsentant Rushaldin aus dem Wüstenräuberlager bittet dich, die Räuber dort zu erledigen.
zts1147e	Repräsentant Rushaldin aus dem Wüstenräuberlager bittet dich, Kamil im Räuberinnenhof aufzusuchen.
zts1148e	Kamil bittet dich, die wachenden Wüstenräuber im Räuberlagerumfeld zu erledigen.
zts1149e	Kamil bittet dich, die Kommandanten Shoran und Shay zu erledigen, damit die Pläne der Wüstenräuber durchkreuzt werden.
zts1150e	Kamil bittet dich, das rostige Siegel des Anführers zu Velmon zu bringen.
zts1151e	Velmon aus der Zone des Chaos bittet dich, die Siegel wieder dem eigentlichen Besitzer zurückzugeben. Er zeigt mit dem Finger in Richtung Xavier.
zts1152e	Zeit für Verteidigung
zts1153e	Velmon aus der Zone des Chaos bittet dich, die Monster im Umfeld des Chaos und in der verlorenen Wüste zu erledigen.
zts1154e	Velmon aus der Zone des Chaos bittet dich die Wüstenräuber in der Zone des Chaos und in Kerus Lager zu erledigen.
zts1155e	Velmon aus der Zone des Chaos bittet dich, die Räuber in Gartons Lager zu erledigen.
zts1156e	Die Spaltung der Wüstenräuber
zts1157e	Das Tagebuch des Reisenden wurde im Untergrund des Astertempels gefunden. Nun musst du jemanden finden, der etwas darüber wissen könnte. Vielleicht weiß Kamil mehr.
zts1158e	Kamil bittet dich, den Feenstaub aus dem Wüstenräuberlager zu beschaffen. Zuvor musst du jedoch die Ledertasche einer Fee finden.
zts1159e	Kamil bittet dich, die merkwürdigen Taschen von den Wüstenräubern in der Umgebung zu beschaffen.
zts1160e	Kamil bittet dich, den merkwürdigen Behälter zu Repräsentant Rushaldin im Wüstenräuberlager zu bringen.
zts1161e	Repräsentant Rushaldin aus dem Wüstenräuberlager bittet dich, seinem Freund den merkwürdigen Behälter von Kamil und den Brief von Repräsentant Rushaldin zu bringen. Er sagt, sein Freund sei in der Zone des Chaos.
zts1162e	Repräsentand Rushaldin aus der Zone des Chaos bittet dich, den Brief von Repräsentant Rushaldin zu Xavier zu bringen.
zts1163e	Jede Wirkung hat eine Ursache
zts1164e	Untersuche den Südwesten des Wüstenräuberlagers. Die störenden Wüstenräuber sollten gewissenhaft beseitigt werden.
zts1165e	Untersuche den Südosten des Wüstenräuberlagers. Die störenden Wüstenräuber sollten gewissenhaft beseitigt werden.
zts1166e	Untersuche den Osten des Wüstenräuberlagers. Die störenden Wüstenräuber sollten gewissenhaft beseitigt werden.
zts1167e	Finde und untersuche den Ort im Wüstenräuberlager, an dem die Droge hergestellt wird. Die störenden Wüstenräuber sollten besser beseitigt werden.
zts1168e	Wende den Inhalt der Medizinflasche an einem ruhenden Räuber im Wüstenräuberlager an. Beobachte die Wirkung und erstatte Bericht.
zts1169e	Kamil bittet dich, den Untersuchungsbericht zu Repräsentant Rushaldin im Wüstenräuberlager zu bringen.
zts1170e	Repräsentant Rushaldin aus dem Wüstenräuberlager bittet dich, den kurzen Bericht zu Velmon in der Zone des Chaos zu bringen.
zts1171e	Velmon aus der Zone des Chaos bittet dich, Xavier über die Ereignisse im Wüstenräuberlager zu informieren.
zts1172e	Die Genesung der Wüstenräuberbande
zts1173e	Die merkwürdige Medizinflasche muss zu Kamil im Räuberinnenhof gebracht werden.
zts1174e	Kamil bittet dich, das Fläschchen schnellstmöglich zu Repräsentant Rushaldin im Wüstenräuberlager zu bringen.
zts1175e	Repräsentant Rushaldin aus dem Wüstenräuberlager bittet dich, die Probe der Droge und den geheimen Brief zu seinem alten Freund Velmon in der Zone des Chaos zu bringen.
zts1176e	Velmon aus der Zone des Chaos verrät dir, dass Xavier höchstwahrscheinlich weiß, wie man ein Gegenmittel gegen die Droge herstellt.
zts1177e	Xavier aus der Zone des Chaos bittet dich, die Probe der Droge und den Brief zu seinem alten Freund, Hohepriester Eladin im Astertempel zu bringen.
zts1178e	Hohepriester Eladin kann das Gegenmittel nur mit Hilfe der Waren herstellen, die er bereits von den Akamurhändlern bestellt hatte. Gehe zu den Akamurhändlern und überprüfe ob sie schon angekommen sind!
zts1179e	Nach einer gründlichen Überprüfung der Warenliste sagt Semia vom Akamurquartier, dass die Waren für den Astertempel in Kerus und Gartons Lager verstreut sind.
zts1180e	Hohepriester Eladin vom Astertempel bittet dich, die gesegnete Feenessenz zu Repräsentant Rushaldin im Wüstenräuberlager zu bringen.
zts1181e	Repräsentant Rushaldin aus dem Wüstenräuberlager bittet dich, die gesegnete Feenessenz an einem ruhenden Wüstenräuber auszuprobieren.
zts1182e	Repräsentant Rushaldin aus dem Wüstenräuberlager bittet dich, seinen Lösungsbericht zu Kamil im Räuberinnenhof zu bringen.
zts1183e	Kamil bittet dich, den Bericht über die Wüstenräuber zu Velmon in der Zone des Chaos zu bringen.
zts1184e	Velmon aus der Zone des Chaos bittet dich, den Lösungsbericht zu Xavier zu bringen.
zts1185e	Der Anführer der Wüstenräuber
zts1186e	Kamil bittet dich, die geheimen Befehlsschreiben von den Kommandanten der Wüstenräuberlager zu beschaffen.
zts1187e	Kamil bittet dich, die geheimen Befehlsschreiben von den Kommandanten Shoran und Shay zu beschaffen.
zts1188e	Kamil bittet dich, mit Repräsentant Rushaldin im Wüstenräuberlager zu sprechen und den Ort herauszufinden, an dem sich der Anführer aufhält.
zts1189e	Repräsentant Rushaldin aus dem Wüstenräuberlager sagt, dass damals mit dem ehemaligen Anführer ein weiterer Räuber gegangen ist, der sich auch in derselben Region befindet: Es ist Velmon aus der Zone des Chaos.
zts1190e	Velmon aus der Zone des Chaos kann dir zwar nichts genaues sagen, kennt aber die Person, die du suchst. Du sollst nach einem Mann suchen, der Xavier genannt wird!
zts1191e	Wiederbeschaffung des Diebesgutes
zts1192e	Paul aus Wüstenadlerstadt bittet dich die, von den Wüstenräubern gestohlenen Geschenke wiederzuholen. Wahrscheinlich sind sie in Gartons und Kerus Lager zu finden.
zts1193e	Der gemeine Diebstahl
zts1194e	Delmon Milow aus der Wüstenadlerstadt bittet dich, seine Waren von den Wüstenräubern in Gartons und Kerus Lager zurückzuholen.
zts1195e	Der Schrecken der Zone des Chaos
zts1196e	Delmon Milow aus der Wüstenadlerstadt sagt, dass er Waren erwartet, die noch in der Zone des Chaos sind. Überprüfe das!
zts1197e	Velmon aus der Zone des Chaos bittet dich, mit Repräsentant Rushaldin im Wüstenräuberlager über die zweifelhafte Lage der Bewohner der Zone des Chaos zu sprechen.
zts1198e	Repräsentant Rushaldin aus dem Wüstenräuberlager bittet dich, Kamil im Räuberinnenhof aufzusuchen und Informationen zu beschaffen.
zts1199e	Kamil verrät dir stolz die Informationen, die er in der Umgebung von Kommandant Shoran gesammelt hat. Es scheint sich um die Waren zu handeln, die Delmon Milow verloren hat.
zts1200e	Kamil bittet dich, seinen geheimen Brief zu Velmon zu bringen.
zts1201e	Velmon aus der Zone des Chaos bittet dich, den Wecker zu Delmon Milow zu bringen um das Missverständnis zu klären.
zts1202e	Das brennende Schwert
zts1203e	Suche Benito Butler im Port Alveus-Platz!
zts1204e	Hamakung vom Bergwerk in Port Alveus bittet dich, das Hilfegesuch der Akamurhändler zu Repräsentant Jin Hamadin in der Umgebung des Hafens zu bringen.
zts1205e	Jin Hamadin bittet dich, seinen Brief zum Wüstenhafen Mortaz zu bringen und dort der Hafenwache Tom zu übergeben.
zts1206e	Hafenwache Tom aus dem Wüstenhafen Mortaz bittet dich, die hochwertigen Waren zum Akamurlager zu bringen. Um die hochwertigen Waren zu bekommen, musst du erst die Quest mit den gestohlenen Handelsgütern beenden.
zts1207e	Präsident Noah aus dem Akamurlager bittet dich, seinen Brief Nephi im Akamurquartier in der Wüstenadlerstadt zu überbringen. Um den Brief von Präsident Noah zu bekommen, musst du erst die Quest über die Verhandlungen mit den Wüstenräubern beenden.
zts1208e	Nephi vom Akamurquartier bittet dich, den zerrissenen Zettel zu Hohepriester Eladin im Astertempel zu bringen. Du kannst den zerrissenen Zettel bekommen, sobald du die Quest mit dem Titel "Was haben die Wüstenräuber vor?" beendet hast.
zts1209e	Hohepriester Eladin vom Astertempel bittet dich, sein Hilfegesuch an Nephi im Akamurquartier zu überbringen. Doch zuerst musst du die Quest "Die Geister des Asterinnenhofs" beenden.
zts1210e	Nephi vom Akamurquartier bittet dich, mit dem Lohn von den Akamurhändlern zu Riana im Schatzsucherlager zu gehen.
zts1211e	Riana vom Schatzsucherlager bittet dich, mit dem besonderen Dokument über die Untersuchungen und der Hilfeleistung zu Michol im Tempelplatz zu gehen und es ihm zu übergeben.
zts1212e	Michol vom Tempelplatz bittet dich, die zerbrochenen Reliktstücke an Riana im Schatzsucherlager zu überbringen. Um die zerbrochenen Reliktstücke zu bekommen, musst du erst die Quest mit dem Titel "Relikt des Rashidtempels" beenden.
zts1213e	Den Informationen von Riana aus dem Schatzsucherlager zufolge gibt es eine enge Verbindung zwischen Xavier und den Wüstenräubern. Um dies herauszufinden, musst du Xavier einen Gefallen tun. Um seine wahre Identität herauszubekommen, brauchen wir das rostige Siegel des Anführers. Um dieses Siegel zu bekommen, musst du erst die Quest "Ein Mann namens Xavier" beenden.
zts1214e	Damit Xavier die Informationen über den Mysteriösen Reisenden des Wüstenräuberlagers übermittelt werden können, musst du diese erst einmal von Kamil im Räuberinnenhof bekommen.
zts1215e	Kamil bittet dich um Hilfe. Wenn alle deine Hilfeleistungen erfüllt sind, wird er dir die Informationen über den Mysteriösen Reisenden übergeben. Wenn du die Quest mit dem Titel "Die Genesung der Wüstenräuberbande" beendet hast, bekommst du das Dokument des Verräters und musst damit zu Velmon in der Zone des Chaos gehen, um ihn darüber zu informieren.
zts1216e	Suche nach den Timespacesteinen!
zts1229e	Sammle die angebissenen Kaktusfeigen, die von den Meersand-Füchsen in der Hafenumgebung zurückgelassen wurden!
zts1230e	Du hast die benötigten Kaktusfeigen eingesammelt. Gehe nun zu Hafenwache Tom und berichte ihm von deiner Mission!
zts1231e	Jage die Meersand-Klingenblätter in der Hafenumgebung und sammle die Kaktusfeigen!
zts1232e	Du hast alle Kaktusfeigen gesammelt. Berichte Hafenwache Tom davon!
zts1233e	Erledige die Spione von Neils Spähtrupp in Neils Lagerumfeld und erbeute den Sack mit Kaktusfeigen!
zts1234e	Du hast den Sack mit Kaktusfeigen erbeutet. Berichte Hafenwache Tom davon!
zts1235e	Gehe zu Neils Lager und erledige die Elite-Zündler!
zts1236e	Du hast Neils Elite-Zündler erledigt. Gehe zu Hamid und berichte ihm davon!
zts1237e	Erledige Kommandant Neil in seinem Lager und beschaffe das Schreiben für den Hafen!
zts1238e	Du hast Neils Schreiben erbeutet. Bringe es zu Hafenwache Tom!
zts1239e	Gehe zu Hamid, der sich in Neils Lagerumfeld aufhält, um weitere Anweisungen zu erhalten!
zts1240e	Bringe den Aufklärungsbericht zu Hamid!
zts1241e	Erledige die Neils Elite-Assassinen in Neils Lager.
zts1242e	Du hast Neils Elite-Assassinen erledigt. Berichte Hamid davon!
zts1243e	Erledige Kommandant Neil in seinem Lager und erbeute den zweiten Aufklärungsbericht!
zts1244e	Du hast den zweiten Aufklärungsbericht erbeutet. Bringe ihn zu Hamid!
zts1245e	Bringe Hamids Aufklärungsbericht zu Leuchtturmwärter Chilton!
zts1246e	Bringe den Aufklärungsbericht zu Präsident Noah, der sich im Akamurlager aufhält!
zts1247e	Triff dich mit Hamid in Neils Lagerumfeld!
zts1248e	Erledige die Spione von Neils Spähtrupp und erbeute den Sack mit Kaktusfeigen!
zts1249e	Du hast den Sack mit den Kaktusfeigen erbeutet. Berichte Hamid davon!
zts1250e	Gehe zu Neils Lager und mische dort die vergifteten Feigen unter die anderen Kaktusfeigen!
zts1251e	Du hast alle vergifteten Kaktusfeigen verteilt. Berichte Hamid davon!
zts1252e	Erledige Kommandant Neil und hole die Befehlsliste!
zts1253e	Du hast die Befehlsliste des Kommandanten gestohlen. Berichte Hamid davon!
zts1254e	Bringe die gefälschte Befehlsliste zu Neils Postkasten in Neils Lager.
zts1255e	Die gefälschte Befehlsliste liegt bereit. Berichte Hamid davon!
zts1256e	Bringe Hamids Bericht zu Hafenwache Tom!
zts1257e	Die Bitte von Wahrsager Nuki (täglich)
zts1258e	Wahrsager Nuki aus der Wüstenadlerstadt bittet dich, heißen Stoff zu besorgen. Als Gegenleistung wird er für dich Tarotkarten auslegen.
zts1259e	Wahrsager Nuki aus der Wüstenadlerstadt bittet dich, Kupfermünze der Räuberbande zu besorgen. Als Gegenleistung wird er für dich Tarotkarten auslegen.
zts1260e	Wahrsager Nuki aus der Wüstenadlerstadt bittet dich, heißes Leder zu besorgen. Als Gegenleistung wird er für dich Tarotkarten auslegen.
zts1261e	Wahrsager Nuki aus der Wüstenadlerstadt bittet dich, heiße Metallklumpen zu besorgen. Als Gegenleistung wird er für dich Tarotkarten auslegen.
zts1262e	Wahrsager Nuki aus der Wüstenadlerstadt  bittet dich, heißes Holz zu besorgen. Als Gegenleistung wird er für dich Tarotkarten auslegen.
zts1263e	Gehe zu Hamid, der sich in Neils Lagerumfeld versteckt hält!
zts1264e	Finde Shane, der in Neils Lager gefangen gehalten!
zts1265e	Erledige Neils Schlüsselmeister in Neils Lager und beschaffe den Schlüssel!
zts1266e	Du hast den Schlüssel der Wüstenräuber erbeutet. Bringe ihn zu Shane!
zts1267e	Erledige Neils Wärter in Neils Lager und beschaffe seinen Schlüssel!
zts1268e	Du hast den Schlüssel des Wärters erbeutet. Bringe ihn zu Shane!
zts1269e	Erledige Neils Elite-Jäger!
zts1270e	Du hast Neils Elite-Jäger erledigt. Berichte Hafenwache Tom davon!
zts1271e	Untersuche die verlorenen Handelswaren, die in der Hafenumgebung zurückgelassen wurden!
zts1272e	Du hast die verlorenen Handelswaren gefunden. Bringe sie zu Hafenwache Tom!
zts1273e	Untersuche die zerstörten Handelswaren in Neils Lagerumfeld!
zts1274e	Du hast die zerstörten Handelswaren gefunden. Bringe sie zu Hamid!
zts1275e	Untersuche die geplünderten Handelswaren in Neils Lager!
zts1276e	Du hast die geplünderten Handelswaren gefunden. Bringe sie zu Hafenwache Tom!
zts1277e	Gehe zur Hafenumgebung und jage Meersand-Fische, um minderwertige Handelsgüter zu erbeuten!
zts1278e	Du hast die gestohlenen Handelsgüter gesammelt. Bringe sie zu Leuchtturmwärter Chilton!
zts1279e	Erledige die Samurai von Neils Spähtrupp, die sich auf dem Weg in Neils Lagerumfeld befinden, und erbeute durchschnittliche Handelsgüter!
zts1280e	Du hast die gestohlenen Handelsgüter erbeutet. Bringe sie nun zu Hamid, der sich am Eingang zu Neils Lager aufhält!
zts1281e	Erledige Neils Elite-Samurai die sich in Neils Lager aufhalten und erbeute hochwertige Handelsgüter!
zts1282e	Du hast alle gestohlenen Handelsgüter gesammelt. Gehe nun zu Leuchtturmwärter Chilton um deine Belohnung zu erhalten!
zts1283e	Gehe zu Hazel, die sich im Akamurlager aufhält!
zts1284e	Die gestohlenen Handelswaren
zts1285e	Erledige die Sturmsand-Stachelkriecher im östlichen und die Staubsand-Fische im westlichen Händlerlager!
zts1286e	Du hast die Handelswaren beschafft. Bring sie zu Hazel!
zts1287e	Erledige die Spione von Kerus Spähtrupp in Kerus Lagerumfeld und erbeute den zerbrochenen Handelsartikel!
zts1288e	Du hast den zerbrochenen Handelsartikel eingesammelt. Bringe ihn zu Hazel!
zts1289e	Untersuche die zerstörte Akamurfahne in Kerus Lagerumfeld.
zts1290e	Du hast die Fahne untersucht. Berichte Hazel davon!
zts1291e	Untersuche die Handelswaren in Kerus Lager!
zts1292e	Bringe die gefundenen Handelswaren zu Hazel ins Akamurlager!
zts1293e	Suche die fehlenden Handelswaren in Kerus Lager!
zts1294e	Bringe den Bericht zu Präsident Noah!
zts1295e	Jage Sturmsand-Basilisken im Händlerlager Ost!
zts1296e	Du hast alle Sturmsand-Basilisken erledigt. Berichte Hazel davon!
zts1297e	Jage Staubsand-Prota im Händlerlager West!
zts1298e	Du hast alle Staubsand-Prota erledigt. Berichte Hazel davon!
zts1299e	Jage Sturmsand-Skorpione in Melkis Lagerumfeld!
zts1300e	Du hast alle Sturmsand-Skorpione erledigt. Berichte Hazel davon!
zts1301e	Jage Sturmsand-Prädatoren in Kerus Lagerumfeld.
zts1302e	Die Jagd auf die Sturmsand-Skorpione ist beendet. Berichte Hazel davon!
zts1303e	Gehe zu Hazel!
zts1304e	Gehe zu Mursha, der sich in Kerus Lager aufhält!
zts1305e	Erledige Kerus Elite-Assassinen und sammle Wüstenräuber-Masken.
zts1306e	Du hast alle Wüstenräuber-Masken gesammelt. Bringe sie zu Repräsentant Mursha!
zts1307e	Erledige Kerus Elite-Jäger und sammle Wüstenräuber-Embleme!
zts1308e	Du hast alle Wüstenräuber-Embleme gesammelt. Bringe sie zu Mursha!
zts1309e	Erledige Kommandant Keru und erbeute sein Siegel!
zts1310e	Du hast Kerus Siegel erbeutet. Bringe es zu Mursha!
zts1311e	Bringe Murshas geheime Nachricht zu Hazel ins Akamurlager!
zts1312e	Überbringe Hazels Nachricht an Präsident Noah im Akamurlager!
zts1313e	Bringe die Truhe mit Befehlslisten zu Hazel!
zts1314e	Gehe zu Melkis Lager und erledige Melkis Elite-Zündler!
zts1315e	Gehe in Melkis Lager zum Gefangenen Humad!
zts1316e	Erledige Melkis Wärter und besorge dessen Schlüssel!
zts1317e	Du hast den Schlüssel erhalten. Befreie nun den Gefangenen Humad!
zts1318e	Erledige Melkis Elite-Samurai!
zts1319e	Du hast alle Monster erledigt. Berichte Hazel davon!
zts1320e	Bringe Hazels Bericht zu Präsident Noah!
zts1321e	Jage Sturmsand-Prota im Händlerlager Ost!
zts1322e	Du hast alle Sturmsand-Protas erledigt. Gehe nun zu Hazel und berichte ihr davon!
zts1323e	Erledige die Sturmsand-Kriecher im Händlerlager Ost und die Samurai von Melkis Spähtrupp in Melkis Lagerumfeld!
zts1324e	Du hast alle Kreaturen erledigt. Gehe nun zu Hazel und berichte ihr davon!
zts1325e	Erledige Kommandant Melki und Melkis Elite-Jäger!
zts1326e	Jage Staubsand-Mantis im Händlerlager West!
zts1327e	Du hast alle Staubsand-Mantis erledigt. Gehe nun zu Hazel und berichte ihr davon!
zts1328e	Erledige Zündler von Kerus Spähtrupp, du findest sie in Kerus Lagerumfeld!
zts1329e	Du hast die Zündler von Kerus Spähtrupp erledigt. Gehe zu Hazel und berichte ihr davon!
zts1330e	Gehe zu Kerus Lager und erledige den Kommandanten und seine Elite-Samurai!
zts1331e	Sprich mit Repräsentantin Semia!
zts1332e	Gehe zu Kerus Lager und erledige Kommandant Keru, um seinen eiligen Bericht zu erlangen!
zts1333e	Du hast Kerus eiligen Bericht erhalten. Bringe ihn zu Repräsentantin Semia!
zts1334e	Gehe zu Wache Putran in Gartons Lagerumfeld!
zts1335e	Erledige die Assassinen von Gartons Spähtrupp in Gartons Lagerumfeld!
zts1336e	Die Assassinen von Gartons Spähtrupp sind erledigt. Berichte Wache Putran davon!
zts1337e	Erledige die Gartons Elite-Jäger in Gartons Lager!
zts1338e	Gartons Elite-Jäger sind erledigt. Berichte Wache Putran davon!
zts1339e	Gehe zu Gartons Lager und erledige Kommandant Garton, um seinen eiligen Bericht zu erlangen!
zts1340e	Du hast den eiligen Bericht der Patrouille B erhalten. Bringe ihn zu Wache Putran!
