zts1e	New Item
zts1991e	Panda headgear
zts1992e	Panda fancy dress
zts1993e	Wild keeper card
zts1994e	Gift parcel
zts1995e	Pretty gift parcel. You can get an item of various items randomly by double clicking.[n]
zts1996e	Dark Element Specialist Card[n][n]Force enemies into submission using any means neccesary![n]The strongest warrior on the battlefield![n]
zts1997e	Light Element Specialist Card[n][n]A wild fighter who protects the forests![n]Kill enemies using your animal instinct![n]
zts1998e	Dark Element Specialist Card[n][n]Dark magician who uses forbidden dark sorcery![n]Open the gate of death by using the devil's power![n]
zts1999e	Bead of Bushtail with a cold
zts2000e	Bead of lucky pig
zts2001e	Bead of lucky rat
zts2002e	Handsel envelope
zts2003e	Handsel envelope for Happy new year. You will get one of cash items or rare pets.
zts2004e	Branch cooking kit
zts2005e	Make a small campfire for cooking for 3 minutes.[n][n]
zts2006e	Firewood cooking kit
zts2007e	Make a big campfire for cooking for 3 minutes.[n][n]
zts2008e	It is sold in the store. You can get it from lucky rat.[n][n]
zts2009e	Recovery HP/MP slowly[n]with nosmate within 3 cells.[n] Can be taken during breaks[n]Happy new year event item![n][n]
zts2010e	Wellbeing sandwich
zts2011e	Barbecue
zts2012e	It is fantastic food for recovering basic SP[n]Can be taken during breaks[n][n]
zts2013e	Fruit omelet
zts2014e	Hamburger
zts2015e	Steak
zts2016e	Sweet source
zts2017e	Mysterious source
zts2018e	Mysterious water
zts2019e	Handsel envelope for a Happy New Year. You will get either a cash item or a rare pet.
zts2020e	Brown bear fancy dress
zts2021e	Ice bear fancy dress
zts2022e	Teddy bear fancy dress
zts2023e	Brown bear hat
zts2024e	Ice bear hat
zts2025e	Teddy bear hat
zts2026e	Valentines Event-Item [n]Item disappears after the event[n]
zts2027e	Valentines Event-Item [n]Show it to someone you fancy. Simply click on the person and use the giftset. If they accept it you get a valentines buff. If they do not accept it you cry for 1 minute. [n] Item disappears after the event[n][n]
zts2028e	Valentines Event-Item[n]Your HP and MP are recovered all the time. [n] The Nosmate which is within of 3 cells to you also respawns[n] Item disappears after the event[n][n]
zts2029e	Sportswear male1
zts2030e	Sportswear female1
zts2031e	Sportswear male2
zts2032e	Sportswear female2
zts2033e	Sportswear male3
zts2034e	Sportswear female3
zts2035e	Sportswear male4
zts2036e	Sportswear female4
zts2037e	Casual wear male1
zts2038e	Casual wear female1
zts2039e	Casual wear male2
zts2040e	Casual wear female2
zts2041e	Casual wear male3
zts2042e	Casual wear female3
zts2043e	Casual wear male4
zts2044e	Casual wear female4
zts2045e	Casual wear male5
zts2046e	Casual wear female5
zts2047e	Casual wear male6
zts2048e	Casual wear female6
zts2049e	Rat headgear
zts2050e	So cute rat headgear[n]
zts2051e	Fresh orange headgear
zts2052e	It removes dandruff, massages your head, and makes hair glossy[n]
zts2053e	Gorgeous pot headgear
zts2054e	It is gorgeous but too heavy. It can makes your neck ache![n]
zts2055e	Wooden vessel headgear
zts2056e	It is a small light wooden vessel headgear. I'd like to open it and have dumplings.[n]
zts2057e	Blue official hat
zts2058e	Public officials wore it in old times. You can create a traditional atmosphere with it.[n]
zts2059e	Green official hat
zts2060e	Red official hat
zts2061e	N(Event)
zts2062e	O(Event)
zts2063e	S(Event)
zts2064e	1(Event)
zts2065e	Y(Event)
zts2066e	E(Event)
zts2067e	A(Event)
zts2068e	R(Event)
zts2069e	1st anniversary medal
zts2070e	Panda hat(7 days)
zts2071e	A cute panda hat.[n]Duration begins after being equipped.[n] All attack power +5%[n] Maximum MP +200[n][n]
zts2072e	Brown bear fancy dress(7 days)
zts2073e	A cute brown bear fancy dress.[n]Duration begins after being equipped.[n] All defense power +5%[n] Maximum HP +200[n][n]
zts2074e	Ice bear fancy dress(7 days)
zts2075e	A cute Ice bear fancy dress.[n]Duration begins after being equipped.[n] All defense power +5%[n] Maximum HP +200[n][n]
zts2076e	Panda fancy dress(7 days)
zts2077e	A cute panda fancy dress.[n]Duration begins after being equipped.[n] All defense power +5%[n] Maximum HP +200[n][n]
zts2078e	Teddy bear fancy dress(7 days)
zts2079e	A cute Teddy bear fancy dress.[n]Duration begins after being equipped.[n] All defense power +5%[n] Maximum HP +200[n][n]
zts2080e	Brown bear hat(7 days)
zts2081e	A cute Brown bear hat.[n]Duration begins after being equipped.[n] All attack power +5%[n] Maximum MP +200[n][n]
zts2082e	Ice bear hat(7 days)
zts2083e	A cute Ice bear hat.[n]Duration begins after being equipped.[n] All attack power +5%[n] Maximum MP +200[n][n]
zts2084e	Teddy bear hat(7 days)
zts2085e	A cute Teddy bear hat. [n]Duration begins after being equipped.[n] All attack power +5%[n] Maximum MP +200[n][n]
zts2086e	So cute rat hat[n][n]
zts2087e	Hip-hop Sportswear(7 days)
zts2088e	Stylish sportswear.[n] Duration begins after being equipped.[n] All defense power +5%[n] Maximum HP +200[n][n]
zts2089e	Black & White(7 days)
zts2090e	Martial Sportswear(7 days)
zts2091e	School Sportswear(7 days)
zts2092e	Flame Sportswear(7 days)
zts2093e	Bluesky Sportswear (7 days)
zts2094e	Fashion Sportswear(7 days)
zts2095e	Hot-pink Sportswear (7 days)
zts2096e	Smart Jean (7 days)
zts2097e	You wear a casual wear by equipping it.[n] Time is spent from equipping it first.[n] All defense power +5%[n] Maximum HP +200[n][n]
zts2098e	School Uniform(7 days)
zts2099e	Military Jean (7 days)
zts2100e	Cute lady (7 days)
zts2101e	Forest Jean (7 days)
zts2102e	Office Uniform (7 days)
zts2103e	Fire Jean (7 days)
zts2104e	Heavy metal Jean (7 days)
zts2105e	Explorer clothes (7 days)
zts2106e	It removes dandruff, massages your head, and makes glossy hair.[n][n]
zts2107e	It is gorgeous but too heavy. It makes your neck ache![n][n]
zts2108e	Brown bear fancy dress(30 days)
zts2109e	Ice bear fancy dress(30 days)
zts2110e	Panda fancy dress(30 days)
zts2111e	Teddy bear fancy dress(30 days)
zts2112e	Hip-hop Sportswear(30 days)
zts2113e	Black & White(30 days)
zts2114e	Martial Sportswear(30 days)
zts2115e	School Sportswear(30 days)
zts2116e	Flame Sportswear(30 days)
zts2117e	Bluesky Sportswear (30 days)
zts2118e	Fashion Sportswear(30 days)
zts2119e	Hot-pink Sportswear (30 days)
zts2120e	Smart Jean (30 days)
zts2121e	School Uniform(30 days)
zts2122e	Military Jean (30 days)
zts2123e	Cute lady (30 days)
zts2124e	Forest Jean (30 days)
zts2125e	Office Uniform (30 days)
zts2126e	Fire Jean (30 days)
zts2127e	Casual wear female4(30 days)
zts2128e	Heavy metal Jean (30 days)
zts2129e	Casual wear female5(30 days)
zts2130e	Explorer clothes(30 days)
zts2131e	Casual wear female6(30 days)
zts2132e	Brown bear fancy dress(Permanent)
zts2133e	Ice bear fancy dress(Permanent)
zts2134e	Panda fancy dress(Permanent)
zts2135e	Teddy bear fancy dress(Permanent)
zts2136e	Hip-hop Sportswear(Permanent)
zts2137e	Black & White(Permanent)
zts2138e	Martial Sportswear(Permanent)
zts2139e	School Sportswear(Permanent)
zts2140e	Flame Sportswear(Permanent)
zts2141e	Bluesky Sportswear (Permanent)
zts2142e	Fashion Sportswear(Permanent)
zts2143e	Hot-pink Sportswear (Permanent)
zts2144e	Smart Jean (Permanent)
zts2145e	School Uniform(Permanent)
zts2146e	Military Jean (Permanent)
zts2147e	Cute lady (Permanent)
zts2148e	Forest Jean (Permanent)
zts2149e	Office Uniform (Permanent)
zts2150e	Fire Jean (Permanent)
zts2151e	Casual wear female4(Permanent)
zts2152e	Heavy metal Jean (Permanent)
zts2153e	Casual wear female5(Permanent)
zts2154e	Explorer clothes(Permanent)
zts2155e	Casual wear female6(Permanent)
zts2156e	Panda hat(30 days)
zts2157e	Brown bear hat(30 days)
zts2158e	Ice bear hat(30 days)
zts2159e	Teddy bear hat(30 days)
zts2160e	Panda hat(Permanent)
zts2161e	Brown bear hat(Permanent)
zts2162e	Ice bear hat(Permanent)
zts2163e	Teddy bear hat(Permanent)
zts2164e	HP/MP are recovered slowly[n]with Nosmate in 3cells.[n]It will disappear when the event ends.[n][n]
zts2165e	You and Nosmate recover by using it.[n] It will disappear when the event ends.[n][n]
zts2166e	You can use it for 15days.[n][Main effect][n] Each volume of equipment, major and minor inventory will increase by 4, total 12. [n] Acquisition volume of experience increases up to 10%. [n][Additional Effect][n] Acquisition experience of your pet and partner will increase up to 15%.[n] Attack/defense power increase up to 10%. [n][Cautions][n]Its effect doesn't overlap with the effect of Adventurer's knapsack.[n]It can't be stored in the warehouse.[n][n]
zts2167e	So cute rat hat[n]All attack power +5%[n] Maximum MP +200[n][n]
zts2168e	It removes dandruff, massages your head, and makes glossy hair.[n]All attack power +5%[n] Maximum MP +200[n][n]
zts2169e	It is gorgeous but too heavy. It makes your neck ache![n]All attack power +5%[n] Maximum MP +200[n][n]
zts2170e	It is a small light wooden vessel hat. I'd like to open it and have dumplings.[n]All attack power +5%[n] Maximum MP +200[n][n]
zts2171e	Public officials wore it in old times. You can create a traditional atmosphere with it.[n]All attack power +5%[n] Maximum MP +200[n][n]
zts2174e	You can use additional inventory 50 space via Partner. [n] 10 days only [n]
zts2175e	You can use additional inventory 50 space via Partner. [n] 30 days only [n]
zts2176e	You can use additional inventory 50 space via Partner. [n] 60 days only [n]
zts2177e	Dignity item
zts2178e	Increase dignity up to 200, but dignity can't be over the maximum volume.[n][n]
zts2179e	Eril Counter's Letter
zts2180e	Sandra Brake's Letter
zts2181e	Sandra's Recommendation Letter
zts2182e	Lateor's Egg
zts2183e	An item inside which you will find a precious friend.[n][n]
zts2184e	Leika's Recommendation Letter
zts2185e	SS-Rank Adventurer at Nos Camp[n][n]
zts2186e	Logbook
zts2187e	It's stamped with a clearly visible skull.[n][n]
zts2188e	1st Reconnaissance Report
zts2189e	Unknown Clue Page 1
zts2190e	Its illegible since its torn.[n][n]
zts2191e	Unknown Clue Page 2
zts2192e	Unknown Clue Page 3
zts2193e	Old Tablet
zts2194e	This is how the Barrier Drive Stone works... (Skip)[n][n]
zts2195e	Torn Reconnaissance Report
zts2196e	Betorun Tundra Reconnaissance Report
zts2197e	This is the report you wrote.[n][n]
zts2198e	2nd Reconnaissance Report
zts2199e	Mukraju's Magic Book
zts2200e	Bundle of Reports
zts2201e	You must write this report.[n][n]
zts2204e	Don't say anything strange to the one who delivers this letter.[n]Eril Counter.[n][n]
zts2205e	I don't have enough money to support my living expenses because I have opened one more savings account where I must deposit a certain amount of money every month.[n]Please give me a raise. Sandra Brake[n][n]
zts2206e	Please take care of the person who delivers this.[n]Your old friend, Sandra Brake[n][n]
zts2207e	I can see the new adventurers who have arrived recently .[n]Looks like a foolish lot. No need to worry.[n][n]
zts2208e	Stop the invaders until our lord awakens.[n] (Rest of the letter is torn out.)[n][n]
zts2209e	It is written that Lord Morcos himself is [n]attacking the Frozen Heart Citadel.[n][n]
zts2210e	It's imbued with an evil spirit.[n]The method to fight the curse is written here.[n][n]
zts2211e	Rat hat(Permanent)
zts2212e	Fresh orange hat(Permanent)
zts2213e	Gorgeous pot hat(Permanent)
zts2214e	Wooden vessel hat(Permanent)
zts2215e	Blue official hat(Permanent)
zts2216e	Green official hat(Permanent)
zts2217e	Red official hat(Permanent)
zts2218e	Rat hat(7 days)
zts2219e	Rat hat(30 days)
zts2220e	Fresh orange hat(7 days)
zts2221e	Fresh orange hat(30 days)
zts2222e	Gorgeous pot hat(7 days)
zts2223e	Gorgeous pot hat(30 days)
zts2224e	Wooden vessel hat(7 days)
zts2225e	Wooden vessel hat(30 days)
zts2226e	Blue official hat(7 days)
zts2227e	Blue official hat(30 days)
zts2228e	Green official hat(7 days)
zts2229e	Green official hat(30 days)
zts2230e	Red official hat(7 days)
zts2231e	Red official hat(30 days)
zts2234e	Amulet of God's protection (2 times)
zts2235e	Though betting (Rare Lv.) fails, the equipment won't be broken [n] Used for weapons and equipment [n] (Can be used 2 times) [n][n]
zts2236e	Amulet for Strength
zts2237e	Attack power is increased by 20% when equipped.[n][n]
zts2238e	Amulet for Firmness
zts2239e	Defense power is increased by 20% when equipped.[n][n]
zts2240e	Bead of Egg fairy
zts2248e	It is the treasure box with ancient treasures. [n]Can get one of Blessings of Guardian Angel, Springwater of Cylloan, [n]Adventurer's knapsack and Partner's backpack, Pet's delivery basket, Durability recharge coupon, [n]Amulet for Strength, Amulet for Firmness.[n][n]
zts2253e	Yellow Easter egg
zts2254e	Red pattern Easter egg[n][n]
zts2255e	Blue Easter egg
zts2256e	Blue pattern Easter egg[n][n]
zts2257e	White Easter egg
zts2258e	White pattern Easter egg[n][n]
zts2259e	Yellow pattern Easter egg[n][n]
zts2260e	Soul of Easter
zts2261e	Soul with mysterious power[n][n]
zts2262e	Boiled egg
zts2263e	Tasty boiled egg[n][n]
zts2264e	White day Event-Item [n]Item disappears after the event[n]
zts2265e	White day Event-Item [n]Show it him/her you like. Simply click on him/her and use the gift-set.[n] If he/she accepts it you are going to get a valentines buff. [n]If he/she does not accept it you cry for 1 minute. [n] Item disappears after the event[n][n]
zts2266e	Red Easter egg
zts2267e	White day Event-Item[n]Your HP and MP are recovered all the time. [n] The Nosmate which is within of 3 cells to you also respawns[n] Item disappears after the event[n][n]
zts2268e	Baby Dander marble
zts2269e	Seedle marble
zts2270e	Pii marble
zts2271e	Weak Big-Vampie marble
zts2272e	Walker marble
zts2273e	Soft Jelly marble
zts2274e	Vampie marble
zts2275e	Boing marble
zts2276e	Gift box to commemorate the birth of Nostale!
zts2277e	Gift box to commemorate the birth of Nostale! [n] Item to find your friend is inside! [n]
zts2278e	Gift box to celebrate Nostale's unity
zts2279e	Gift box to celebrate Nostale's unity! [n] Your chance to get any one item as reward! [n]
zts2280e	Fire Element Specialist Card[n]We march only forward. [n] This strong fighter has a two-handed sword and [n] cleans up the battlefield [n][n]
zts2281e	Water Element Specialist Card[n]Look at the swordsman's eyes [n] They are filled with violent temper. [n] Whatever may be in the way, [n] He will hack it up with his sharp sword. [n][n]
zts2282e	Water Element Specialist Card[n]A storm of arrows rain down like thunder. [n] The world's best hunter with quick hands [n][n]
zts2283e	Dark Element Specialist Card[n]A violent temper hidden behind the shadow of darkness. [n] This wounded beast never loses it's target. [n][n]
zts2284e	Fire Element Specialist Card[n]The symbol of destruction and downfall. [n] He sold his soul to get the burning flame. [n][n]
zts2285e	Light Element Specialist Card[n]The protector of light, order and balance. [n] This wise magician respects Erenia's will. [n][n]
zts2286e	Fire Element Specialist Card[n]Return of the legend !! [n] Jajamaru comes to Nostale [n] to rescue Princess Sakura!! [n]
zts2287e	Light Element Specialist Card[n]Iron will and faith for justice!![n]Guardian of Justice who pits against evil[n][n]
zts2288e	Dark Element Specialist Card[n]Force enemies into submission by fair means or foul![n]The strongest warrior in the battlefield![n]
zts2289e	Fire Element Specialist Card[n]Vagabond who loves adventure and exploration!![n] Ruler of destruction who burns with anger.[n][n]
zts2290e	Light Element Specialist Card[n]The wild fighter in the beautiful forest![n]Kill enemies under the animal instinct![n]
zts2291e	Water Element Specialist Card[n]Heart of ice and cold in my body!! [n]Ruler of cold freezing all!![n][n]
zts2292e	Dark Element Specialist Card[n]Dark magician who uses forbidden dark sorcery![n]Open the gate of death with using devil's power![n]
zts2294e	A box containing magic items.[n] Can get either cash items or costume items.[n][n]
zts2302e	A treasure box containing legendary treasures. [n]Can get one of Lower card protection scroll, Bead of Bushtail with a cold, Bead of lucky pig, Food for Smart pet, Equipment protection scroll, Point initialization potion, Special Card Carrier. [n][n]
zts2304e	A treasure box containing mysterious treasures. [n]Can get one of Amulet of God's blessing (2times), Skin of Kung, Skin of Kevin, Rhain Skin, Ice bear set(Hat and Fancy dress &#8211; 30days), Rat hat(Permanent), Teddy bear set(Hat and Fancy dress &#8211; 30days), Medium Special Recharger. [n][n]
zts2306e	A treasure box containing ancient treasures. [n]Can get one of Blessings of Guardian Angel, Spring Water of Cylloan, Adventurer's knapsack/Partner's backpack(10days), Amulet for Strength, Amulet for Firmness, Pet's delivery basket 30 days, Durability recharge coupon. [n][n]
zts2308e	A treasure box containing luxurious treasures. [n]Can get one of Bead for keeping the pet, Pet Name Tag, Amulet of God's protection(2times), Scroll to release fixed-Lv.[n][n]
zts2310e	A treasure box containg good treasures. [n]Can get one of Coupon for Double production , Fairy booster , Coupon for Production Point [n][n]
zts2312e	Open it for a big surprise! [n][n]
zts2315e	If you have Greeny Fairy Bob,[n] you can produces different food items every one hour [n][n]
zts2316e	Ayam (7 Days)
zts2317e	Pretty Traditional Korean Hat.[n]The expiration time starts as soon as you put it on.[n]+5% to All Damage[n]+200 to Maximum MP[n][n]
zts2318e	Ayam (30 Days)
zts2319e	Ayam (Permanent)
zts2320e	Empress Coronet (7 Days)
zts2321e	Luxurious Traditional Chinese Accessory.[n]The expiration time starts as soon as you put it on.[n]+5% to All Damage[n]+200 to Maximum MP[n][n]
zts2322e	Empress Coronet (30 Days)
zts2323e	Empress Coronet (Permanent)
zts2324e	Flower Hairpin (7 Days)
zts2325e	Beautiful Traditional Japanese Accessory.[n]The expiration time starts as soon as you put it on.[n]+5% to All Damage[n]+200 to Maximum MP[n][n]
zts2326e	Flower Hairpin (30 Days)
zts2327e	Flower Hairpin (Permanent)
zts2328e	Hogeon (7 Days)
zts2329e	Traditional Korean Hat for Noble Boys.[n]The expiration time starts as soon as you put it on.[n]+5% to All Damage[n]+200 to Maximum MP[n][n]
zts2330e	Hogeon (30 Days)
zts2331e	Hogeon (Permanent)
zts2332e	Frozen Corpse Hat (7 Days)
zts2333e	Interesting Frozen Corpse Hat.[n]The expiration time starts as soon as you put it on.[n]+5% to All Damage[n]+200 to Maximum MP[n][n]
zts2334e	Frozen Corpse Hat (30 Days)
zts2335e	Frozen Corpse Hat (Permanent)
zts2336e	Ebosi (7 Days)
zts2337e	Stylish Traditional Japanese Hat.[n]The expiration time starts as soon as you put it on.[n]+5% to All Damage[n]+200 to Maximum MP[n][n]
zts2338e	Ebosi (30 Days)
zts2339e	Ebosi (Permanent)
zts2384e	Spring Hanbok (7 Days)
zts2385e	A traditional Korean clothes.[n]The expiration time starts as soon as you put it on.[n]+5% to All Defense[n]+200 to maximum HP[n][n]
zts2386e	Spring Hanbok (30 Days)
zts2387e	Spring Hanbok (Permanent)
zts2388e	Rainbow Hanbok (7 Days)
zts2389e	Rainbow Hanbok (30 Days)
zts2390e	Rainbow Hanbok (Permanent)
zts2391e	Traditional Hanbok (7 Days)
zts2392e	Traditional Hanbok (30 Days)
zts2393e	Traditional Hanbok (Permanent)
zts2394e	Kungfu Chipao (7 Days)
zts2395e	A traditional Chinese clothes.[n]The expiration time starts as soon as you put it on.[n]All Resistance +5%[n]Maximum HP +200[n][n]
zts2396e	Kungfu Chipao (30 Days)
zts2397e	Kungfu Chipao (Permanent)
zts2398e	Long Chipao (7 Days)
zts2399e	Long Chipao (30 Days)
zts2400e	Long Chipao (Permanent)
zts2401e	Dragon Chipao (7 Days)
zts2402e	Dragon Chipao (30 Days)
zts2403e	Dragon Chipao (Permanent)
zts2404e	Moonlight Necromancer (7 Days)
zts2405e	A traditional Japanese clothes.[n]The expiration time starts as soon as you put it on.[n]All Defense +5%[n]Maximum HP +200[n][n]
zts2406e	Moonlight Necromancer (30 Days)
zts2407e	Moonlight Necromancer (Permanent)
zts2408e	Sunlight Necromancer (7 Days)
zts2409e	Sunlight Necromancer (30 Days)
zts2410e	Sunlight Necromancer (Permanent)
zts2411e	Tatami Kimono (7 days)
zts2412e	Tatami Kimono (30 days)
zts2413e	Tatami Kimono (Permanent)
zts2414e	Fire Rose (7 Days)
zts2415e	Fire Rose (30 Days)
zts2416e	Fire Rose (Permanent)
zts2417e	Fresh Mint (7 Days)
zts2418e	Fresh Mint (30 Days)
zts2419e	Fresh Mint (Permanent)
zts2420e	Milky Chocolate (7 Days)
zts2421e	Milky Chocolate (30 Days)
zts2422e	Milky Chocolate (Permanent)
zts2423e	Azalea Hanbok (7 Days)
zts2424e	Azalea Hanbok (30 Days)
zts2425e	Azalea Hanbok (Permanent)
zts2426e	Sunset Glow Hanbok (7 Days)
zts2427e	Sunset Glow Hanbok (30 Days)
zts2428e	Sunset Glow Hanbok (Permanent)
zts2429e	Rose of Sharon Hanbok (7 Days)
zts2430e	Rose of Sharon Hanbok (30 Days)
zts2431e	Rose of Sharon Hanbok (Permanent)
zts2432e	Lavender Chipao (7 Days)
zts2433e	Lavender Chipao (30 Days)
zts2434e	Lavender Chipao (Permanent)
zts2435e	Phoenix Chipao (7 Days)
zts2436e	Phoenix Chipao (30 Days)
zts2437e	Phoenix Chipao (Permanent)
zts2438e	Trendy Chipao (7 Days)
zts2439e	Trendy Chipao (30 Days)
zts2440e	Trendy Chipao (Permanent)
zts2441e	Cherry Blossom Kimono (7 Days)
zts2442e	Cherry Blossom Kimono (30 Days)
zts2443e	Cherry Blossom Kimono (Permanent)
zts2444e	Forsythia Kimono (7 Days)
zts2445e	Forsythia Kimono (30 Days)
zts2446e	Forsythia Kimono (Permanent)
zts2447e	Kunoichi Kimono (7 Days)
zts2448e	Kunoichi Kimono (30 Days)
zts2449e	Kunoichi Kimono (Permanent)
zts2450e	When using this, you will have any of the following effects, [n]HP increase, [n] MP increase, SP increase, [n] and a failure. [n] 10 of this item with 20,000 Gold can be exchanged for the seal by Vellochika. [n] This item will disappear after the event ends. [n][n]
zts2451e	Seal of Team for Greeny Bob
zts2452e	You can start Raid at the [n] spot of Greeny Bob's attack in Milano village. [n] Recommended Lv : 20-99 [n] [How to use] [n] With this item you will be the leader of team.[n] As a leader, click on players you wish and add to the team. [n] Go to the entrance of Raid map, [n] when the leader enters [n] others will automatically enter. [n] [Warning] The players outside the recommended Lv. can also join it, [n] but they will have penalty for their levels. [n] (Heart will not be increased, can not get treasure box [n] even if the raid is successful) [n] This item will disappear after the event ends. [n][n]
zts2459e	Full Shell (Weapon)
zts2460e	A stone imbued with many magic skills.[n]You can enchant an item with various magic skills.[n]
zts2461e	Special Shell (Weapon)
zts2462e	A stone imbued with unique magic magic skills.[n]You can enchant an item with various magic skills.[n]
zts2463e	PvP Shell (Weapon)
zts2464e	A stone imbued with combat magic skills.[n]You can enchant an item with various magic skills.[n]
zts2465e	Perfect Shell (Weapon)
zts2466e	A stone imbued with all magic skills.[n]You can enchant an item with various magic skills.[n]
zts2467e	Full Shell (Costume)
zts2468e	Special Shell (Costume)
zts2469e	PvP Shell (Costume)
zts2470e	Perfect Shell (Costume)
zts2471e	Half Shell (Weapon)
zts2472e	A stone imbued with some magic skills.[n]You can enchant an item with various magic skills.[n]
zts2473e	Half Shell (Costume)
zts2502e	Good Smelling Perfume
zts2503e	You can change another character's exclusive items into your item.[n]Double click on an item and then click on another character's exclusive item to convert it into your exclusive item.[n]Varying numbers of perfume bottles are necessary according to the level and rare grade of the item to be changed.[n]
zts2504e	Rainbow Pearl for Grading
zts2505e	Rainbow pearl for grading unidentified item.[n]Grind the pearl and sprinkle the pearl powder on an item to read the hidden options on the item.[n][n]
zts2506e	Magic Eraser
zts2507e	An eraser used to erase all the options on an item.[n][Warning][n]1. Erased options cannot be recovered.[n]2. The exclusive item remains even after its options are erased.[n][n]
zts2508e	Creates a word balloon for 30 minutes [n] Message cannot be altered after inserting. [n] It disappears when you log-out [n]. Balloon will also disappear by inserting [n] '$close' [n][n]
zts2509e	Muffin
zts2510e	Slice of Pizza
zts2511e	Icicle with Syrup
zts2512e	Sweet Ice Cream
zts2513e	Ice Cream Cone
zts2514e	Doughnut and Coffee
zts2515e	Baguette and Fresh Cream
zts2516e	Parfait
zts2517e	Fast Slasher
zts2518e	A lightweight one-handed sword used to slash the enemy swiftly.[n][n]
zts2519e	Heavy Smasher
zts2520e	A powerful sword used to crush enemies with it's heavy weight.[n][n]
zts2521e	Forest Wind
zts2522e	A bow used by Elves, the protectors of the forest.[n][n]
zts2523e	Sniper
zts2524e	A very accurate bow. It's popular among sharp shooters.[n][n]
zts2525e	Red Skull
zts2526e	A staff with a piece of skull that maximizes the power of magic spells.[n][n]
zts2527e	Arch Mage
zts2528e	A staff imbued with holy power. It was widely used by famous sorcerers.[n][n]
zts2529e	Wood Elf Crossbow
zts2530e	A crossbow made of a hard tree grown by elves. It has a high durability.[n][n]
zts2531e	Ballista
zts2532e	A heavy but destructive crossbow.[n][n]
zts2533e	Mystique Dagger
zts2534e	A dagger made of mysterious materials. It has beautiful purple color.[n][n]
zts2535e	Wave Pattern Dagger
zts2536e	A dagger designed after ocean waves. It can inflict serious injury on the enemy.[n][n]
zts2537e	Ghost Spell Gun
zts2538e	A gun that shoots concentrated energy of spirits.[n][n]
zts2539e	Shooting Star
zts2540e	A gun that shoots powerful magic bullets that resemble a meteor in appearance.[n][n]
zts2541e	Bodyguard
zts2542e	A heavy duty armor to protect your body.[n][n]
zts2543e	Heavy Defender
zts2544e	An armor made with a thick layer of iron for maximum defense. Extremely heavy though and will slow you down[n][n]
zts2545e	Hunter's Tunic
zts2546e	A lightweight and heavy duty tunic popular among hunters.[n][n]
zts2547e	Light Step
zts2548e	A light costume but offers maximum defense because it's made of special magical fabric.[n][n]
zts2549e	Evil Robe
zts2550e	Robe imbued with evil spells.[n][n]
zts2551e	Wiseman's Robe
zts2552e	A smooth robe worn by many wisemen. Popular amongst sorcerers as well being comfortable to wear.[n][n]
zts2553e	Midnight Boots
zts2554e	Boots with a thick layer of leather and rubber for increased defense.[n][n]
zts2555e	Spirit Shoes
zts2556e	A pair of light and comfortable shoes.[n][n]
zts2557e	Dawn Gloves
zts2558e	A pair of gloves sprayed with magic morning dew. It's thin but offers high defense.[n][n]
zts2559e	Blaze Gloves
zts2560e	A very thick pair of gloves. It offers high defense but it's uncomfortable to wear.[n][n]
zts2561e	Silver Amulet
zts2562e	A pretty necklace made of silver.[n][n]
zts2563e	Amethyst Necklace
zts2564e	A necklace with a beautiful amethyst.[n][n]
zts2565e	High Quality Emerald Bracelet
zts2566e	A bracelet with a green emerald.[n][n]
zts2567e	Twist Bracelet
zts2568e	A bracelet that rotates.[n][n]
zts2569e	Aquamarine Ring
zts2570e	A ring with a transparent aquamarine.[n][n]
zts2571e	Full Moon Crystal Ring
zts2572e	A ring with a cut full moon crystal.[n][n]
zts2573e	Collie Clothes(7 days)
zts2574e	Doggie Clothes.[n]Duration begins after being equipped [n]All defense powers + 5%[n]Maximum HP + 200[n][n]
zts2575e	Collie Clothes(30 days)
zts2576e	Collie Clothes(Permanent)
zts2577e	Golden Retriever Clothes (7 days)
zts2578e	Golden Retriever Clothes (30 days)
zts2579e	Golden Retriever Clothes (Permanent)
zts2580e	Siamese Clothes (7 days)
zts2581e	Kitty Clothes.[n]Duration begins after being equipped. [n]All defense powers + 5%[n]Maximum HP + 200[n][n]
zts2582e	Siamese Clothes (30 days)
zts2583e	Siamese Clothes (Permanent)
zts2584e	Russian Blue Clothes(7 days)
zts2585e	Russian Blue Clothes(30 days)
zts2586e	Russian Blue Clothes(Permanent)
zts2587e	Hot Bunny Clothes(7 days)
zts2588e	Rabbit Clothes.[n]Duration begins after being equipped. [n]All defense powers + 5%[n]Maximum HP + 200[n][n]
zts2589e	Hot Bunny Clothes(30 days)
zts2590e	Hot Bunny Clothes(Permanent)
zts2591e	Charming Bunny Clothes(7 days)
zts2592e	Charming Bunny Clothes(30 days)
zts2593e	Charming Bunny Clothes(Permanent)
zts2595e	Tiger Clothes.[n]Duration begins after being equipped. [n]All defense powers + 5%[n]Maximum HP + 200[n][n]
zts2598e	Captivating Tiger Clothes(7 days)
zts2599e	Captivating Tiger Clothes(30 days)
zts2600e	Captivating Tiger Clothes(Permanent)
zts2601e	Bulldog Clothes(7 days)
zts2602e	Bulldog Clothes(30 days)
zts2603e	Bulldog Clothes(Permanent)
zts2604e	Dachshund Clothes (7 days)
zts2605e	Dachshund Clothes (30 days)
zts2606e	Dachshund Clothes (Permanent)
zts2607e	American Shorthair Clothes(7 days)
zts2608e	American Shorthair Clothes(30 days)
